,Round Number,Date,Home Team,Away Team,Result
0,0,1974-08-02,1. FC Saarbrucken,SV Darmstadt 98,1 - 0
1,0,1974-08-03,SC Gottingen 05,DJK Gutersloh,5 - 2
2,0,1974-08-03,Olympia Wilhelmshaven,SpVgg Erkenschwick,1 - 2
3,0,1974-08-03,Arminia Bielefeld,Borussia Dortmund,1 - 1
4,0,1974-08-03,FC St. Pauli,SG Wattenscheid 09,1 - 3
5,0,1974-08-03,Fortuna Koln,HSV Barmbek-Uhlenhorst,4 - 0
6,0,1974-08-03,Wacker 04 Berlin,Rot-Weiss Oberhausen,1 - 1
7,0,1974-08-03,Schwarz-Weiss Essen,VfL Wolfsburg,0 - 0
8,0,1974-08-03,FC Augsburg,1. FC Nurnberg,2 - 0
9,0,1974-08-03,Stuttgarter Kickers,Waldhof Mannheim,1 - 1
10,0,1974-08-03,VfR Heilbronn,1. FC Schweinfurt 05,5 - 1
11,0,1974-08-03,SpVgg Bayreuth,SV Rochling Volklingen,1 - 2
12,0,1974-08-03,SpVgg Greuther Furth,FK Pirmasens,1 - 1
13,0,1974-08-03,VfR Mannheim,Borussia Neunkirchen,1 - 3
14,0,1974-08-04,KFC Uerdingen 05,Preussen Munster,3 - 1
15,0,1974-08-04,1. FSV Mainz 05,FC Bayern Hof,2 - 0
16,0,1974-08-04,1. FC Mulheim,VfL Osnabruck,1 - 0
17,0,1974-08-04,Wormatia Worms,1860 Munchen,1 - 0
18,0,1974-08-04,FC 08 Homburg,Karlsruher SC,2 - 3
19,0,1974-08-09,Alemannia Aachen,Fortuna Koln,1 - 1
20,0,1974-08-10,SpVgg Erkenschwick,Schwarz-Weiss Essen,2 - 1
21,1,1974-08-10,Rot-Weiss Oberhausen,Arminia Bielefeld,2 - 2
22,1,1974-08-10,Preussen Munster,Wacker 04 Berlin,1 - 1
23,1,1974-08-10,VfL Wolfsburg,1. FC Mulheim,1 - 0
24,1,1974-08-10,SG Wattenscheid 09,Olympia Wilhelmshaven,2 - 2
25,1,1974-08-10,Borussia Dortmund,Hannover 96,3 - 1
26,1,1974-08-10,VfL Osnabruck,KFC Uerdingen 05,2 - 0
27,1,1974-08-10,HSV Barmbek-Uhlenhorst,SC Gottingen 05,2 - 1
28,1,1974-08-10,DJK Gutersloh,FC St. Pauli,2 - 2
29,1,1974-08-10,Waldhof Mannheim,VfR Heilbronn,1 - 0
30,1,1974-08-10,1. FC Nurnberg,1. FSV Mainz 05,3 - 0
31,1,1974-08-10,FK Pirmasens,SpVgg Bayreuth,2 - 1
32,1,1974-08-10,Karlsruher SC,Wormatia Worms,2 - 0
33,1,1974-08-10,Borussia Neunkirchen,SpVgg Greuther Furth,0 - 1
34,1,1974-08-10,SV Darmstadt 98,Stuttgarter Kickers,2 - 0
35,1,1974-08-10,FC Bayern Hof,1. FC Saarbrucken,1 - 1
36,1,1974-08-10,1860 Munchen,FC Augsburg,1 - 1
37,1,1974-08-11,1. FC Schweinfurt 05,FC 08 Homburg,2 - 0
38,1,1974-08-11,SV Rochling Volklingen,VfR Mannheim,5 - 1
39,1,1974-08-18,Wormatia Worms,FK Pirmasens,0 - 2
40,2,1974-08-18,SpVgg Bayreuth,Karlsruher SC,1 - 1
41,2,1974-08-18,VfR Heilbronn,SV Darmstadt 98,1 - 1
42,2,1974-08-18,SpVgg Greuther Furth,SV Rochling Volklingen,1 - 1
43,2,1974-08-18,1. FC Saarbrucken,1. FC Schweinfurt 05,0 - 0
44,2,1974-08-18,Stuttgarter Kickers,FC Bayern Hof,1 - 4
45,2,1974-08-18,FC Augsburg,Borussia Neunkirchen,3 - 1
46,2,1974-08-20,Wacker 04 Berlin,VfL Osnabruck,2 - 1
47,2,1974-08-21,Schwarz-Weiss Essen,SG Wattenscheid 09,2 - 0
48,2,1974-08-21,1. FSV Mainz 05,Waldhof Mannheim,1 - 1
49,2,1974-08-21,SC Gottingen 05,FC St. Pauli,5 - 0
50,2,1974-08-21,Olympia Wilhelmshaven,DJK Gutersloh,2 - 1
51,2,1974-08-21,KFC Uerdingen 05,VfL Wolfsburg,4 - 1
52,2,1974-08-21,HSV Barmbek-Uhlenhorst,Alemannia Aachen,2 - 1
53,2,1974-08-21,Arminia Bielefeld,Preussen Munster,3 - 2
54,2,1974-08-21,1. FC Mulheim,SpVgg Erkenschwick,3 - 1
55,2,1974-08-21,Fortuna Koln,Borussia Dortmund,2 - 0
56,2,1974-08-21,Hannover 96,Rot-Weiss Oberhausen,5 - 2
57,2,1974-08-21,VfR Mannheim,1860 Munchen,2 - 1
58,2,1974-08-21,FC 08 Homburg,1. FC Nurnberg,2 - 1
59,2,1974-08-24,Alemannia Aachen,SC Gottingen 05,0 - 2
60,3,1974-08-24,FC St. Pauli,Olympia Wilhelmshaven,2 - 1
61,3,1974-08-24,VfL Osnabruck,Arminia Bielefeld,1 - 1
62,3,1974-08-24,DJK Gutersloh,Schwarz-Weiss Essen,3 - 1
63,3,1974-08-24,Borussia Dortmund,HSV Barmbek-Uhlenhorst,2 - 1
64,3,1974-08-24,SpVgg Erkenschwick,KFC Uerdingen 05,1 - 3
65,3,1974-08-24,Preussen Munster,Hannover 96,1 - 1
66,3,1974-08-24,1860 Munchen,1. FSV Mainz 05,1 - 3
67,3,1974-08-24,1. FC Nurnberg,Wormatia Worms,3 - 0
68,3,1974-08-24,1. FC Schweinfurt 05,FC Augsburg,4 - 2
69,3,1974-08-24,Waldhof Mannheim,SpVgg Greuther Furth,2 - 0
70,3,1974-08-24,FK Pirmasens,FC 08 Homburg,4 - 2
71,3,1974-08-24,Borussia Neunkirchen,SpVgg Bayreuth,1 - 0
72,3,1974-08-24,FC Bayern Hof,VfR Heilbronn,0 - 1
73,3,1974-08-25,Rot-Weiss Oberhausen,Fortuna Koln,1 - 2
74,3,1974-08-25,SV Darmstadt 98,VfR Mannheim,3 - 0
75,3,1974-08-25,VfL Wolfsburg,Wacker 04 Berlin,3 - 1
76,3,1974-08-25,SG Wattenscheid 09,1. FC Mulheim,3 - 2
77,3,1974-08-25,Karlsruher SC,1. FC Saarbrucken,2 - 1
78,3,1974-08-25,SV Rochling Volklingen,Stuttgarter Kickers,2 - 1
79,3,1974-08-28,1. FC Mulheim,DJK Gutersloh,1 - 0
80,4,1974-08-28,SpVgg Greuther Furth,SV Darmstadt 98,1 - 3
81,4,1974-08-28,Hannover 96,VfL Osnabruck,2 - 0
82,4,1974-08-28,HSV Barmbek-Uhlenhorst,Rot-Weiss Oberhausen,0 - 1
83,4,1974-08-28,Arminia Bielefeld,VfL Wolfsburg,1 - 1
