,Round Number,Date,Home Team,Away Team,Result
3040,0,1978-07-30,Fortuna Koln,SV Bayer 04 Leverkusen,1 - 3
3041,0,1978-07-30,FC Hanau 93,KSV Baunatal,0 - 3
3042,0,1978-07-30,SG Wattenscheid 09,Holstein Kiel,2 - 0
3043,0,1978-07-30,Alemannia Aachen,FC St. Pauli,0 - 0
3044,0,1978-07-30,Preussen Munster,SC Viktoria 04 Koln,2 - 0
3045,0,1978-07-30,KFC Uerdingen 05,Wuppertaler SV,4 - 2
3046,0,1978-07-30,Hannover 96,DSC Wanne-Eickel,4 - 2
3047,0,1978-07-30,Wacker 04 Berlin,VfL Osnabruck,2 - 1
3048,0,1978-07-30,Rot-Weiss Ludenscheid,SG Union Solingen,3 - 1
3049,0,1978-07-30,Tennis Borussia Berlin,Rot-Weiss Essen,1 - 1
3050,0,1978-07-30,Westfalia Herne,Arminia Hannover,4 - 0
3051,0,1978-07-30,MTV Ingolstadt,1. FC Saarbrucken,2 - 1
3052,0,1978-07-30,Stuttgarter Kickers,Kickers Offenbach,2 - 2
3053,0,1978-07-30,Borussia Neunkirchen,Waldhof Mannheim,1 - 1
3054,0,1978-07-30,Karlsruher SC,Freiburger FC,2 - 1
3055,0,1978-07-30,FSV Frankfurt,FC Augsburg,2 - 1
3056,0,1978-07-30,Eintracht Trier,FC 08 Homburg,3 - 1
3057,0,1978-07-30,SC Freiburg,Wormatia Worms,0 - 2
3058,0,1978-07-30,1860 Munchen,SpVgg Bayreuth,1 - 3
3059,0,1978-07-30,FV Wurzburg 04,SpVgg Greuther Furth,1 - 1
3060,0,1978-08-09,SC Viktoria 04 Koln,Alemannia Aachen,2 - 2
3061,1,1978-08-09,SpVgg Bayreuth,MTV Ingolstadt,4 - 0
3062,1,1978-08-09,Wuppertaler SV,Wacker 04 Berlin,3 - 1
3063,1,1978-08-09,SV Bayer 04 Leverkusen,Tennis Borussia Berlin,5 - 2
3064,1,1978-08-09,Arminia Hannover,Fortuna Koln,2 - 2
3065,1,1978-08-09,VfL Osnabruck,SG Wattenscheid 09,1 - 1
3066,1,1978-08-09,Rot-Weiss Essen,Rot-Weiss Ludenscheid,4 - 2
3067,1,1978-08-09,DSC Wanne-Eickel,Preussen Munster,2 - 1
3068,1,1978-08-09,FC St. Pauli,KFC Uerdingen 05,1 - 4
3069,1,1978-08-09,SG Union Solingen,Hannover 96,1 - 1
3070,1,1978-08-09,Holstein Kiel,Westfalia Herne,2 - 1
3071,1,1978-08-09,KSV Baunatal,FSV Frankfurt,3 - 1
3072,1,1978-08-09,Waldhof Mannheim,1860 Munchen,1 - 1
3073,1,1978-08-09,SpVgg Greuther Furth,Eintracht Trier,2 - 0
3074,1,1978-08-09,FC 08 Homburg,Stuttgarter Kickers,1 - 2
3075,1,1978-08-09,Wormatia Worms,Karlsruher SC,0 - 2
3076,1,1978-08-09,1. FC Saarbrucken,FV Wurzburg 04,3 - 1
3077,1,1978-08-09,Kickers Offenbach,SC Freiburg,5 - 0
3078,1,1978-08-09,FC Augsburg,Borussia Neunkirchen,3 - 2
3079,1,1978-08-09,Freiburger FC,FC Hanau 93,5 - 1
3080,1,1978-08-13,Tennis Borussia Berlin,Rot-Weiss Ludenscheid,2 - 0
3081,2,1978-08-13,MTV Ingolstadt,Waldhof Mannheim,2 - 1
3082,2,1978-08-13,Fortuna Koln,Holstein Kiel,5 - 0
3083,2,1978-08-13,SG Wattenscheid 09,Wuppertaler SV,0 - 2
3084,2,1978-08-13,Wacker 04 Berlin,FC St. Pauli,2 - 4
3085,2,1978-08-13,Westfalia Herne,VfL Osnabruck,2 - 3
3086,2,1978-08-13,Preussen Munster,SG Union Solingen,2 - 0
3087,2,1978-08-13,SV Bayer 04 Leverkusen,Arminia Hannover,3 - 0
3088,2,1978-08-13,KFC Uerdingen 05,SC Viktoria 04 Koln,2 - 1
3089,2,1978-08-13,Alemannia Aachen,DSC Wanne-Eickel,2 - 2
3090,2,1978-08-13,Hannover 96,Rot-Weiss Essen,1 - 3
3091,2,1978-08-13,Stuttgarter Kickers,SpVgg Greuther Furth,2 - 2
3092,2,1978-08-13,Eintracht Trier,1. FC Saarbrucken,0 - 0
3093,2,1978-08-13,Borussia Neunkirchen,KSV Baunatal,1 - 0
3094,2,1978-08-13,FV Wurzburg 04,SpVgg Bayreuth,1 - 2
3095,2,1978-08-13,FSV Frankfurt,Freiburger FC,4 - 0
3096,2,1978-08-13,Karlsruher SC,FC Hanau 93,3 - 1
3097,2,1978-08-13,Wormatia Worms,Kickers Offenbach,3 - 2
3098,2,1978-08-13,SC Freiburg,FC 08 Homburg,0 - 5
3099,2,1978-08-13,1860 Munchen,FC Augsburg,4 - 0
3100,2,1978-08-20,Arminia Hannover,Tennis Borussia Berlin,1 - 1
3101,3,1978-08-20,FC Augsburg,MTV Ingolstadt,1 - 2
3102,3,1978-08-20,VfL Osnabruck,Fortuna Koln,2 - 1
3103,3,1978-08-20,SC Viktoria 04 Koln,Wacker 04 Berlin,1 - 0
3104,3,1978-08-20,SG Union Solingen,Alemannia Aachen,1 - 0
3105,3,1978-08-20,Rot-Weiss Ludenscheid,Hannover 96,2 - 4
3106,3,1978-08-20,Holstein Kiel,SV Bayer 04 Leverkusen,1 - 2
3107,3,1978-08-20,Wuppertaler SV,Westfalia Herne,1 - 1
