,Round Number,Date,Home Team,Away Team,Result
10558,0,1994-08-19,1. FC Saarbrucken,Fortuna Dusseldorf,1 - 2
10559,0,1994-08-19,Hertha BSC,Hansa Rostock,0 - 1
10560,0,1994-08-20,1. FSV Mainz 05,FC 08 Homburg,4 - 1
10561,0,1994-08-20,FC St. Pauli,VfL Wolfsburg,0 - 0
10562,0,1994-08-20,Fortuna Koln,Chemnitzer FC,3 - 0
10563,0,1994-08-21,FSV Zwickau,FSV Frankfurt,2 - 2
10564,0,1994-08-21,Hannover 96,SV Meppen,1 - 0
10565,0,1994-08-21,SG Wattenscheid 09,VfB Leipzig,4 - 2
10566,0,1994-08-22,1. FC Nurnberg,Waldhof Mannheim,0 - 0
10567,0,1994-08-23,VfL Wolfsburg,1. FSV Mainz 05,2 - 0
10568,1,1994-08-23,Hansa Rostock,FC St. Pauli,3 - 0
10569,1,1994-08-24,FSV Frankfurt,Fortuna Koln,0 - 5
10570,1,1994-08-24,Chemnitzer FC,1. FC Saarbrucken,1 - 1
10571,1,1994-08-24,Fortuna Dusseldorf,SG Wattenscheid 09,1 - 1
10572,1,1994-08-24,VfB Leipzig,Hannover 96,3 - 1
10573,1,1994-08-24,FC 08 Homburg,FSV Zwickau,3 - 1
10574,1,1994-08-25,SV Meppen,1. FC Nurnberg,1 - 2
10575,1,1994-08-25,Waldhof Mannheim,Hertha BSC,3 - 0
10576,1,1994-08-26,1. FSV Mainz 05,Hansa Rostock,2 - 2
10577,2,1994-08-27,FSV Frankfurt,FC 08 Homburg,1 - 2
10578,2,1994-08-27,FSV Zwickau,VfL Wolfsburg,1 - 3
10579,2,1994-08-27,Hannover 96,Fortuna Dusseldorf,0 - 3
10580,2,1994-08-28,Hertha BSC,SV Meppen,5 - 1
10581,2,1994-08-28,1. FC Nurnberg,VfB Leipzig,3 - 1
10582,2,1994-08-28,SG Wattenscheid 09,Chemnitzer FC,2 - 2
10583,2,1994-08-29,FC St. Pauli,Waldhof Mannheim,1 - 1
10584,2,1994-08-31,Fortuna Koln,1. FC Saarbrucken,4 - 0
10585,2,1994-09-02,VfL Wolfsburg,FSV Frankfurt,4 - 1
10586,3,1994-09-02,VfB Leipzig,Hertha BSC,0 - 1
10587,3,1994-09-03,Fortuna Dusseldorf,1. FC Nurnberg,1 - 1
10588,3,1994-09-03,Waldhof Mannheim,1. FSV Mainz 05,4 - 0
10589,3,1994-09-03,Hansa Rostock,FSV Zwickau,2 - 0
