,Round Number,Date,Home Team,Away Team,Result
10178,0,1993-07-27,Tennis Borussia Berlin,1. FSV Mainz 05,0 - 1
10179,0,1993-07-27,Waldhof Mannheim,Fortuna Koln,1 - 1
10180,0,1993-07-27,Hansa Rostock,1860 Munchen,4 - 0
10181,0,1993-07-27,FC 08 Homburg,FC St. Pauli,2 - 1
10182,0,1993-07-28,Carl Zeiss Jena,Hertha BSC,1 - 1
10183,0,1993-07-28,VfL Wolfsburg,KFC Uerdingen 05,3 - 0
10184,0,1993-07-28,Stuttgarter Kickers,Hannover 96,0 - 0
10185,0,1993-07-28,SV Meppen,VfL Bochum,0 - 1
10186,0,1993-07-28,Chemnitzer FC,Wuppertaler SV,0 - 0
10187,0,1993-07-28,Rot-Weiss Essen,1. FC Saarbrucken,3 - 1
10188,0,1993-07-31,Fortuna Koln,VfL Wolfsburg,2 - 0
10189,1,1993-07-31,KFC Uerdingen 05,FC 08 Homburg,0 - 1
10190,1,1993-07-31,FC St. Pauli,Chemnitzer FC,3 - 0
10191,1,1993-07-31,Wuppertaler SV,SV Meppen,0 - 1
10192,1,1993-07-31,VfL Bochum,Hansa Rostock,2 - 0
10193,1,1993-07-31,1860 Munchen,Rot-Weiss Essen,1 - 0
10194,1,1993-07-31,1. FC Saarbrucken,Stuttgarter Kickers,3 - 0
10195,1,1993-07-31,Hannover 96,Tennis Borussia Berlin,0 - 1
10196,1,1993-07-31,1. FSV Mainz 05,Carl Zeiss Jena,2 - 0
10197,1,1993-07-31,Hertha BSC,Waldhof Mannheim,1 - 0
10198,1,1993-08-06,Carl Zeiss Jena,Waldhof Mannheim,2 - 2
10199,2,1993-08-06,Tennis Borussia Berlin,1. FC Saarbrucken,0 - 4
10200,2,1993-08-06,Chemnitzer FC,KFC Uerdingen 05,1 - 4
10201,2,1993-08-07,1. FSV Mainz 05,Hannover 96,1 - 0
10202,2,1993-08-07,Stuttgarter Kickers,1860 Munchen,0 - 2
10203,2,1993-08-07,Hansa Rostock,Wuppertaler SV,0 - 1
10204,2,1993-08-07,FC 08 Homburg,Fortuna Koln,1 - 2
10205,2,1993-08-08,SV Meppen,FC St. Pauli,1 - 1
10206,2,1993-08-08,VfL Wolfsburg,Hertha BSC,1 - 0
10207,2,1993-08-08,Rot-Weiss Essen,VfL Bochum,0 - 2
10208,2,1993-08-13,VfL Bochum,Stuttgarter Kickers,3 - 1
10209,3,1993-08-13,1860 Munchen,Tennis Borussia Berlin,2 - 1
10210,3,1993-08-14,Fortuna Koln,Chemnitzer FC,0 - 1
10211,3,1993-08-14,Wuppertaler SV,Rot-Weiss Essen,0 - 0
10212,3,1993-08-14,Hannover 96,Carl Zeiss Jena,1 - 0
10213,3,1993-08-14,Waldhof Mannheim,VfL Wolfsburg,1 - 1
10214,3,1993-08-15,KFC Uerdingen 05,SV Meppen,1 - 0
10215,3,1993-08-15,FC St. Pauli,Hansa Rostock,2 - 4
10216,3,1993-08-15,1. FC Saarbrucken,1. FSV Mainz 05,2 - 0
10217,3,1993-08-17,Hertha BSC,FC 08 Homburg,1 - 0
10218,3,1993-08-20,Hansa Rostock,KFC Uerdingen 05,2 - 0
10219,4,1993-08-21,Hannover 96,1. FC Saarbrucken,4 - 1
10220,4,1993-08-21,Tennis Borussia Berlin,VfL Bochum,1 - 1
10221,4,1993-08-21,Stuttgarter Kickers,Wuppertaler SV,1 - 0
10222,4,1993-08-21,SV Meppen,Fortuna Koln,4 - 2
10223,4,1993-08-21,Chemnitzer FC,Hertha BSC,1 - 1
10224,4,1993-08-21,FC 08 Homburg,Waldhof Mannheim,3 - 0
10225,4,1993-08-21,Carl Zeiss Jena,VfL Wolfsburg,2 - 0
10226,4,1993-08-22,Rot-Weiss Essen,FC St. Pauli,0 - 0
10227,4,1993-08-22,1. FSV Mainz 05,1860 Munchen,1 - 1
10228,4,1993-08-27,Wuppertaler SV,Tennis Borussia Berlin,1 - 0
10229,5,1993-08-27,1. FC Saarbrucken,Carl Zeiss Jena,2 - 1
10230,5,1993-08-28,Fortuna Koln,Hansa Rostock,0 - 0
10231,5,1993-08-28,FC St. Pauli,Stuttgarter Kickers,3 - 0
10232,5,1993-08-28,1860 Munchen,Hannover 96,2 - 2
10233,5,1993-08-28,VfL Wolfsburg,FC 08 Homburg,2 - 0
10234,5,1993-08-29,VfL Bochum,1. FSV Mainz 05,2 - 0
10235,5,1993-08-29,Waldhof Mannheim,Chemnitzer FC,1 - 0
10236,5,1993-08-29,Hertha BSC,SV Meppen,1 - 1
10237,5,1993-08-29,KFC Uerdingen 05,Rot-Weiss Essen,2 - 0
10238,5,1993-09-02,Tennis Borussia Berlin,FC St. Pauli,0 - 0
10239,6,1993-09-03,Carl Zeiss Jena,FC 08 Homburg,2 - 1
10240,6,1993-09-03,Chemnitzer FC,VfL Wolfsburg,1 - 1
10241,6,1993-09-04,1. FC Saarbrucken,1860 Munchen,0 - 2
10242,6,1993-09-04,Rot-Weiss Essen,Fortuna Koln,3 - 0
10243,6,1993-09-04,Hansa Rostock,Hertha BSC,2 - 2
10244,6,1993-09-05,Hannover 96,VfL Bochum,0 - 0
10245,6,1993-09-05,Stuttgarter Kickers,KFC Uerdingen 05,0 - 2
10246,6,1993-09-05,SV Meppen,Waldhof Mannheim,1 - 0
10247,6,1993-09-07,1. FSV Mainz 05,Wuppertaler SV,1 - 1
10248,6,1993-09-17,Wuppertaler SV,Hannover 96,0 - 0
10249,7,1993-09-17,Fortuna Koln,Stuttgarter Kickers,2 - 1
10250,7,1993-09-17,FC St. Pauli,1. FSV Mainz 05,1 - 0
10251,7,1993-09-18,KFC Uerdingen 05,Tennis Borussia Berlin,3 - 1
