,Round Number,Date,Home Team,Away Team,Result
15148,0,2009-08-07,FC St. Pauli,Rot Weiss Ahlen,2 - 1
15149,0,2009-08-07,Karlsruher SC,Alemannia Aachen,1 - 1
15150,0,2009-08-07,Rot-Weiss Oberhausen,1. FC Union Berlin,0 - 3
15151,0,2009-08-08,1. FC Kaiserslautern,SpVgg Greuther Furth,2 - 1
15152,0,2009-08-08,Fortuna Dusseldorf,SC Paderborn 07,3 - 0
15153,0,2009-08-09,FSV Frankfurt,MSV Duisburg,1 - 2
15154,0,2009-08-09,1860 Munchen,TuS Koblenz,2 - 0
15155,0,2009-08-09,Energie Cottbus,FC Augsburg,3 - 1
15156,0,2009-08-10,Arminia Bielefeld,Hansa Rostock,3 - 1
15157,0,2009-08-14,SpVgg Greuther Furth,FSV Frankfurt,4 - 0
15158,1,2009-08-14,SC Paderborn 07,Karlsruher SC,2 - 0
15159,1,2009-08-14,MSV Duisburg,Energie Cottbus,2 - 2
15160,1,2009-08-15,Hansa Rostock,1860 Munchen,2 - 1
15161,1,2009-08-15,1. FC Union Berlin,Fortuna Dusseldorf,1 - 0
15162,1,2009-08-16,Rot Weiss Ahlen,1. FC Kaiserslautern,0 - 1
15163,1,2009-08-16,FC Augsburg,Rot-Weiss Oberhausen,2 - 2
15164,1,2009-08-16,TuS Koblenz,Arminia Bielefeld,3 - 2
15165,1,2009-08-17,Alemannia Aachen,FC St. Pauli,0 - 5
15166,1,2009-08-21,FSV Frankfurt,SC Paderborn 07,0 - 0
15167,2,2009-08-21,1. FC Union Berlin,Hansa Rostock,1 - 0
15168,2,2009-08-21,Fortuna Dusseldorf,TuS Koblenz,1 - 0
15169,2,2009-08-22,Arminia Bielefeld,FC Augsburg,1 - 2
15170,2,2009-08-22,FC St. Pauli,MSV Duisburg,2 - 2
15171,2,2009-08-23,Energie Cottbus,SpVgg Greuther Furth,1 - 3
15172,2,2009-08-23,1. FC Kaiserslautern,Alemannia Aachen,1 - 1
15173,2,2009-08-23,Rot-Weiss Oberhausen,Rot Weiss Ahlen,2 - 0
15174,2,2009-08-24,1860 Munchen,Karlsruher SC,1 - 3
15175,2,2009-08-28,Karlsruher SC,FC St. Pauli,0 - 4
15176,3,2009-08-28,Rot Weiss Ahlen,1860 Munchen,0 - 0
15177,3,2009-08-28,TuS Koblenz,Energie Cottbus,0 - 2
15178,3,2009-08-29,SpVgg Greuther Furth,Arminia Bielefeld,2 - 4
15179,3,2009-08-29,Hansa Rostock,Rot-Weiss Oberhausen,0 - 2
15180,3,2009-08-30,Alemannia Aachen,FSV Frankfurt,3 - 0
15181,3,2009-08-30,FC Augsburg,1. FC Union Berlin,1 - 1
15182,3,2009-08-30,SC Paderborn 07,1. FC Kaiserslautern,0 - 0
15183,3,2009-08-31,MSV Duisburg,Fortuna Dusseldorf,3 - 0
15184,3,2009-09-11,Arminia Bielefeld,Rot Weiss Ahlen,2 - 0
15185,4,2009-09-11,Fortuna Dusseldorf,FC Augsburg,1 - 1
15186,4,2009-09-11,1. FC Kaiserslautern,MSV Duisburg,4 - 1
15187,4,2009-09-12,1860 Munchen,SpVgg Greuther Furth,3 - 1
15188,4,2009-09-12,Hansa Rostock,TuS Koblenz,2 - 1
15189,4,2009-09-13,Rot-Weiss Oberhausen,Alemannia Aachen,1 - 0
15190,4,2009-09-13,FSV Frankfurt,FC St. Pauli,2 - 3
15191,4,2009-09-13,1. FC Union Berlin,SC Paderborn 07,5 - 4
15192,4,2009-09-14,Energie Cottbus,Karlsruher SC,2 - 4
15193,4,2009-09-18,Karlsruher SC,FSV Frankfurt,2 - 0
15194,5,2009-09-18,MSV Duisburg,Arminia Bielefeld,0 - 3
