,Round Number,Date,Home Team,Away Team,Result
4600,0,1980-08-05,1. FC Saarbrucken,VfR Burstadt,0 - 2
4601,0,1980-08-05,Waldhof Mannheim,Freiburger FC,5 - 0
4602,0,1980-08-05,SpVgg Greuther Furth,Stuttgarter Kickers,1 - 1
4603,0,1980-08-05,SV Darmstadt 98,FC Augsburg,2 - 2
4604,0,1980-08-05,SSV Ulm 1846,Kickers Offenbach,0 - 0
4605,0,1980-08-05,Wormatia Worms,Eintracht Trier,3 - 2
4606,0,1980-08-05,FC 08 Homburg,Borussia Neunkirchen,2 - 2
4607,0,1980-08-05,SC Freiburg,Hessen Kassel,0 - 0
4608,0,1980-08-05,FSV Frankfurt,VfB Eppingen,3 - 2
4609,0,1980-08-05,SpVgg Bayreuth,ESV Ingolstadt,2 - 0
4610,0,1980-08-06,SG Wattenscheid 09,Hannover 96,1 - 2
4611,0,1980-08-06,Eintracht Braunschweig,Holstein Kiel,2 - 0
4612,0,1980-08-06,Fortuna Koln,SG Union Solingen,2 - 1
4613,0,1980-08-06,Alemannia Aachen,SpVgg Erkenschwick,5 - 1
4614,0,1980-08-06,OSV Hannover,SC Gottingen 05,1 - 1
4615,0,1980-08-06,SC Viktoria 04 Koln,Preussen Munster,3 - 1
4616,0,1980-08-06,Tennis Borussia Berlin,Rot-Weiss Essen,1 - 0
4617,0,1980-08-06,1. FC Bocholt,SC Herford,2 - 1
4618,0,1980-08-06,Rot-Weiss Oberhausen,Werder Bremen,1 - 1
4619,0,1980-08-06,VfL Osnabruck,Rot-Weiss Ludenscheid,2 - 0
4620,0,1980-08-06,VfB Oldenburg,Hertha BSC,2 - 0
4621,0,1980-08-09,SC Herford,Tennis Borussia Berlin,2 - 1
4622,1,1980-08-09,Preussen Munster,Fortuna Koln,3 - 2
4623,1,1980-08-09,Rot-Weiss Essen,VfB Oldenburg,4 - 1
4624,1,1980-08-09,SG Union Solingen,Alemannia Aachen,1 - 0
4625,1,1980-08-09,Holstein Kiel,OSV Hannover,2 - 1
4626,1,1980-08-09,SpVgg Erkenschwick,Eintracht Braunschweig,1 - 2
4627,1,1980-08-09,Werder Bremen,1. FC Bocholt,1 - 2
4628,1,1980-08-09,Rot-Weiss Ludenscheid,Rot-Weiss Oberhausen,2 - 2
4629,1,1980-08-09,Hannover 96,VfL Osnabruck,1 - 1
4630,1,1980-08-09,Hertha BSC,SC Viktoria 04 Koln,4 - 0
4631,1,1980-08-09,SC Gottingen 05,SG Wattenscheid 09,0 - 0
4632,1,1980-08-09,Eintracht Trier,FSV Frankfurt,2 - 1
4633,1,1980-08-09,Kickers Offenbach,SpVgg Bayreuth,1 - 1
4634,1,1980-08-09,VfR Burstadt,FC 08 Homburg,3 - 1
4635,1,1980-08-09,Freiburger FC,SSV Ulm 1846,0 - 1
4636,1,1980-08-09,Hessen Kassel,Waldhof Mannheim,3 - 1
4637,1,1980-08-09,Stuttgarter Kickers,1. FC Saarbrucken,1 - 0
4638,1,1980-08-09,ESV Ingolstadt,SpVgg Greuther Furth,2 - 3
4639,1,1980-08-09,Borussia Neunkirchen,Wormatia Worms,2 - 1
4640,1,1980-08-09,VfB Eppingen,SV Darmstadt 98,2 - 2
4641,1,1980-08-09,FC Augsburg,SC Freiburg,0 - 1
4642,1,1980-08-15,FSV Frankfurt,Borussia Neunkirchen,4 - 2
4643,2,1980-08-15,SC Freiburg,VfB Eppingen,2 - 0
4644,2,1980-08-15,1. FC Saarbrucken,ESV Ingolstadt,5 - 1
4645,2,1980-08-15,FC 08 Homburg,Stuttgarter Kickers,1 - 1
4646,2,1980-08-15,Waldhof Mannheim,SSV Ulm 1846,1 - 0
4647,2,1980-08-15,SpVgg Greuther Furth,Kickers Offenbach,2 - 1
4648,2,1980-08-15,SV Darmstadt 98,Eintracht Trier,2 - 0
4649,2,1980-08-15,Hessen Kassel,FC Augsburg,5 - 2
4650,2,1980-08-15,SpVgg Bayreuth,Freiburger FC,5 - 1
4651,2,1980-08-15,Wormatia Worms,VfR Burstadt,1 - 2
4652,2,1980-08-16,VfB Oldenburg,SC Herford,0 - 0
4653,2,1980-08-16,SC Viktoria 04 Koln,Rot-Weiss Essen,1 - 1
4654,2,1980-08-16,Holstein Kiel,SC Gottingen 05,1 - 1
4655,2,1980-08-16,Alemannia Aachen,Preussen Munster,4 - 0
4656,2,1980-08-16,VfL Osnabruck,SG Wattenscheid 09,3 - 3
4657,2,1980-08-16,Fortuna Koln,Hertha BSC,3 - 1
4658,2,1980-08-16,Tennis Borussia Berlin,Werder Bremen,0 - 1
4659,2,1980-08-16,Eintracht Braunschweig,SG Union Solingen,1 - 1
4660,2,1980-08-16,1. FC Bocholt,Rot-Weiss Ludenscheid,6 - 0
4661,2,1980-08-16,Rot-Weiss Oberhausen,Hannover 96,0 - 2
4662,2,1980-08-16,OSV Hannover,SpVgg Erkenschwick,4 - 1
4663,2,1980-08-20,SC Herford,SC Viktoria 04 Koln,1 - 2
4664,3,1980-08-20,SSV Ulm 1846,SpVgg Bayreuth,3 - 0
4665,3,1980-08-20,Rot-Weiss Ludenscheid,Tennis Borussia Berlin,0 - 0
4666,3,1980-08-20,Hertha BSC,Alemannia Aachen,0 - 1
4667,3,1980-08-20,Werder Bremen,VfB Oldenburg,4 - 0
4668,3,1980-08-20,SG Wattenscheid 09,Rot-Weiss Oberhausen,1 - 0
4669,3,1980-08-20,Preussen Munster,Eintracht Braunschweig,0 - 1
4670,3,1980-08-20,SpVgg Erkenschwick,Holstein Kiel,2 - 2
4671,3,1980-08-20,Hannover 96,1. FC Bocholt,1 - 1
4672,3,1980-08-20,SG Union Solingen,OSV Hannover,1 - 0
4673,3,1980-08-20,SC Gottingen 05,VfL Osnabruck,1 - 2
4674,3,1980-08-20,Rot-Weiss Essen,Fortuna Koln,3 - 2
4675,3,1980-08-20,Freiburger FC,SpVgg Greuther Furth,2 - 0
4676,3,1980-08-20,VfR Burstadt,FSV Frankfurt,0 - 1
4677,3,1980-08-20,Borussia Neunkirchen,SV Darmstadt 98,1 - 2
4678,3,1980-08-20,Eintracht Trier,SC Freiburg,0 - 0
4679,3,1980-08-20,Stuttgarter Kickers,Wormatia Worms,3 - 2
4680,3,1980-08-20,VfB Eppingen,Hessen Kassel,2 - 4
4681,3,1980-08-20,FC Augsburg,Waldhof Mannheim,4 - 2
4682,3,1980-08-20,Kickers Offenbach,1. FC Saarbrucken,5 - 1
4683,3,1980-08-20,ESV Ingolstadt,FC 08 Homburg,2 - 1
4684,3,1980-08-22,FC Augsburg,VfB Eppingen,1 - 1
4685,4,1980-08-22,Hessen Kassel,Eintracht Trier,0 - 0
4686,4,1980-08-22,SC Freiburg,Borussia Neunkirchen,3 - 0
4687,4,1980-08-22,SpVgg Greuther Furth,SSV Ulm 1846,2 - 0
4688,4,1980-08-22,SV Darmstadt 98,VfR Burstadt,5 - 0
4689,4,1980-08-22,1. FC Saarbrucken,Freiburger FC,2 - 2
4690,4,1980-08-22,Waldhof Mannheim,SpVgg Bayreuth,1 - 1
4691,4,1980-08-22,Wormatia Worms,ESV Ingolstadt,3 - 2
