,Round Number,Date,Home Team,Away Team,Result
11170,0,1996-08-02,Fortuna Koln,VfL Wolfsburg,2 - 0
11171,0,1996-08-03,FSV Zwickau,Waldhof Mannheim,2 - 0
11172,0,1996-08-03,Rot-Weiss Essen,Stuttgarter Kickers,0 - 4
11173,0,1996-08-03,VfB Leipzig,KFC Uerdingen 05,3 - 1
11174,0,1996-08-03,Hertha BSC,1. FSV Mainz 05,1 - 0
11175,0,1996-08-04,VfB Lubeck,Eintracht Frankfurt,1 - 1
11176,0,1996-08-04,VfB Oldenburg,SV Meppen,1 - 1
11177,0,1996-08-04,FC Gutersloh,Carl Zeiss Jena,0 - 0
11178,0,1996-08-06,1. FSV Mainz 05,VfB Leipzig,2 - 1
11179,1,1996-08-07,SV Meppen,VfB Lubeck,2 - 0
11180,1,1996-08-07,KFC Uerdingen 05,FC Gutersloh,0 - 2
11181,1,1996-08-07,Carl Zeiss Jena,Rot-Weiss Essen,4 - 0
11182,1,1996-08-07,Stuttgarter Kickers,1. FC Kaiserslautern,0 - 2
11183,1,1996-08-07,SpVgg Unterhaching,VfB Oldenburg,1 - 1
11184,1,1996-08-07,Eintracht Frankfurt,FSV Zwickau,2 - 1
11185,1,1996-08-07,Waldhof Mannheim,Fortuna Koln,3 - 3
11186,1,1996-08-07,VfL Wolfsburg,Hertha BSC,1 - 1
11187,1,1996-08-16,Fortuna Koln,Hertha BSC,2 - 0
11188,2,1996-08-17,FSV Zwickau,SV Meppen,1 - 1
11189,2,1996-08-17,1. FC Kaiserslautern,Carl Zeiss Jena,2 - 0
11190,2,1996-08-18,VfB Lubeck,SpVgg Unterhaching,0 - 0
11191,2,1996-08-18,VfB Oldenburg,Stuttgarter Kickers,1 - 1
11192,2,1996-08-18,Rot-Weiss Essen,KFC Uerdingen 05,1 - 2
11193,2,1996-08-18,FC Gutersloh,1. FSV Mainz 05,0 - 0
11194,2,1996-08-18,VfB Leipzig,VfL Wolfsburg,0 - 2
11195,2,1996-08-19,Waldhof Mannheim,Eintracht Frankfurt,1 - 2
11196,2,1996-08-23,1. FSV Mainz 05,Rot-Weiss Essen,2 - 1
11197,3,1996-08-23,SpVgg Unterhaching,FSV Zwickau,2 - 1
11198,3,1996-08-24,VfL Wolfsburg,FC Gutersloh,3 - 0
11199,3,1996-08-25,KFC Uerdingen 05,1. FC Kaiserslautern,0 - 1
11200,3,1996-08-25,Carl Zeiss Jena,VfB Oldenburg,3 - 1
11201,3,1996-08-25,Stuttgarter Kickers,VfB Lubeck,2 - 3
11202,3,1996-08-25,SV Meppen,Waldhof Mannheim,1 - 1
11203,3,1996-08-25,Eintracht Frankfurt,Fortuna Koln,3 - 1
11204,3,1996-08-26,Hertha BSC,VfB Leipzig,1 - 1
11205,3,1996-09-06,1. FC Kaiserslautern,1. FSV Mainz 05,1 - 1
11206,4,1996-09-06,Rot-Weiss Essen,VfL Wolfsburg,0 - 1
11207,4,1996-09-07,Waldhof Mannheim,SpVgg Unterhaching,1 - 1
11208,4,1996-09-07,Fortuna Koln,VfB Leipzig,2 - 3
11209,4,1996-09-08,VfB Lubeck,Carl Zeiss Jena,1 - 0
11210,4,1996-09-08,VfB Oldenburg,KFC Uerdingen 05,1 - 2
11211,4,1996-09-08,FC Gutersloh,Hertha BSC,1 - 0
11212,4,1996-09-09,Eintracht Frankfurt,SV Meppen,0 - 1
11213,4,1996-09-10,FSV Zwickau,Stuttgarter Kickers,0 - 1
11214,4,1996-09-13,1. FSV Mainz 05,VfB Oldenburg,3 - 0
11215,5,1996-09-14,KFC Uerdingen 05,VfB Lubeck,5 - 0
11216,5,1996-09-14,Stuttgarter Kickers,Waldhof Mannheim,2 - 1
11217,5,1996-09-14,VfB Leipzig,FC Gutersloh,3 - 1
11218,5,1996-09-15,Carl Zeiss Jena,FSV Zwickau,2 - 1
11219,5,1996-09-15,SpVgg Unterhaching,Eintracht Frankfurt,2 - 1
11220,5,1996-09-15,SV Meppen,Fortuna Koln,0 - 3
11221,5,1996-09-15,Hertha BSC,Rot-Weiss Essen,7 - 3
11222,5,1996-09-16,VfL Wolfsburg,1. FC Kaiserslautern,0 - 0
11223,5,1996-09-20,VfB Lubeck,1. FSV Mainz 05,0 - 2
11224,6,1996-09-20,1. FC Kaiserslautern,Hertha BSC,0 - 0
11225,6,1996-09-20,Fortuna Koln,FC Gutersloh,3 - 0
11226,6,1996-09-21,Waldhof Mannheim,Carl Zeiss Jena,4 - 0
11227,6,1996-09-22,SV Meppen,SpVgg Unterhaching,1 - 1
11228,6,1996-09-22,Eintracht Frankfurt,Stuttgarter Kickers,0 - 1
11229,6,1996-09-22,FSV Zwickau,KFC Uerdingen 05,2 - 1
11230,6,1996-09-22,VfB Oldenburg,VfL Wolfsburg,1 - 4
