,Round Number,Date,Home Team,Away Team,Result
13618,0,2004-08-07,Rot-Weiss Essen,Erzgebirge Aue,1 - 5
13619,0,2004-08-07,Dynamo Dresden,MSV Duisburg,3 - 1
13620,0,2004-08-07,Karlsruher SC,Wacker Burghausen,1 - 1
13621,0,2004-08-08,1860 Munchen,SpVgg Unterhaching,2 - 2
13622,0,2004-08-08,Rot-Weiss Oberhausen,Eintracht Trier,1 - 1
13623,0,2004-08-08,1. FC Saarbrucken,Rot-Weiss Erfurt,0 - 2
13624,0,2004-08-08,1. FC Koln,Energie Cottbus,0 - 0
13625,0,2004-08-08,SpVgg Greuther Furth,Rot Weiss Ahlen,1 - 0
13626,0,2004-08-09,Alemannia Aachen,Eintracht Frankfurt,1 - 1
13627,0,2004-08-13,Wacker Burghausen,1. FC Koln,4 - 2
13628,1,2004-08-13,MSV Duisburg,1. FC Saarbrucken,2 - 1
13629,1,2004-08-13,Erzgebirge Aue,1860 Munchen,3 - 1
13630,1,2004-08-15,Rot-Weiss Erfurt,Rot-Weiss Oberhausen,1 - 1
13631,1,2004-08-15,Eintracht Trier,Rot-Weiss Essen,1 - 1
13632,1,2004-08-15,SpVgg Unterhaching,SpVgg Greuther Furth,1 - 2
13633,1,2004-08-15,Rot Weiss Ahlen,Alemannia Aachen,1 - 1
13634,1,2004-08-15,Eintracht Frankfurt,Karlsruher SC,2 - 1
13635,1,2004-08-16,Energie Cottbus,Dynamo Dresden,2 - 1
13636,1,2004-08-27,Alemannia Aachen,Karlsruher SC,4 - 0
13637,2,2004-08-27,1860 Munchen,Eintracht Trier,2 - 0
13638,2,2004-08-27,Rot-Weiss Essen,Rot-Weiss Erfurt,0 - 0
13639,2,2004-08-29,Rot-Weiss Oberhausen,MSV Duisburg,0 - 2
13640,2,2004-08-29,1. FC Saarbrucken,Energie Cottbus,0 - 0
13641,2,2004-08-29,Dynamo Dresden,Wacker Burghausen,1 - 1
13642,2,2004-08-29,Rot Weiss Ahlen,SpVgg Unterhaching,1 - 2
13643,2,2004-08-29,SpVgg Greuther Furth,Erzgebirge Aue,1 - 0
13644,2,2004-08-30,1. FC Koln,Eintracht Frankfurt,2 - 0
13645,2,2004-09-10,Wacker Burghausen,1. FC Saarbrucken,1 - 2
13646,3,2004-09-10,Energie Cottbus,Rot-Weiss Oberhausen,1 - 0
13647,3,2004-09-10,Eintracht Frankfurt,Dynamo Dresden,2 - 1
13648,3,2004-09-12,MSV Duisburg,Rot-Weiss Essen,1 - 0
13649,3,2004-09-12,Eintracht Trier,SpVgg Greuther Furth,0 - 0
13650,3,2004-09-12,Erzgebirge Aue,Rot Weiss Ahlen,0 - 0
13651,3,2004-09-12,SpVgg Unterhaching,Alemannia Aachen,0 - 2
13652,3,2004-09-12,Karlsruher SC,1. FC Koln,0 - 1
13653,3,2004-09-13,Rot-Weiss Erfurt,1860 Munchen,0 - 0
13654,3,2004-09-17,1860 Munchen,MSV Duisburg,1 - 0
13655,4,2004-09-17,Dynamo Dresden,Karlsruher SC,1 - 2
13656,4,2004-09-17,Rot Weiss Ahlen,Eintracht Trier,2 - 2
13657,4,2004-09-19,Rot-Weiss Essen,Energie Cottbus,4 - 2
13658,4,2004-09-19,Rot-Weiss Oberhausen,Wacker Burghausen,1 - 2
13659,4,2004-09-19,1. FC Saarbrucken,Eintracht Frankfurt,3 - 0
13660,4,2004-09-19,SpVgg Unterhaching,Erzgebirge Aue,4 - 1
13661,4,2004-09-19,SpVgg Greuther Furth,Rot-Weiss Erfurt,2 - 0
13662,4,2004-09-19,Alemannia Aachen,1. FC Koln,2 - 3
13663,4,2004-09-24,Wacker Burghausen,Rot-Weiss Essen,3 - 2
13664,5,2004-09-24,Rot-Weiss Erfurt,Rot Weiss Ahlen,1 - 1
13665,5,2004-09-24,Karlsruher SC,1. FC Saarbrucken,1 - 1
13666,5,2004-09-26,MSV Duisburg,SpVgg Greuther Furth,1 - 0
13667,5,2004-09-26,Eintracht Trier,SpVgg Unterhaching,2 - 0
13668,5,2004-09-26,Erzgebirge Aue,Alemannia Aachen,1 - 1
13669,5,2004-09-26,1. FC Koln,Dynamo Dresden,3 - 2
13670,5,2004-09-26,Eintracht Frankfurt,Rot-Weiss Oberhausen,6 - 2
13671,5,2004-09-27,Energie Cottbus,1860 Munchen,1 - 1
13672,5,2004-10-01,Rot-Weiss Essen,Eintracht Frankfurt,4 - 4
13673,6,2004-10-01,SpVgg Unterhaching,Rot-Weiss Erfurt,4 - 0
13674,6,2004-10-01,Rot Weiss Ahlen,MSV Duisburg,2 - 0
13675,6,2004-10-03,1860 Munchen,Wacker Burghausen,2 - 4
13676,6,2004-10-03,Rot-Weiss Oberhausen,Karlsruher SC,1 - 0
13677,6,2004-10-03,1. FC Saarbrucken,1. FC Koln,2 - 0
13678,6,2004-10-03,Erzgebirge Aue,Eintracht Trier,1 - 2
13679,6,2004-10-03,SpVgg Greuther Furth,Energie Cottbus,2 - 0
13680,6,2004-10-04,Alemannia Aachen,Dynamo Dresden,5 - 1
13681,6,2004-10-15,MSV Duisburg,SpVgg Unterhaching,3 - 1
13682,7,2004-10-15,Rot-Weiss Erfurt,Erzgebirge Aue,0 - 3
13683,7,2004-10-15,Karlsruher SC,Rot-Weiss Essen,4 - 1
13684,7,2004-10-17,Wacker Burghausen,SpVgg Greuther Furth,0 - 1
13685,7,2004-10-17,Energie Cottbus,Rot Weiss Ahlen,0 - 0
13686,7,2004-10-17,Eintracht Trier,Alemannia Aachen,0 - 4
13687,7,2004-10-17,Dynamo Dresden,1. FC Saarbrucken,2 - 1
13688,7,2004-10-17,1. FC Koln,Rot-Weiss Oberhausen,3 - 2
13689,7,2004-10-18,Eintracht Frankfurt,1860 Munchen,1 - 2
13690,7,2004-10-22,1860 Munchen,Karlsruher SC,1 - 1
13691,8,2004-10-22,Rot-Weiss Essen,1. FC Koln,2 - 2
13692,8,2004-10-22,SpVgg Unterhaching,Energie Cottbus,2 - 1
13693,8,2004-10-22,SpVgg Greuther Furth,Eintracht Frankfurt,2 - 1
13694,8,2004-10-24,Alemannia Aachen,1. FC Saarbrucken,3 - 1
13695,8,2004-10-24,Rot-Weiss Oberhausen,Dynamo Dresden,2 - 0
13696,8,2004-10-24,Eintracht Trier,Rot-Weiss Erfurt,2 - 0
13697,8,2004-10-24,Erzgebirge Aue,MSV Duisburg,1 - 3
13698,8,2004-10-26,Wacker Burghausen,SpVgg Unterhaching,2 - 0
13699,8,2004-10-26,1. FC Koln,1860 Munchen,2 - 0
13700,9,2004-10-26,Karlsruher SC,SpVgg Greuther Furth,2 - 2
13701,9,2004-10-26,Eintracht Frankfurt,Rot Weiss Ahlen,2 - 3
13702,9,2004-10-27,MSV Duisburg,Eintracht Trier,4 - 3
13703,9,2004-10-27,Rot-Weiss Erfurt,Alemannia Aachen,1 - 0
13704,9,2004-10-27,1. FC Saarbrucken,Rot-Weiss Oberhausen,3 - 0
13705,9,2004-10-27,Dynamo Dresden,Rot-Weiss Essen,1 - 0
13706,9,2004-10-28,Energie Cottbus,Erzgebirge Aue,1 - 0
13707,9,2004-10-29,SpVgg Unterhaching,Eintracht Frankfurt,2 - 0
13708,9,2004-10-29,Rot Weiss Ahlen,Karlsruher SC,2 - 2
13709,10,2004-10-29,SpVgg Greuther Furth,1. FC Koln,0 - 1
13710,10,2004-10-31,Alemannia Aachen,Rot-Weiss Oberhausen,2 - 1
13711,10,2004-10-31,Rot-Weiss Essen,1. FC Saarbrucken,2 - 0
13712,10,2004-10-31,Rot-Weiss Erfurt,MSV Duisburg,0 - 0
13713,10,2004-10-31,Eintracht Trier,Energie Cottbus,2 - 1
13714,10,2004-10-31,Erzgebirge Aue,Wacker Burghausen,2 - 0
