,Round Number,Date,Home Team,Away Team,Result
6582,0,1984-08-09,Blau-Weiss 90 Berlin,Alemannia Aachen,1 - 2
6583,0,1984-08-09,Kickers Offenbach,SG Wattenscheid 09,0 - 1
6584,0,1984-08-09,Fortuna Koln,FC 08 Homburg,0 - 0
6585,0,1984-08-09,MSV Duisburg,Hessen Kassel,2 - 2
6586,0,1984-08-09,1. FC Nurnberg,Hertha BSC,0 - 0
6587,0,1984-08-09,FC St. Pauli,Rot-Weiss Oberhausen,2 - 0
6588,0,1984-08-14,1. FC Saarbrucken,SSV Ulm 1846,2 - 0
6589,0,1984-08-14,Stuttgarter Kickers,SG Union Solingen,2 - 0
6590,0,1984-08-14,SC Freiburg,SV Darmstadt 98,2 - 1
6591,0,1984-08-14,VfR Burstadt,Hannover 96,1 - 2
6592,0,1984-08-18,Hertha BSC,MSV Duisburg,4 - 3
6593,1,1984-08-18,Hessen Kassel,SC Freiburg,3 - 2
6594,1,1984-08-18,Rot-Weiss Oberhausen,VfR Burstadt,0 - 2
6595,1,1984-08-18,Alemannia Aachen,FC St. Pauli,4 - 0
6596,1,1984-08-18,SG Wattenscheid 09,Blau-Weiss 90 Berlin,2 - 1
6597,1,1984-08-18,SSV Ulm 1846,Kickers Offenbach,2 - 2
6598,1,1984-08-18,SG Union Solingen,1. FC Saarbrucken,2 - 1
6599,1,1984-08-18,SV Darmstadt 98,Fortuna Koln,1 - 1
6600,1,1984-08-18,Hannover 96,1. FC Nurnberg,4 - 2
6601,1,1984-08-18,FC 08 Homburg,Stuttgarter Kickers,3 - 2
6602,1,1984-08-25,SC Freiburg,Hertha BSC,2 - 0
6603,2,1984-08-25,Blau-Weiss 90 Berlin,SSV Ulm 1846,3 - 2
6604,2,1984-08-25,VfR Burstadt,1. FC Nurnberg,2 - 0
6605,2,1984-08-25,Rot-Weiss Oberhausen,Alemannia Aachen,3 - 1
6606,2,1984-08-25,MSV Duisburg,Hannover 96,1 - 2
6607,2,1984-08-25,Stuttgarter Kickers,SV Darmstadt 98,4 - 2
6608,2,1984-08-25,FC St. Pauli,SG Wattenscheid 09,1 - 1
6609,2,1984-08-25,Kickers Offenbach,SG Union Solingen,4 - 0
6610,2,1984-08-25,Fortuna Koln,Hessen Kassel,3 - 0
6611,2,1984-08-25,1. FC Saarbrucken,FC 08 Homburg,1 - 0
6612,2,1984-08-28,FC 08 Homburg,Kickers Offenbach,3 - 1
6613,3,1984-08-28,Hessen Kassel,Stuttgarter Kickers,2 - 0
6614,3,1984-08-28,1. FC Nurnberg,MSV Duisburg,2 - 1
6615,3,1984-08-28,Alemannia Aachen,VfR Burstadt,1 - 1
6616,3,1984-08-28,SG Wattenscheid 09,Rot-Weiss Oberhausen,1 - 1
6617,3,1984-08-28,SG Union Solingen,Blau-Weiss 90 Berlin,5 - 3
6618,3,1984-08-28,SV Darmstadt 98,1. FC Saarbrucken,1 - 1
6619,3,1984-08-28,Hertha BSC,Fortuna Koln,2 - 1
6620,3,1984-08-28,Hannover 96,SC Freiburg,0 - 0
6621,3,1984-08-28,SSV Ulm 1846,FC St. Pauli,1 - 0
6622,3,1984-09-08,SC Freiburg,1. FC Nurnberg,0 - 1
6623,4,1984-09-08,Fortuna Koln,Hannover 96,3 - 5
6624,4,1984-09-08,VfR Burstadt,MSV Duisburg,7 - 2
6625,4,1984-09-08,Alemannia Aachen,SG Wattenscheid 09,3 - 0
6626,4,1984-09-08,1. FC Saarbrucken,Hessen Kassel,2 - 2
6627,4,1984-09-08,FC St. Pauli,SG Union Solingen,1 - 5
6628,4,1984-09-08,Kickers Offenbach,SV Darmstadt 98,1 - 1
6629,4,1984-09-08,Rot-Weiss Oberhausen,SSV Ulm 1846,3 - 4
6630,4,1984-09-08,Blau-Weiss 90 Berlin,FC 08 Homburg,2 - 0
6631,4,1984-09-08,Stuttgarter Kickers,Hertha BSC,2 - 2
6632,4,1984-09-11,VfR Burstadt,Kickers Offenbach,0 - 1
6633,5,1984-09-11,SSV Ulm 1846,1. FC Nurnberg,3 - 2
6634,5,1984-09-15,FC 08 Homburg,FC St. Pauli,3 - 1
6635,5,1984-09-15,Hessen Kassel,Kickers Offenbach,2 - 0
6636,5,1984-09-15,1. FC Nurnberg,Fortuna Koln,6 - 0
6637,6,1984-09-15,MSV Duisburg,SC Freiburg,2 - 1
6638,6,1984-09-15,SG Wattenscheid 09,VfR Burstadt,3 - 2
6639,6,1984-09-15,SG Union Solingen,Rot-Weiss Oberhausen,4 - 1
6640,6,1984-09-15,SV Darmstadt 98,Blau-Weiss 90 Berlin,4 - 1
6641,6,1984-09-15,Hertha BSC,1. FC Saarbrucken,4 - 3
6642,6,1984-09-15,Hannover 96,Stuttgarter Kickers,2 - 1
6643,6,1984-09-15,SSV Ulm 1846,Alemannia Aachen,3 - 1
6644,6,1984-09-22,Fortuna Koln,MSV Duisburg,0 - 0
6645,7,1984-09-22,Rot-Weiss Oberhausen,FC 08 Homburg,4 - 1
6646,7,1984-09-22,VfR Burstadt,SC Freiburg,2 - 1
6647,7,1984-09-22,Alemannia Aachen,SG Union Solingen,2 - 2
