,Round Number,Date,Home Team,Away Team,Result
1520,0,1976-08-14,Wacker 04 Berlin,Preussen Munster,2 - 2
1521,0,1976-08-14,SG Union Solingen,Hannover 96,1 - 0
1522,0,1976-08-14,Wuppertaler SV,FC St. Pauli,1 - 0
1523,0,1976-08-14,SC Herford,SG Wattenscheid 09,3 - 1
1524,0,1976-08-14,SC Gottingen 05,Westfalia Herne,1 - 1
1525,0,1976-08-14,Alemannia Aachen,Arminia Bielefeld,0 - 1
1526,0,1976-08-14,VfL Osnabruck,SV Bayer 04 Leverkusen,1 - 1
1527,0,1976-08-14,Arminia Hannover,KFC Uerdingen 05,1 - 1
1528,0,1976-08-14,Schwarz-Weiss Essen,VfL Wolfsburg,2 - 0
1529,0,1976-08-14,Bonner SC,Fortuna Koln,2 - 3
1530,0,1976-08-14,FV Wurzburg 04,FC Bayern Hof,1 - 2
1531,0,1976-08-14,FSV Frankfurt,FC Augsburg,2 - 3
1532,0,1976-08-14,KSV Baunatal,1860 Munchen,2 - 0
1533,0,1976-08-14,SpVgg Greuther Furth,SV Darmstadt 98,1 - 0
1534,0,1976-08-14,Jahn Regensburg,SV Rochling Volklingen,0 - 1
1535,0,1976-08-14,Kickers Offenbach,1. FC Nurnberg,2 - 0
1536,0,1976-08-14,SpVgg Bayreuth,BSV Schwenningen,1 - 1
1537,0,1976-08-14,Eintracht Trier,FC 08 Homburg,0 - 2
1538,0,1976-08-14,FK Pirmasens,Waldhof Mannheim,0 - 1
1539,0,1976-08-14,Stuttgarter Kickers,VfB Stuttgart,0 - 0
1540,0,1976-08-20,VfL Wolfsburg,Alemannia Aachen,1 - 1
1541,1,1976-08-20,FC Augsburg,FK Pirmasens,2 - 0
1542,1,1976-08-20,SV Bayer 04 Leverkusen,Schwarz-Weiss Essen,2 - 2
1543,1,1976-08-20,FC St. Pauli,SC Gottingen 05,1 - 1
1544,1,1976-08-20,Preussen Munster,Wuppertaler SV,1 - 0
1545,1,1976-08-20,SG Wattenscheid 09,SG Union Solingen,3 - 0
1546,1,1976-08-20,KFC Uerdingen 05,SC Herford,0 - 1
1547,1,1976-08-20,Arminia Bielefeld,Arminia Hannover,1 - 1
1548,1,1976-08-20,Westfalia Herne,Bonner SC,3 - 1
1549,1,1976-08-20,Hannover 96,Wacker 04 Berlin,5 - 2
1550,1,1976-08-20,Fortuna Koln,VfL Osnabruck,3 - 2
1551,1,1976-08-20,1860 Munchen,Jahn Regensburg,2 - 0
1552,1,1976-08-20,1. FC Nurnberg,FV Wurzburg 04,4 - 0
1553,1,1976-08-20,FC Bayern Hof,KSV Baunatal,3 - 0
1554,1,1976-08-20,Waldhof Mannheim,SpVgg Bayreuth,1 - 2
1555,1,1976-08-20,SV Rochling Volklingen,Eintracht Trier,1 - 0
1556,1,1976-08-20,FC 08 Homburg,Stuttgarter Kickers,2 - 0
1557,1,1976-08-20,VfB Stuttgart,FSV Frankfurt,2 - 0
1558,1,1976-08-20,BSV Schwenningen,SpVgg Greuther Furth,0 - 1
1559,1,1976-08-20,SV Darmstadt 98,Kickers Offenbach,1 - 2
1560,1,1976-08-25,Arminia Hannover,SC Herford,1 - 1
1561,2,1976-08-25,KSV Baunatal,1. FC Nurnberg,2 - 2
1562,2,1976-08-25,Bonner SC,FC St. Pauli,1 - 1
1563,2,1976-08-25,Wuppertaler SV,Hannover 96,2 - 1
1564,2,1976-08-25,SC Gottingen 05,Preussen Munster,2 - 2
1565,2,1976-08-25,SG Union Solingen,KFC Uerdingen 05,1 - 3
1566,2,1976-08-25,Schwarz-Weiss Essen,Fortuna Koln,3 - 2
1567,2,1976-08-25,Arminia Bielefeld,VfL Wolfsburg,5 - 0
1568,2,1976-08-25,Alemannia Aachen,SV Bayer 04 Leverkusen,2 - 0
1569,2,1976-08-25,VfL Osnabruck,Westfalia Herne,4 - 2
1570,2,1976-08-25,Wacker 04 Berlin,SG Wattenscheid 09,0 - 3
1571,2,1976-08-25,Kickers Offenbach,FV Wurzburg 04,2 - 0
1572,2,1976-08-25,SpVgg Bayreuth,FC Augsburg,2 - 4
1573,2,1976-08-25,Jahn Regensburg,FC Bayern Hof,0 - 0
1574,2,1976-08-25,Stuttgarter Kickers,SV Rochling Volklingen,4 - 0
1575,2,1976-08-25,FSV Frankfurt,FC 08 Homburg,4 - 0
1576,2,1976-08-25,Eintracht Trier,1860 Munchen,0 - 0
1577,2,1976-08-25,SV Darmstadt 98,BSV Schwenningen,6 - 1
1578,2,1976-08-25,SpVgg Greuther Furth,Waldhof Mannheim,3 - 1
1579,2,1976-08-25,FK Pirmasens,VfB Stuttgart,0 - 4
1580,2,1976-08-28,Hannover 96,SC Gottingen 05,2 - 0
1581,3,1976-08-28,VfL Wolfsburg,Arminia Hannover,0 - 1
1582,3,1976-08-28,SG Wattenscheid 09,Wuppertaler SV,1 - 0
1583,3,1976-08-28,Fortuna Koln,Alemannia Aachen,1 - 1
1584,3,1976-08-28,SV Bayer 04 Leverkusen,Arminia Bielefeld,1 - 0
1585,3,1976-08-28,SC Herford,SG Union Solingen,1 - 1
1586,3,1976-08-28,FC St. Pauli,VfL Osnabruck,3 - 3
1587,3,1976-08-28,Preussen Munster,Bonner SC,6 - 0
1588,3,1976-08-28,Westfalia Herne,Schwarz-Weiss Essen,1 - 1
1589,3,1976-08-28,KFC Uerdingen 05,Wacker 04 Berlin,6 - 1
1590,3,1976-08-28,VfB Stuttgart,SpVgg Bayreuth,0 - 0
1591,3,1976-08-28,FC Augsburg,SpVgg Greuther Furth,1 - 2
1592,3,1976-08-28,1860 Munchen,Stuttgarter Kickers,3 - 1
1593,3,1976-08-28,1. FC Nurnberg,Jahn Regensburg,5 - 1
1594,3,1976-08-28,BSV Schwenningen,Kickers Offenbach,0 - 1
1595,3,1976-08-28,SV Rochling Volklingen,FSV Frankfurt,3 - 2
1596,3,1976-08-28,FV Wurzburg 04,KSV Baunatal,2 - 1
1597,3,1976-08-28,Waldhof Mannheim,SV Darmstadt 98,1 - 0
1598,3,1976-08-28,FC 08 Homburg,FK Pirmasens,4 - 1
1599,3,1976-08-28,FC Bayern Hof,Eintracht Trier,2 - 0
1600,3,1976-09-04,Arminia Hannover,SG Union Solingen,6 - 0
1601,4,1976-09-04,Bonner SC,Hannover 96,1 - 0
1602,4,1976-09-04,VfL Osnabruck,Preussen Munster,0 - 2
1603,4,1976-09-04,Wacker 04 Berlin,SC Herford,3 - 2
1604,4,1976-09-04,Arminia Bielefeld,Fortuna Koln,1 - 0
1605,4,1976-09-04,VfL Wolfsburg,SV Bayer 04 Leverkusen,0 - 1
1606,4,1976-09-04,Schwarz-Weiss Essen,FC St. Pauli,0 - 0
1607,4,1976-09-04,Wuppertaler SV,KFC Uerdingen 05,2 - 2
1608,4,1976-09-04,Alemannia Aachen,Westfalia Herne,3 - 1
1609,4,1976-09-04,SC Gottingen 05,SG Wattenscheid 09,2 - 1
1610,4,1976-09-04,Stuttgarter Kickers,FC Bayern Hof,1 - 1
1611,4,1976-09-04,FSV Frankfurt,1860 Munchen,2 - 2
1612,4,1976-09-04,Eintracht Trier,1. FC Nurnberg,1 - 0
1613,4,1976-09-04,SpVgg Greuther Furth,VfB Stuttgart,0 - 0
1614,4,1976-09-04,SV Darmstadt 98,FC Augsburg,1 - 0
1615,4,1976-09-04,BSV Schwenningen,Waldhof Mannheim,1 - 1
1616,4,1976-09-04,FK Pirmasens,SV Rochling Volklingen,0 - 1
1617,4,1976-09-04,Kickers Offenbach,KSV Baunatal,7 - 0
1618,4,1976-09-04,SpVgg Bayreuth,FC 08 Homburg,1 - 2
1619,4,1976-09-04,Jahn Regensburg,FV Wurzburg 04,2 - 3
1620,4,1976-09-07,KSV Baunatal,Jahn Regensburg,5 - 2
1621,5,1976-09-07,Waldhof Mannheim,Kickers Offenbach,0 - 0
1622,5,1976-09-07,1860 Munchen,FK Pirmasens,0 - 2
1623,5,1976-09-07,1. FC Nurnberg,Stuttgarter Kickers,2 - 0
1624,5,1976-09-07,FC 08 Homburg,SpVgg Greuther Furth,2 - 1
1625,5,1976-09-07,FC Augsburg,BSV Schwenningen,3 - 0
1626,5,1976-09-07,VfB Stuttgart,SV Darmstadt 98,1 - 1
1627,5,1976-09-07,FC Bayern Hof,FSV Frankfurt,0 - 0
1628,5,1976-09-07,FV Wurzburg 04,Eintracht Trier,1 - 0
1629,5,1976-09-07,SV Rochling Volklingen,SpVgg Bayreuth,2 - 0
1630,5,1976-09-08,SG Union Solingen,Wacker 04 Berlin,1 - 1
1631,5,1976-09-08,Westfalia Herne,Arminia Bielefeld,1 - 5
1632,5,1976-09-08,SG Wattenscheid 09,Bonner SC,4 - 0
1633,5,1976-09-08,Fortuna Koln,VfL Wolfsburg,3 - 1
1634,5,1976-09-08,KFC Uerdingen 05,SC Gottingen 05,2 - 0
1635,5,1976-09-08,SC Herford,Wuppertaler SV,2 - 0
1636,5,1976-09-08,FC St. Pauli,Alemannia Aachen,3 - 1
1637,5,1976-09-08,Hannover 96,VfL Osnabruck,4 - 1
1638,5,1976-09-08,SV Bayer 04 Leverkusen,Arminia Hannover,1 - 1
1639,5,1976-09-08,Preussen Munster,Schwarz-Weiss Essen,2 - 3
1640,5,1976-09-10,SpVgg Greuther Furth,SV Rochling Volklingen,4 - 1
1641,6,1976-09-10,SpVgg Bayreuth,1860 Munchen,1 - 4
1642,6,1976-09-10,Waldhof Mannheim,FC Augsburg,5 - 2
1643,6,1976-09-10,FSV Frankfurt,1. FC Nurnberg,3 - 1
1644,6,1976-09-10,Kickers Offenbach,Jahn Regensburg,2 - 0
1645,6,1976-09-10,FK Pirmasens,FC Bayern Hof,0 - 0
1646,6,1976-09-10,Eintracht Trier,KSV Baunatal,2 - 0
1647,6,1976-09-10,SV Darmstadt 98,FC 08 Homburg,3 - 3
1648,6,1976-09-10,Stuttgarter Kickers,FV Wurzburg 04,8 - 1
1649,6,1976-09-10,BSV Schwenningen,VfB Stuttgart,3 - 3
1650,6,1976-09-11,Alemannia Aachen,Preussen Munster,1 - 1
1651,6,1976-09-11,Arminia Bielefeld,FC St. Pauli,1 - 0
1652,6,1976-09-11,Arminia Hannover,Wacker 04 Berlin,2 - 1
1653,6,1976-09-11,SC Gottingen 05,SC Herford,1 - 2
1654,6,1976-09-11,VfL Wolfsburg,Westfalia Herne,3 - 1
1655,6,1976-09-11,Schwarz-Weiss Essen,Hannover 96,1 - 1
1656,6,1976-09-11,Bonner SC,KFC Uerdingen 05,1 - 2
1657,6,1976-09-11,SV Bayer 04 Leverkusen,Fortuna Koln,1 - 1
1658,6,1976-09-11,VfL Osnabruck,SG Wattenscheid 09,5 - 2
1659,6,1976-09-11,Wuppertaler SV,SG Union Solingen,3 - 0
1660,6,1976-09-17,SC Herford,Bonner SC,0 - 0
1661,7,1976-09-17,KSV Baunatal,Stuttgarter Kickers,4 - 2
1662,7,1976-09-17,SG Union Solingen,SC Gottingen 05,1 - 2
1663,7,1976-09-17,Westfalia Herne,SV Bayer 04 Leverkusen,3 - 1
1664,7,1976-09-17,Fortuna Koln,Arminia Hannover,4 - 0
1665,7,1976-09-17,Preussen Munster,Arminia Bielefeld,1 - 0
1666,7,1976-09-17,Hannover 96,Alemannia Aachen,4 - 1
1667,7,1976-09-17,Wacker 04 Berlin,Wuppertaler SV,1 - 3
1668,7,1976-09-17,KFC Uerdingen 05,VfL Osnabruck,3 - 4
1669,7,1976-09-17,FC St. Pauli,VfL Wolfsburg,3 - 1
1670,7,1976-09-17,SG Wattenscheid 09,Schwarz-Weiss Essen,2 - 0
1671,7,1976-09-17,FC Augsburg,Kickers Offenbach,0 - 0
1672,7,1976-09-17,1860 Munchen,SpVgg Greuther Furth,1 - 0
1673,7,1976-09-17,1. FC Nurnberg,FK Pirmasens,3 - 0
1674,7,1976-09-17,Jahn Regensburg,Eintracht Trier,2 - 1
1675,7,1976-09-17,FV Wurzburg 04,FSV Frankfurt,1 - 2
1676,7,1976-09-17,SV Rochling Volklingen,SV Darmstadt 98,1 - 2
1677,7,1976-09-17,FC 08 Homburg,BSV Schwenningen,5 - 0
1678,7,1976-09-17,FC Bayern Hof,SpVgg Bayreuth,0 - 3
1679,7,1976-09-18,VfB Stuttgart,Waldhof Mannheim,4 - 3
1680,7,1976-09-24,Fortuna Koln,Westfalia Herne,3 - 1
1681,8,1976-09-24,SpVgg Bayreuth,1. FC Nurnberg,1 - 2
1682,8,1976-09-24,Alemannia Aachen,SG Wattenscheid 09,2 - 3
1683,8,1976-09-24,SC Gottingen 05,Wacker 04 Berlin,0 - 1
1684,8,1976-09-24,Schwarz-Weiss Essen,KFC Uerdingen 05,1 - 0
1685,8,1976-09-24,VfL Osnabruck,SC Herford,1 - 1
1686,8,1976-09-24,VfL Wolfsburg,Preussen Munster,4 - 2
1687,8,1976-09-24,SV Bayer 04 Leverkusen,FC St. Pauli,1 - 1
1688,8,1976-09-24,Arminia Bielefeld,Hannover 96,2 - 2
1689,8,1976-09-24,Bonner SC,SG Union Solingen,4 - 1
1690,8,1976-09-24,Arminia Hannover,Wuppertaler SV,3 - 1
1691,8,1976-09-24,SV Darmstadt 98,1860 Munchen,0 - 1
1692,8,1976-09-24,BSV Schwenningen,SV Rochling Volklingen,2 - 1
1693,8,1976-09-24,Stuttgarter Kickers,Jahn Regensburg,3 - 1
1694,8,1976-09-24,FSV Frankfurt,KSV Baunatal,2 - 1
1695,8,1976-09-24,FK Pirmasens,FV Wurzburg 04,0 - 2
1696,8,1976-09-24,Kickers Offenbach,Eintracht Trier,6 - 3
1697,8,1976-09-24,Waldhof Mannheim,FC 08 Homburg,2 - 1
1698,8,1976-09-24,SpVgg Greuther Furth,FC Bayern Hof,2 - 2
1699,8,1976-09-26,FC Augsburg,VfB Stuttgart,1 - 4
1700,8,1976-10-01,Preussen Munster,SV Bayer 04 Leverkusen,2 - 3
1701,9,1976-10-01,Jahn Regensburg,FSV Frankfurt,1 - 3
1702,9,1976-10-01,KFC Uerdingen 05,Alemannia Aachen,2 - 1
1703,9,1976-10-01,Hannover 96,VfL Wolfsburg,4 - 0
1704,9,1976-10-01,Westfalia Herne,Arminia Hannover,1 - 5
1705,9,1976-10-01,SG Wattenscheid 09,Arminia Bielefeld,2 - 5
1706,9,1976-10-01,Wuppertaler SV,SC Gottingen 05,1 - 1
1707,9,1976-10-01,SC Herford,Schwarz-Weiss Essen,1 - 4
1708,9,1976-10-01,Wacker 04 Berlin,Bonner SC,1 - 0
1709,9,1976-10-01,FC St. Pauli,Fortuna Koln,2 - 1
1710,9,1976-10-01,SG Union Solingen,VfL Osnabruck,3 - 0
