,Round Number,Date,Home Team,Away Team,Result
16372,0,2013-07-19,SV Sandhausen,VfR Aalen,0 - 0
16373,0,2013-07-19,FC Ingolstadt 04,Erzgebirge Aue,1 - 2
16374,0,2013-07-19,FC St. Pauli,1860 Munchen,1 - 0
16375,0,2013-07-20,SC Paderborn 07,1. FC Kaiserslautern,0 - 1
16376,0,2013-07-20,Dynamo Dresden,1. FC Koln,1 - 1
16377,0,2013-07-21,SpVgg Greuther Furth,Arminia Bielefeld,2 - 0
16378,0,2013-07-21,FSV Frankfurt,Karlsruher SC,0 - 1
16379,0,2013-07-21,1. FC Union Berlin,VfL Bochum,1 - 2
16380,0,2013-07-22,Fortuna Dusseldorf,Energie Cottbus,1 - 0
16381,0,2013-07-26,VfR Aalen,SpVgg Greuther Furth,0 - 2
16382,1,2013-07-26,Arminia Bielefeld,1. FC Union Berlin,1 - 1
16383,1,2013-07-26,1. FC Kaiserslautern,FC Ingolstadt 04,3 - 1
16384,1,2013-07-27,Erzgebirge Aue,SV Sandhausen,1 - 0
16385,1,2013-07-27,Karlsruher SC,FC St. Pauli,0 - 0
16386,1,2013-07-28,1860 Munchen,FSV Frankfurt,2 - 1
16387,1,2013-07-28,Energie Cottbus,SC Paderborn 07,4 - 0
16388,1,2013-07-28,1. FC Koln,Fortuna Dusseldorf,1 - 1
16389,1,2013-07-29,VfL Bochum,Dynamo Dresden,1 - 1
16390,1,2013-08-09,Fortuna Dusseldorf,1860 Munchen,1 - 2
16391,2,2013-08-09,FSV Frankfurt,VfL Bochum,1 - 0
16392,2,2013-08-09,Dynamo Dresden,1. FC Union Berlin,1 - 3
16393,2,2013-08-10,SC Paderborn 07,1. FC Koln,1 - 1
16394,2,2013-08-10,FC Ingolstadt 04,Karlsruher SC,0 - 2
16395,2,2013-08-11,FC St. Pauli,Arminia Bielefeld,0 - 1
16396,2,2013-08-11,SV Sandhausen,Energie Cottbus,2 - 2
16397,2,2013-08-11,Erzgebirge Aue,VfR Aalen,0 - 1
16398,2,2013-08-12,SpVgg Greuther Furth,1. FC Kaiserslautern,2 - 1
