,Round Number,Date,Home Team,Away Team,Result
11476,0,1997-07-25,Eintracht Frankfurt,Fortuna Dusseldorf,3 - 2
11477,0,1997-07-26,SV Meppen,FSV Zwickau,2 - 1
11478,0,1997-07-26,Carl Zeiss Jena,SG Wattenscheid 09,1 - 1
11479,0,1997-07-27,SpVgg Greuther Furth,FC St. Pauli,0 - 0
11480,0,1997-07-27,SpVgg Unterhaching,1. FSV Mainz 05,3 - 2
11481,0,1997-07-27,KFC Uerdingen 05,Fortuna Koln,2 - 0
11482,0,1997-07-27,VfB Leipzig,Stuttgarter Kickers,3 - 1
11483,0,1997-07-27,SC Freiburg,Energie Cottbus,2 - 0
11484,0,1997-07-27,FC Gutersloh,1. FC Nurnberg,4 - 2
11485,0,1997-08-01,Fortuna Dusseldorf,KFC Uerdingen 05,1 - 1
11486,1,1997-08-01,Fortuna Koln,SV Meppen,2 - 2
11487,1,1997-08-01,FC St. Pauli,FC Gutersloh,0 - 0
11488,1,1997-08-03,Stuttgarter Kickers,Carl Zeiss Jena,2 - 1
11489,1,1997-08-03,SG Wattenscheid 09,Eintracht Frankfurt,0 - 1
11490,1,1997-08-03,FSV Zwickau,SpVgg Unterhaching,0 - 4
11491,1,1997-08-03,1. FSV Mainz 05,SpVgg Greuther Furth,4 - 1
11492,1,1997-08-03,Energie Cottbus,VfB Leipzig,1 - 1
11493,1,1997-08-04,1. FC Nurnberg,SC Freiburg,4 - 1
11494,1,1997-08-08,SpVgg Unterhaching,Fortuna Koln,0 - 1
11495,2,1997-08-08,SV Meppen,Fortuna Dusseldorf,2 - 2
11496,2,1997-08-08,KFC Uerdingen 05,SG Wattenscheid 09,2 - 1
11497,2,1997-08-10,SpVgg Greuther Furth,FSV Zwickau,1 - 0
11498,2,1997-08-10,Eintracht Frankfurt,Stuttgarter Kickers,1 - 0
11499,2,1997-08-10,Carl Zeiss Jena,Energie Cottbus,0 - 3
11500,2,1997-08-10,VfB Leipzig,1. FC Nurnberg,2 - 1
11501,2,1997-08-10,FC Gutersloh,SC Freiburg,1 - 2
11502,2,1997-08-11,FC St. Pauli,1. FSV Mainz 05,2 - 0
11503,2,1997-08-22,Fortuna Koln,SpVgg Greuther Furth,1 - 1
11504,3,1997-08-22,1. FSV Mainz 05,FC Gutersloh,1 - 1
11505,3,1997-08-22,Energie Cottbus,Eintracht Frankfurt,0 - 1
11506,3,1997-08-23,Stuttgarter Kickers,KFC Uerdingen 05,2 - 2
11507,3,1997-08-24,1. FC Nurnberg,Carl Zeiss Jena,1 - 3
11508,3,1997-08-24,SG Wattenscheid 09,SV Meppen,1 - 1
11509,3,1997-08-24,Fortuna Dusseldorf,SpVgg Unterhaching,1 - 1
11510,3,1997-08-24,FSV Zwickau,FC St. Pauli,4 - 0
11511,3,1997-08-24,SC Freiburg,VfB Leipzig,5 - 2
11512,3,1997-08-29,SpVgg Unterhaching,SG Wattenscheid 09,0 - 0
11513,4,1997-08-29,KFC Uerdingen 05,Energie Cottbus,2 - 1
11514,4,1997-08-29,1. FSV Mainz 05,FSV Zwickau,2 - 2
11515,4,1997-08-30,FC Gutersloh,VfB Leipzig,1 - 0
11516,4,1997-08-31,SpVgg Greuther Furth,Fortuna Dusseldorf,2 - 2
11517,4,1997-08-31,SV Meppen,Stuttgarter Kickers,1 - 1
11518,4,1997-08-31,Carl Zeiss Jena,SC Freiburg,1 - 4
11519,4,1997-08-31,FC St. Pauli,Fortuna Koln,1 - 1
11520,4,1997-08-31,Eintracht Frankfurt,1. FC Nurnberg,4 - 1
11521,4,1997-09-12,1. FC Nurnberg,KFC Uerdingen 05,0 - 0
11522,5,1997-09-12,SC Freiburg,Eintracht Frankfurt,0 - 0
11523,5,1997-09-13,FSV Zwickau,FC Gutersloh,2 - 2
11524,5,1997-09-14,Stuttgarter Kickers,SpVgg Unterhaching,2 - 3
11525,5,1997-09-14,SG Wattenscheid 09,SpVgg Greuther Furth,2 - 1
11526,5,1997-09-14,Fortuna Koln,1. FSV Mainz 05,2 - 1
11527,5,1997-09-14,VfB Leipzig,Carl Zeiss Jena,0 - 0
11528,5,1997-09-14,Energie Cottbus,SV Meppen,1 - 0
11529,5,1997-09-15,Fortuna Dusseldorf,FC St. Pauli,1 - 3
11530,5,1997-09-19,Eintracht Frankfurt,VfB Leipzig,3 - 2
11531,6,1997-09-19,FC St. Pauli,SG Wattenscheid 09,1 - 1
11532,6,1997-09-20,SpVgg Unterhaching,Energie Cottbus,0 - 0
11533,6,1997-09-20,FSV Zwickau,Fortuna Koln,0 - 1
11534,6,1997-09-21,SpVgg Greuther Furth,Stuttgarter Kickers,1 - 2
11535,6,1997-09-21,SV Meppen,1. FC Nurnberg,1 - 0
11536,6,1997-09-21,1. FSV Mainz 05,Fortuna Dusseldorf,2 - 0
11537,6,1997-09-21,FC Gutersloh,Carl Zeiss Jena,1 - 0
11538,6,1997-09-22,KFC Uerdingen 05,SC Freiburg,1 - 0
11539,6,1997-09-26,1. FC Nurnberg,SpVgg Unterhaching,1 - 0
11540,7,1997-09-26,Fortuna Dusseldorf,FSV Zwickau,4 - 1
11541,7,1997-09-27,Fortuna Koln,FC Gutersloh,2 - 2
11542,7,1997-09-28,Stuttgarter Kickers,FC St. Pauli,3 - 1
11543,7,1997-09-28,SG Wattenscheid 09,1. FSV Mainz 05,1 - 1
11544,7,1997-09-28,Carl Zeiss Jena,Eintracht Frankfurt,2 - 1
11545,7,1997-09-28,SC Freiburg,SV Meppen,4 - 2
11546,7,1997-09-28,Energie Cottbus,SpVgg Greuther Furth,3 - 0
11547,7,1997-09-29,VfB Leipzig,KFC Uerdingen 05,2 - 1
11548,7,1997-10-03,KFC Uerdingen 05,Carl Zeiss Jena,2 - 0
11549,8,1997-10-03,1. FSV Mainz 05,Stuttgarter Kickers,3 - 3
11550,8,1997-10-04,Fortuna Koln,Fortuna Dusseldorf,0 - 3
11551,8,1997-10-05,SpVgg Unterhaching,SC Freiburg,1 - 1
11552,8,1997-10-05,SV Meppen,VfB Leipzig,6 - 0
11553,8,1997-10-05,FSV Zwickau,SG Wattenscheid 09,0 - 0
11554,8,1997-10-05,FC St. Pauli,Energie Cottbus,2 - 2
11555,8,1997-10-05,FC Gutersloh,Eintracht Frankfurt,0 - 0
11556,8,1997-10-06,SpVgg Greuther Furth,1. FC Nurnberg,0 - 1
11557,8,1997-10-17,Carl Zeiss Jena,SV Meppen,2 - 1
11558,9,1997-10-17,Energie Cottbus,1. FSV Mainz 05,2 - 2
11559,9,1997-10-19,1. FC Nurnberg,FC St. Pauli,1 - 0
11560,9,1997-10-19,Stuttgarter Kickers,FSV Zwickau,1 - 0
11561,9,1997-10-19,SG Wattenscheid 09,Fortuna Koln,4 - 2
11562,9,1997-10-19,Fortuna Dusseldorf,FC Gutersloh,0 - 1
11563,9,1997-10-19,VfB Leipzig,SpVgg Unterhaching,1 - 0
11564,9,1997-10-19,SC Freiburg,SpVgg Greuther Furth,0 - 1
11565,9,1997-10-20,Eintracht Frankfurt,KFC Uerdingen 05,0 - 1
11566,9,1997-10-24,SpVgg Unterhaching,Carl Zeiss Jena,3 - 0
11567,10,1997-10-24,SV Meppen,Eintracht Frankfurt,1 - 1
11568,10,1997-10-24,Fortuna Koln,Stuttgarter Kickers,2 - 2
11569,10,1997-10-26,SpVgg Greuther Furth,VfB Leipzig,3 - 0
11570,10,1997-10-26,Fortuna Dusseldorf,SG Wattenscheid 09,2 - 0
11571,10,1997-10-26,FSV Zwickau,Energie Cottbus,0 - 0
11572,10,1997-10-26,1. FSV Mainz 05,1. FC Nurnberg,2 - 5
11573,10,1997-10-26,FC Gutersloh,KFC Uerdingen 05,1 - 1
11574,10,1997-10-27,FC St. Pauli,SC Freiburg,2 - 0
11575,10,1997-10-31,1. FC Nurnberg,FSV Zwickau,2 - 0
11576,11,1997-10-31,Eintracht Frankfurt,SpVgg Unterhaching,1 - 1
11577,11,1997-10-31,Carl Zeiss Jena,SpVgg Greuther Furth,0 - 1
11578,11,1997-11-02,Stuttgarter Kickers,Fortuna Dusseldorf,2 - 4
11579,11,1997-11-02,VfB Leipzig,FC St. Pauli,2 - 0
11580,11,1997-11-02,SG Wattenscheid 09,FC Gutersloh,1 - 2
11581,11,1997-11-02,KFC Uerdingen 05,SV Meppen,2 - 0
11582,11,1997-11-02,Energie Cottbus,Fortuna Koln,1 - 1
11583,11,1997-11-03,SC Freiburg,1. FSV Mainz 05,2 - 1
11584,11,1997-11-07,SG Wattenscheid 09,Stuttgarter Kickers,0 - 1
11585,12,1997-11-07,1. FSV Mainz 05,VfB Leipzig,2 - 1
11586,12,1997-11-07,FC St. Pauli,Carl Zeiss Jena,2 - 1
11587,12,1997-11-09,SpVgg Greuther Furth,Eintracht Frankfurt,2 - 1
11588,12,1997-11-09,FC Gutersloh,SV Meppen,1 - 0
11589,12,1997-11-09,SpVgg Unterhaching,KFC Uerdingen 05,2 - 0
11590,12,1997-11-09,Fortuna Dusseldorf,Energie Cottbus,1 - 2
11591,12,1997-11-09,Fortuna Koln,1. FC Nurnberg,0 - 1
11592,12,1997-11-10,FSV Zwickau,SC Freiburg,0 - 1
11593,12,1997-11-21,KFC Uerdingen 05,SpVgg Greuther Furth,2 - 0
11594,13,1997-11-21,Carl Zeiss Jena,1. FSV Mainz 05,2 - 2
11595,13,1997-11-22,SV Meppen,SpVgg Unterhaching,1 - 1
11596,13,1997-11-23,Stuttgarter Kickers,FC Gutersloh,0 - 2
11597,13,1997-11-23,VfB Leipzig,FSV Zwickau,0 - 1
11598,13,1997-11-23,1. FC Nurnberg,Fortuna Dusseldorf,0 - 1
11599,13,1997-11-23,SC Freiburg,Fortuna Koln,3 - 2
11600,13,1997-11-23,Energie Cottbus,SG Wattenscheid 09,1 - 2
11601,13,1997-11-24,Eintracht Frankfurt,FC St. Pauli,4 - 2
11602,13,1997-11-28,1. FSV Mainz 05,Eintracht Frankfurt,1 - 1
11603,14,1997-11-28,FC St. Pauli,KFC Uerdingen 05,0 - 0
11604,14,1997-11-29,SpVgg Greuther Furth,SV Meppen,2 - 0
11605,14,1997-11-29,FSV Zwickau,Carl Zeiss Jena,0 - 3
11606,14,1997-11-30,SpVgg Unterhaching,FC Gutersloh,1 - 1
11607,14,1997-11-30,Fortuna Dusseldorf,SC Freiburg,2 - 4
11608,14,1997-11-30,Fortuna Koln,VfB Leipzig,2 - 0
11609,14,1997-11-30,Energie Cottbus,Stuttgarter Kickers,2 - 1
11610,14,1997-12-01,SG Wattenscheid 09,1. FC Nurnberg,0 - 1
11611,14,1997-12-05,VfB Leipzig,Fortuna Dusseldorf,1 - 1
11612,15,1997-12-05,SC Freiburg,SG Wattenscheid 09,4 - 0
11613,15,1997-12-07,FC Gutersloh,Energie Cottbus,0 - 0
11614,15,1997-12-07,SpVgg Unterhaching,SpVgg Greuther Furth,0 - 1
11615,15,1997-12-07,SV Meppen,FC St. Pauli,0 - 3
11616,15,1997-12-07,KFC Uerdingen 05,1. FSV Mainz 05,0 - 1
11617,15,1997-12-07,Eintracht Frankfurt,FSV Zwickau,1 - 1
11618,15,1997-12-08,1. FC Nurnberg,Stuttgarter Kickers,1 - 0
11619,15,1997-12-12,Stuttgarter Kickers,SC Freiburg,0 - 1
11620,16,1997-12-12,SG Wattenscheid 09,VfB Leipzig,4 - 0
11621,16,1997-12-12,Fortuna Dusseldorf,Carl Zeiss Jena,2 - 2
11622,16,1997-12-13,FSV Zwickau,KFC Uerdingen 05,1 - 0
