,Round Number,Date,Home Team,Away Team,Result
9626,0,1992-07-10,SpVgg Unterhaching,Carl Zeiss Jena,1 - 2
9627,0,1992-07-10,VfL Osnabruck,VfL Wolfsburg,3 - 5
9628,0,1992-07-10,Fortuna Koln,Waldhof Mannheim,0 - 1
9629,0,1992-07-11,VfB Oldenburg,SC Freiburg,2 - 2
9630,0,1992-07-11,Fortuna Dusseldorf,Chemnitzer FC,1 - 1
9631,0,1992-07-11,Wuppertaler SV,1. FSV Mainz 05,3 - 1
9632,0,1992-07-11,VfB Leipzig,MSV Duisburg,0 - 0
9633,0,1992-07-11,Eintracht Braunschweig,SV Meppen,1 - 0
9634,0,1992-07-11,Hertha BSC,FC St. Pauli,2 - 2
9635,0,1992-07-12,Hansa Rostock,FC Remscheid,1 - 0
9636,0,1992-07-12,SV Darmstadt 98,FC 08 Homburg,1 - 1
9637,0,1992-07-12,Stuttgarter Kickers,Hannover 96,0 - 2
9638,0,1992-07-14,1. FSV Mainz 05,Fortuna Koln,0 - 0
9639,1,1992-07-14,Waldhof Mannheim,SpVgg Unterhaching,1 - 0
9640,1,1992-07-14,VfL Wolfsburg,VfB Oldenburg,2 - 1
9641,1,1992-07-14,MSV Duisburg,Wuppertaler SV,2 - 1
9642,1,1992-07-15,Chemnitzer FC,VfL Osnabruck,0 - 2
9643,1,1992-07-15,SV Meppen,VfB Leipzig,0 - 2
9644,1,1992-07-15,FC Remscheid,Fortuna Dusseldorf,3 - 2
9645,1,1992-07-15,SC Freiburg,Stuttgarter Kickers,2 - 0
9646,1,1992-07-15,FC St. Pauli,SV Darmstadt 98,3 - 1
9647,1,1992-07-15,FC 08 Homburg,Eintracht Braunschweig,3 - 2
9648,1,1992-07-15,Carl Zeiss Jena,Hansa Rostock,2 - 1
9649,1,1992-07-16,Hannover 96,Hertha BSC,2 - 2
9650,1,1992-07-17,SpVgg Unterhaching,1. FSV Mainz 05,0 - 1
9651,2,1992-07-17,Fortuna Koln,MSV Duisburg,0 - 0
9652,2,1992-07-18,VfB Oldenburg,Chemnitzer FC,1 - 0
9653,2,1992-07-18,Fortuna Dusseldorf,Carl Zeiss Jena,2 - 2
9654,2,1992-07-18,Hansa Rostock,Waldhof Mannheim,1 - 1
9655,2,1992-07-18,Wuppertaler SV,SV Meppen,0 - 1
9656,2,1992-07-18,VfB Leipzig,FC 08 Homburg,2 - 0
9657,2,1992-07-18,Eintracht Braunschweig,FC St. Pauli,0 - 2
9658,2,1992-07-18,Stuttgarter Kickers,VfL Wolfsburg,0 - 0
9659,2,1992-07-19,VfL Osnabruck,FC Remscheid,1 - 1
9660,2,1992-07-19,SV Darmstadt 98,Hertha BSC,3 - 0
9661,2,1992-07-19,SC Freiburg,Hannover 96,4 - 0
9662,2,1992-07-21,FC St. Pauli,VfB Leipzig,0 - 0
9663,3,1992-07-21,SV Meppen,Fortuna Koln,1 - 1
