,Round Number,Date,Home Team,Away Team,Result
12394,0,2000-08-11,Stuttgarter Kickers,Rot-Weiss Oberhausen,1 - 0
12395,0,2000-08-11,Hannover 96,1. FC Nurnberg,1 - 1
12396,0,2000-08-12,Bor. Monchengladbach,1. FC Saarbrucken,0 - 0
12397,0,2000-08-12,Rot Weiss Ahlen,FC St. Pauli,3 - 6
12398,0,2000-08-13,SpVgg Greuther Furth,Chemnitzer FC,4 - 1
12399,0,2000-08-13,Arminia Bielefeld,VfL Osnabruck,3 - 1
12400,0,2000-08-13,SSV Reutlingen,1. FSV Mainz 05,3 - 2
12401,0,2000-08-13,Waldhof Mannheim,Alemannia Aachen,3 - 0
12402,0,2000-08-14,MSV Duisburg,SSV Ulm 1846,1 - 2
12403,0,2000-08-18,Chemnitzer FC,Hannover 96,0 - 2
12404,1,2000-08-18,FC St. Pauli,Waldhof Mannheim,5 - 0
12405,1,2000-08-19,Alemannia Aachen,SSV Reutlingen,4 - 1
12406,1,2000-08-19,VfL Osnabruck,Bor. Monchengladbach,1 - 3
12407,1,2000-08-20,1. FC Nurnberg,Rot Weiss Ahlen,2 - 0
12408,1,2000-08-20,1. FSV Mainz 05,Stuttgarter Kickers,2 - 2
12409,1,2000-08-20,Rot-Weiss Oberhausen,MSV Duisburg,1 - 0
12410,1,2000-08-20,1. FC Saarbrucken,SpVgg Greuther Furth,2 - 1
12411,1,2000-08-21,SSV Ulm 1846,Arminia Bielefeld,0 - 1
12412,1,2000-09-04,Bor. Monchengladbach,SSV Ulm 1846,5 - 0
12413,2,2000-09-05,Arminia Bielefeld,Rot-Weiss Oberhausen,2 - 0
12414,2,2000-09-05,MSV Duisburg,1. FSV Mainz 05,0 - 0
12415,2,2000-09-05,SSV Reutlingen,FC St. Pauli,2 - 0
12416,2,2000-09-05,Chemnitzer FC,1. FC Saarbrucken,1 - 3
12417,2,2000-09-05,Hannover 96,Rot Weiss Ahlen,1 - 1
12418,2,2000-09-06,SpVgg Greuther Furth,VfL Osnabruck,2 - 0
12419,2,2000-09-06,Stuttgarter Kickers,Alemannia Aachen,0 - 3
12420,2,2000-09-06,Waldhof Mannheim,1. FC Nurnberg,1 - 4
12421,2,2000-09-08,1. FSV Mainz 05,Arminia Bielefeld,2 - 4
12422,3,2000-09-08,1. FC Saarbrucken,Hannover 96,2 - 1
12423,3,2000-09-09,1. FC Nurnberg,SSV Reutlingen,2 - 0
12424,3,2000-09-09,Rot Weiss Ahlen,Waldhof Mannheim,1 - 2
12425,3,2000-09-10,Rot-Weiss Oberhausen,Bor. Monchengladbach,1 - 1
12426,3,2000-09-10,SSV Ulm 1846,SpVgg Greuther Furth,2 - 2
12427,3,2000-09-10,VfL Osnabruck,Chemnitzer FC,1 - 1
12428,3,2000-09-10,FC St. Pauli,Stuttgarter Kickers,4 - 0
12429,3,2000-09-11,Alemannia Aachen,MSV Duisburg,1 - 0
12430,3,2000-09-15,MSV Duisburg,FC St. Pauli,4 - 1
12431,4,2000-09-15,Hannover 96,Waldhof Mannheim,3 - 0
12432,4,2000-09-16,Bor. Monchengladbach,1. FSV Mainz 05,1 - 1
12433,4,2000-09-16,SSV Reutlingen,Rot Weiss Ahlen,5 - 1
12434,4,2000-09-17,SpVgg Greuther Furth,Rot-Weiss Oberhausen,1 - 2
12435,4,2000-09-17,Stuttgarter Kickers,1. FC Nurnberg,0 - 2
12436,4,2000-09-17,1. FC Saarbrucken,VfL Osnabruck,2 - 1
12437,4,2000-09-17,Chemnitzer FC,SSV Ulm 1846,1 - 0
12438,4,2000-09-18,Arminia Bielefeld,Alemannia Aachen,1 - 1
12439,4,2000-09-22,1. FC Nurnberg,MSV Duisburg,3 - 1
12440,5,2000-09-22,SSV Ulm 1846,1. FC Saarbrucken,3 - 1
12441,5,2000-09-23,Waldhof Mannheim,SSV Reutlingen,1 - 1
12442,5,2000-09-23,FC St. Pauli,Arminia Bielefeld,2 - 0
12443,5,2000-09-24,1. FSV Mainz 05,SpVgg Greuther Furth,1 - 0
12444,5,2000-09-24,Rot-Weiss Oberhausen,Chemnitzer FC,4 - 1
12445,5,2000-09-24,VfL Osnabruck,Hannover 96,0 - 1
12446,5,2000-09-24,Rot Weiss Ahlen,Stuttgarter Kickers,1 - 1
12447,5,2000-09-25,Alemannia Aachen,Bor. Monchengladbach,1 - 1
12448,5,2000-09-29,MSV Duisburg,Rot Weiss Ahlen,3 - 3
12449,6,2000-09-29,1. FC Saarbrucken,Rot-Weiss Oberhausen,3 - 2
12450,6,2000-09-30,Bor. Monchengladbach,FC St. Pauli,4 - 2
12451,6,2000-09-30,Stuttgarter Kickers,Waldhof Mannheim,2 - 2
12452,6,2000-10-01,SpVgg Greuther Furth,Alemannia Aachen,3 - 0
12453,6,2000-10-01,VfL Osnabruck,SSV Ulm 1846,2 - 1
12454,6,2000-10-01,Chemnitzer FC,1. FSV Mainz 05,0 - 2
12455,6,2000-10-01,Hannover 96,SSV Reutlingen,5 - 1
12456,6,2000-10-02,Arminia Bielefeld,1. FC Nurnberg,1 - 2
12457,6,2000-10-13,Alemannia Aachen,Chemnitzer FC,1 - 2
12458,7,2000-10-13,Waldhof Mannheim,MSV Duisburg,1 - 0
12459,7,2000-10-14,1. FSV Mainz 05,1. FC Saarbrucken,1 - 0
12460,7,2000-10-14,Rot Weiss Ahlen,Arminia Bielefeld,1 - 1
12461,7,2000-10-15,Rot-Weiss Oberhausen,VfL Osnabruck,5 - 2
12462,7,2000-10-15,SSV Ulm 1846,Hannover 96,3 - 3
12463,7,2000-10-15,SSV Reutlingen,Stuttgarter Kickers,1 - 0
12464,7,2000-10-15,FC St. Pauli,SpVgg Greuther Furth,3 - 3
12465,7,2000-10-16,1. FC Nurnberg,Bor. Monchengladbach,2 - 1
12466,7,2000-10-20,Arminia Bielefeld,Waldhof Mannheim,0 - 0
12467,8,2000-10-20,Chemnitzer FC,FC St. Pauli,1 - 3
12468,8,2000-10-21,SpVgg Greuther Furth,1. FC Nurnberg,0 - 0
12469,8,2000-10-21,Hannover 96,Stuttgarter Kickers,1 - 0
12470,8,2000-10-22,MSV Duisburg,SSV Reutlingen,4 - 3
12471,8,2000-10-22,SSV Ulm 1846,Rot-Weiss Oberhausen,0 - 1
12472,8,2000-10-22,VfL Osnabruck,1. FSV Mainz 05,2 - 1
12473,8,2000-10-22,1. FC Saarbrucken,Alemannia Aachen,1 - 3
12474,8,2000-10-23,Bor. Monchengladbach,Rot Weiss Ahlen,1 - 2
12475,8,2000-10-27,1. FC Nurnberg,Chemnitzer FC,3 - 1
12476,9,2000-10-27,SSV Reutlingen,Arminia Bielefeld,3 - 2
12477,9,2000-10-28,Alemannia Aachen,VfL Osnabruck,0 - 0
12478,9,2000-10-28,1. FSV Mainz 05,SSV Ulm 1846,0 - 3
12479,9,2000-10-29,Rot-Weiss Oberhausen,Hannover 96,0 - 0
12480,9,2000-10-29,Stuttgarter Kickers,MSV Duisburg,0 - 0
12481,9,2000-10-29,Waldhof Mannheim,Bor. Monchengladbach,4 - 0
12482,9,2000-10-29,Rot Weiss Ahlen,SpVgg Greuther Furth,2 - 0
12483,9,2000-10-29,FC St. Pauli,1. FC Saarbrucken,2 - 2
12484,9,2000-11-03,Arminia Bielefeld,Stuttgarter Kickers,0 - 0
12485,10,2000-11-03,Chemnitzer FC,Rot Weiss Ahlen,2 - 2
12486,10,2000-11-04,Rot-Weiss Oberhausen,1. FSV Mainz 05,1 - 0
12487,10,2000-11-04,Hannover 96,MSV Duisburg,0 - 2
12488,10,2000-11-05,SpVgg Greuther Furth,Waldhof Mannheim,2 - 1
12489,10,2000-11-05,Bor. Monchengladbach,SSV Reutlingen,1 - 1
12490,10,2000-11-05,SSV Ulm 1846,Alemannia Aachen,3 - 1
12491,10,2000-11-05,VfL Osnabruck,FC St. Pauli,0 - 0
12492,10,2000-11-06,1. FC Saarbrucken,1. FC Nurnberg,2 - 2
12493,10,2000-11-10,MSV Duisburg,Arminia Bielefeld,2 - 1
12494,11,2000-11-10,Waldhof Mannheim,Chemnitzer FC,0 - 0
12495,11,2000-11-11,1. FSV Mainz 05,Hannover 96,0 - 2
12496,11,2000-11-11,FC St. Pauli,SSV Ulm 1846,1 - 0
