,Round Number,Date,Home Team,Away Team,Result
12700,0,2001-07-27,SpVgg Greuther Furth,Rot-Weiss Oberhausen,2 - 2
12701,0,2001-07-27,MSV Duisburg,Rot Weiss Ahlen,1 - 4
12702,0,2001-07-27,1. FC Saarbrucken,Waldhof Mannheim,1 - 3
12703,0,2001-07-28,Arminia Bielefeld,SV Babelsberg 03,0 - 1
12704,0,2001-07-28,Eintracht Frankfurt,SSV Reutlingen,3 - 1
12705,0,2001-07-29,SpVgg Unterhaching,VfL Bochum,0 - 2
12706,0,2001-07-29,Alemannia Aachen,1. FSV Mainz 05,0 - 2
12707,0,2001-07-29,Karlsruher SC,1. FC Schweinfurt 05,1 - 0
12708,0,2001-07-30,1. FC Union Berlin,Hannover 96,1 - 1
12709,0,2001-08-03,1. FC Schweinfurt 05,1. FC Saarbrucken,2 - 1
12710,1,2001-08-03,Rot Weiss Ahlen,SpVgg Greuther Furth,1 - 0
12711,1,2001-08-03,Rot-Weiss Oberhausen,1. FC Union Berlin,0 - 3
12712,1,2001-08-04,SSV Reutlingen,Arminia Bielefeld,2 - 3
12713,1,2001-08-04,VfL Bochum,Karlsruher SC,1 - 1
12714,1,2001-08-05,SV Babelsberg 03,MSV Duisburg,3 - 1
12715,1,2001-08-05,Hannover 96,Alemannia Aachen,3 - 0
12716,1,2001-08-05,1. FSV Mainz 05,SpVgg Unterhaching,2 - 0
12717,1,2001-08-06,Waldhof Mannheim,Eintracht Frankfurt,0 - 0
12718,1,2001-08-10,MSV Duisburg,SSV Reutlingen,3 - 3
12719,2,2001-08-10,Arminia Bielefeld,Waldhof Mannheim,5 - 0
12720,2,2001-08-10,VfL Bochum,1. FSV Mainz 05,2 - 1
12721,2,2001-08-11,Alemannia Aachen,Rot-Weiss Oberhausen,2 - 1
12722,2,2001-08-11,1. FC Union Berlin,Rot Weiss Ahlen,5 - 0
12723,2,2001-08-12,SpVgg Unterhaching,Hannover 96,1 - 1
12724,2,2001-08-12,SpVgg Greuther Furth,SV Babelsberg 03,1 - 0
12725,2,2001-08-12,Eintracht Frankfurt,1. FC Schweinfurt 05,2 - 0
12726,2,2001-08-13,Karlsruher SC,1. FC Saarbrucken,2 - 0
12727,2,2001-08-17,1. FC Schweinfurt 05,Arminia Bielefeld,1 - 0
12728,3,2001-08-17,SSV Reutlingen,SpVgg Greuther Furth,0 - 1
12729,3,2001-08-17,Rot-Weiss Oberhausen,SpVgg Unterhaching,0 - 2
12730,3,2001-08-18,SV Babelsberg 03,1. FC Union Berlin,3 - 2
12731,3,2001-08-18,1. FC Saarbrucken,Eintracht Frankfurt,0 - 2
12732,3,2001-08-19,Rot Weiss Ahlen,Alemannia Aachen,1 - 0
12733,3,2001-08-19,Hannover 96,VfL Bochum,2 - 0
12734,3,2001-08-19,1. FSV Mainz 05,Karlsruher SC,1 - 0
12735,3,2001-08-20,Waldhof Mannheim,MSV Duisburg,3 - 1
12736,3,2001-09-07,SpVgg Unterhaching,Rot Weiss Ahlen,2 - 3
12737,4,2001-09-07,1. FC Union Berlin,SSV Reutlingen,5 - 0
12738,4,2001-09-07,1. FSV Mainz 05,Hannover 96,2 - 2
12739,4,2001-09-08,SpVgg Greuther Furth,Waldhof Mannheim,3 - 1
12740,4,2001-09-08,MSV Duisburg,1. FC Schweinfurt 05,0 - 0
12741,4,2001-09-09,Alemannia Aachen,SV Babelsberg 03,2 - 2
12742,4,2001-09-09,Arminia Bielefeld,1. FC Saarbrucken,3 - 1
12743,4,2001-09-09,VfL Bochum,Rot-Weiss Oberhausen,3 - 3
12744,4,2001-09-10,Karlsruher SC,Eintracht Frankfurt,2 - 3
12745,4,2001-09-14,Rot Weiss Ahlen,VfL Bochum,2 - 5
12746,5,2001-09-14,Rot-Weiss Oberhausen,1. FSV Mainz 05,1 - 3
12747,5,2001-09-14,1. FC Saarbrucken,MSV Duisburg,1 - 0
12748,5,2001-09-15,SSV Reutlingen,Alemannia Aachen,3 - 1
12749,5,2001-09-15,SV Babelsberg 03,SpVgg Unterhaching,1 - 4
12750,5,2001-09-16,1. FC Schweinfurt 05,SpVgg Greuther Furth,0 - 0
12751,5,2001-09-16,Hannover 96,Karlsruher SC,5 - 0
12752,5,2001-09-16,Waldhof Mannheim,1. FC Union Berlin,1 - 1
12753,5,2001-09-17,Eintracht Frankfurt,Arminia Bielefeld,0 - 2
12754,5,2001-09-21,SpVgg Unterhaching,SSV Reutlingen,3 - 2
12755,6,2001-09-21,Hannover 96,Rot-Weiss Oberhausen,2 - 0
12756,6,2001-09-21,Karlsruher SC,Arminia Bielefeld,0 - 1
12757,6,2001-09-22,1. FSV Mainz 05,Rot Weiss Ahlen,5 - 1
12758,6,2001-09-22,VfL Bochum,SV Babelsberg 03,4 - 1
12759,6,2001-09-23,Alemannia Aachen,Waldhof Mannheim,1 - 0
12760,6,2001-09-23,1. FC Union Berlin,1. FC Schweinfurt 05,3 - 0
12761,6,2001-09-23,SpVgg Greuther Furth,1. FC Saarbrucken,3 - 1
12762,6,2001-09-24,MSV Duisburg,Eintracht Frankfurt,1 - 1
12763,6,2001-09-28,SSV Reutlingen,VfL Bochum,3 - 0
12764,7,2001-09-28,Rot-Weiss Oberhausen,Karlsruher SC,1 - 2
12765,7,2001-09-28,Arminia Bielefeld,MSV Duisburg,2 - 2
12766,7,2001-09-29,1. FC Schweinfurt 05,Alemannia Aachen,1 - 0
12767,7,2001-09-29,Waldhof Mannheim,SpVgg Unterhaching,0 - 1
12768,7,2001-09-30,SV Babelsberg 03,1. FSV Mainz 05,0 - 1
12769,7,2001-09-30,Eintracht Frankfurt,SpVgg Greuther Furth,1 - 4
12770,7,2001-09-30,1. FC Saarbrucken,1. FC Union Berlin,2 - 3
12771,7,2001-10-01,Rot Weiss Ahlen,Hannover 96,2 - 5
12772,7,2001-10-12,SpVgg Unterhaching,1. FC Schweinfurt 05,1 - 0
12773,8,2001-10-12,Alemannia Aachen,1. FC Saarbrucken,0 - 0
12774,8,2001-10-12,Karlsruher SC,MSV Duisburg,2 - 0
12775,8,2001-10-13,1. FC Union Berlin,Eintracht Frankfurt,0 - 4
12776,8,2001-10-13,Rot-Weiss Oberhausen,Rot Weiss Ahlen,2 - 3
12777,8,2001-10-14,SpVgg Greuther Furth,Arminia Bielefeld,0 - 1
12778,8,2001-10-14,Hannover 96,SV Babelsberg 03,6 - 1
12779,8,2001-10-14,1. FSV Mainz 05,SSV Reutlingen,2 - 1
12780,8,2001-10-15,VfL Bochum,Waldhof Mannheim,1 - 1
12781,8,2001-10-19,1. FC Schweinfurt 05,VfL Bochum,3 - 3
12782,9,2001-10-19,Rot Weiss Ahlen,Karlsruher SC,4 - 1
12783,9,2001-10-19,Waldhof Mannheim,1. FSV Mainz 05,2 - 4
12784,9,2001-10-20,SSV Reutlingen,Hannover 96,2 - 2
12785,9,2001-10-20,SV Babelsberg 03,Rot-Weiss Oberhausen,0 - 2
12786,9,2001-10-21,MSV Duisburg,SpVgg Greuther Furth,1 - 1
12787,9,2001-10-21,Eintracht Frankfurt,Alemannia Aachen,2 - 2
12788,9,2001-10-21,1. FC Saarbrucken,SpVgg Unterhaching,0 - 0
12789,9,2001-10-22,Arminia Bielefeld,1. FC Union Berlin,4 - 1
12790,9,2001-10-26,Alemannia Aachen,Arminia Bielefeld,3 - 2
12791,10,2001-10-26,1. FC Union Berlin,MSV Duisburg,0 - 1
12792,10,2001-10-26,1. FSV Mainz 05,1. FC Schweinfurt 05,4 - 1
12793,10,2001-10-27,Rot-Weiss Oberhausen,SSV Reutlingen,0 - 1
12794,10,2001-10-27,Karlsruher SC,SpVgg Greuther Furth,4 - 2
12795,10,2001-10-28,SpVgg Unterhaching,Eintracht Frankfurt,0 - 1
12796,10,2001-10-28,Rot Weiss Ahlen,SV Babelsberg 03,1 - 1
12797,10,2001-10-28,VfL Bochum,1. FC Saarbrucken,3 - 2
12798,10,2001-10-29,Hannover 96,Waldhof Mannheim,2 - 0
12799,10,2001-11-02,1. FC Schweinfurt 05,Hannover 96,1 - 4
12800,11,2001-11-02,MSV Duisburg,Alemannia Aachen,5 - 0
12801,11,2001-11-02,1. FC Saarbrucken,1. FSV Mainz 05,0 - 1
12802,11,2001-11-03,SV Babelsberg 03,Karlsruher SC,2 - 4
12803,11,2001-11-03,Arminia Bielefeld,SpVgg Unterhaching,2 - 0
12804,11,2001-11-04,SSV Reutlingen,Rot Weiss Ahlen,3 - 2
12805,11,2001-11-04,SpVgg Greuther Furth,1. FC Union Berlin,0 - 0
12806,11,2001-11-04,Waldhof Mannheim,Rot-Weiss Oberhausen,1 - 1
12807,11,2001-11-05,Eintracht Frankfurt,VfL Bochum,1 - 0
12808,11,2001-11-16,Alemannia Aachen,SpVgg Greuther Furth,2 - 1
12809,12,2001-11-16,Hannover 96,1. FC Saarbrucken,0 - 0
12810,12,2001-11-16,Karlsruher SC,1. FC Union Berlin,1 - 1
12811,12,2001-11-17,Rot-Weiss Oberhausen,1. FC Schweinfurt 05,5 - 0
12812,12,2001-11-17,VfL Bochum,Arminia Bielefeld,0 - 0
12813,12,2001-11-18,SV Babelsberg 03,SSV Reutlingen,0 - 3
12814,12,2001-11-18,SpVgg Unterhaching,MSV Duisburg,0 - 1
12815,12,2001-11-18,Rot Weiss Ahlen,Waldhof Mannheim,0 - 0
12816,12,2001-11-19,1. FSV Mainz 05,Eintracht Frankfurt,1 - 1
12817,12,2001-11-23,SpVgg Greuther Furth,SpVgg Unterhaching,3 - 1
12818,13,2001-11-23,MSV Duisburg,VfL Bochum,0 - 1
12819,13,2001-11-23,Eintracht Frankfurt,Hannover 96,1 - 1
12820,13,2001-11-24,Arminia Bielefeld,1. FSV Mainz 05,0 - 1
12821,13,2001-11-24,1. FC Saarbrucken,Rot-Weiss Oberhausen,1 - 0
12822,13,2001-11-25,SSV Reutlingen,Karlsruher SC,1 - 0
12823,13,2001-11-25,1. FC Union Berlin,Alemannia Aachen,5 - 1
12824,13,2001-11-25,Waldhof Mannheim,SV Babelsberg 03,4 - 1
12825,13,2001-11-26,1. FC Schweinfurt 05,Rot Weiss Ahlen,4 - 2
12826,13,2001-11-30,Rot Weiss Ahlen,1. FC Saarbrucken,3 - 1
12827,14,2001-11-30,1. FSV Mainz 05,MSV Duisburg,4 - 4
12828,14,2001-11-30,VfL Bochum,SpVgg Greuther Furth,1 - 1
12829,14,2001-12-01,Alemannia Aachen,Karlsruher SC,2 - 0
12830,14,2001-12-01,Waldhof Mannheim,SSV Reutlingen,1 - 0
12831,14,2001-12-02,SV Babelsberg 03,1. FC Schweinfurt 05,3 - 1
12832,14,2001-12-02,SpVgg Unterhaching,1. FC Union Berlin,2 - 1
12833,14,2001-12-02,Rot-Weiss Oberhausen,Eintracht Frankfurt,2 - 1
12834,14,2001-12-03,Hannover 96,Arminia Bielefeld,4 - 4
12835,14,2001-12-07,1. FC Union Berlin,VfL Bochum,1 - 0
12836,15,2001-12-07,MSV Duisburg,Hannover 96,2 - 6
12837,15,2001-12-07,Arminia Bielefeld,Rot-Weiss Oberhausen,3 - 1
12838,15,2001-12-08,SpVgg Greuther Furth,1. FSV Mainz 05,3 - 2
12839,15,2001-12-08,Karlsruher SC,Waldhof Mannheim,1 - 2
12840,15,2001-12-09,1. FC Schweinfurt 05,SSV Reutlingen,2 - 1
12841,15,2001-12-09,Alemannia Aachen,SpVgg Unterhaching,3 - 1
12842,15,2001-12-09,Eintracht Frankfurt,Rot Weiss Ahlen,1 - 2
12843,15,2001-12-10,1. FC Saarbrucken,SV Babelsberg 03,1 - 1
12844,15,2001-12-14,SpVgg Unterhaching,Karlsruher SC,0 - 0
