,Round Number,Date,Home Team,Away Team,Result
14536,0,2007-08-10,Alemannia Aachen,Carl Zeiss Jena,2 - 2
14537,0,2007-08-10,FC St. Pauli,1. FC Koln,0 - 2
14538,0,2007-08-10,VfL Osnabruck,SC Freiburg,2 - 1
14539,0,2007-08-12,1. FSV Mainz 05,TuS Koblenz,4 - 1
14540,0,2007-08-12,FC Augsburg,1860 Munchen,2 - 6
14541,0,2007-08-12,Erzgebirge Aue,SpVgg Greuther Furth,1 - 1
14542,0,2007-08-12,SC Paderborn 07,Kickers Offenbach,0 - 2
14543,0,2007-08-12,TSG Hoffenheim,SV Wehen Wiesbaden,2 - 3
14544,0,2007-08-13,1. FC Kaiserslautern,Bor. Monchengladbach,1 - 1
14545,0,2007-08-17,SC Freiburg,SC Paderborn 07,1 - 0
14546,1,2007-08-17,TuS Koblenz,FC Augsburg,2 - 1
14547,1,2007-08-17,SV Wehen Wiesbaden,VfL Osnabruck,1 - 1
14548,1,2007-08-19,Bor. Monchengladbach,TSG Hoffenheim,0 - 0
14549,1,2007-08-19,SpVgg Greuther Furth,1. FSV Mainz 05,3 - 0
14550,1,2007-08-19,1860 Munchen,1. FC Kaiserslautern,3 - 1
14551,1,2007-08-19,Carl Zeiss Jena,FC St. Pauli,0 - 1
14552,1,2007-08-19,Kickers Offenbach,Erzgebirge Aue,3 - 2
14553,1,2007-08-20,1. FC Koln,Alemannia Aachen,0 - 1
14554,1,2007-08-24,1. FSV Mainz 05,Bor. Monchengladbach,4 - 1
14555,2,2007-08-24,1. FC Koln,Carl Zeiss Jena,4 - 3
14556,2,2007-08-24,VfL Osnabruck,SC Paderborn 07,0 - 0
14557,2,2007-08-26,Alemannia Aachen,Kickers Offenbach,4 - 0
14558,2,2007-08-26,1. FC Kaiserslautern,SpVgg Greuther Furth,0 - 1
14559,2,2007-08-26,Erzgebirge Aue,SV Wehen Wiesbaden,3 - 0
14560,2,2007-08-26,TSG Hoffenheim,1860 Munchen,0 - 3
14561,2,2007-08-26,FC St. Pauli,TuS Koblenz,1 - 0
14562,2,2007-08-27,FC Augsburg,SC Freiburg,1 - 1
14563,2,2007-08-31,1860 Munchen,1. FC Koln,1 - 1
14564,3,2007-08-31,TuS Koblenz,1. FC Kaiserslautern,2 - 2
14565,3,2007-08-31,Kickers Offenbach,FC Augsburg,1 - 0
14566,3,2007-09-02,Bor. Monchengladbach,VfL Osnabruck,2 - 1
14567,3,2007-09-02,SpVgg Greuther Furth,FC St. Pauli,2 - 1
14568,3,2007-09-02,SC Paderborn 07,Erzgebirge Aue,0 - 1
14569,3,2007-09-02,Carl Zeiss Jena,1. FSV Mainz 05,1 - 2
14570,3,2007-09-02,SV Wehen Wiesbaden,Alemannia Aachen,3 - 0
14571,3,2007-09-03,SC Freiburg,TSG Hoffenheim,3 - 2
14572,3,2007-09-14,1. FC Kaiserslautern,SC Paderborn 07,0 - 0
14573,4,2007-09-14,Carl Zeiss Jena,TuS Koblenz,1 - 2
14574,4,2007-09-14,FC St. Pauli,Kickers Offenbach,3 - 1
14575,4,2007-09-16,1. FSV Mainz 05,SC Freiburg,1 - 1
14576,4,2007-09-16,Alemannia Aachen,1860 Munchen,0 - 0
14577,4,2007-09-16,FC Augsburg,SV Wehen Wiesbaden,5 - 1
14578,4,2007-09-16,1. FC Koln,SpVgg Greuther Furth,0 - 0
14579,4,2007-09-16,TSG Hoffenheim,VfL Osnabruck,3 - 1
14580,4,2007-09-17,Erzgebirge Aue,Bor. Monchengladbach,2 - 3
14581,4,2007-09-21,Bor. Monchengladbach,FC Augsburg,4 - 2
14582,5,2007-09-21,SpVgg Greuther Furth,Alemannia Aachen,2 - 0
14583,5,2007-09-21,1860 Munchen,FC St. Pauli,2 - 1
14584,5,2007-09-21,SC Paderborn 07,TSG Hoffenheim,0 - 2
14585,5,2007-09-21,VfL Osnabruck,Erzgebirge Aue,2 - 1
14586,5,2007-09-23,SC Freiburg,1. FC Kaiserslautern,1 - 0
14587,5,2007-09-23,TuS Koblenz,1. FC Koln,1 - 2
14588,5,2007-09-23,Kickers Offenbach,1. FSV Mainz 05,2 - 0
14589,5,2007-09-23,SV Wehen Wiesbaden,Carl Zeiss Jena,5 - 1
14590,5,2007-09-25,Alemannia Aachen,SC Paderborn 07,3 - 1
14591,6,2007-09-25,FC Augsburg,VfL Osnabruck,2 - 0
14592,6,2007-09-25,Erzgebirge Aue,TSG Hoffenheim,2 - 2
14593,6,2007-09-25,FC St. Pauli,Bor. Monchengladbach,0 - 3
14594,6,2007-09-26,1. FC Kaiserslautern,SV Wehen Wiesbaden,0 - 2
14595,6,2007-09-26,1. FC Koln,SC Freiburg,1 - 3
14596,6,2007-09-26,TuS Koblenz,SpVgg Greuther Furth,3 - 0
14597,6,2007-09-26,Carl Zeiss Jena,Kickers Offenbach,2 - 0
14598,6,2007-09-27,1. FSV Mainz 05,1860 Munchen,3 - 0
14599,6,2007-09-28,Bor. Monchengladbach,Alemannia Aachen,2 - 1
14600,7,2007-09-28,SC Paderborn 07,FC Augsburg,1 - 1
14601,7,2007-09-28,VfL Osnabruck,FC St. Pauli,3 - 1
14602,7,2007-09-30,SC Freiburg,Erzgebirge Aue,2 - 0
14603,7,2007-09-30,SpVgg Greuther Furth,Carl Zeiss Jena,2 - 2
14604,7,2007-09-30,1860 Munchen,TuS Koblenz,2 - 2
14605,7,2007-09-30,SV Wehen Wiesbaden,1. FC Koln,4 - 3
14606,7,2007-09-30,TSG Hoffenheim,1. FSV Mainz 05,1 - 0
14607,7,2007-10-01,Kickers Offenbach,1. FC Kaiserslautern,0 - 0
14608,7,2007-10-05,SpVgg Greuther Furth,SV Wehen Wiesbaden,1 - 1
14609,8,2007-10-05,1. FC Koln,Kickers Offenbach,4 - 1
14610,8,2007-10-05,Carl Zeiss Jena,1860 Munchen,0 - 2
14611,8,2007-10-07,1. FSV Mainz 05,Erzgebirge Aue,4 - 1
14612,8,2007-10-07,1. FC Kaiserslautern,VfL Osnabruck,3 - 0
14613,8,2007-10-07,FC Augsburg,TSG Hoffenheim,2 - 2
14614,8,2007-10-07,TuS Koblenz,Bor. Monchengladbach,0 - 5
14615,8,2007-10-07,FC St. Pauli,SC Paderborn 07,2 - 1
14616,8,2007-10-08,Alemannia Aachen,SC Freiburg,2 - 0
14617,8,2007-10-19,Kickers Offenbach,TuS Koblenz,1 - 1
14618,9,2007-10-19,TSG Hoffenheim,1. FC Kaiserslautern,1 - 0
14619,9,2007-10-19,VfL Osnabruck,Alemannia Aachen,2 - 2
14620,9,2007-10-21,SC Freiburg,FC St. Pauli,2 - 0
14621,9,2007-10-21,1860 Munchen,SpVgg Greuther Furth,0 - 3
14622,9,2007-10-21,Erzgebirge Aue,FC Augsburg,3 - 0
14623,9,2007-10-21,SC Paderborn 07,Carl Zeiss Jena,2 - 2
14624,9,2007-10-21,SV Wehen Wiesbaden,1. FSV Mainz 05,1 - 3
14625,9,2007-10-22,Bor. Monchengladbach,1. FC Koln,2 - 2
14626,9,2007-10-26,1. FSV Mainz 05,FC Augsburg,1 - 1
14627,10,2007-10-26,Alemannia Aachen,TSG Hoffenheim,2 - 2
14628,10,2007-10-26,SpVgg Greuther Furth,Bor. Monchengladbach,1 - 3
14629,10,2007-10-26,1860 Munchen,Kickers Offenbach,3 - 0
14630,10,2007-10-26,FC St. Pauli,SV Wehen Wiesbaden,1 - 1
14631,10,2007-10-28,1. FC Kaiserslautern,Erzgebirge Aue,2 - 0
14632,10,2007-10-28,1. FC Koln,SC Paderborn 07,2 - 1
14633,10,2007-10-28,TuS Koblenz,VfL Osnabruck,1 - 0
14634,10,2007-10-28,Carl Zeiss Jena,SC Freiburg,1 - 2
14635,10,2007-11-01,VfL Osnabruck,1. FC Koln,2 - 1
14636,11,2007-11-02,Erzgebirge Aue,Alemannia Aachen,2 - 1
14637,11,2007-11-02,Kickers Offenbach,SpVgg Greuther Furth,1 - 2
14638,11,2007-11-02,TSG Hoffenheim,FC St. Pauli,1 - 1
14639,11,2007-11-04,SC Freiburg,TuS Koblenz,4 - 2
14640,11,2007-11-04,FC Augsburg,1. FC Kaiserslautern,0 - 0
14641,11,2007-11-04,SC Paderborn 07,1. FSV Mainz 05,1 - 1
14642,11,2007-11-04,SV Wehen Wiesbaden,1860 Munchen,0 - 0
14643,11,2007-11-05,Bor. Monchengladbach,Carl Zeiss Jena,2 - 1
14644,11,2007-11-09,1. FSV Mainz 05,VfL Osnabruck,4 - 1
14645,12,2007-11-09,1. FC Koln,Erzgebirge Aue,3 - 2
14646,12,2007-11-09,Kickers Offenbach,SV Wehen Wiesbaden,0 - 0
14647,12,2007-11-11,Alemannia Aachen,1. FC Kaiserslautern,2 - 1
14648,12,2007-11-11,SpVgg Greuther Furth,SC Freiburg,1 - 1
14649,12,2007-11-11,Carl Zeiss Jena,TSG Hoffenheim,0 - 1
14650,12,2007-11-11,FC St. Pauli,FC Augsburg,2 - 0
14651,12,2007-11-12,1860 Munchen,Bor. Monchengladbach,0 - 0
14652,12,2007-11-13,TuS Koblenz,SC Paderborn 07,0 - 0
14653,12,2007-11-23,Bor. Monchengladbach,Kickers Offenbach,3 - 0
14654,13,2007-11-23,SC Paderborn 07,SpVgg Greuther Furth,1 - 0
14655,13,2007-11-23,SV Wehen Wiesbaden,TuS Koblenz,0 - 2
14656,13,2007-11-23,VfL Osnabruck,Carl Zeiss Jena,1 - 1
14657,13,2007-11-25,SC Freiburg,1860 Munchen,2 - 2
14658,13,2007-11-25,FC Augsburg,Alemannia Aachen,1 - 0
14659,13,2007-11-25,Erzgebirge Aue,FC St. Pauli,0 - 0
14660,13,2007-11-25,TSG Hoffenheim,1. FC Koln,0 - 2
14661,13,2007-11-26,1. FC Kaiserslautern,1. FSV Mainz 05,0 - 0
14662,13,2007-11-30,Carl Zeiss Jena,Erzgebirge Aue,2 - 1
14663,14,2007-11-30,SV Wehen Wiesbaden,Bor. Monchengladbach,1 - 1
14664,14,2007-11-30,FC St. Pauli,1. FC Kaiserslautern,3 - 4
14665,14,2007-12-02,SpVgg Greuther Furth,VfL Osnabruck,6 - 3
14666,14,2007-12-02,1860 Munchen,SC Paderborn 07,0 - 0
14667,14,2007-12-02,1. FC Koln,FC Augsburg,3 - 0
14668,14,2007-12-02,TuS Koblenz,TSG Hoffenheim,2 - 2
14669,14,2007-12-02,Kickers Offenbach,SC Freiburg,0 - 0
14670,14,2007-12-03,Alemannia Aachen,1. FSV Mainz 05,0 - 3
14671,14,2007-12-07,1. FSV Mainz 05,1. FC Koln,1 - 0
14672,15,2007-12-07,Alemannia Aachen,FC St. Pauli,2 - 2
14673,15,2007-12-07,Erzgebirge Aue,TuS Koblenz,0 - 0
14674,15,2007-12-09,1. FC Kaiserslautern,Carl Zeiss Jena,2 - 3
14675,15,2007-12-09,FC Augsburg,SpVgg Greuther Furth,3 - 0
14676,15,2007-12-09,SC Paderborn 07,SV Wehen Wiesbaden,1 - 1
14677,15,2007-12-09,TSG Hoffenheim,Kickers Offenbach,2 - 2
14678,15,2007-12-09,VfL Osnabruck,1860 Munchen,3 - 0
14679,15,2007-12-10,SC Freiburg,Bor. Monchengladbach,1 - 3
14680,15,2007-12-14,TuS Koblenz,Alemannia Aachen,0 - 0
14681,16,2007-12-14,Kickers Offenbach,VfL Osnabruck,3 - 3
14682,16,2007-12-14,FC St. Pauli,1. FSV Mainz 05,1 - 0
14683,16,2007-12-16,Bor. Monchengladbach,SC Paderborn 07,1 - 1
14684,16,2007-12-16,SpVgg Greuther Furth,TSG Hoffenheim,4 - 1
14685,16,2007-12-16,1860 Munchen,Erzgebirge Aue,5 - 0
14686,16,2007-12-16,Carl Zeiss Jena,FC Augsburg,1 - 2
14687,16,2007-12-16,SV Wehen Wiesbaden,SC Freiburg,2 - 2
14688,16,2007-12-17,1. FC Koln,1. FC Kaiserslautern,2 - 1
14689,16,2008-02-01,Bor. Monchengladbach,1. FC Kaiserslautern,1 - 1
14690,17,2008-02-01,SV Wehen Wiesbaden,TSG Hoffenheim,0 - 2
14691,17,2008-02-01,1. FC Koln,FC St. Pauli,1 - 1
14692,17,2008-02-03,TuS Koblenz,1. FSV Mainz 05,1 - 1
14693,17,2008-02-03,1860 Munchen,FC Augsburg,0 - 3
14694,17,2008-02-03,SpVgg Greuther Furth,Erzgebirge Aue,2 - 0
14695,17,2008-02-03,Kickers Offenbach,SC Paderborn 07,2 - 1
14696,17,2008-02-03,SC Freiburg,VfL Osnabruck,1 - 1
14697,17,2008-02-04,Carl Zeiss Jena,Alemannia Aachen,2 - 3
14698,17,2008-02-08,1. FC Kaiserslautern,1860 Munchen,1 - 2
14699,18,2008-02-08,FC St. Pauli,Carl Zeiss Jena,2 - 2
14700,18,2008-02-08,Erzgebirge Aue,Kickers Offenbach,3 - 1
14701,18,2008-02-10,TSG Hoffenheim,Bor. Monchengladbach,4 - 2
14702,18,2008-02-10,SC Paderborn 07,SC Freiburg,3 - 2
14703,18,2008-02-10,1. FSV Mainz 05,SpVgg Greuther Furth,1 - 2
14704,18,2008-02-10,FC Augsburg,TuS Koblenz,1 - 0
14705,18,2008-02-10,VfL Osnabruck,SV Wehen Wiesbaden,0 - 2
14706,18,2008-02-11,Alemannia Aachen,1. FC Koln,3 - 2
14707,18,2008-02-15,Carl Zeiss Jena,1. FC Koln,1 - 3
14708,19,2008-02-15,TuS Koblenz,FC St. Pauli,1 - 1
14709,19,2008-02-15,SV Wehen Wiesbaden,Erzgebirge Aue,3 - 0
14710,19,2008-02-17,Kickers Offenbach,Alemannia Aachen,1 - 1
14711,19,2008-02-17,SpVgg Greuther Furth,1. FC Kaiserslautern,0 - 1
14712,19,2008-02-17,SC Freiburg,FC Augsburg,1 - 0
14713,19,2008-02-17,1860 Munchen,TSG Hoffenheim,0 - 1
14714,19,2008-02-17,SC Paderborn 07,VfL Osnabruck,1 - 3
14715,19,2008-02-18,Bor. Monchengladbach,1. FSV Mainz 05,0 - 1
14716,19,2008-02-22,TSG Hoffenheim,SC Freiburg,2 - 0
14717,20,2008-02-22,1. FC Koln,1860 Munchen,0 - 0
14718,20,2008-02-22,1. FSV Mainz 05,Carl Zeiss Jena,2 - 2
14719,20,2008-02-24,VfL Osnabruck,Bor. Monchengladbach,2 - 2
14720,20,2008-02-24,FC St. Pauli,SpVgg Greuther Furth,1 - 1
14721,20,2008-02-24,Erzgebirge Aue,SC Paderborn 07,6 - 0
14722,20,2008-02-24,FC Augsburg,Kickers Offenbach,1 - 1
14723,20,2008-02-24,Alemannia Aachen,SV Wehen Wiesbaden,2 - 3
14724,20,2008-02-25,1. FC Kaiserslautern,TuS Koblenz,2 - 3
14725,20,2008-02-29,SV Wehen Wiesbaden,FC Augsburg,2 - 1
14726,21,2008-02-29,SpVgg Greuther Furth,1. FC Koln,2 - 2
14727,21,2008-02-29,Bor. Monchengladbach,Erzgebirge Aue,2 - 0
14728,21,2008-03-02,1860 Munchen,Alemannia Aachen,0 - 0
14729,21,2008-03-02,SC Paderborn 07,1. FC Kaiserslautern,0 - 0
14730,21,2008-03-02,TuS Koblenz,Carl Zeiss Jena,2 - 0
14731,21,2008-03-02,VfL Osnabruck,TSG Hoffenheim,0 - 3
14732,21,2008-03-02,Kickers Offenbach,FC St. Pauli,4 - 3
14733,21,2008-03-03,SC Freiburg,1. FSV Mainz 05,1 - 1
14734,21,2008-03-07,FC Augsburg,Bor. Monchengladbach,0 - 2
14735,22,2008-03-07,1. FC Kaiserslautern,SC Freiburg,0 - 0
14736,22,2008-03-07,Alemannia Aachen,SpVgg Greuther Furth,2 - 5
14737,22,2008-03-09,TSG Hoffenheim,SC Paderborn 07,1 - 0
14738,22,2008-03-09,1. FC Koln,TuS Koblenz,1 - 0
14739,22,2008-03-09,1. FSV Mainz 05,Kickers Offenbach,1 - 0
14740,22,2008-03-09,Carl Zeiss Jena,SV Wehen Wiesbaden,2 - 2
14741,22,2008-03-09,Erzgebirge Aue,VfL Osnabruck,0 - 1
14742,22,2008-03-10,FC St. Pauli,1860 Munchen,0 - 0
14743,22,2008-03-14,SC Paderborn 07,Alemannia Aachen,0 - 1
14744,23,2008-03-14,SV Wehen Wiesbaden,1. FC Kaiserslautern,0 - 2
14745,23,2008-03-14,Kickers Offenbach,Carl Zeiss Jena,2 - 1
14746,23,2008-03-16,1860 Munchen,1. FSV Mainz 05,1 - 1
14747,23,2008-03-16,VfL Osnabruck,FC Augsburg,0 - 2
14748,23,2008-03-16,TSG Hoffenheim,Erzgebirge Aue,1 - 0
14749,23,2008-03-16,SpVgg Greuther Furth,TuS Koblenz,0 - 1
14750,23,2008-03-16,Bor. Monchengladbach,FC St. Pauli,1 - 0
14751,23,2008-03-17,SC Freiburg,1. FC Koln,1 - 0
14752,23,2008-03-20,FC Augsburg,SC Paderborn 07,0 - 1
14753,24,2008-03-20,1. FC Kaiserslautern,Kickers Offenbach,1 - 1
14754,24,2008-03-20,FC St. Pauli,VfL Osnabruck,2 - 1
