,Round Number,Date,Home Team,Away Team,Result
15454,0,2010-08-20,Hertha BSC,Rot-Weiss Oberhausen,3 - 2
15455,0,2010-08-20,Alemannia Aachen,1. FC Union Berlin,2 - 2
15456,0,2010-08-20,FSV Frankfurt,Arminia Bielefeld,2 - 1
15457,0,2010-08-21,FC Ingolstadt 04,FC Augsburg,1 - 4
15458,0,2010-08-21,SC Paderborn 07,Erzgebirge Aue,0 - 1
15459,0,2010-08-22,Energie Cottbus,Fortuna Dusseldorf,2 - 0
15460,0,2010-08-22,SpVgg Greuther Furth,Karlsruher SC,4 - 1
15461,0,2010-08-22,VfL Osnabruck,MSV Duisburg,1 - 3
15462,0,2010-08-23,VfL Bochum,1860 Munchen,3 - 2
15463,0,2010-08-27,FC Augsburg,SC Paderborn 07,1 - 0
15464,1,2010-08-27,Rot-Weiss Oberhausen,FSV Frankfurt,1 - 0
15465,1,2010-08-27,Erzgebirge Aue,VfL Bochum,1 - 0
15466,1,2010-08-28,MSV Duisburg,FC Ingolstadt 04,4 - 1
15467,1,2010-08-28,1. FC Union Berlin,SpVgg Greuther Furth,1 - 2
15468,1,2010-08-29,Arminia Bielefeld,Energie Cottbus,1 - 2
15469,1,2010-08-29,1860 Munchen,VfL Osnabruck,3 - 1
15470,1,2010-08-29,Karlsruher SC,Alemannia Aachen,3 - 0
15471,1,2010-08-30,Fortuna Dusseldorf,Hertha BSC,1 - 2
15472,1,2010-09-10,SC Paderborn 07,1. FC Union Berlin,2 - 0
15473,2,2010-09-10,VfL Osnabruck,Erzgebirge Aue,3 - 2
15474,2,2010-09-10,FC Ingolstadt 04,Rot-Weiss Oberhausen,1 - 2
15475,2,2010-09-11,MSV Duisburg,1860 Munchen,2 - 1
15476,2,2010-09-11,FSV Frankfurt,Fortuna Dusseldorf,1 - 0
15477,2,2010-09-12,VfL Bochum,FC Augsburg,0 - 2
15478,2,2010-09-12,Hertha BSC,Arminia Bielefeld,3 - 1
15479,2,2010-09-12,SpVgg Greuther Furth,Alemannia Aachen,1 - 1
15480,2,2010-09-13,Energie Cottbus,Karlsruher SC,5 - 5
15481,2,2010-09-17,SpVgg Greuther Furth,FSV Frankfurt,1 - 0
15482,3,2010-09-17,1. FC Union Berlin,Hertha BSC,1 - 1
15483,3,2010-09-17,Alemannia Aachen,Energie Cottbus,2 - 3
15484,3,2010-09-18,Karlsruher SC,SC Paderborn 07,2 - 1
15485,3,2010-09-18,Rot-Weiss Oberhausen,VfL Bochum,3 - 1
15486,3,2010-09-19,FC Augsburg,VfL Osnabruck,2 - 2
15487,3,2010-09-19,Fortuna Dusseldorf,1860 Munchen,1 - 2
15488,3,2010-09-19,Arminia Bielefeld,FC Ingolstadt 04,1 - 0
15489,3,2010-09-19,Erzgebirge Aue,MSV Duisburg,1 - 0
15490,3,2010-09-21,Hertha BSC,Karlsruher SC,4 - 0
