,Round Number,Date,Home Team,Away Team,Result
8862,0,1990-07-27,FC Schalke 04,1. FC Saarbrucken,3 - 1
8863,0,1990-07-27,MSV Duisburg,Eintracht Braunschweig,3 - 3
8864,0,1990-07-27,Hannover 96,SC Freiburg,0 - 2
8865,0,1990-07-28,1. FC Schweinfurt 05,VfL Osnabruck,0 - 3
8866,0,1990-07-28,Waldhof Mannheim,Blau-Weiss 90 Berlin,2 - 0
8867,0,1990-07-28,FC 08 Homburg,Rot-Weiss Essen,2 - 1
8868,0,1990-07-28,VfB Oldenburg,1. FSV Mainz 05,1 - 2
8869,0,1990-07-29,Stuttgarter Kickers,SV Darmstadt 98,3 - 0
8870,0,1990-07-29,Preussen Munster,Fortuna Koln,2 - 0
8871,0,1990-07-29,SV Meppen,TSV Havelse,2 - 0
8872,0,1990-08-07,SC Freiburg,SV Meppen,2 - 1
8873,1,1990-08-07,SV Darmstadt 98,FC 08 Homburg,0 - 0
8874,1,1990-08-07,1. FC Saarbrucken,Stuttgarter Kickers,0 - 0
8875,1,1990-08-07,VfL Osnabruck,MSV Duisburg,0 - 2
8876,1,1990-08-08,Fortuna Koln,VfB Oldenburg,1 - 1
8877,1,1990-08-08,Blau-Weiss 90 Berlin,FC Schalke 04,1 - 1
8878,1,1990-08-08,Eintracht Braunschweig,Waldhof Mannheim,1 - 1
8879,1,1990-08-08,1. FSV Mainz 05,Hannover 96,2 - 1
8880,1,1990-08-08,TSV Havelse,1. FC Schweinfurt 05,4 - 1
8881,1,1990-08-08,Rot-Weiss Essen,Preussen Munster,1 - 0
8882,1,1990-08-10,Stuttgarter Kickers,Blau-Weiss 90 Berlin,4 - 0
8883,2,1990-08-10,FC 08 Homburg,1. FC Saarbrucken,0 - 0
8884,2,1990-08-11,SC Freiburg,1. FSV Mainz 05,2 - 1
8885,2,1990-08-11,FC Schalke 04,Eintracht Braunschweig,2 - 1
8886,2,1990-08-11,VfB Oldenburg,Rot-Weiss Essen,2 - 0
8887,2,1990-08-11,Waldhof Mannheim,VfL Osnabruck,1 - 0
8888,2,1990-08-12,SV Meppen,1. FC Schweinfurt 05,2 - 1
8889,2,1990-08-12,MSV Duisburg,TSV Havelse,3 - 0
8890,2,1990-08-12,Preussen Munster,SV Darmstadt 98,1 - 0
8891,2,1990-08-12,Hannover 96,Fortuna Koln,3 - 3
8892,2,1990-08-14,Blau-Weiss 90 Berlin,FC 08 Homburg,4 - 1
8893,3,1990-08-17,Eintracht Braunschweig,Stuttgarter Kickers,2 - 1
8894,3,1990-08-17,Fortuna Koln,SC Freiburg,0 - 1
8895,3,1990-08-18,Rot-Weiss Essen,Hannover 96,4 - 2
8896,3,1990-08-18,1. FC Schweinfurt 05,MSV Duisburg,0 - 6
8897,3,1990-08-18,1. FSV Mainz 05,SV Meppen,2 - 1
8898,3,1990-08-18,SV Darmstadt 98,VfB Oldenburg,0 - 0
8899,3,1990-08-19,1. FC Saarbrucken,Preussen Munster,4 - 1
8900,3,1990-08-19,VfL Osnabruck,FC Schalke 04,0 - 3
8901,3,1990-08-19,TSV Havelse,Waldhof Mannheim,1 - 1
8902,3,1990-08-22,FC 08 Homburg,Eintracht Braunschweig,1 - 0
8903,4,1990-08-22,SC Freiburg,Rot-Weiss Essen,4 - 0
8904,4,1990-08-22,1. FSV Mainz 05,Fortuna Koln,1 - 3
8905,4,1990-08-22,Waldhof Mannheim,1. FC Schweinfurt 05,3 - 0
8906,4,1990-08-22,Stuttgarter Kickers,VfL Osnabruck,3 - 1
8907,4,1990-08-22,SV Meppen,MSV Duisburg,0 - 1
8908,4,1990-08-22,Preussen Munster,Blau-Weiss 90 Berlin,0 - 2
8909,4,1990-08-22,VfB Oldenburg,1. FC Saarbrucken,0 - 1
8910,4,1990-08-22,Hannover 96,SV Darmstadt 98,2 - 2
8911,4,1990-08-22,FC Schalke 04,TSV Havelse,3 - 0
8912,4,1990-08-25,1. FC Schweinfurt 05,FC Schalke 04,0 - 1
8913,5,1990-08-25,SV Darmstadt 98,SC Freiburg,2 - 1
8914,5,1990-08-25,1. FC Saarbrucken,Hannover 96,1 - 0
8915,5,1990-08-25,Eintracht Braunschweig,Preussen Munster,5 - 0
8916,5,1990-08-26,Rot-Weiss Essen,1. FSV Mainz 05,2 - 0
8917,5,1990-08-26,MSV Duisburg,Waldhof Mannheim,1 - 1
8918,5,1990-08-26,Fortuna Koln,SV Meppen,1 - 1
8919,5,1990-08-26,TSV Havelse,Stuttgarter Kickers,2 - 1
8920,5,1990-08-26,VfL Osnabruck,FC 08 Homburg,1 - 0
8921,5,1990-08-28,Blau-Weiss 90 Berlin,VfB Oldenburg,1 - 1
8922,5,1990-08-31,SV Meppen,Waldhof Mannheim,0 - 0
8923,6,1990-08-31,Preussen Munster,VfL Osnabruck,2 - 2
8924,6,1990-08-31,Stuttgarter Kickers,1. FC Schweinfurt 05,1 - 0
8925,6,1990-09-01,FC Schalke 04,MSV Duisburg,1 - 0
8926,6,1990-09-01,SC Freiburg,1. FC Saarbrucken,0 - 0
8927,6,1990-09-01,Fortuna Koln,Rot-Weiss Essen,2 - 1
8928,6,1990-09-01,FC 08 Homburg,TSV Havelse,2 - 1
8929,6,1990-09-02,1. FSV Mainz 05,SV Darmstadt 98,1 - 1
8930,6,1990-09-02,Hannover 96,Blau-Weiss 90 Berlin,3 - 1
8931,6,1990-09-02,VfB Oldenburg,Eintracht Braunschweig,2 - 3
8932,6,1990-09-04,1. FC Schweinfurt 05,FC 08 Homburg,0 - 1
8933,7,1990-09-04,MSV Duisburg,Stuttgarter Kickers,2 - 0
8934,7,1990-09-04,Rot-Weiss Essen,SV Meppen,3 - 2
8935,7,1990-09-05,SV Darmstadt 98,Fortuna Koln,1 - 2
8936,7,1990-09-05,Eintracht Braunschweig,Hannover 96,0 - 1
8937,7,1990-09-05,1. FC Saarbrucken,1. FSV Mainz 05,0 - 0
8938,7,1990-09-05,Blau-Weiss 90 Berlin,SC Freiburg,2 - 1
8939,7,1990-09-05,VfL Osnabruck,VfB Oldenburg,3 - 3
8940,7,1990-09-05,TSV Havelse,Preussen Munster,4 - 1
8941,7,1990-09-05,Waldhof Mannheim,FC Schalke 04,1 - 3
8942,7,1990-09-07,FC 08 Homburg,MSV Duisburg,2 - 1
8943,8,1990-09-08,Fortuna Koln,1. FC Saarbrucken,3 - 4
8944,8,1990-09-08,Rot-Weiss Essen,SV Darmstadt 98,3 - 0
8945,8,1990-09-08,1. FSV Mainz 05,Blau-Weiss 90 Berlin,2 - 2
8946,8,1990-09-08,SC Freiburg,Eintracht Braunschweig,3 - 2
8947,8,1990-09-09,Hannover 96,VfL Osnabruck,0 - 1
8948,8,1990-09-09,VfB Oldenburg,TSV Havelse,2 - 2
8949,8,1990-09-09,Preussen Munster,1. FC Schweinfurt 05,5 - 0
8950,8,1990-09-09,SV Meppen,FC Schalke 04,2 - 0
8951,8,1990-09-09,Stuttgarter Kickers,Waldhof Mannheim,3 - 0
8952,8,1990-09-14,MSV Duisburg,Preussen Munster,5 - 0
8953,9,1990-09-14,VfL Osnabruck,SC Freiburg,1 - 4
8954,9,1990-09-14,TSV Havelse,Hannover 96,1 - 2
8955,9,1990-09-15,SV Darmstadt 98,SV Meppen,1 - 0
8956,9,1990-09-15,FC Schalke 04,Stuttgarter Kickers,2 - 1
8957,9,1990-09-15,Eintracht Braunschweig,1. FSV Mainz 05,5 - 1
8958,9,1990-09-15,1. FC Saarbrucken,Rot-Weiss Essen,2 - 0
8959,9,1990-09-15,Waldhof Mannheim,FC 08 Homburg,1 - 1
8960,9,1990-09-16,1. FC Schweinfurt 05,VfB Oldenburg,2 - 3
8961,9,1990-09-16,Blau-Weiss 90 Berlin,Fortuna Koln,0 - 0
8962,9,1990-09-21,Fortuna Koln,Eintracht Braunschweig,2 - 3
8963,10,1990-09-21,Preussen Munster,Waldhof Mannheim,0 - 0
8964,10,1990-09-21,Hannover 96,1. FC Schweinfurt 05,1 - 1
8965,10,1990-09-22,SV Meppen,Stuttgarter Kickers,1 - 2
8966,10,1990-09-22,SC Freiburg,TSV Havelse,1 - 0
8967,10,1990-09-22,VfB Oldenburg,MSV Duisburg,1 - 1
8968,10,1990-09-23,Rot-Weiss Essen,Blau-Weiss 90 Berlin,0 - 3
8969,10,1990-09-23,1. FSV Mainz 05,VfL Osnabruck,3 - 2
8970,10,1990-09-23,SV Darmstadt 98,1. FC Saarbrucken,1 - 0
8971,10,1990-09-25,FC 08 Homburg,FC Schalke 04,2 - 1
8972,10,1990-09-28,Eintracht Braunschweig,Rot-Weiss Essen,0 - 0
8973,11,1990-09-28,VfL Osnabruck,Fortuna Koln,0 - 1
8974,11,1990-09-28,MSV Duisburg,Hannover 96,4 - 2
8975,11,1990-09-29,Waldhof Mannheim,VfB Oldenburg,2 - 1
8976,11,1990-09-29,FC Schalke 04,Preussen Munster,3 - 1
8977,11,1990-09-29,Blau-Weiss 90 Berlin,SV Darmstadt 98,2 - 0
8978,11,1990-09-29,1. FC Schweinfurt 05,SC Freiburg,2 - 2
8979,11,1990-09-29,1. FC Saarbrucken,SV Meppen,2 - 0
8980,11,1990-09-30,TSV Havelse,1. FSV Mainz 05,1 - 2
8981,11,1990-09-30,Stuttgarter Kickers,FC 08 Homburg,4 - 1
8982,11,1990-10-05,1. FC Saarbrucken,Blau-Weiss 90 Berlin,0 - 0
8983,12,1990-10-05,Preussen Munster,Stuttgarter Kickers,0 - 0
8984,12,1990-10-05,Hannover 96,Waldhof Mannheim,0 - 5
8985,12,1990-10-06,1. FSV Mainz 05,1. FC Schweinfurt 05,2 - 0
8986,12,1990-10-06,SV Darmstadt 98,Eintracht Braunschweig,2 - 1
8987,12,1990-10-06,VfB Oldenburg,FC Schalke 04,0 - 0
8988,12,1990-10-06,Rot-Weiss Essen,VfL Osnabruck,0 - 0
8989,12,1990-10-07,SC Freiburg,MSV Duisburg,0 - 2
8990,12,1990-10-07,Fortuna Koln,TSV Havelse,3 - 1
8991,12,1990-10-07,SV Meppen,FC 08 Homburg,3 - 0
8992,12,1990-10-12,MSV Duisburg,1. FSV Mainz 05,2 - 0
8993,13,1990-10-12,Eintracht Braunschweig,1. FC Saarbrucken,0 - 1
8994,13,1990-10-12,VfL Osnabruck,SV Darmstadt 98,1 - 4
8995,13,1990-10-13,1. FC Schweinfurt 05,Fortuna Koln,1 - 1
8996,13,1990-10-13,Waldhof Mannheim,SC Freiburg,3 - 1
8997,13,1990-10-13,Stuttgarter Kickers,VfB Oldenburg,1 - 1
8998,13,1990-10-13,Blau-Weiss 90 Berlin,SV Meppen,2 - 0
8999,13,1990-10-14,FC Schalke 04,Hannover 96,2 - 0
9000,13,1990-10-14,FC 08 Homburg,Preussen Munster,2 - 1
9001,13,1990-10-14,TSV Havelse,Rot-Weiss Essen,1 - 4
9002,13,1990-10-19,Fortuna Koln,MSV Duisburg,2 - 2
9003,14,1990-10-19,1. FC Saarbrucken,VfL Osnabruck,2 - 1
9004,14,1990-10-19,Hannover 96,Stuttgarter Kickers,1 - 2
9005,14,1990-10-20,Rot-Weiss Essen,1. FC Schweinfurt 05,4 - 0
9006,14,1990-10-20,SC Freiburg,FC Schalke 04,3 - 0
9007,14,1990-10-20,VfB Oldenburg,FC 08 Homburg,1 - 0
9008,14,1990-10-20,SV Darmstadt 98,TSV Havelse,5 - 2
