,Round Number,Date,Home Team,Away Team,Result
3800,0,1979-07-28,DSC Wanne-Eickel,Arminia Bielefeld,1 - 2
3801,0,1979-07-28,Arminia Hannover,VfL Osnabruck,2 - 0
3802,0,1979-07-28,OSC Bremerhaven,Hannover 96,2 - 4
3803,0,1979-07-28,Wuppertaler SV,Rot-Weiss Oberhausen,1 - 2
3804,0,1979-07-28,SpVgg Greuther Furth,Eintracht Trier,3 - 1
3805,0,1979-07-28,VfR Burstadt,MTV Ingolstadt,0 - 1
3806,0,1979-07-28,FV Wurzburg 04,Karlsruher SC,0 - 0
3807,0,1979-07-28,1. FC Saarbrucken,1. FC Nurnberg,4 - 1
3808,0,1979-07-28,Waldhof Mannheim,SV Rochling Volklingen,4 - 0
3809,0,1979-07-28,Freiburger FC,FSV Frankfurt,1 - 4
3810,0,1979-07-28,ESV Ingolstadt,Wormatia Worms,3 - 1
3811,0,1979-07-28,SpVgg Bayreuth,FC 08 Homburg,2 - 1
3812,0,1979-07-28,Stuttgarter Kickers,SSV Ulm 1846,3 - 0
3813,0,1979-07-28,Kickers Offenbach,SC Freiburg,3 - 0
3814,0,1979-07-29,OSV Hannover,Preussen Munster,0 - 1
3815,0,1979-07-29,Holstein Kiel,Tennis Borussia Berlin,2 - 3
3816,0,1979-07-29,Rot-Weiss Essen,Fortuna Koln,0 - 0
3817,0,1979-07-29,SG Wattenscheid 09,SC Viktoria 04 Koln,1 - 0
3818,0,1979-07-29,SG Union Solingen,Alemannia Aachen,1 - 0
3819,0,1979-08-03,Fortuna Koln,SG Wattenscheid 09,4 - 0
3820,1,1979-08-03,VfL Osnabruck,SG Union Solingen,1 - 1
3821,1,1979-08-03,SC Viktoria 04 Koln,SC Herford,0 - 1
3822,1,1979-08-03,Rot-Weiss Oberhausen,Holstein Kiel,3 - 0
3823,1,1979-08-03,Preussen Munster,Wuppertaler SV,3 - 0
3824,1,1979-08-03,Alemannia Aachen,DSC Wanne-Eickel,1 - 0
3825,1,1979-08-03,Tennis Borussia Berlin,Arminia Hannover,3 - 2
3826,1,1979-08-03,Hannover 96,OSV Hannover,0 - 1
3827,1,1979-08-04,Karlsruher SC,Stuttgarter Kickers,3 - 1
3828,1,1979-08-04,MTV Ingolstadt,FV Wurzburg 04,1 - 2
