,Round Number,Date,Home Team,Away Team,Result
5822,0,1982-08-07,FC Augsburg,Rot-Weiss Essen,0 - 0
5823,0,1982-08-07,FC Remscheid,SpVgg Greuther Furth,4 - 2
5824,0,1982-08-07,TuS Schloss-Neuhaus,Waldhof Mannheim,0 - 2
5825,0,1982-08-07,SC Freiburg,SG Union Solingen,2 - 2
5826,0,1982-08-07,FSV Frankfurt,MSV Duisburg,2 - 1
5827,0,1982-08-07,Stuttgarter Kickers,Hannover 96,4 - 0
5828,0,1982-08-07,Fortuna Koln,Hessen Kassel,2 - 0
5829,0,1982-08-07,KFC Uerdingen 05,SG Wattenscheid 09,3 - 1
5830,0,1982-08-07,Kickers Offenbach,VfL Osnabruck,4 - 0
5831,0,1982-08-07,Alemannia Aachen,SV Darmstadt 98,0 - 0
5832,0,1982-08-14,MSV Duisburg,FC Augsburg,0 - 1
5833,1,1982-08-14,SG Wattenscheid 09,Alemannia Aachen,1 - 2
5834,1,1982-08-14,Hessen Kassel,SC Freiburg,0 - 0
5835,1,1982-08-14,SV Darmstadt 98,Stuttgarter Kickers,1 - 2
5836,1,1982-08-14,Hannover 96,Fortuna Koln,4 - 2
5837,1,1982-08-14,Rot-Weiss Essen,FC Remscheid,2 - 1
5838,1,1982-08-14,Waldhof Mannheim,Kickers Offenbach,0 - 1
5839,1,1982-08-14,SG Union Solingen,TuS Schloss-Neuhaus,1 - 1
5840,1,1982-08-14,VfL Osnabruck,FSV Frankfurt,3 - 1
5841,1,1982-08-14,SpVgg Greuther Furth,KFC Uerdingen 05,1 - 1
5842,1,1982-08-21,Stuttgarter Kickers,SG Wattenscheid 09,3 - 1
5843,2,1982-08-21,Hessen Kassel,Hannover 96,3 - 1
5844,2,1982-08-21,FSV Frankfurt,Waldhof Mannheim,0 - 2
5845,2,1982-08-21,FC Augsburg,VfL Osnabruck,0 - 2
5846,2,1982-08-21,SC Freiburg,TuS Schloss-Neuhaus,4 - 0
5847,2,1982-08-21,Kickers Offenbach,SG Union Solingen,2 - 0
5848,2,1982-08-21,KFC Uerdingen 05,Rot-Weiss Essen,2 - 0
5849,2,1982-08-21,Fortuna Koln,SV Darmstadt 98,3 - 0
5850,2,1982-08-21,Alemannia Aachen,SpVgg Greuther Furth,3 - 1
5851,2,1982-08-21,FC Remscheid,MSV Duisburg,2 - 0
5852,2,1982-08-24,TuS Schloss-Neuhaus,Kickers Offenbach,1 - 2
5853,3,1982-08-24,Hannover 96,SC Freiburg,0 - 2
5854,3,1982-08-24,SpVgg Greuther Furth,Stuttgarter Kickers,2 - 1
5855,3,1982-08-24,Rot-Weiss Essen,Alemannia Aachen,0 - 1
5856,3,1982-08-24,Waldhof Mannheim,FC Augsburg,4 - 0
5857,3,1982-08-24,VfL Osnabruck,FC Remscheid,5 - 0
5858,3,1982-08-24,SV Darmstadt 98,Hessen Kassel,4 - 2
5859,3,1982-08-24,SG Wattenscheid 09,Fortuna Koln,0 - 2
5860,3,1982-08-24,MSV Duisburg,KFC Uerdingen 05,0 - 1
5861,3,1982-08-24,SG Union Solingen,FSV Frankfurt,6 - 3
5862,3,1982-09-01,Stuttgarter Kickers,Rot-Weiss Essen,4 - 0
5863,4,1982-09-01,Hessen Kassel,SG Wattenscheid 09,2 - 1
5864,4,1982-09-01,FC Remscheid,Waldhof Mannheim,5 - 2
5865,4,1982-09-01,FC Augsburg,SG Union Solingen,3 - 0
5866,4,1982-09-01,SC Freiburg,Kickers Offenbach,3 - 3
5867,4,1982-09-01,Fortuna Koln,SpVgg Greuther Furth,2 - 2
5868,4,1982-09-01,FSV Frankfurt,TuS Schloss-Neuhaus,1 - 1
5869,4,1982-09-01,KFC Uerdingen 05,VfL Osnabruck,4 - 2
5870,4,1982-09-01,Alemannia Aachen,MSV Duisburg,0 - 0
5871,4,1982-09-01,Hannover 96,SV Darmstadt 98,1 - 2
5872,4,1982-09-04,SG Wattenscheid 09,Hannover 96,0 - 3
5873,5,1982-09-04,SV Darmstadt 98,SC Freiburg,2 - 3
5874,5,1982-09-04,SG Union Solingen,FC Remscheid,3 - 0
5875,5,1982-09-04,TuS Schloss-Neuhaus,FC Augsburg,1 - 0
5876,5,1982-09-04,SpVgg Greuther Furth,Hessen Kassel,2 - 2
5877,5,1982-09-04,MSV Duisburg,Stuttgarter Kickers,3 - 1
5878,5,1982-09-04,Waldhof Mannheim,KFC Uerdingen 05,1 - 1
5879,5,1982-09-04,Kickers Offenbach,FSV Frankfurt,6 - 2
