,Round Number,Date,Home Team,Away Team,Result
21942,0,1982-08-07,FC Augsburg,Rot-Weiss Essen,0 - 0
21943,0,1982-08-07,FC Remscheid,SpVgg Greuther Furth,4 - 2
21944,0,1982-08-07,TuS Schloss-Neuhaus,Waldhof Mannheim,0 - 2
21945,0,1982-08-07,SC Freiburg,SG Union Solingen,2 - 2
21946,0,1982-08-07,FSV Frankfurt,MSV Duisburg,2 - 1
21947,0,1982-08-07,Stuttgarter Kickers,Hannover 96,4 - 0
21948,0,1982-08-07,Fortuna Koln,Hessen Kassel,2 - 0
21949,0,1982-08-07,KFC Uerdingen 05,SG Wattenscheid 09,3 - 1
21950,0,1982-08-07,Kickers Offenbach,VfL Osnabruck,4 - 0
21951,0,1982-08-07,Alemannia Aachen,SV Darmstadt 98,0 - 0
21952,0,1982-08-14,MSV Duisburg,FC Augsburg,0 - 1
21953,1,1982-08-14,SG Wattenscheid 09,Alemannia Aachen,1 - 2
21954,1,1982-08-14,Hessen Kassel,SC Freiburg,0 - 0
21955,1,1982-08-14,SV Darmstadt 98,Stuttgarter Kickers,1 - 2
21956,1,1982-08-14,Hannover 96,Fortuna Koln,4 - 2
21957,1,1982-08-14,Rot-Weiss Essen,FC Remscheid,2 - 1
21958,1,1982-08-14,Waldhof Mannheim,Kickers Offenbach,0 - 1
21959,1,1982-08-14,SG Union Solingen,TuS Schloss-Neuhaus,1 - 1
21960,1,1982-08-14,VfL Osnabruck,FSV Frankfurt,3 - 1
21961,1,1982-08-14,SpVgg Greuther Furth,KFC Uerdingen 05,1 - 1
21962,1,1982-08-21,Stuttgarter Kickers,SG Wattenscheid 09,3 - 1
21963,2,1982-08-21,Hessen Kassel,Hannover 96,3 - 1
21964,2,1982-08-21,FSV Frankfurt,Waldhof Mannheim,0 - 2
21965,2,1982-08-21,FC Augsburg,VfL Osnabruck,0 - 2
21966,2,1982-08-21,SC Freiburg,TuS Schloss-Neuhaus,4 - 0
21967,2,1982-08-21,Kickers Offenbach,SG Union Solingen,2 - 0
21968,2,1982-08-21,KFC Uerdingen 05,Rot-Weiss Essen,2 - 0
21969,2,1982-08-21,Fortuna Koln,SV Darmstadt 98,3 - 0
21970,2,1982-08-21,Alemannia Aachen,SpVgg Greuther Furth,3 - 1
21971,2,1982-08-21,FC Remscheid,MSV Duisburg,2 - 0
