,Round Number,Date,Home Team,Away Team,Result
17640,0,1976-08-14,Wacker 04 Berlin,Preussen Munster,2 - 2
17641,0,1976-08-14,SG Union Solingen,Hannover 96,1 - 0
17642,0,1976-08-14,Wuppertaler SV,FC St. Pauli,1 - 0
17643,0,1976-08-14,SC Herford,SG Wattenscheid 09,3 - 1
17644,0,1976-08-14,SC Gottingen 05,Westfalia Herne,1 - 1
17645,0,1976-08-14,Alemannia Aachen,Arminia Bielefeld,0 - 1
17646,0,1976-08-14,VfL Osnabruck,SV Bayer 04 Leverkusen,1 - 1
17647,0,1976-08-14,Arminia Hannover,KFC Uerdingen 05,1 - 1
17648,0,1976-08-14,Schwarz-Weiss Essen,VfL Wolfsburg,2 - 0
17649,0,1976-08-14,Bonner SC,Fortuna Koln,2 - 3
17650,0,1976-08-14,FV Wurzburg 04,FC Bayern Hof,1 - 2
17651,0,1976-08-14,FSV Frankfurt,FC Augsburg,2 - 3
17652,0,1976-08-14,KSV Baunatal,1860 Munchen,2 - 0
17653,0,1976-08-14,SpVgg Greuther Furth,SV Darmstadt 98,1 - 0
17654,0,1976-08-14,Jahn Regensburg,SV Rochling Volklingen,0 - 1
17655,0,1976-08-14,Kickers Offenbach,1. FC Nurnberg,2 - 0
17656,0,1976-08-14,SpVgg Bayreuth,BSV Schwenningen,1 - 1
17657,0,1976-08-14,Eintracht Trier,FC 08 Homburg,0 - 2
17658,0,1976-08-14,FK Pirmasens,Waldhof Mannheim,0 - 1
17659,0,1976-08-14,Stuttgarter Kickers,VfB Stuttgart,0 - 0
17660,0,1976-08-20,VfL Wolfsburg,Alemannia Aachen,1 - 1
17661,1,1976-08-20,FC Augsburg,FK Pirmasens,2 - 0
17662,1,1976-08-20,SV Bayer 04 Leverkusen,Schwarz-Weiss Essen,2 - 2
17663,1,1976-08-20,FC St. Pauli,SC Gottingen 05,1 - 1
17664,1,1976-08-20,Preussen Munster,Wuppertaler SV,1 - 0
17665,1,1976-08-20,SG Wattenscheid 09,SG Union Solingen,3 - 0
17666,1,1976-08-20,KFC Uerdingen 05,SC Herford,0 - 1
17667,1,1976-08-20,Arminia Bielefeld,Arminia Hannover,1 - 1
17668,1,1976-08-20,Westfalia Herne,Bonner SC,3 - 1
17669,1,1976-08-20,Hannover 96,Wacker 04 Berlin,5 - 2
17670,1,1976-08-20,Fortuna Koln,VfL Osnabruck,3 - 2
17671,1,1976-08-20,1860 Munchen,Jahn Regensburg,2 - 0
17672,1,1976-08-20,1. FC Nurnberg,FV Wurzburg 04,4 - 0
17673,1,1976-08-20,FC Bayern Hof,KSV Baunatal,3 - 0
17674,1,1976-08-20,Waldhof Mannheim,SpVgg Bayreuth,1 - 2
17675,1,1976-08-20,SV Rochling Volklingen,Eintracht Trier,1 - 0
17676,1,1976-08-20,FC 08 Homburg,Stuttgarter Kickers,2 - 0
17677,1,1976-08-20,VfB Stuttgart,FSV Frankfurt,2 - 0
17678,1,1976-08-20,BSV Schwenningen,SpVgg Greuther Furth,0 - 1
17679,1,1976-08-20,SV Darmstadt 98,Kickers Offenbach,1 - 2
17680,1,1976-08-25,Arminia Hannover,SC Herford,1 - 1
17681,2,1976-08-25,KSV Baunatal,1. FC Nurnberg,2 - 2
17682,2,1976-08-25,Bonner SC,FC St. Pauli,1 - 1
17683,2,1976-08-25,Wuppertaler SV,Hannover 96,2 - 1
17684,2,1976-08-25,SC Gottingen 05,Preussen Munster,2 - 2
17685,2,1976-08-25,SG Union Solingen,KFC Uerdingen 05,1 - 3
17686,2,1976-08-25,Schwarz-Weiss Essen,Fortuna Koln,3 - 2
17687,2,1976-08-25,Arminia Bielefeld,VfL Wolfsburg,5 - 0
17688,2,1976-08-25,Alemannia Aachen,SV Bayer 04 Leverkusen,2 - 0
17689,2,1976-08-25,VfL Osnabruck,Westfalia Herne,4 - 2
17690,2,1976-08-25,Wacker 04 Berlin,SG Wattenscheid 09,0 - 3
17691,2,1976-08-25,Kickers Offenbach,FV Wurzburg 04,2 - 0
17692,2,1976-08-25,SpVgg Bayreuth,FC Augsburg,2 - 4
17693,2,1976-08-25,Jahn Regensburg,FC Bayern Hof,0 - 0
17694,2,1976-08-25,Stuttgarter Kickers,SV Rochling Volklingen,4 - 0
17695,2,1976-08-25,FSV Frankfurt,FC 08 Homburg,4 - 0
17696,2,1976-08-25,Eintracht Trier,1860 Munchen,0 - 0
17697,2,1976-08-25,SV Darmstadt 98,BSV Schwenningen,6 - 1
17698,2,1976-08-25,SpVgg Greuther Furth,Waldhof Mannheim,3 - 1
17699,2,1976-08-25,FK Pirmasens,VfB Stuttgart,0 - 4
17700,2,1976-08-28,Hannover 96,SC Gottingen 05,2 - 0
17701,3,1976-08-28,VfL Wolfsburg,Arminia Hannover,0 - 1
17702,3,1976-08-28,SG Wattenscheid 09,Wuppertaler SV,1 - 0
17703,3,1976-08-28,Fortuna Koln,Alemannia Aachen,1 - 1
