,Round Number,Date,Home Team,Away Team,Result
32492,0,2013-07-19,SV Sandhausen,VfR Aalen,0 - 0
32493,0,2013-07-19,FC Ingolstadt 04,Erzgebirge Aue,1 - 2
32494,0,2013-07-19,FC St. Pauli,1860 Munchen,1 - 0
32495,0,2013-07-20,SC Paderborn 07,1. FC Kaiserslautern,0 - 1
32496,0,2013-07-20,Dynamo Dresden,1. FC Koln,1 - 1
32497,0,2013-07-21,SpVgg Greuther Furth,Arminia Bielefeld,2 - 0
32498,0,2013-07-21,FSV Frankfurt,Karlsruher SC,0 - 1
32499,0,2013-07-21,1. FC Union Berlin,VfL Bochum,1 - 2
32500,0,2013-07-22,Fortuna Dusseldorf,Energie Cottbus,1 - 0
32501,0,2013-07-26,VfR Aalen,SpVgg Greuther Furth,0 - 2
32502,1,2013-07-26,Arminia Bielefeld,1. FC Union Berlin,1 - 1
32503,1,2013-07-26,1. FC Kaiserslautern,FC Ingolstadt 04,3 - 1
32504,1,2013-07-27,Erzgebirge Aue,SV Sandhausen,1 - 0
32505,1,2013-07-27,Karlsruher SC,FC St. Pauli,0 - 0
32506,1,2013-07-28,1860 Munchen,FSV Frankfurt,2 - 1
32507,1,2013-07-28,Energie Cottbus,SC Paderborn 07,4 - 0
32508,1,2013-07-28,1. FC Koln,Fortuna Dusseldorf,1 - 1
32509,1,2013-07-29,VfL Bochum,Dynamo Dresden,1 - 1
32510,1,2013-08-09,Fortuna Dusseldorf,1860 Munchen,1 - 2
32511,2,2013-08-09,FSV Frankfurt,VfL Bochum,1 - 0
32512,2,2013-08-09,Dynamo Dresden,1. FC Union Berlin,1 - 3
32513,2,2013-08-10,SC Paderborn 07,1. FC Koln,1 - 1
32514,2,2013-08-10,FC Ingolstadt 04,Karlsruher SC,0 - 2
32515,2,2013-08-11,FC St. Pauli,Arminia Bielefeld,0 - 1
32516,2,2013-08-11,SV Sandhausen,Energie Cottbus,2 - 2
32517,2,2013-08-11,Erzgebirge Aue,VfR Aalen,0 - 1
32518,2,2013-08-12,SpVgg Greuther Furth,1. FC Kaiserslautern,2 - 1
32519,2,2013-08-16,Karlsruher SC,SpVgg Greuther Furth,1 - 2
32520,3,2013-08-16,Arminia Bielefeld,SC Paderborn 07,3 - 3
32521,3,2013-08-16,VfL Bochum,FC St. Pauli,2 - 2
32522,3,2013-08-17,1. FC Kaiserslautern,Erzgebirge Aue,2 - 1
32523,3,2013-08-17,1. FC Koln,SV Sandhausen,2 - 0
32524,3,2013-08-18,1860 Munchen,FC Ingolstadt 04,1 - 0
32525,3,2013-08-18,Energie Cottbus,VfR Aalen,5 - 1
32526,3,2013-08-18,Dynamo Dresden,FSV Frankfurt,0 - 3
32527,3,2013-08-19,1. FC Union Berlin,Fortuna Dusseldorf,2 - 1
32528,3,2013-08-23,SV Sandhausen,Karlsruher SC,1 - 1
32529,4,2013-08-23,FC Ingolstadt 04,Arminia Bielefeld,3 - 2
32530,4,2013-08-23,Erzgebirge Aue,Energie Cottbus,2 - 1
32531,4,2013-08-24,SpVgg Greuther Furth,1. FC Koln,0 - 0
32532,4,2013-08-24,VfR Aalen,1. FC Kaiserslautern,4 - 0
32533,4,2013-08-25,Fortuna Dusseldorf,VfL Bochum,1 - 0
32534,4,2013-08-25,FSV Frankfurt,1. FC Union Berlin,1 - 1
32535,4,2013-08-25,SC Paderborn 07,1860 Munchen,1 - 0
32536,4,2013-08-26,FC St. Pauli,Dynamo Dresden,2 - 1
32537,4,2013-08-30,FSV Frankfurt,SpVgg Greuther Furth,1 - 1
32538,5,2013-08-30,1860 Munchen,SV Sandhausen,0 - 2
32539,5,2013-08-30,Arminia Bielefeld,Fortuna Dusseldorf,4 - 2
32540,5,2013-08-31,1. FC Union Berlin,FC St. Pauli,3 - 2
32541,5,2013-08-31,VfL Bochum,SC Paderborn 07,4 - 2
32542,5,2013-09-01,1. FC Koln,Erzgebirge Aue,4 - 1
32543,5,2013-09-01,Dynamo Dresden,FC Ingolstadt 04,1 - 1
32544,5,2013-09-01,Karlsruher SC,VfR Aalen,1 - 1
32545,5,2013-09-02,1. FC Kaiserslautern,Energie Cottbus,2 - 2
32546,5,2013-09-13,VfR Aalen,1860 Munchen,0 - 0
32547,6,2013-09-13,SC Paderborn 07,Karlsruher SC,1 - 0
32548,6,2013-09-13,Erzgebirge Aue,Arminia Bielefeld,0 - 2
32549,6,2013-09-14,FC St. Pauli,FSV Frankfurt,2 - 1
32550,6,2013-09-14,SV Sandhausen,1. FC Kaiserslautern,1 - 0
32551,6,2013-09-15,Fortuna Dusseldorf,Dynamo Dresden,1 - 1
32552,6,2013-09-15,SpVgg Greuther Furth,VfL Bochum,0 - 2
32553,6,2013-09-15,FC Ingolstadt 04,1. FC Union Berlin,0 - 1
32554,6,2013-09-16,Energie Cottbus,1. FC Koln,0 - 4
32555,6,2013-09-20,1. FC Koln,1. FC Kaiserslautern,0 - 0
32556,7,2013-09-20,1. FC Union Berlin,SpVgg Greuther Furth,2 - 4
32557,7,2013-09-20,Karlsruher SC,Energie Cottbus,2 - 0
32558,7,2013-09-21,1860 Munchen,Erzgebirge Aue,3 - 1
32559,7,2013-09-21,VfL Bochum,VfR Aalen,1 - 2
32560,7,2013-09-21,Arminia Bielefeld,SV Sandhausen,2 - 1
32561,7,2013-09-22,FSV Frankfurt,FC Ingolstadt 04,4 - 1
32562,7,2013-09-22,Dynamo Dresden,SC Paderborn 07,2 - 2
32563,7,2013-09-23,FC St. Pauli,Fortuna Dusseldorf,1 - 1
32564,7,2013-09-27,Energie Cottbus,Arminia Bielefeld,4 - 2
32565,8,2013-09-27,Erzgebirge Aue,Karlsruher SC,3 - 0
32566,8,2013-09-27,VfR Aalen,1. FC Koln,0 - 1
32567,8,2013-09-28,Fortuna Dusseldorf,FSV Frankfurt,0 - 0
32568,8,2013-09-28,SC Paderborn 07,1. FC Union Berlin,0 - 3
32569,8,2013-09-29,1. FC Kaiserslautern,1860 Munchen,3 - 0
32570,8,2013-09-29,SV Sandhausen,VfL Bochum,1 - 0
32571,8,2013-09-29,FC Ingolstadt 04,FC St. Pauli,1 - 2
32572,8,2013-09-30,SpVgg Greuther Furth,Dynamo Dresden,4 - 0
32573,8,2013-10-04,1. FC Union Berlin,SV Sandhausen,3 - 0
32574,9,2013-10-04,FC St. Pauli,SC Paderborn 07,1 - 2
32575,9,2013-10-04,Arminia Bielefeld,1. FC Kaiserslautern,0 - 3
32576,9,2013-10-05,Dynamo Dresden,VfR Aalen,2 - 0
32577,9,2013-10-05,Karlsruher SC,1. FC Koln,1 - 2
32578,9,2013-10-06,FSV Frankfurt,Erzgebirge Aue,3 - 1
32579,9,2013-10-06,1860 Munchen,Energie Cottbus,0 - 0
32580,9,2013-10-06,VfL Bochum,FC Ingolstadt 04,0 - 1
32581,9,2013-10-07,Fortuna Dusseldorf,SpVgg Greuther Furth,2 - 1
32582,9,2013-10-18,Energie Cottbus,1. FC Union Berlin,0 - 0
32583,10,2013-10-18,VfR Aalen,Arminia Bielefeld,3 - 0
32584,10,2013-10-18,SC Paderborn 07,FSV Frankfurt,4 - 2
32585,10,2013-10-19,SV Sandhausen,Dynamo Dresden,0 - 0
32586,10,2013-10-19,Erzgebirge Aue,VfL Bochum,2 - 1
32587,10,2013-10-20,SpVgg Greuther Furth,FC St. Pauli,2 - 4
32588,10,2013-10-20,1. FC Kaiserslautern,Karlsruher SC,2 - 2
32589,10,2013-10-20,FC Ingolstadt 04,Fortuna Dusseldorf,1 - 2
32590,10,2013-10-21,1. FC Koln,1860 Munchen,0 - 0
32591,10,2013-10-25,SpVgg Greuther Furth,FC Ingolstadt 04,0 - 1
32592,11,2013-10-25,FC St. Pauli,SV Sandhausen,0 - 0
32593,11,2013-10-25,Arminia Bielefeld,1. FC Koln,0 - 1
