,Round Number,Date,Home Team,Away Team,Result
34940,0,2018-08-03,Hamburger SV,Holstein Kiel,0 - 3
34941,0,2018-08-04,VfL Bochum,1. FC Koln,0 - 2
34942,0,2018-08-04,SpVgg Greuther Furth,SV Sandhausen,3 - 1
34943,0,2018-08-04,Jahn Regensburg,FC Ingolstadt 04,2 - 1
34944,0,2018-08-05,SV Darmstadt 98,SC Paderborn 07,1 - 0
34945,0,2018-08-05,1. FC Heidenheim,Arminia Bielefeld,1 - 1
34946,0,2018-08-05,1. FC Magdeburg,FC St. Pauli,1 - 2
34947,0,2018-08-05,1. FC Union Berlin,Erzgebirge Aue,1 - 0
34948,0,2018-08-06,Dynamo Dresden,MSV Duisburg,1 - 0
34949,0,2018-08-10,FC Ingolstadt 04,SpVgg Greuther Furth,1 - 1
34950,1,2018-08-10,SC Paderborn 07,Jahn Regensburg,2 - 0
34951,1,2018-08-10,FC St. Pauli,SV Darmstadt 98,2 - 0
34952,1,2018-08-11,Arminia Bielefeld,Dynamo Dresden,2 - 1
34953,1,2018-08-11,MSV Duisburg,VfL Bochum,0 - 2
34954,1,2018-08-12,Erzgebirge Aue,1. FC Magdeburg,0 - 0
34955,1,2018-08-12,Holstein Kiel,1. FC Heidenheim,1 - 1
34956,1,2018-08-12,SV Sandhausen,Hamburger SV,0 - 3
34957,1,2018-08-13,1. FC Koln,1. FC Union Berlin,1 - 1
34958,1,2018-08-24,VfL Bochum,SV Sandhausen,1 - 0
34959,2,2018-08-24,SV Darmstadt 98,MSV Duisburg,3 - 0
34960,2,2018-08-25,1. FC Koln,Erzgebirge Aue,3 - 1
34961,2,2018-08-25,SpVgg Greuther Furth,SC Paderborn 07,2 - 2
34962,2,2018-08-25,1. FC Magdeburg,FC Ingolstadt 04,1 - 1
34963,2,2018-08-26,Dynamo Dresden,1. FC Heidenheim,1 - 3
34964,2,2018-08-26,Jahn Regensburg,Holstein Kiel,0 - 0
34965,2,2018-08-26,1. FC Union Berlin,FC St. Pauli,4 - 1
34966,2,2018-08-27,Hamburger SV,Arminia Bielefeld,3 - 0
34967,2,2018-08-31,FC Ingolstadt 04,Erzgebirge Aue,3 - 2
34968,3,2018-08-31,SC Paderborn 07,VfL Bochum,2 - 2
34969,3,2018-09-01,Arminia Bielefeld,Jahn Regensburg,5 - 3
34970,3,2018-09-01,MSV Duisburg,SpVgg Greuther Furth,0 - 1
34971,3,2018-09-02,1. FC Heidenheim,SV Darmstadt 98,0 - 1
34972,3,2018-09-02,SV Sandhausen,1. FC Union Berlin,0 - 0
34973,3,2018-09-02,FC St. Pauli,1. FC Koln,3 - 5
34974,3,2018-09-03,Holstein Kiel,1. FC Magdeburg,2 - 1
34975,3,2018-09-14,Jahn Regensburg,Dynamo Dresden,0 - 2
34976,4,2018-09-14,1. FC Union Berlin,MSV Duisburg,2 - 2
34977,4,2018-09-15,SV Darmstadt 98,SV Sandhausen,1 - 1
34978,4,2018-09-15,SpVgg Greuther Furth,Holstein Kiel,4 - 1
34979,4,2018-09-15,Hamburger SV,1. FC Heidenheim,3 - 2
34980,4,2018-09-16,VfL Bochum,FC Ingolstadt 04,6 - 0
34981,4,2018-09-16,Erzgebirge Aue,FC St. Pauli,3 - 1
34982,4,2018-09-16,1. FC Koln,SC Paderborn 07,3 - 5
34983,4,2018-09-17,1. FC Magdeburg,Arminia Bielefeld,0 - 0
34984,4,2018-09-18,Dynamo Dresden,Hamburger SV,0 - 1
34985,5,2018-09-21,FC Ingolstadt 04,FC St. Pauli,0 - 1
34986,5,2018-09-21,SV Sandhausen,1. FC Koln,0 - 2
34987,5,2018-09-22,Arminia Bielefeld,1. FC Union Berlin,1 - 1
