,Round Number,Date,Home Team,Away Team,Result
27596,0,1997-07-25,Eintracht Frankfurt,Fortuna Dusseldorf,3 - 2
27597,0,1997-07-26,SV Meppen,FSV Zwickau,2 - 1
27598,0,1997-07-26,Carl Zeiss Jena,SG Wattenscheid 09,1 - 1
27599,0,1997-07-27,SpVgg Greuther Furth,FC St. Pauli,0 - 0
27600,0,1997-07-27,SpVgg Unterhaching,1. FSV Mainz 05,3 - 2
27601,0,1997-07-27,KFC Uerdingen 05,Fortuna Koln,2 - 0
27602,0,1997-07-27,VfB Leipzig,Stuttgarter Kickers,3 - 1
27603,0,1997-07-27,SC Freiburg,Energie Cottbus,2 - 0
27604,0,1997-07-27,FC Gutersloh,1. FC Nurnberg,4 - 2
27605,0,1997-08-01,Fortuna Dusseldorf,KFC Uerdingen 05,1 - 1
27606,1,1997-08-01,Fortuna Koln,SV Meppen,2 - 2
27607,1,1997-08-01,FC St. Pauli,FC Gutersloh,0 - 0
27608,1,1997-08-03,Stuttgarter Kickers,Carl Zeiss Jena,2 - 1
27609,1,1997-08-03,SG Wattenscheid 09,Eintracht Frankfurt,0 - 1
27610,1,1997-08-03,FSV Zwickau,SpVgg Unterhaching,0 - 4
27611,1,1997-08-03,1. FSV Mainz 05,SpVgg Greuther Furth,4 - 1
27612,1,1997-08-03,Energie Cottbus,VfB Leipzig,1 - 1
27613,1,1997-08-04,1. FC Nurnberg,SC Freiburg,4 - 1
27614,1,1997-08-08,SpVgg Unterhaching,Fortuna Koln,0 - 1
27615,2,1997-08-08,SV Meppen,Fortuna Dusseldorf,2 - 2
27616,2,1997-08-08,KFC Uerdingen 05,SG Wattenscheid 09,2 - 1
27617,2,1997-08-10,SpVgg Greuther Furth,FSV Zwickau,1 - 0
27618,2,1997-08-10,Eintracht Frankfurt,Stuttgarter Kickers,1 - 0
27619,2,1997-08-10,Carl Zeiss Jena,Energie Cottbus,0 - 3
27620,2,1997-08-10,VfB Leipzig,1. FC Nurnberg,2 - 1
27621,2,1997-08-10,FC Gutersloh,SC Freiburg,1 - 2
27622,2,1997-08-11,FC St. Pauli,1. FSV Mainz 05,2 - 0
27623,2,1997-08-22,Fortuna Koln,SpVgg Greuther Furth,1 - 1
27624,3,1997-08-22,1. FSV Mainz 05,FC Gutersloh,1 - 1
27625,3,1997-08-22,Energie Cottbus,Eintracht Frankfurt,0 - 1
27626,3,1997-08-23,Stuttgarter Kickers,KFC Uerdingen 05,2 - 2
27627,3,1997-08-24,1. FC Nurnberg,Carl Zeiss Jena,1 - 3
27628,3,1997-08-24,SG Wattenscheid 09,SV Meppen,1 - 1
27629,3,1997-08-24,Fortuna Dusseldorf,SpVgg Unterhaching,1 - 1
27630,3,1997-08-24,FSV Zwickau,FC St. Pauli,4 - 0
27631,3,1997-08-24,SC Freiburg,VfB Leipzig,5 - 2
27632,3,1997-08-29,SpVgg Unterhaching,SG Wattenscheid 09,0 - 0
27633,4,1997-08-29,KFC Uerdingen 05,Energie Cottbus,2 - 1
27634,4,1997-08-29,1. FSV Mainz 05,FSV Zwickau,2 - 2
27635,4,1997-08-30,FC Gutersloh,VfB Leipzig,1 - 0
27636,4,1997-08-31,SpVgg Greuther Furth,Fortuna Dusseldorf,2 - 2
27637,4,1997-08-31,SV Meppen,Stuttgarter Kickers,1 - 1
27638,4,1997-08-31,Carl Zeiss Jena,SC Freiburg,1 - 4
27639,4,1997-08-31,FC St. Pauli,Fortuna Koln,1 - 1
27640,4,1997-08-31,Eintracht Frankfurt,1. FC Nurnberg,4 - 1
27641,4,1997-09-12,1. FC Nurnberg,KFC Uerdingen 05,0 - 0
27642,5,1997-09-12,SC Freiburg,Eintracht Frankfurt,0 - 0
27643,5,1997-09-13,FSV Zwickau,FC Gutersloh,2 - 2
27644,5,1997-09-14,Stuttgarter Kickers,SpVgg Unterhaching,2 - 3
27645,5,1997-09-14,SG Wattenscheid 09,SpVgg Greuther Furth,2 - 1
27646,5,1997-09-14,Fortuna Koln,1. FSV Mainz 05,2 - 1
27647,5,1997-09-14,VfB Leipzig,Carl Zeiss Jena,0 - 0
27648,5,1997-09-14,Energie Cottbus,SV Meppen,1 - 0
27649,5,1997-09-15,Fortuna Dusseldorf,FC St. Pauli,1 - 3
27650,5,1997-09-19,Eintracht Frankfurt,VfB Leipzig,3 - 2
27651,6,1997-09-19,FC St. Pauli,SG Wattenscheid 09,1 - 1
27652,6,1997-09-20,SpVgg Unterhaching,Energie Cottbus,0 - 0
27653,6,1997-09-20,FSV Zwickau,Fortuna Koln,0 - 1
27654,6,1997-09-21,SpVgg Greuther Furth,Stuttgarter Kickers,1 - 2
27655,6,1997-09-21,SV Meppen,1. FC Nurnberg,1 - 0
27656,6,1997-09-21,1. FSV Mainz 05,Fortuna Dusseldorf,2 - 0
27657,6,1997-09-21,FC Gutersloh,Carl Zeiss Jena,1 - 0
27658,6,1997-09-22,KFC Uerdingen 05,SC Freiburg,1 - 0
27659,6,1997-09-26,1. FC Nurnberg,SpVgg Unterhaching,1 - 0
27660,7,1997-09-26,Fortuna Dusseldorf,FSV Zwickau,4 - 1
27661,7,1997-09-27,Fortuna Koln,FC Gutersloh,2 - 2
27662,7,1997-09-28,Stuttgarter Kickers,FC St. Pauli,3 - 1
27663,7,1997-09-28,SG Wattenscheid 09,1. FSV Mainz 05,1 - 1
27664,7,1997-09-28,Carl Zeiss Jena,Eintracht Frankfurt,2 - 1
27665,7,1997-09-28,SC Freiburg,SV Meppen,4 - 2
27666,7,1997-09-28,Energie Cottbus,SpVgg Greuther Furth,3 - 0
27667,7,1997-09-29,VfB Leipzig,KFC Uerdingen 05,2 - 1
27668,7,1997-10-03,KFC Uerdingen 05,Carl Zeiss Jena,2 - 0
27669,8,1997-10-03,1. FSV Mainz 05,Stuttgarter Kickers,3 - 3
27670,8,1997-10-04,Fortuna Koln,Fortuna Dusseldorf,0 - 3
27671,8,1997-10-05,SpVgg Unterhaching,SC Freiburg,1 - 1
27672,8,1997-10-05,SV Meppen,VfB Leipzig,6 - 0
27673,8,1997-10-05,FSV Zwickau,SG Wattenscheid 09,0 - 0
27674,8,1997-10-05,FC St. Pauli,Energie Cottbus,2 - 2
27675,8,1997-10-05,FC Gutersloh,Eintracht Frankfurt,0 - 0
27676,8,1997-10-06,SpVgg Greuther Furth,1. FC Nurnberg,0 - 1
27677,8,1997-10-17,Carl Zeiss Jena,SV Meppen,2 - 1
27678,9,1997-10-17,Energie Cottbus,1. FSV Mainz 05,2 - 2
27679,9,1997-10-19,1. FC Nurnberg,FC St. Pauli,1 - 0
27680,9,1997-10-19,Stuttgarter Kickers,FSV Zwickau,1 - 0
27681,9,1997-10-19,SG Wattenscheid 09,Fortuna Koln,4 - 2
27682,9,1997-10-19,Fortuna Dusseldorf,FC Gutersloh,0 - 1
27683,9,1997-10-19,VfB Leipzig,SpVgg Unterhaching,1 - 0
27684,9,1997-10-19,SC Freiburg,SpVgg Greuther Furth,0 - 1
27685,9,1997-10-20,Eintracht Frankfurt,KFC Uerdingen 05,0 - 1
27686,9,1997-10-24,SpVgg Unterhaching,Carl Zeiss Jena,3 - 0
27687,10,1997-10-24,SV Meppen,Eintracht Frankfurt,1 - 1
27688,10,1997-10-24,Fortuna Koln,Stuttgarter Kickers,2 - 2
27689,10,1997-10-26,SpVgg Greuther Furth,VfB Leipzig,3 - 0
27690,10,1997-10-26,Fortuna Dusseldorf,SG Wattenscheid 09,2 - 0
27691,10,1997-10-26,FSV Zwickau,Energie Cottbus,0 - 0
27692,10,1997-10-26,1. FSV Mainz 05,1. FC Nurnberg,2 - 5
27693,10,1997-10-26,FC Gutersloh,KFC Uerdingen 05,1 - 1
27694,10,1997-10-27,FC St. Pauli,SC Freiburg,2 - 0
27695,10,1997-10-31,1. FC Nurnberg,FSV Zwickau,2 - 0
27696,11,1997-10-31,Eintracht Frankfurt,SpVgg Unterhaching,1 - 1
27697,11,1997-10-31,Carl Zeiss Jena,SpVgg Greuther Furth,0 - 1
27698,11,1997-11-02,Stuttgarter Kickers,Fortuna Dusseldorf,2 - 4
27699,11,1997-11-02,VfB Leipzig,FC St. Pauli,2 - 0
27700,11,1997-11-02,SG Wattenscheid 09,FC Gutersloh,1 - 2
27701,11,1997-11-02,KFC Uerdingen 05,SV Meppen,2 - 0
27702,11,1997-11-02,Energie Cottbus,Fortuna Koln,1 - 1
27703,11,1997-11-03,SC Freiburg,1. FSV Mainz 05,2 - 1
27704,11,1997-11-07,SG Wattenscheid 09,Stuttgarter Kickers,0 - 1
