,Round Number,Date,Home Team,Away Team,Result
12448,0,2007-08-10,VfB Stuttgart,FC Schalke 04,2 - 2
12449,0,2007-08-11,Bayern Munchen,Hansa Rostock,3 - 0
12450,0,2007-08-11,Bayer Leverkusen,Energie Cottbus,0 - 0
12451,0,2007-08-11,VfL Bochum,Werder Bremen,2 - 2
12452,0,2007-08-11,Hannover 96,Hamburger SV,0 - 1
12453,0,2007-08-11,Eintracht Frankfurt,Hertha BSC,1 - 0
12454,0,2007-08-11,VfL Wolfsburg,Arminia Bielefeld,1 - 3
12455,0,2007-08-12,1. FC Nurnberg,Karlsruher SC,0 - 2
12456,0,2007-08-12,Borussia Dortmund,MSV Duisburg,1 - 3
12457,0,2007-08-17,Karlsruher SC,Hannover 96,1 - 2
12458,1,2007-08-18,FC Schalke 04,Borussia Dortmund,4 - 1
12459,1,2007-08-18,Werder Bremen,Bayern Munchen,0 - 4
12460,1,2007-08-18,Hertha BSC,VfB Stuttgart,3 - 1
12461,1,2007-08-18,Arminia Bielefeld,Eintracht Frankfurt,2 - 2
12462,1,2007-08-18,Hansa Rostock,1. FC Nurnberg,1 - 2
12463,1,2007-08-18,MSV Duisburg,VfL Wolfsburg,1 - 3
12464,1,2007-08-19,Hamburger SV,Bayer Leverkusen,1 - 0
12465,1,2007-08-19,Energie Cottbus,VfL Bochum,1 - 2
12466,1,2007-08-24,VfL Bochum,Hamburger SV,2 - 1
12467,2,2007-08-25,VfB Stuttgart,MSV Duisburg,1 - 0
12468,2,2007-08-25,Bayern Munchen,Hannover 96,3 - 0
12469,2,2007-08-25,Bayer Leverkusen,Karlsruher SC,3 - 0
12470,2,2007-08-25,1. FC Nurnberg,Werder Bremen,0 - 1
12471,2,2007-08-25,Borussia Dortmund,Energie Cottbus,3 - 0
12472,2,2007-08-25,Arminia Bielefeld,Hertha BSC,2 - 0
12473,2,2007-08-26,Eintracht Frankfurt,Hansa Rostock,1 - 0
12474,2,2007-08-26,VfL Wolfsburg,FC Schalke 04,1 - 1
12475,2,2007-08-31,FC Schalke 04,Bayer Leverkusen,1 - 1
12476,3,2007-09-01,Werder Bremen,Eintracht Frankfurt,2 - 1
12477,3,2007-09-01,Hertha BSC,VfL Wolfsburg,2 - 1
12478,3,2007-09-01,Hannover 96,VfL Bochum,3 - 2
12479,3,2007-09-01,Energie Cottbus,1. FC Nurnberg,1 - 1
12480,3,2007-09-01,Hansa Rostock,Borussia Dortmund,0 - 1
12481,3,2007-09-01,MSV Duisburg,Arminia Bielefeld,3 - 0
12482,3,2007-09-02,Hamburger SV,Bayern Munchen,1 - 1
12483,3,2007-09-02,Karlsruher SC,VfB Stuttgart,1 - 0
12484,3,2007-09-14,Borussia Dortmund,Werder Bremen,3 - 0
12485,4,2007-09-15,VfB Stuttgart,Energie Cottbus,3 - 0
12486,4,2007-09-15,Bayern Munchen,FC Schalke 04,1 - 1
12487,4,2007-09-15,Bayer Leverkusen,VfL Bochum,2 - 0
12488,4,2007-09-15,1. FC Nurnberg,Hannover 96,2 - 2
12489,4,2007-09-15,Arminia Bielefeld,Hansa Rostock,4 - 2
12490,4,2007-09-15,Eintracht Frankfurt,Hamburger SV,2 - 1
12491,4,2007-09-16,VfL Wolfsburg,Karlsruher SC,1 - 2
12492,4,2007-09-16,MSV Duisburg,Hertha BSC,1 - 2
12493,4,2007-09-21,VfL Bochum,Eintracht Frankfurt,0 - 0
12494,5,2007-09-22,FC Schalke 04,Arminia Bielefeld,3 - 0
12495,5,2007-09-22,Werder Bremen,VfB Stuttgart,4 - 1
12496,5,2007-09-22,Hamburger SV,1. FC Nurnberg,1 - 0
12497,5,2007-09-22,Hertha BSC,Borussia Dortmund,3 - 2
12498,5,2007-09-22,Energie Cottbus,VfL Wolfsburg,1 - 2
12499,5,2007-09-22,Hansa Rostock,MSV Duisburg,2 - 0
12500,5,2007-09-23,Hannover 96,Bayer Leverkusen,0 - 3
12501,5,2007-09-23,Karlsruher SC,Bayern Munchen,1 - 4
12502,5,2007-09-25,Borussia Dortmund,Hamburger SV,0 - 3
12503,6,2007-09-25,Hertha BSC,Hansa Rostock,1 - 3
12504,6,2007-09-25,VfL Wolfsburg,Werder Bremen,1 - 1
12505,6,2007-09-25,MSV Duisburg,FC Schalke 04,0 - 2
12506,6,2007-09-26,VfB Stuttgart,VfL Bochum,1 - 0
12507,6,2007-09-26,Bayern Munchen,Energie Cottbus,5 - 0
12508,6,2007-09-26,1. FC Nurnberg,Bayer Leverkusen,1 - 2
12509,6,2007-09-26,Arminia Bielefeld,Hannover 96,0 - 2
12510,6,2007-09-26,Eintracht Frankfurt,Karlsruher SC,0 - 1
12511,6,2007-09-28,FC Schalke 04,Hertha BSC,1 - 0
12512,7,2007-09-29,Werder Bremen,Arminia Bielefeld,8 - 1
