,Round Number,Date,Home Team,Away Team,Result
25746,0,1992-07-10,SpVgg Unterhaching,Carl Zeiss Jena,1 - 2
25747,0,1992-07-10,VfL Osnabruck,VfL Wolfsburg,3 - 5
25748,0,1992-07-10,Fortuna Koln,Waldhof Mannheim,0 - 1
25749,0,1992-07-11,VfB Oldenburg,SC Freiburg,2 - 2
25750,0,1992-07-11,Fortuna Dusseldorf,Chemnitzer FC,1 - 1
25751,0,1992-07-11,Wuppertaler SV,1. FSV Mainz 05,3 - 1
25752,0,1992-07-11,VfB Leipzig,MSV Duisburg,0 - 0
25753,0,1992-07-11,Eintracht Braunschweig,SV Meppen,1 - 0
25754,0,1992-07-11,Hertha BSC,FC St. Pauli,2 - 2
25755,0,1992-07-12,Hansa Rostock,FC Remscheid,1 - 0
25756,0,1992-07-12,SV Darmstadt 98,FC 08 Homburg,1 - 1
25757,0,1992-07-12,Stuttgarter Kickers,Hannover 96,0 - 2
25758,0,1992-07-14,1. FSV Mainz 05,Fortuna Koln,0 - 0
25759,1,1992-07-14,Waldhof Mannheim,SpVgg Unterhaching,1 - 0
25760,1,1992-07-14,VfL Wolfsburg,VfB Oldenburg,2 - 1
25761,1,1992-07-14,MSV Duisburg,Wuppertaler SV,2 - 1
25762,1,1992-07-15,Chemnitzer FC,VfL Osnabruck,0 - 2
25763,1,1992-07-15,SV Meppen,VfB Leipzig,0 - 2
25764,1,1992-07-15,FC Remscheid,Fortuna Dusseldorf,3 - 2
25765,1,1992-07-15,SC Freiburg,Stuttgarter Kickers,2 - 0
25766,1,1992-07-15,FC St. Pauli,SV Darmstadt 98,3 - 1
25767,1,1992-07-15,FC 08 Homburg,Eintracht Braunschweig,3 - 2
25768,1,1992-07-15,Carl Zeiss Jena,Hansa Rostock,2 - 1
25769,1,1992-07-16,Hannover 96,Hertha BSC,2 - 2
25770,1,1992-07-17,SpVgg Unterhaching,1. FSV Mainz 05,0 - 1
25771,2,1992-07-17,Fortuna Koln,MSV Duisburg,0 - 0
25772,2,1992-07-18,VfB Oldenburg,Chemnitzer FC,1 - 0
25773,2,1992-07-18,Fortuna Dusseldorf,Carl Zeiss Jena,2 - 2
25774,2,1992-07-18,Hansa Rostock,Waldhof Mannheim,1 - 1
25775,2,1992-07-18,Wuppertaler SV,SV Meppen,0 - 1
25776,2,1992-07-18,VfB Leipzig,FC 08 Homburg,2 - 0
25777,2,1992-07-18,Eintracht Braunschweig,FC St. Pauli,0 - 2
25778,2,1992-07-18,Stuttgarter Kickers,VfL Wolfsburg,0 - 0
25779,2,1992-07-19,VfL Osnabruck,FC Remscheid,1 - 1
25780,2,1992-07-19,SV Darmstadt 98,Hertha BSC,3 - 0
25781,2,1992-07-19,SC Freiburg,Hannover 96,4 - 0
25782,2,1992-07-21,FC St. Pauli,VfB Leipzig,0 - 0
25783,3,1992-07-21,SV Meppen,Fortuna Koln,1 - 1
25784,3,1992-07-21,1. FSV Mainz 05,Hansa Rostock,1 - 0
25785,3,1992-07-21,MSV Duisburg,SpVgg Unterhaching,4 - 0
25786,3,1992-07-22,Chemnitzer FC,Stuttgarter Kickers,2 - 0
25787,3,1992-07-22,Waldhof Mannheim,Fortuna Dusseldorf,1 - 0
25788,3,1992-07-22,FC Remscheid,VfB Oldenburg,1 - 1
25789,3,1992-07-22,VfL Wolfsburg,SC Freiburg,3 - 3
25790,3,1992-07-22,Hertha BSC,Eintracht Braunschweig,0 - 0
25791,3,1992-07-22,FC 08 Homburg,Wuppertaler SV,2 - 1
25792,3,1992-07-22,Carl Zeiss Jena,VfL Osnabruck,2 - 0
25793,3,1992-07-22,Hannover 96,SV Darmstadt 98,5 - 0
25794,3,1992-07-24,SpVgg Unterhaching,SV Meppen,1 - 3
25795,4,1992-07-25,Hansa Rostock,MSV Duisburg,2 - 0
25796,4,1992-07-25,Fortuna Koln,FC 08 Homburg,1 - 0
25797,4,1992-07-25,Wuppertaler SV,FC St. Pauli,3 - 0
25798,4,1992-07-25,VfB Leipzig,Hertha BSC,2 - 0
25799,4,1992-07-25,Eintracht Braunschweig,SV Darmstadt 98,0 - 0
25800,4,1992-07-25,SC Freiburg,Chemnitzer FC,2 - 0
25801,4,1992-07-25,Stuttgarter Kickers,FC Remscheid,1 - 1
25802,4,1992-07-25,Hannover 96,VfL Wolfsburg,3 - 1
25803,4,1992-07-26,VfB Oldenburg,Carl Zeiss Jena,0 - 2
25804,4,1992-07-26,VfL Osnabruck,Waldhof Mannheim,6 - 0
25805,4,1992-07-26,Fortuna Dusseldorf,1. FSV Mainz 05,1 - 2
25806,4,1992-07-31,SV Darmstadt 98,VfB Leipzig,2 - 3
25807,5,1992-07-31,MSV Duisburg,Fortuna Dusseldorf,3 - 1
25808,5,1992-07-31,FC St. Pauli,Fortuna Koln,1 - 0
25809,5,1992-07-31,Carl Zeiss Jena,Stuttgarter Kickers,2 - 1
25810,5,1992-08-01,Eintracht Braunschweig,Hannover 96,3 - 2
25811,5,1992-08-01,FC 08 Homburg,SpVgg Unterhaching,2 - 1
25812,5,1992-08-01,1. FSV Mainz 05,VfL Osnabruck,2 - 3
25813,5,1992-08-01,Chemnitzer FC,VfL Wolfsburg,1 - 0
25814,5,1992-08-02,SV Meppen,Hansa Rostock,1 - 1
25815,5,1992-08-02,Waldhof Mannheim,VfB Oldenburg,3 - 0
25816,5,1992-08-02,FC Remscheid,SC Freiburg,1 - 5
25817,5,1992-08-02,Hertha BSC,Wuppertaler SV,1 - 0
25818,5,1992-08-07,VfB Oldenburg,1. FSV Mainz 05,0 - 3
25819,6,1992-08-07,Wuppertaler SV,SV Darmstadt 98,3 - 0
25820,6,1992-08-07,VfL Osnabruck,MSV Duisburg,1 - 1
25821,6,1992-08-08,Fortuna Dusseldorf,SV Meppen,0 - 0
25822,6,1992-08-08,Hansa Rostock,FC 08 Homburg,0 - 0
25823,6,1992-08-08,VfB Leipzig,Eintracht Braunschweig,2 - 1
25824,6,1992-08-08,SC Freiburg,Carl Zeiss Jena,3 - 1
25825,6,1992-08-08,Stuttgarter Kickers,Waldhof Mannheim,1 - 0
25826,6,1992-08-08,Hannover 96,Chemnitzer FC,0 - 1
25827,6,1992-08-09,SpVgg Unterhaching,FC St. Pauli,1 - 1
25828,6,1992-08-09,Fortuna Koln,Hertha BSC,2 - 0
25829,6,1992-08-09,VfL Wolfsburg,FC Remscheid,3 - 0
25830,6,1992-08-11,MSV Duisburg,VfB Oldenburg,1 - 1
25831,7,1992-08-12,SV Meppen,VfL Osnabruck,1 - 0
25832,7,1992-08-12,1. FSV Mainz 05,Stuttgarter Kickers,2 - 1
25833,7,1992-08-12,Waldhof Mannheim,SC Freiburg,1 - 2
25834,7,1992-08-12,FC Remscheid,Chemnitzer FC,1 - 0
25835,7,1992-08-12,SV Darmstadt 98,Fortuna Koln,1 - 4
25836,7,1992-08-12,Eintracht Braunschweig,Wuppertaler SV,3 - 2
25837,7,1992-08-12,FC St. Pauli,Hansa Rostock,0 - 2
25838,7,1992-08-12,FC 08 Homburg,Fortuna Dusseldorf,5 - 0
25839,7,1992-08-12,Carl Zeiss Jena,VfL Wolfsburg,1 - 2
25840,7,1992-08-15,VfB Oldenburg,SV Meppen,4 - 1
25841,8,1992-08-15,Hansa Rostock,Hertha BSC,2 - 1
