,Round Number,Date,Home Team,Away Team,Result
23462,0,1986-07-26,Rot-Weiss Oberhausen,Rot-Weiss Essen,2 - 0
23463,0,1986-07-26,Eintracht Braunschweig,SC Freiburg,2 - 0
23464,0,1986-07-26,Fortuna Koln,Arminia Bielefeld,0 - 0
23465,0,1986-07-26,Hessen Kassel,Viktoria Aschaffenburg,1 - 4
23466,0,1986-07-26,Stuttgarter Kickers,SG Union Solingen,3 - 1
23467,0,1986-07-26,FC St. Pauli,1. FC Saarbrucken,4 - 2
23468,0,1986-07-26,SSV Ulm 1846,SV Darmstadt 98,2 - 0
23469,0,1986-07-26,FSV Salmrohr,Karlsruher SC,1 - 1
23470,0,1986-07-26,SG Wattenscheid 09,Alemannia Aachen,1 - 1
23471,0,1986-07-29,VfL Osnabruck,Hannover 96,1 - 2
23472,0,1986-08-02,Alemannia Aachen,Eintracht Braunschweig,1 - 0
23473,1,1986-08-02,Arminia Bielefeld,SG Wattenscheid 09,2 - 3
23474,1,1986-08-02,SG Union Solingen,Rot-Weiss Oberhausen,5 - 3
23475,1,1986-08-02,SC Freiburg,FC St. Pauli,1 - 0
23476,1,1986-08-02,SV Darmstadt 98,Hessen Kassel,3 - 0
23477,1,1986-08-02,Rot-Weiss Essen,SSV Ulm 1846,2 - 3
23478,1,1986-08-02,Karlsruher SC,VfL Osnabruck,1 - 2
23479,1,1986-08-02,Hannover 96,Stuttgarter Kickers,4 - 1
23480,1,1986-08-02,Viktoria Aschaffenburg,Fortuna Koln,1 - 1
23481,1,1986-08-02,1. FC Saarbrucken,FSV Salmrohr,0 - 2
23482,1,1986-08-09,Stuttgarter Kickers,Karlsruher SC,2 - 0
23483,2,1986-08-09,SG Wattenscheid 09,Viktoria Aschaffenburg,2 - 0
23484,2,1986-08-09,SC Freiburg,Alemannia Aachen,2 - 1
23485,2,1986-08-09,Rot-Weiss Oberhausen,Hannover 96,1 - 2
23486,2,1986-08-09,FC St. Pauli,FSV Salmrohr,3 - 0
23487,2,1986-08-09,Hessen Kassel,Rot-Weiss Essen,2 - 2
23488,2,1986-08-09,Eintracht Braunschweig,Arminia Bielefeld,2 - 3
23489,2,1986-08-09,VfL Osnabruck,1. FC Saarbrucken,1 - 1
23490,2,1986-08-09,SSV Ulm 1846,SG Union Solingen,3 - 1
23491,2,1986-08-09,Fortuna Koln,SV Darmstadt 98,0 - 1
23492,2,1986-08-13,Hannover 96,SSV Ulm 1846,2 - 1
23493,3,1986-08-16,Karlsruher SC,Rot-Weiss Oberhausen,3 - 2
23494,3,1986-08-16,Arminia Bielefeld,SC Freiburg,0 - 0
23495,3,1986-08-16,Viktoria Aschaffenburg,Eintracht Braunschweig,3 - 1
23496,3,1986-08-16,FSV Salmrohr,VfL Osnabruck,2 - 3
23497,3,1986-08-16,SV Darmstadt 98,SG Wattenscheid 09,1 - 1
23498,3,1986-08-16,SG Union Solingen,Hessen Kassel,3 - 0
23499,3,1986-08-16,Alemannia Aachen,FC St. Pauli,1 - 1
23500,3,1986-08-16,1. FC Saarbrucken,Stuttgarter Kickers,2 - 0
23501,3,1986-08-16,Rot-Weiss Essen,Fortuna Koln,3 - 3
23502,3,1986-08-23,SC Freiburg,Viktoria Aschaffenburg,3 - 1
23503,4,1986-08-23,Stuttgarter Kickers,FSV Salmrohr,2 - 1
23504,4,1986-08-23,FC St. Pauli,VfL Osnabruck,0 - 1
23505,4,1986-08-23,SG Wattenscheid 09,Rot-Weiss Essen,2 - 1
23506,4,1986-08-23,SSV Ulm 1846,Karlsruher SC,0 - 2
23507,4,1986-08-23,Eintracht Braunschweig,SV Darmstadt 98,0 - 0
23508,4,1986-08-23,Alemannia Aachen,Arminia Bielefeld,2 - 0
23509,4,1986-08-23,Hessen Kassel,Hannover 96,0 - 4
23510,4,1986-08-23,Fortuna Koln,SG Union Solingen,2 - 1
23511,4,1986-08-23,Rot-Weiss Oberhausen,1. FC Saarbrucken,1 - 0
23512,4,1986-09-03,Viktoria Aschaffenburg,Alemannia Aachen,1 - 2
23513,5,1986-09-03,FSV Salmrohr,Rot-Weiss Oberhausen,2 - 4
23514,5,1986-09-03,VfL Osnabruck,Stuttgarter Kickers,3 - 2
23515,5,1986-09-03,Arminia Bielefeld,FC St. Pauli,1 - 1
23516,5,1986-09-03,Karlsruher SC,Hessen Kassel,2 - 1
23517,5,1986-09-03,Hannover 96,Fortuna Koln,2 - 0
23518,5,1986-09-03,SV Darmstadt 98,SC Freiburg,1 - 0
23519,5,1986-09-03,Rot-Weiss Essen,Eintracht Braunschweig,1 - 1
23520,5,1986-09-03,SG Union Solingen,SG Wattenscheid 09,1 - 1
23521,5,1986-09-03,1. FC Saarbrucken,SSV Ulm 1846,2 - 0
23522,5,1986-09-06,Arminia Bielefeld,Viktoria Aschaffenburg,1 - 1
23523,6,1986-09-06,Fortuna Koln,Karlsruher SC,3 - 3
23524,6,1986-09-06,Rot-Weiss Oberhausen,VfL Osnabruck,0 - 2
23525,6,1986-09-06,FC St. Pauli,Stuttgarter Kickers,0 - 0
23526,6,1986-09-06,SC Freiburg,Rot-Weiss Essen,3 - 1
23527,6,1986-09-06,Alemannia Aachen,SV Darmstadt 98,1 - 0
23528,6,1986-09-06,Hessen Kassel,1. FC Saarbrucken,0 - 1
23529,6,1986-09-06,SG Wattenscheid 09,Hannover 96,0 - 2
23530,6,1986-09-06,Eintracht Braunschweig,SG Union Solingen,5 - 1
23531,6,1986-09-06,SSV Ulm 1846,FSV Salmrohr,3 - 0
23532,6,1986-09-12,Hannover 96,Eintracht Braunschweig,1 - 0
23533,7,1986-09-13,SV Darmstadt 98,Arminia Bielefeld,1 - 1
23534,7,1986-09-13,SG Union Solingen,SC Freiburg,1 - 0
23535,7,1986-09-13,FSV Salmrohr,Hessen Kassel,0 - 5
23536,7,1986-09-13,1. FC Saarbrucken,Fortuna Koln,3 - 3
23537,7,1986-09-13,Stuttgarter Kickers,Rot-Weiss Oberhausen,1 - 0
23538,7,1986-09-13,Rot-Weiss Essen,Alemannia Aachen,0 - 1
23539,7,1986-09-13,Karlsruher SC,SG Wattenscheid 09,1 - 1
23540,7,1986-09-13,VfL Osnabruck,SSV Ulm 1846,3 - 0
23541,7,1986-09-13,Viktoria Aschaffenburg,FC St. Pauli,1 - 2
23542,7,1986-09-20,Hessen Kassel,VfL Osnabruck,0 - 0
23543,8,1986-09-20,FC St. Pauli,Rot-Weiss Oberhausen,5 - 1
23544,8,1986-09-20,SG Wattenscheid 09,1. FC Saarbrucken,2 - 2
23545,8,1986-09-20,SC Freiburg,Hannover 96,3 - 2
23546,8,1986-09-20,Arminia Bielefeld,Rot-Weiss Essen,1 - 1
23547,8,1986-09-20,Eintracht Braunschweig,Karlsruher SC,1 - 1
