,Round Number,Date,Home Team,Away Team,Result
5376,0,1984-08-24,Werder Bremen,Bayer 05 Uerdingen,1 - 0
5377,0,1984-08-24,VfL Bochum,Eintracht Frankfurt,3 - 3
5378,0,1984-08-24,Bor. Monchengladbach,FC Schalke 04,3 - 1
5379,0,1984-08-25,Arminia Bielefeld,Bayern Munchen,1 - 3
5380,0,1984-08-25,Eintracht Braunschweig,1. FC Koln,1 - 3
5381,0,1984-08-25,1. FC Kaiserslautern,VfB Stuttgart,2 - 1
5382,0,1984-08-25,Karlsruher SC,Waldhof Mannheim,3 - 2
5383,0,1984-08-25,Bayer Leverkusen,Fortuna Dusseldorf,4 - 3
5384,0,1984-08-25,Borussia Dortmund,Hamburger SV,1 - 2
5385,0,1984-08-28,Eintracht Frankfurt,Bayer Leverkusen,2 - 0
5386,1,1984-08-28,VfB Stuttgart,Eintracht Braunschweig,6 - 1
5387,1,1984-08-28,Bayer 05 Uerdingen,Borussia Dortmund,2 - 1
5388,1,1984-08-29,Waldhof Mannheim,1. FC Kaiserslautern,1 - 1
5389,1,1984-08-29,Hamburger SV,Bor. Monchengladbach,1 - 1
5390,1,1984-08-29,Fortuna Dusseldorf,Karlsruher SC,2 - 2
5391,1,1984-08-29,Bayern Munchen,Werder Bremen,4 - 2
5392,1,1984-08-29,FC Schalke 04,VfL Bochum,2 - 3
5393,1,1984-09-04,1. FC Koln,Arminia Bielefeld,1 - 1
5394,1,1984-09-07,Karlsruher SC,Eintracht Frankfurt,2 - 2
5395,2,1984-09-07,Bayer Leverkusen,FC Schalke 04,2 - 2
5396,2,1984-09-07,Borussia Dortmund,Bor. Monchengladbach,2 - 3
5397,2,1984-09-08,Werder Bremen,1. FC Koln,6 - 2
5398,2,1984-09-08,Arminia Bielefeld,VfB Stuttgart,2 - 7
5399,2,1984-09-08,Eintracht Braunschweig,Waldhof Mannheim,0 - 1
5400,2,1984-09-08,1. FC Kaiserslautern,Fortuna Dusseldorf,3 - 1
5401,2,1984-09-08,VfL Bochum,Hamburger SV,0 - 0
5402,2,1984-09-08,Bayer 05 Uerdingen,Bayern Munchen,1 - 3
5403,2,1984-09-15,Hamburger SV,Bayer Leverkusen,1 - 1
5404,3,1984-09-15,Eintracht Frankfurt,1. FC Kaiserslautern,1 - 1
5405,3,1984-09-15,Fortuna Dusseldorf,Eintracht Braunschweig,4 - 1
5406,3,1984-09-15,Waldhof Mannheim,Arminia Bielefeld,0 - 0
5407,3,1984-09-15,VfB Stuttgart,Werder Bremen,1 - 3
5408,3,1984-09-15,1. FC Koln,Bayer 05 Uerdingen,1 - 5
5409,3,1984-09-15,Bayern Munchen,Borussia Dortmund,1 - 0
5410,3,1984-09-15,Bor. Monchengladbach,VfL Bochum,4 - 3
5411,3,1984-09-15,FC Schalke 04,Karlsruher SC,3 - 1
5412,3,1984-09-21,Eintracht Braunschweig,Eintracht Frankfurt,5 - 0
5413,4,1984-09-21,1. FC Kaiserslautern,FC Schalke 04,2 - 2
5414,4,1984-09-21,Borussia Dortmund,VfL Bochum,3 - 0
5415,4,1984-09-22,Werder Bremen,Waldhof Mannheim,1 - 1
5416,4,1984-09-22,Arminia Bielefeld,Fortuna Dusseldorf,1 - 1
5417,4,1984-09-22,Karlsruher SC,Hamburger SV,1 - 1
5418,4,1984-09-22,Bayer Leverkusen,Bor. Monchengladbach,3 - 2
5419,4,1984-09-22,Bayern Munchen,1. FC Koln,2 - 0
5420,4,1984-09-22,Bayer 05 Uerdingen,VfB Stuttgart,3 - 2
5421,4,1984-09-05,VfB Stuttgart,Bayern Munchen,1 - 3
5422,5,1984-09-28,Eintracht Frankfurt,Arminia Bielefeld,3 - 0
5423,5,1984-09-28,FC Schalke 04,Eintracht Braunschweig,3 - 2
5424,5,1984-09-29,Hamburger SV,1. FC Kaiserslautern,3 - 2
5425,5,1984-09-29,Fortuna Dusseldorf,Werder Bremen,3 - 2
5426,5,1984-09-29,Waldhof Mannheim,Bayer 05 Uerdingen,2 - 1
5427,5,1984-09-29,1. FC Koln,Borussia Dortmund,6 - 1
5428,5,1984-09-29,VfL Bochum,Bayer Leverkusen,0 - 0
5429,5,1984-09-29,Bor. Monchengladbach,Karlsruher SC,3 - 3
5430,5,1984-10-05,Karlsruher SC,VfL Bochum,1 - 1
5431,6,1984-10-05,Bayer 05 Uerdingen,Fortuna Dusseldorf,5 - 2
5432,6,1984-10-05,Borussia Dortmund,Bayer Leverkusen,2 - 1
5433,6,1984-10-06,Werder Bremen,Eintracht Frankfurt,3 - 3
5434,6,1984-10-06,Arminia Bielefeld,FC Schalke 04,2 - 1
5435,6,1984-10-06,Eintracht Braunschweig,Hamburger SV,3 - 1
5436,6,1984-10-06,1. FC Kaiserslautern,Bor. Monchengladbach,2 - 0
5437,6,1984-10-06,1. FC Koln,VfB Stuttgart,1 - 1
5438,6,1984-10-06,Bayern Munchen,Waldhof Mannheim,1 - 2
5439,6,1984-10-10,Hamburger SV,Arminia Bielefeld,4 - 0
5440,7,1984-10-10,Eintracht Frankfurt,Bayer 05 Uerdingen,3 - 2
5441,7,1984-10-10,Fortuna Dusseldorf,Bayern Munchen,0 - 2
5442,7,1984-10-10,VfB Stuttgart,Borussia Dortmund,2 - 0
5443,7,1984-10-10,Bayer Leverkusen,Karlsruher SC,4 - 1
5444,7,1984-10-10,FC Schalke 04,Werder Bremen,2 - 2
