,Round Number,Date,Home Team,Away Team,Result
23082,0,1985-08-03,Viktoria Aschaffenburg,Rot-Weiss Oberhausen,0 - 1
23083,0,1985-08-03,SG Wattenscheid 09,Fortuna Koln,2 - 6
23084,0,1985-08-03,SV Darmstadt 98,Arminia Bielefeld,4 - 1
23085,0,1985-08-03,MSV Duisburg,FC 08 Homburg,1 - 0
23086,0,1985-08-03,VfL Osnabruck,Eintracht Braunschweig,3 - 3
23087,0,1985-08-03,Hertha BSC,SG Union Solingen,1 - 1
23088,0,1985-08-03,Karlsruher SC,Hessen Kassel,1 - 2
23089,0,1985-08-03,Alemannia Aachen,Blau-Weiss 90 Berlin,1 - 1
23090,0,1985-08-03,SpVgg Bayreuth,Tennis Borussia Berlin,3 - 0
23091,0,1985-08-03,SC Freiburg,Stuttgarter Kickers,1 - 1
23092,0,1985-08-07,Rot-Weiss Oberhausen,SC Freiburg,0 - 0
23093,1,1985-08-07,Stuttgarter Kickers,Hertha BSC,4 - 2
23094,1,1985-08-07,FC 08 Homburg,VfL Osnabruck,7 - 1
23095,1,1985-08-07,Arminia Bielefeld,MSV Duisburg,3 - 1
23096,1,1985-08-07,Tennis Borussia Berlin,Karlsruher SC,1 - 2
23097,1,1985-08-07,Hessen Kassel,SG Wattenscheid 09,1 - 2
23098,1,1985-08-07,Eintracht Braunschweig,Viktoria Aschaffenburg,4 - 0
23099,1,1985-08-07,SG Union Solingen,Alemannia Aachen,2 - 2
23100,1,1985-08-07,Blau-Weiss 90 Berlin,SpVgg Bayreuth,4 - 0
23101,1,1985-08-07,Fortuna Koln,SV Darmstadt 98,0 - 3
23102,1,1985-08-10,SG Wattenscheid 09,Tennis Borussia Berlin,2 - 1
23103,2,1985-08-10,VfL Osnabruck,Arminia Bielefeld,0 - 0
23104,2,1985-08-10,SG Union Solingen,Stuttgarter Kickers,1 - 1
23105,2,1985-08-10,Karlsruher SC,Blau-Weiss 90 Berlin,2 - 1
23106,2,1985-08-10,SV Darmstadt 98,Hessen Kassel,1 - 2
23107,2,1985-08-10,Viktoria Aschaffenburg,FC 08 Homburg,3 - 1
23108,2,1985-08-10,SC Freiburg,Eintracht Braunschweig,2 - 2
23109,2,1985-08-10,Alemannia Aachen,SpVgg Bayreuth,4 - 1
23110,2,1985-08-10,MSV Duisburg,Fortuna Koln,0 - 2
23111,2,1985-08-10,Hertha BSC,Rot-Weiss Oberhausen,2 - 3
23112,2,1985-08-17,FC 08 Homburg,SC Freiburg,2 - 0
23113,3,1985-08-17,Hessen Kassel,MSV Duisburg,1 - 0
23114,3,1985-08-17,SpVgg Bayreuth,Karlsruher SC,1 - 3
23115,3,1985-08-17,Stuttgarter Kickers,Alemannia Aachen,3 - 1
23116,3,1985-08-17,Eintracht Braunschweig,Hertha BSC,4 - 1
23117,3,1985-08-17,Tennis Borussia Berlin,SV Darmstadt 98,0 - 0
23118,3,1985-08-17,Rot-Weiss Oberhausen,SG Union Solingen,3 - 1
23119,3,1985-08-17,Blau-Weiss 90 Berlin,SG Wattenscheid 09,3 - 1
23120,3,1985-08-17,Fortuna Koln,VfL Osnabruck,2 - 0
23121,3,1985-08-17,Arminia Bielefeld,Viktoria Aschaffenburg,1 - 0
23122,3,1985-08-21,SC Freiburg,Arminia Bielefeld,2 - 4
23123,4,1985-08-21,SG Union Solingen,Eintracht Braunschweig,2 - 1
23124,4,1985-08-21,Stuttgarter Kickers,Rot-Weiss Oberhausen,4 - 0
23125,4,1985-08-21,SV Darmstadt 98,Blau-Weiss 90 Berlin,4 - 2
