,Round Number,Date,Home Team,Away Team,Result
32186,0,2012-08-03,FC Ingolstadt 04,Energie Cottbus,2 - 2
32187,0,2012-08-03,Erzgebirge Aue,FC St. Pauli,0 - 0
32188,0,2012-08-03,Hertha BSC,SC Paderborn 07,2 - 2
32189,0,2012-08-04,1860 Munchen,Jahn Regensburg,1 - 0
32190,0,2012-08-04,VfL Bochum,Dynamo Dresden,2 - 1
32191,0,2012-08-05,MSV Duisburg,VfR Aalen,1 - 4
32192,0,2012-08-05,SV Sandhausen,FSV Frankfurt,1 - 1
32193,0,2012-08-05,Eintracht Braunschweig,1. FC Koln,1 - 0
32194,0,2012-08-06,1. FC Kaiserslautern,1. FC Union Berlin,3 - 3
32195,0,2012-08-10,1. FC Koln,SV Sandhausen,1 - 1
32196,1,2012-08-10,VfR Aalen,1. FC Kaiserslautern,1 - 2
32197,1,2012-08-10,Energie Cottbus,Erzgebirge Aue,3 - 0
32198,1,2012-08-11,SC Paderborn 07,VfL Bochum,4 - 0
32199,1,2012-08-11,FC St. Pauli,FC Ingolstadt 04,1 - 1
32200,1,2012-08-12,1. FC Union Berlin,Eintracht Braunschweig,0 - 1
32201,1,2012-08-12,Jahn Regensburg,MSV Duisburg,2 - 0
32202,1,2012-08-12,FSV Frankfurt,Hertha BSC,3 - 1
32203,1,2012-08-13,Dynamo Dresden,1860 Munchen,2 - 2
32204,1,2012-08-24,Hertha BSC,Jahn Regensburg,2 - 1
32205,2,2012-08-24,Eintracht Braunschweig,SC Paderborn 07,2 - 1
32206,2,2012-08-24,SV Sandhausen,1. FC Union Berlin,2 - 0
32207,2,2012-08-25,MSV Duisburg,Dynamo Dresden,1 - 3
32208,2,2012-08-25,Energie Cottbus,FC St. Pauli,2 - 0
32209,2,2012-08-26,1. FC Kaiserslautern,1860 Munchen,0 - 0
32210,2,2012-08-26,VfL Bochum,VfR Aalen,0 - 1
32211,2,2012-08-26,FC Ingolstadt 04,FSV Frankfurt,0 - 2
32212,2,2012-08-27,Erzgebirge Aue,1. FC Koln,2 - 0
32213,2,2012-08-31,1860 Munchen,MSV Duisburg,3 - 0
32214,3,2012-08-31,Dynamo Dresden,1. FC Kaiserslautern,1 - 3
32215,3,2012-08-31,1. FC Koln,Energie Cottbus,0 - 1
32216,3,2012-09-01,FC St. Pauli,SV Sandhausen,2 - 1
32217,3,2012-09-01,VfR Aalen,Eintracht Braunschweig,0 - 3
32218,3,2012-09-02,SC Paderborn 07,FC Ingolstadt 04,1 - 3
32219,3,2012-09-02,FSV Frankfurt,Erzgebirge Aue,1 - 0
32220,3,2012-09-02,Jahn Regensburg,VfL Bochum,0 - 1
32221,3,2012-09-03,1. FC Union Berlin,Hertha BSC,1 - 2
32222,3,2012-09-14,VfL Bochum,1860 Munchen,0 - 0
32223,4,2012-09-14,FC Ingolstadt 04,1. FC Union Berlin,2 - 1
32224,4,2012-09-14,Energie Cottbus,FSV Frankfurt,2 - 2
32225,4,2012-09-15,Eintracht Braunschweig,Jahn Regensburg,1 - 0
32226,4,2012-09-15,SV Sandhausen,Dynamo Dresden,1 - 1
32227,4,2012-09-16,Hertha BSC,VfR Aalen,2 - 0
32228,4,2012-09-16,1. FC Kaiserslautern,MSV Duisburg,2 - 1
32229,4,2012-09-16,Erzgebirge Aue,SC Paderborn 07,0 - 1
32230,4,2012-09-17,1. FC Koln,FC St. Pauli,0 - 0
32231,4,2012-09-21,1. FC Union Berlin,1. FC Koln,2 - 1
32232,5,2012-09-21,FSV Frankfurt,FC St. Pauli,2 - 1
32233,5,2012-09-21,VfR Aalen,Erzgebirge Aue,2 - 0
32234,5,2012-09-22,1. FC Kaiserslautern,Hertha BSC,1 - 1
32235,5,2012-09-22,SC Paderborn 07,SV Sandhausen,3 - 0
32236,5,2012-09-22,Jahn Regensburg,Energie Cottbus,0 - 1
32237,5,2012-09-23,1860 Munchen,Eintracht Braunschweig,1 - 1
32238,5,2012-09-23,Dynamo Dresden,FC Ingolstadt 04,0 - 1
32239,5,2012-09-23,MSV Duisburg,VfL Bochum,0 - 0
32240,5,2012-09-25,1. FC Koln,FSV Frankfurt,2 - 1
32241,6,2012-09-25,FC St. Pauli,VfR Aalen,0 - 1
32242,6,2012-09-25,Energie Cottbus,SC Paderborn 07,2 - 1
32243,6,2012-09-25,SV Sandhausen,Jahn Regensburg,1 - 2
32244,6,2012-09-26,Hertha BSC,Dynamo Dresden,1 - 0
32245,6,2012-09-26,Eintracht Braunschweig,MSV Duisburg,3 - 0
32246,6,2012-09-26,FC Ingolstadt 04,1860 Munchen,0 - 2
32247,6,2012-09-26,Erzgebirge Aue,1. FC Union Berlin,1 - 1
32248,6,2012-09-27,VfL Bochum,1. FC Kaiserslautern,1 - 2
32249,6,2012-09-28,SC Paderborn 07,1. FC Koln,1 - 2
32250,7,2012-09-28,VfR Aalen,FSV Frankfurt,3 - 0
32251,7,2012-09-28,Jahn Regensburg,FC St. Pauli,3 - 0
32252,7,2012-09-29,1860 Munchen,SV Sandhausen,4 - 0
32253,7,2012-09-29,1. FC Union Berlin,Energie Cottbus,3 - 1
32254,7,2012-09-30,1. FC Kaiserslautern,Eintracht Braunschweig,1 - 1
32255,7,2012-09-30,Dynamo Dresden,Erzgebirge Aue,3 - 1
32256,7,2012-09-30,VfL Bochum,FC Ingolstadt 04,1 - 1
32257,7,2012-10-01,MSV Duisburg,Hertha BSC,2 - 2
32258,7,2012-10-05,Hertha BSC,1860 Munchen,3 - 0
32259,8,2012-10-05,FC St. Pauli,1. FC Union Berlin,2 - 2
32260,8,2012-10-05,FSV Frankfurt,SC Paderborn 07,1 - 1
32261,8,2012-10-06,Eintracht Braunschweig,VfL Bochum,3 - 0
32262,8,2012-10-06,Energie Cottbus,MSV Duisburg,0 - 1
32263,8,2012-10-07,FC Ingolstadt 04,1. FC Kaiserslautern,1 - 1
32264,8,2012-10-07,Erzgebirge Aue,Jahn Regensburg,3 - 1
32265,8,2012-10-07,SV Sandhausen,VfR Aalen,1 - 0
32266,8,2012-10-08,1. FC Koln,Dynamo Dresden,1 - 1
32267,8,2012-10-19,1. FC Kaiserslautern,SV Sandhausen,3 - 1
32268,9,2012-10-19,MSV Duisburg,FC Ingolstadt 04,0 - 2
32269,9,2012-10-19,VfL Bochum,Hertha BSC,0 - 2
32270,9,2012-10-20,Dynamo Dresden,Eintracht Braunschweig,0 - 2
32271,9,2012-10-20,Jahn Regensburg,1. FC Koln,2 - 3
32272,9,2012-10-21,SC Paderborn 07,FC St. Pauli,1 - 1
32273,9,2012-10-21,1. FC Union Berlin,FSV Frankfurt,1 - 0
32274,9,2012-10-21,VfR Aalen,Energie Cottbus,1 - 1
32275,9,2012-10-22,1860 Munchen,Erzgebirge Aue,1 - 1
32276,9,2012-10-26,1. FC Koln,1. FC Kaiserslautern,3 - 3
32277,10,2012-10-26,FC Ingolstadt 04,VfR Aalen,2 - 0
32278,10,2012-10-26,Energie Cottbus,1860 Munchen,1 - 0
32279,10,2012-10-27,Eintracht Braunschweig,Hertha BSC,1 - 1
32280,10,2012-10-27,Erzgebirge Aue,VfL Bochum,6 - 1
32281,10,2012-10-27,SV Sandhausen,MSV Duisburg,0 - 2
32282,10,2012-10-28,FC St. Pauli,Dynamo Dresden,3 - 2
32283,10,2012-10-28,1. FC Union Berlin,SC Paderborn 07,0 - 1
32284,10,2012-10-28,FSV Frankfurt,Jahn Regensburg,3 - 1
32285,10,2012-11-02,Hertha BSC,FC Ingolstadt 04,0 - 0
32286,11,2012-11-02,Eintracht Braunschweig,SV Sandhausen,2 - 1
32287,11,2012-11-02,Jahn Regensburg,SC Paderborn 07,0 - 2
32288,11,2012-11-03,1860 Munchen,FC St. Pauli,0 - 2
32289,11,2012-11-03,MSV Duisburg,FSV Frankfurt,1 - 2
32290,11,2012-11-04,Dynamo Dresden,1. FC Union Berlin,0 - 2
32291,11,2012-11-04,VfL Bochum,Energie Cottbus,2 - 2
32292,11,2012-11-04,VfR Aalen,1. FC Koln,2 - 0
32293,11,2012-11-05,1. FC Kaiserslautern,Erzgebirge Aue,4 - 1
32294,11,2012-11-09,1. FC Koln,MSV Duisburg,0 - 0
32295,12,2012-11-09,Erzgebirge Aue,Eintracht Braunschweig,1 - 1
32296,12,2012-11-09,SV Sandhausen,Hertha BSC,1 - 6
32297,12,2012-11-10,SC Paderborn 07,1. FC Kaiserslautern,1 - 1
32298,12,2012-11-10,1. FC Union Berlin,VfR Aalen,0 - 0
32299,12,2012-11-11,FC Ingolstadt 04,Jahn Regensburg,4 - 2
