,Round Number,Date,Home Team,Away Team,Result
19920,0,1979-07-28,DSC Wanne-Eickel,Arminia Bielefeld,1 - 2
19921,0,1979-07-28,Arminia Hannover,VfL Osnabruck,2 - 0
19922,0,1979-07-28,OSC Bremerhaven,Hannover 96,2 - 4
19923,0,1979-07-28,Wuppertaler SV,Rot-Weiss Oberhausen,1 - 2
19924,0,1979-07-28,SpVgg Greuther Furth,Eintracht Trier,3 - 1
19925,0,1979-07-28,VfR Burstadt,MTV Ingolstadt,0 - 1
19926,0,1979-07-28,FV Wurzburg 04,Karlsruher SC,0 - 0
19927,0,1979-07-28,1. FC Saarbrucken,1. FC Nurnberg,4 - 1
19928,0,1979-07-28,Waldhof Mannheim,SV Rochling Volklingen,4 - 0
19929,0,1979-07-28,Freiburger FC,FSV Frankfurt,1 - 4
19930,0,1979-07-28,ESV Ingolstadt,Wormatia Worms,3 - 1
19931,0,1979-07-28,SpVgg Bayreuth,FC 08 Homburg,2 - 1
19932,0,1979-07-28,Stuttgarter Kickers,SSV Ulm 1846,3 - 0
19933,0,1979-07-28,Kickers Offenbach,SC Freiburg,3 - 0
19934,0,1979-07-29,OSV Hannover,Preussen Munster,0 - 1
19935,0,1979-07-29,Holstein Kiel,Tennis Borussia Berlin,2 - 3
19936,0,1979-07-29,Rot-Weiss Essen,Fortuna Koln,0 - 0
19937,0,1979-07-29,SG Wattenscheid 09,SC Viktoria 04 Koln,1 - 0
19938,0,1979-07-29,SG Union Solingen,Alemannia Aachen,1 - 0
19939,0,1979-08-03,Fortuna Koln,SG Wattenscheid 09,4 - 0
19940,1,1979-08-03,VfL Osnabruck,SG Union Solingen,1 - 1
19941,1,1979-08-03,SC Viktoria 04 Koln,SC Herford,0 - 1
19942,1,1979-08-03,Rot-Weiss Oberhausen,Holstein Kiel,3 - 0
19943,1,1979-08-03,Preussen Munster,Wuppertaler SV,3 - 0
19944,1,1979-08-03,Alemannia Aachen,DSC Wanne-Eickel,1 - 0
19945,1,1979-08-03,Tennis Borussia Berlin,Arminia Hannover,3 - 2
19946,1,1979-08-03,Hannover 96,OSV Hannover,0 - 1
19947,1,1979-08-04,Karlsruher SC,Stuttgarter Kickers,3 - 1
19948,1,1979-08-04,MTV Ingolstadt,FV Wurzburg 04,1 - 2
19949,1,1979-08-04,Wormatia Worms,SpVgg Bayreuth,3 - 2
19950,1,1979-08-04,Eintracht Trier,1. FC Saarbrucken,2 - 1
19951,1,1979-08-04,1. FC Nurnberg,Freiburger FC,0 - 1
19952,1,1979-08-04,FC 08 Homburg,Kickers Offenbach,4 - 5
19953,1,1979-08-04,SV Rochling Volklingen,SpVgg Greuther Furth,2 - 1
19954,1,1979-08-04,SC Freiburg,Waldhof Mannheim,6 - 1
19955,1,1979-08-04,SV Darmstadt 98,VfR Burstadt,3 - 0
19956,1,1979-08-04,SSV Ulm 1846,ESV Ingolstadt,1 - 0
19957,1,1979-08-09,Arminia Hannover,Rot-Weiss Oberhausen,1 - 2
19958,2,1979-08-09,SC Herford,Fortuna Koln,1 - 1
19959,2,1979-08-09,Holstein Kiel,Preussen Munster,3 - 0
19960,2,1979-08-09,OSV Hannover,Rot-Weiss Ludenscheid,4 - 1
19961,2,1979-08-09,SG Union Solingen,Tennis Borussia Berlin,3 - 1
19962,2,1979-08-09,Wuppertaler SV,Hannover 96,1 - 2
19963,2,1979-08-09,Arminia Bielefeld,Alemannia Aachen,2 - 0
19964,2,1979-08-09,DSC Wanne-Eickel,VfL Osnabruck,4 - 1
19965,2,1979-08-09,Rot-Weiss Essen,SG Wattenscheid 09,5 - 0
19966,2,1979-08-09,OSC Bremerhaven,SC Viktoria 04 Koln,1 - 1
19967,2,1979-08-11,FV Wurzburg 04,SV Darmstadt 98,0 - 2
19968,2,1979-08-11,Freiburger FC,1. FC Saarbrucken,2 - 0
19969,2,1979-08-11,SpVgg Greuther Furth,SC Freiburg,0 - 0
19970,2,1979-08-11,SpVgg Bayreuth,SSV Ulm 1846,1 - 1
19971,2,1979-08-11,SV Rochling Volklingen,Eintracht Trier,1 - 3
19972,2,1979-08-11,Kickers Offenbach,Wormatia Worms,4 - 2
19973,2,1979-08-11,Waldhof Mannheim,FC 08 Homburg,2 - 0
19974,2,1979-08-11,ESV Ingolstadt,Karlsruher SC,3 - 2
19975,2,1979-08-11,VfR Burstadt,FSV Frankfurt,1 - 4
19976,2,1979-08-11,Stuttgarter Kickers,MTV Ingolstadt,3 - 1
19977,2,1979-08-18,Tennis Borussia Berlin,DSC Wanne-Eickel,2 - 3
19978,3,1979-08-18,Rot-Weiss Oberhausen,SG Union Solingen,0 - 0
19979,3,1979-08-18,Alemannia Aachen,Rot-Weiss Essen,7 - 3
19980,3,1979-08-18,Preussen Munster,Arminia Hannover,3 - 2
19981,3,1979-08-18,SG Wattenscheid 09,SC Herford,2 - 1
19982,3,1979-08-18,SC Viktoria 04 Koln,OSV Hannover,5 - 2
19983,3,1979-08-18,Hannover 96,Holstein Kiel,2 - 0
19984,3,1979-08-18,VfL Osnabruck,Arminia Bielefeld,0 - 0
19985,3,1979-08-18,Rot-Weiss Ludenscheid,Wuppertaler SV,2 - 2
19986,3,1979-08-18,Fortuna Koln,OSC Bremerhaven,5 - 0
19987,3,1979-08-18,SSV Ulm 1846,Kickers Offenbach,3 - 1
19988,3,1979-08-18,Karlsruher SC,SpVgg Bayreuth,4 - 0
19989,3,1979-08-18,Wormatia Worms,Waldhof Mannheim,3 - 1
19990,3,1979-08-18,FC 08 Homburg,SpVgg Greuther Furth,1 - 1
19991,3,1979-08-18,FSV Frankfurt,FV Wurzburg 04,3 - 0
19992,3,1979-08-18,SC Freiburg,SV Rochling Volklingen,5 - 1
19993,3,1979-08-18,SV Darmstadt 98,Stuttgarter Kickers,6 - 0
19994,3,1979-08-18,1. FC Nurnberg,VfR Burstadt,2 - 2
19995,3,1979-08-18,MTV Ingolstadt,ESV Ingolstadt,2 - 1
19996,3,1979-08-18,Eintracht Trier,Freiburger FC,2 - 2
19997,3,1979-08-21,Arminia Bielefeld,Tennis Borussia Berlin,4 - 1
19998,4,1979-08-21,Rot-Weiss Essen,SC Herford,2 - 0
19999,4,1979-08-21,Wuppertaler SV,SC Viktoria 04 Koln,0 - 0
20000,4,1979-08-21,Arminia Hannover,Hannover 96,1 - 2
20001,4,1979-08-21,OSC Bremerhaven,SG Wattenscheid 09,0 - 0
20002,4,1979-08-21,OSV Hannover,Fortuna Koln,1 - 1
20003,4,1979-08-21,SG Union Solingen,Preussen Munster,3 - 1
20004,4,1979-08-21,DSC Wanne-Eickel,Rot-Weiss Oberhausen,3 - 1
20005,4,1979-08-21,Holstein Kiel,Rot-Weiss Ludenscheid,3 - 3
20006,4,1979-08-21,Alemannia Aachen,VfL Osnabruck,3 - 0
20007,4,1979-08-22,ESV Ingolstadt,SV Darmstadt 98,2 - 0
20008,4,1979-08-22,Kickers Offenbach,Karlsruher SC,2 - 1
20009,4,1979-08-22,SpVgg Bayreuth,MTV Ingolstadt,5 - 1
20010,4,1979-08-22,SC Freiburg,Eintracht Trier,2 - 0
20011,4,1979-08-22,VfR Burstadt,1. FC Saarbrucken,0 - 2
20012,4,1979-08-22,FV Wurzburg 04,1. FC Nurnberg,0 - 2
20013,4,1979-08-22,SpVgg Greuther Furth,Wormatia Worms,1 - 1
20014,4,1979-08-22,Waldhof Mannheim,SSV Ulm 1846,1 - 0
20015,4,1979-08-22,SV Rochling Volklingen,FC 08 Homburg,1 - 0
20016,4,1979-08-22,Stuttgarter Kickers,FSV Frankfurt,4 - 1
20017,4,1979-08-29,SC Herford,Rot-Weiss Ludenscheid,3 - 1
20018,5,1979-09-01,Fortuna Koln,Wuppertaler SV,4 - 0
20019,5,1979-09-01,VfL Osnabruck,Rot-Weiss Essen,2 - 0
20020,5,1979-09-01,Hannover 96,SG Union Solingen,1 - 1
20021,5,1979-09-01,Preussen Munster,DSC Wanne-Eickel,4 - 1
20022,5,1979-09-01,SC Herford,OSC Bremerhaven,4 - 0
20023,6,1979-09-01,SG Wattenscheid 09,OSV Hannover,5 - 0
20024,6,1979-09-01,Tennis Borussia Berlin,Alemannia Aachen,3 - 0
20025,6,1979-09-01,SC Viktoria 04 Koln,Holstein Kiel,3 - 1
20026,6,1979-09-01,Rot-Weiss Oberhausen,Arminia Bielefeld,1 - 0
20027,6,1979-09-01,Rot-Weiss Ludenscheid,Arminia Hannover,1 - 0
20028,6,1979-09-01,SV Darmstadt 98,SpVgg Bayreuth,1 - 3
20029,6,1979-09-01,Karlsruher SC,Waldhof Mannheim,3 - 1
20030,6,1979-09-01,1. FC Saarbrucken,FV Wurzburg 04,2 - 0
20031,6,1979-09-01,Freiburger FC,VfR Burstadt,4 - 4
20032,6,1979-09-01,FSV Frankfurt,ESV Ingolstadt,1 - 2
20033,6,1979-09-01,1. FC Nurnberg,Stuttgarter Kickers,3 - 1
20034,6,1979-09-01,FC 08 Homburg,SC Freiburg,1 - 1
20035,6,1979-09-01,Wormatia Worms,SV Rochling Volklingen,4 - 1
20036,6,1979-09-01,MTV Ingolstadt,Kickers Offenbach,1 - 3
20037,6,1979-09-01,SSV Ulm 1846,SpVgg Greuther Furth,0 - 1
20038,6,1979-09-07,SG Union Solingen,Rot-Weiss Ludenscheid,1 - 2
20039,6,1979-09-07,OSV Hannover,SC Herford,0 - 3
20040,7,1979-09-07,Alemannia Aachen,Rot-Weiss Oberhausen,3 - 1
20041,7,1979-09-07,Rot-Weiss Essen,OSC Bremerhaven,3 - 2
20042,7,1979-09-07,Holstein Kiel,Fortuna Koln,3 - 3
20043,7,1979-09-07,Arminia Bielefeld,Preussen Munster,2 - 1
20044,7,1979-09-07,Wuppertaler SV,SG Wattenscheid 09,0 - 0
20045,7,1979-09-07,VfL Osnabruck,Tennis Borussia Berlin,3 - 2
20046,7,1979-09-07,DSC Wanne-Eickel,Hannover 96,1 - 0
20047,7,1979-09-07,Arminia Hannover,SC Viktoria 04 Koln,1 - 3
20048,7,1979-09-08,Stuttgarter Kickers,1. FC Saarbrucken,3 - 0
20049,7,1979-09-08,SC Freiburg,Wormatia Worms,3 - 3
20050,7,1979-09-08,Kickers Offenbach,SV Darmstadt 98,1 - 0
20051,7,1979-09-08,FV Wurzburg 04,Freiburger FC,2 - 2
20052,7,1979-09-08,SV Rochling Volklingen,SSV Ulm 1846,0 - 1
20053,7,1979-09-08,Waldhof Mannheim,MTV Ingolstadt,0 - 0
20054,7,1979-09-08,SpVgg Bayreuth,FSV Frankfurt,5 - 2
20055,7,1979-09-08,SpVgg Greuther Furth,Karlsruher SC,0 - 3
20056,7,1979-09-08,FC 08 Homburg,Eintracht Trier,1 - 1
20057,7,1979-09-08,ESV Ingolstadt,1. FC Nurnberg,1 - 3
20058,7,1979-09-14,SC Viktoria 04 Koln,SG Union Solingen,1 - 1
20059,8,1979-09-14,Rot-Weiss Ludenscheid,DSC Wanne-Eickel,2 - 2
20060,8,1979-09-14,Preussen Munster,Alemannia Aachen,0 - 1
20061,8,1979-09-14,OSC Bremerhaven,OSV Hannover,1 - 2
20062,8,1979-09-14,SC Herford,Wuppertaler SV,1 - 0
20063,8,1979-09-14,SG Wattenscheid 09,Holstein Kiel,3 - 1
20064,8,1979-09-14,Tennis Borussia Berlin,Rot-Weiss Essen,2 - 4
20065,8,1979-09-14,Rot-Weiss Oberhausen,VfL Osnabruck,0 - 0
20066,8,1979-09-14,Fortuna Koln,Arminia Hannover,2 - 1
20067,8,1979-09-14,Hannover 96,Arminia Bielefeld,2 - 2
20068,8,1979-09-15,1. FC Saarbrucken,ESV Ingolstadt,5 - 0
20069,8,1979-09-15,SSV Ulm 1846,SC Freiburg,0 - 0
20070,8,1979-09-15,1. FC Nurnberg,SpVgg Bayreuth,3 - 0
20071,8,1979-09-15,Freiburger FC,Stuttgarter Kickers,3 - 3
20072,8,1979-09-15,Karlsruher SC,SV Rochling Volklingen,4 - 2
20073,8,1979-09-15,Eintracht Trier,VfR Burstadt,1 - 3
20074,8,1979-09-15,MTV Ingolstadt,SpVgg Greuther Furth,1 - 2
20075,8,1979-09-15,FSV Frankfurt,Kickers Offenbach,2 - 2
20076,8,1979-09-15,Wormatia Worms,FC 08 Homburg,2 - 0
20077,8,1979-09-15,SV Darmstadt 98,Waldhof Mannheim,2 - 1
20078,8,1979-09-21,Tennis Borussia Berlin,Rot-Weiss Oberhausen,6 - 1
20079,9,1979-09-21,Holstein Kiel,SC Herford,0 - 1
20080,9,1979-09-21,SG Union Solingen,Fortuna Koln,1 - 2
20081,9,1979-09-21,Arminia Hannover,SG Wattenscheid 09,1 - 2
20082,9,1979-09-21,DSC Wanne-Eickel,SC Viktoria 04 Koln,3 - 3
20083,9,1979-09-21,Rot-Weiss Essen,OSV Hannover,4 - 2
20084,9,1979-09-21,Arminia Bielefeld,Rot-Weiss Ludenscheid,5 - 0
20085,9,1979-09-21,Wuppertaler SV,OSC Bremerhaven,2 - 3
20086,9,1979-09-21,VfL Osnabruck,Preussen Munster,3 - 2
20087,9,1979-09-21,Alemannia Aachen,Hannover 96,0 - 0
20088,9,1979-09-22,SV Rochling Volklingen,MTV Ingolstadt,3 - 1
20089,9,1979-09-22,Kickers Offenbach,1. FC Nurnberg,1 - 1
20090,9,1979-09-22,Waldhof Mannheim,FSV Frankfurt,2 - 0
20091,9,1979-09-22,SpVgg Bayreuth,1. FC Saarbrucken,1 - 2
20092,9,1979-09-22,ESV Ingolstadt,Freiburger FC,1 - 1
20093,9,1979-09-22,Wormatia Worms,Eintracht Trier,2 - 0
20094,9,1979-09-22,SC Freiburg,Karlsruher SC,1 - 0
20095,9,1979-09-22,FC 08 Homburg,SSV Ulm 1846,3 - 1
20096,9,1979-09-22,SpVgg Greuther Furth,SV Darmstadt 98,0 - 0
20097,9,1979-09-22,FV Wurzburg 04,VfR Burstadt,3 - 0
20098,9,1979-10-05,Fortuna Koln,DSC Wanne-Eickel,3 - 0
20099,10,1979-10-05,Preussen Munster,Tennis Borussia Berlin,1 - 2
20100,10,1979-10-05,Hannover 96,VfL Osnabruck,3 - 0
20101,10,1979-10-05,OSC Bremerhaven,Holstein Kiel,0 - 1
20102,10,1979-10-05,Rot-Weiss Oberhausen,Rot-Weiss Essen,1 - 2
20103,10,1979-10-05,Rot-Weiss Ludenscheid,Alemannia Aachen,2 - 1
20104,10,1979-10-05,SC Herford,Arminia Hannover,1 - 1
20105,10,1979-10-05,SC Viktoria 04 Koln,Arminia Bielefeld,1 - 1
20106,10,1979-10-05,OSV Hannover,Wuppertaler SV,1 - 1
20107,10,1979-10-05,SG Wattenscheid 09,SG Union Solingen,3 - 1
20108,10,1979-10-06,1. FC Nurnberg,Waldhof Mannheim,3 - 1
20109,10,1979-10-06,SV Darmstadt 98,SV Rochling Volklingen,7 - 1
20110,10,1979-10-06,1. FC Saarbrucken,Kickers Offenbach,3 - 0
20111,10,1979-10-06,Karlsruher SC,FC 08 Homburg,2 - 1
20112,10,1979-10-06,MTV Ingolstadt,SC Freiburg,2 - 0
20113,10,1979-10-06,FSV Frankfurt,SpVgg Greuther Furth,1 - 3
20114,10,1979-10-06,VfR Burstadt,Stuttgarter Kickers,2 - 4
20115,10,1979-10-06,Freiburger FC,SpVgg Bayreuth,2 - 2
20116,10,1979-10-06,Eintracht Trier,FV Wurzburg 04,4 - 0
20117,10,1979-10-06,SSV Ulm 1846,Wormatia Worms,2 - 2
20118,10,1979-10-13,Rot-Weiss Ludenscheid,OSC Bremerhaven,4 - 1
20119,11,1979-10-13,Arminia Bielefeld,Rot-Weiss Essen,3 - 1
20120,11,1979-10-13,SV Darmstadt 98,Freiburger FC,0 - 1
20121,11,1979-10-13,FC 08 Homburg,ESV Ingolstadt,2 - 0
20122,11,1979-10-13,SC Freiburg,SpVgg Bayreuth,3 - 1
20123,11,1979-10-13,FSV Frankfurt,1. FC Saarbrucken,1 - 4
20124,11,1979-10-13,SpVgg Greuther Furth,Waldhof Mannheim,1 - 2
20125,11,1979-10-13,Wormatia Worms,Stuttgarter Kickers,0 - 1
20126,11,1979-10-13,Karlsruher SC,VfR Burstadt,2 - 0
20127,11,1979-10-13,SV Rochling Volklingen,Kickers Offenbach,3 - 4
20128,11,1979-10-13,Eintracht Trier,1. FC Nurnberg,1 - 1
20129,11,1979-10-13,SSV Ulm 1846,FV Wurzburg 04,2 - 1
20130,11,1979-10-19,VfL Osnabruck,Rot-Weiss Ludenscheid,4 - 2
20131,11,1979-10-19,Rot-Weiss Oberhausen,Preussen Munster,0 - 1
20132,11,1979-10-19,Rot-Weiss Essen,Wuppertaler SV,5 - 1
20133,12,1979-10-19,Holstein Kiel,OSV Hannover,2 - 1
20134,12,1979-10-19,SG Union Solingen,SC Herford,3 - 2
20135,12,1979-10-19,Alemannia Aachen,SC Viktoria 04 Koln,1 - 1
20136,12,1979-10-19,Tennis Borussia Berlin,Hannover 96,1 - 2
20137,12,1979-10-19,DSC Wanne-Eickel,SG Wattenscheid 09,0 - 2
20138,12,1979-10-19,Arminia Hannover,OSC Bremerhaven,3 - 2
20139,12,1979-10-19,Arminia Bielefeld,Fortuna Koln,3 - 0
20140,12,1979-10-20,Waldhof Mannheim,1. FC Saarbrucken,2 - 3
20141,12,1979-10-20,SV Rochling Volklingen,FSV Frankfurt,2 - 3
20142,12,1979-10-20,SpVgg Greuther Furth,1. FC Nurnberg,1 - 4
20143,12,1979-10-20,SSV Ulm 1846,Eintracht Trier,2 - 1
