,Round Number,Date,Home Team,Away Team,Result
9388,0,1997-08-01,FC Schalke 04,Bayer Leverkusen,2 - 1
9389,0,1997-08-01,VfB Stuttgart,TSV 1860 Munchen,1 - 1
9390,0,1997-08-02,VfL Bochum,Arminia Bielefeld,1 - 0
9391,0,1997-08-02,Karlsruher SC,Werder Bremen,3 - 1
9392,0,1997-08-02,1. FC Koln,MSV Duisburg,3 - 2
9393,0,1997-08-02,Hansa Rostock,VfL Wolfsburg,0 - 1
9394,0,1997-08-02,Bayern Munchen,1. FC Kaiserslautern,0 - 1
9395,0,1997-08-03,Hertha BSC,Borussia Dortmund,1 - 1
9396,0,1997-08-03,Hamburger SV,Bor. Monchengladbach,2 - 2
9397,0,1997-08-05,MSV Duisburg,FC Schalke 04,1 - 0
9398,1,1997-08-05,Werder Bremen,Hansa Rostock,1 - 1
9399,1,1997-08-05,Arminia Bielefeld,VfB Stuttgart,2 - 1
9400,1,1997-08-05,TSV 1860 Munchen,Karlsruher SC,2 - 2
9401,1,1997-08-05,Bayer Leverkusen,VfL Bochum,3 - 2
9402,1,1997-08-06,Borussia Dortmund,1. FC Koln,3 - 0
9403,1,1997-08-06,1. FC Kaiserslautern,Hertha BSC,1 - 0
9404,1,1997-08-06,Bor. Monchengladbach,Bayern Munchen,1 - 1
9405,1,1997-08-06,VfL Wolfsburg,Hamburger SV,1 - 1
9406,1,1997-08-08,VfL Bochum,MSV Duisburg,0 - 0
9407,2,1997-08-08,VfB Stuttgart,Bayer Leverkusen,1 - 0
9408,2,1997-08-09,FC Schalke 04,Borussia Dortmund,1 - 0
9409,2,1997-08-09,Karlsruher SC,Arminia Bielefeld,3 - 1
9410,2,1997-08-09,1. FC Koln,1. FC Kaiserslautern,0 - 0
9411,2,1997-08-09,Hansa Rostock,Hamburger SV,2 - 1
9412,2,1997-08-09,Werder Bremen,TSV 1860 Munchen,3 - 3
9413,2,1997-08-09,Bayern Munchen,VfL Wolfsburg,5 - 2
9414,2,1997-08-10,Hertha BSC,Bor. Monchengladbach,2 - 2
9415,2,1997-08-22,VfL Wolfsburg,Hertha BSC,2 - 1
9416,3,1997-08-22,TSV 1860 Munchen,Hansa Rostock,0 - 1
9417,3,1997-08-23,MSV Duisburg,VfB Stuttgart,0 - 3
9418,3,1997-08-23,1. FC Kaiserslautern,FC Schalke 04,3 - 0
9419,3,1997-08-23,Bayer Leverkusen,Karlsruher SC,6 - 1
9420,3,1997-08-23,Bor. Monchengladbach,1. FC Koln,4 - 1
9421,3,1997-08-23,Arminia Bielefeld,Werder Bremen,3 - 0
9422,3,1997-08-23,Borussia Dortmund,VfL Bochum,5 - 2
9423,3,1997-08-24,Hamburger SV,Bayern Munchen,0 - 2
9424,3,1997-08-29,Hertha BSC,Hamburger SV,0 - 2
9425,4,1997-08-29,VfL Bochum,1. FC Kaiserslautern,1 - 3
9426,4,1997-08-30,FC Schalke 04,Bor. Monchengladbach,2 - 0
9427,4,1997-08-30,VfB Stuttgart,Borussia Dortmund,0 - 0
9428,4,1997-08-30,1. FC Koln,VfL Wolfsburg,5 - 3
9429,4,1997-08-30,Hansa Rostock,Bayern Munchen,1 - 3
9430,4,1997-08-30,Werder Bremen,Bayer Leverkusen,2 - 1
9431,4,1997-08-31,Karlsruher SC,MSV Duisburg,1 - 2
9432,4,1997-09-01,TSV 1860 Munchen,Arminia Bielefeld,1 - 0
9433,4,1997-09-12,Arminia Bielefeld,Hansa Rostock,0 - 1
9434,5,1997-09-12,Hamburger SV,1. FC Koln,2 - 1
9435,5,1997-09-13,MSV Duisburg,Werder Bremen,2 - 1
9436,5,1997-09-13,VfL Wolfsburg,FC Schalke 04,0 - 0
9437,5,1997-09-13,Bayer Leverkusen,TSV 1860 Munchen,2 - 2
9438,5,1997-09-13,Bor. Monchengladbach,VfL Bochum,2 - 1
9439,5,1997-09-13,Borussia Dortmund,Karlsruher SC,2 - 2
9440,5,1997-09-13,Bayern Munchen,Hertha BSC,3 - 0
9441,5,1997-09-14,1. FC Kaiserslautern,VfB Stuttgart,4 - 3
9442,5,1997-09-19,Karlsruher SC,1. FC Kaiserslautern,2 - 4
9443,6,1997-09-19,TSV 1860 Munchen,MSV Duisburg,0 - 1
9444,6,1997-09-20,VfL Bochum,VfL Wolfsburg,2 - 1
9445,6,1997-09-20,Werder Bremen,Borussia Dortmund,2 - 1
9446,6,1997-09-20,FC Schalke 04,Hamburger SV,2 - 2
9447,6,1997-09-20,Hansa Rostock,Hertha BSC,4 - 0
9448,6,1997-09-20,1. FC Koln,Bayern Munchen,1 - 3
9449,6,1997-09-20,Arminia Bielefeld,Bayer Leverkusen,2 - 1
9450,6,1997-09-21,VfB Stuttgart,Bor. Monchengladbach,3 - 0
9451,6,1997-09-26,MSV Duisburg,Arminia Bielefeld,2 - 1
9452,7,1997-09-26,Bayern Munchen,FC Schalke 04,1 - 1
9453,7,1997-09-27,Borussia Dortmund,TSV 1860 Munchen,2 - 3
9454,7,1997-09-27,VfL Wolfsburg,VfB Stuttgart,1 - 0
9455,7,1997-09-27,Bayer Leverkusen,Hansa Rostock,1 - 1
9456,7,1997-09-27,1. FC Kaiserslautern,Werder Bremen,1 - 3
9457,7,1997-09-27,Bor. Monchengladbach,Karlsruher SC,1 - 1
9458,7,1997-09-27,Hamburger SV,VfL Bochum,2 - 1
