,Round Number,Date,Home Team,Away Team,Result
1704,0,1971-08-14,Bayern Munchen,Fortuna Dusseldorf,3 - 1
1705,0,1971-08-14,1. FC Koln,Werder Bremen,0 - 0
1706,0,1971-08-14,MSV Duisburg,Borussia Dortmund,2 - 1
1707,0,1971-08-14,VfL Bochum,Eintracht Braunschweig,1 - 0
1708,0,1971-08-14,Arminia Bielefeld,Rot-Weiss Oberhausen,0 - 1
1709,0,1971-08-14,Hamburger SV,Eintracht Frankfurt,5 - 1
1710,0,1971-08-14,VfB Stuttgart,Hertha BSC,3 - 0
1711,0,1971-08-14,Hannover 96,FC Schalke 04,1 - 5
1712,0,1971-08-14,1. FC Kaiserslautern,Bor. Monchengladbach,1 - 0
1713,0,1971-08-21,Borussia Dortmund,Hamburger SV,1 - 1
1714,1,1971-08-21,Werder Bremen,1. FC Kaiserslautern,2 - 2
1715,1,1971-08-21,Fortuna Dusseldorf,Hannover 96,2 - 0
1716,1,1971-08-21,Hertha BSC,Bayern Munchen,2 - 2
1717,1,1971-08-21,Eintracht Braunschweig,VfB Stuttgart,1 - 1
1718,1,1971-08-21,Rot-Weiss Oberhausen,VfL Bochum,2 - 3
1719,1,1971-08-21,FC Schalke 04,MSV Duisburg,2 - 0
1720,1,1971-08-21,Eintracht Frankfurt,1. FC Koln,2 - 2
1721,1,1971-08-21,Bor. Monchengladbach,Arminia Bielefeld,5 - 1
1722,1,1971-08-28,Eintracht Frankfurt,Werder Bremen,4 - 0
1723,2,1971-08-28,VfL Bochum,Bor. Monchengladbach,0 - 2
1724,2,1971-08-28,Hannover 96,Hertha BSC,1 - 1
1725,2,1971-08-28,Arminia Bielefeld,1. FC Kaiserslautern,1 - 1
1726,2,1971-08-28,MSV Duisburg,Fortuna Dusseldorf,0 - 0
1727,2,1971-08-28,VfB Stuttgart,Rot-Weiss Oberhausen,1 - 1
1728,2,1971-08-28,Bayern Munchen,Eintracht Braunschweig,4 - 1
1729,2,1971-08-28,Hamburger SV,FC Schalke 04,0 - 1
1730,2,1971-08-28,1. FC Koln,Borussia Dortmund,2 - 1
1731,2,1971-09-01,Rot-Weiss Oberhausen,Bayern Munchen,1 - 1
1732,3,1971-09-01,Borussia Dortmund,Eintracht Frankfurt,3 - 1
1733,3,1971-09-01,Bor. Monchengladbach,VfB Stuttgart,0 - 0
1734,3,1971-09-01,Eintracht Braunschweig,Hannover 96,3 - 0
1735,3,1971-09-01,Werder Bremen,Arminia Bielefeld,4 - 0
1736,3,1971-09-01,1. FC Kaiserslautern,VfL Bochum,4 - 1
1737,3,1971-09-01,Hertha BSC,MSV Duisburg,1 - 0
1738,3,1971-09-01,Fortuna Dusseldorf,Hamburger SV,0 - 0
1739,3,1971-09-01,FC Schalke 04,1. FC Koln,6 - 2
1740,3,1971-09-04,Bayern Munchen,Bor. Monchengladbach,2 - 0
1741,4,1971-09-04,1. FC Koln,Fortuna Dusseldorf,1 - 2
1742,4,1971-09-04,MSV Duisburg,Eintracht Braunschweig,0 - 0
1743,4,1971-09-04,VfB Stuttgart,1. FC Kaiserslautern,3 - 1
1744,4,1971-09-04,Eintracht Frankfurt,FC Schalke 04,2 - 0
1745,4,1971-09-04,VfL Bochum,Arminia Bielefeld,2 - 1
1746,4,1971-09-04,Borussia Dortmund,Werder Bremen,1 - 5
1747,4,1971-09-04,Hamburger SV,Hertha BSC,1 - 2
1748,4,1971-09-04,Hannover 96,Rot-Weiss Oberhausen,1 - 0
1749,4,1971-09-11,Bor. Monchengladbach,Hannover 96,3 - 0
1750,5,1971-09-11,Eintracht Braunschweig,Hamburger SV,1 - 1
1751,5,1971-09-11,Rot-Weiss Oberhausen,MSV Duisburg,0 - 1
1752,5,1971-09-11,Hertha BSC,1. FC Koln,1 - 1
1753,5,1971-09-11,Werder Bremen,VfL Bochum,2 - 0
1754,5,1971-09-11,Arminia Bielefeld,VfB Stuttgart,1 - 0
1755,5,1971-09-11,FC Schalke 04,Borussia Dortmund,1 - 0
1756,5,1971-09-11,1. FC Kaiserslautern,Bayern Munchen,0 - 2
1757,5,1971-09-11,Fortuna Dusseldorf,Eintracht Frankfurt,1 - 0
1758,5,1971-09-18,Hamburger SV,Rot-Weiss Oberhausen,3 - 0
1759,6,1971-09-18,MSV Duisburg,Bor. Monchengladbach,1 - 5
1760,6,1971-09-18,1. FC Koln,Eintracht Braunschweig,2 - 0
1761,6,1971-09-18,Hannover 96,1. FC Kaiserslautern,1 - 2
1762,6,1971-09-18,Eintracht Frankfurt,Hertha BSC,1 - 1
1763,6,1971-09-18,FC Schalke 04,Werder Bremen,2 - 0
1764,6,1971-09-18,VfB Stuttgart,VfL Bochum,3 - 2
1765,6,1971-09-18,Borussia Dortmund,Fortuna Dusseldorf,1 - 0
1766,6,1971-09-18,Bayern Munchen,Arminia Bielefeld,1 - 1
1767,6,1971-09-25,1. FC Kaiserslautern,MSV Duisburg,1 - 0
1768,7,1971-09-25,Bor. Monchengladbach,Hamburger SV,1 - 0
1769,7,1971-09-25,VfL Bochum,Bayern Munchen,0 - 2
1770,7,1971-09-25,Rot-Weiss Oberhausen,1. FC Koln,1 - 1
1771,7,1971-09-25,Eintracht Braunschweig,Eintracht Frankfurt,2 - 0
1772,7,1971-09-25,Arminia Bielefeld,Hannover 96,1 - 0
1773,7,1971-09-25,Hertha BSC,Borussia Dortmund,2 - 1
1774,7,1971-09-25,Werder Bremen,VfB Stuttgart,2 - 3
1775,7,1971-09-25,Fortuna Dusseldorf,FC Schalke 04,0 - 2
1776,7,1971-10-02,FC Schalke 04,Hertha BSC,4 - 0
1777,8,1971-10-02,1. FC Koln,Bor. Monchengladbach,4 - 3
1778,8,1971-10-02,MSV Duisburg,Arminia Bielefeld,4 - 0
1779,8,1971-10-02,Fortuna Dusseldorf,Werder Bremen,1 - 3
1780,8,1971-10-02,Bayern Munchen,VfB Stuttgart,2 - 2
1781,8,1971-10-02,Eintracht Frankfurt,Rot-Weiss Oberhausen,3 - 0
1782,8,1971-10-02,Hannover 96,VfL Bochum,4 - 0
1783,8,1971-10-02,Borussia Dortmund,Eintracht Braunschweig,2 - 2
1784,8,1971-10-02,Hamburger SV,1. FC Kaiserslautern,4 - 0
1785,8,1971-10-13,Rot-Weiss Oberhausen,Borussia Dortmund,1 - 1
1786,9,1971-10-13,Hertha BSC,Fortuna Dusseldorf,1 - 1
1787,9,1971-10-13,VfL Bochum,MSV Duisburg,3 - 1
1788,9,1971-10-13,1. FC Kaiserslautern,1. FC Koln,2 - 0
1789,9,1971-10-13,Bor. Monchengladbach,Eintracht Frankfurt,6 - 2
1790,9,1971-10-13,Eintracht Braunschweig,FC Schalke 04,0 - 0
1791,9,1971-10-13,VfB Stuttgart,Hannover 96,3 - 2
1792,9,1971-10-13,Arminia Bielefeld,Hamburger SV,2 - 2
1793,9,1971-10-13,Werder Bremen,Bayern Munchen,1 - 2
1794,9,1971-10-16,Borussia Dortmund,Bor. Monchengladbach,0 - 0
1795,10,1971-10-16,1. FC Koln,Arminia Bielefeld,1 - 0
1796,10,1971-10-16,Eintracht Frankfurt,1. FC Kaiserslautern,1 - 0
1797,10,1971-10-16,Hamburger SV,VfL Bochum,3 - 2
1798,10,1971-10-16,Hannover 96,Bayern Munchen,1 - 3
1799,10,1971-10-16,Hertha BSC,Werder Bremen,2 - 1
1800,10,1971-10-16,FC Schalke 04,Rot-Weiss Oberhausen,4 - 0
1801,10,1971-10-16,MSV Duisburg,VfB Stuttgart,1 - 2
1802,10,1971-10-16,Fortuna Dusseldorf,Eintracht Braunschweig,0 - 0
1803,10,1971-10-23,1. FC Kaiserslautern,Borussia Dortmund,6 - 0
1804,11,1971-10-23,Bor. Monchengladbach,FC Schalke 04,7 - 0
1805,11,1971-10-23,VfL Bochum,1. FC Koln,1 - 5
