,Round Number,Date,Home Team,Away Team,Result
33716,0,2016-08-05,1. FC Kaiserslautern,Hannover 96,0 - 4
33717,0,2016-08-06,VfL Bochum,1. FC Union Berlin,2 - 1
33718,0,2016-08-06,Dynamo Dresden,1. FC Nurnberg,1 - 1
33719,0,2016-08-06,SV Sandhausen,Fortuna Dusseldorf,2 - 2
33720,0,2016-08-07,Arminia Bielefeld,Karlsruher SC,0 - 0
33721,0,2016-08-07,Eintracht Braunschweig,Wurzburger Kickers,2 - 1
33722,0,2016-08-07,SpVgg Greuther Furth,1860 Munchen,1 - 0
33723,0,2016-08-07,1. FC Heidenheim,Erzgebirge Aue,1 - 0
33724,0,2016-08-08,VfB Stuttgart,FC St. Pauli,2 - 1
33725,0,2016-08-12,Erzgebirge Aue,SV Sandhausen,2 - 0
33726,1,2016-08-12,Fortuna Dusseldorf,VfB Stuttgart,1 - 0
33727,1,2016-08-12,1. FC Nurnberg,1. FC Heidenheim,1 - 1
33728,1,2016-08-13,Karlsruher SC,VfL Bochum,1 - 1
33729,1,2016-08-13,FC St. Pauli,Eintracht Braunschweig,0 - 2
33730,1,2016-08-14,Hannover 96,SpVgg Greuther Furth,3 - 1
33731,1,2016-08-14,1860 Munchen,Arminia Bielefeld,1 - 0
33732,1,2016-08-14,Wurzburger Kickers,1. FC Kaiserslautern,1 - 1
33733,1,2016-08-15,1. FC Union Berlin,Dynamo Dresden,2 - 2
33734,1,2016-08-26,VfL Bochum,Hannover 96,1 - 1
33735,2,2016-08-26,1. FC Heidenheim,Wurzburger Kickers,1 - 2
33736,2,2016-08-26,SV Sandhausen,VfB Stuttgart,1 - 2
33737,2,2016-08-27,SpVgg Greuther Furth,Erzgebirge Aue,3 - 2
33738,2,2016-08-27,Karlsruher SC,1860 Munchen,0 - 0
33739,2,2016-08-28,Arminia Bielefeld,1. FC Union Berlin,4 - 4
33740,2,2016-08-28,Eintracht Braunschweig,1. FC Nurnberg,6 - 1
33741,2,2016-08-28,Dynamo Dresden,FC St. Pauli,1 - 0
33742,2,2016-08-29,1. FC Kaiserslautern,Fortuna Dusseldorf,0 - 0
33743,2,2016-09-09,Erzgebirge Aue,Eintracht Braunschweig,0 - 2
33744,3,2016-09-09,VfB Stuttgart,1. FC Heidenheim,1 - 2
33745,3,2016-09-09,Wurzburger Kickers,VfL Bochum,2 - 0
