,Round Number,Date,Home Team,Away Team,Result
240,0,1964-08-22,Frankfurter SG Eintracht,FC Schalke 04,2 - 2
241,0,1964-08-22,1. FC Kaiserslautern,Werder Bremen,2 - 1
242,0,1964-08-22,Hamburger SV,VfB Stuttgart,2 - 2
243,0,1964-08-22,Borussia Dortmund,Hannover 96,0 - 2
244,0,1964-08-22,Eintracht Braunschweig,TSV 1860 Munchen,1 - 1
245,0,1964-08-22,Karlsruher SC,Meidericher SV,2 - 1
246,0,1964-08-22,1. FC Nurnberg,Borussia Neunkirchen,2 - 0
247,0,1964-08-22,1. FC Koln,Hertha BSC,2 - 3
248,0,1964-08-29,VfB Stuttgart,1. FC Nurnberg,3 - 1
249,1,1964-08-29,Hannover 96,1. FC Koln,2 - 0
250,1,1964-08-29,Hertha BSC,Hamburger SV,0 - 0
251,1,1964-08-29,FC Schalke 04,Karlsruher SC,1 - 1
252,1,1964-08-29,Borussia Neunkirchen,Borussia Dortmund,1 - 2
253,1,1964-08-29,Meidericher SV,1. FC Kaiserslautern,3 - 1
254,1,1964-08-29,Werder Bremen,Eintracht Braunschweig,5 - 1
255,1,1964-08-29,TSV 1860 Munchen,Frankfurter SG Eintracht,0 - 1
256,1,1964-09-05,Hamburger SV,Hannover 96,3 - 0
257,2,1964-09-05,1. FC Koln,Borussia Neunkirchen,4 - 3
258,2,1964-09-05,1. FC Nurnberg,Hertha BSC,2 - 0
259,2,1964-09-05,Karlsruher SC,TSV 1860 Munchen,1 - 5
260,2,1964-09-05,Frankfurter SG Eintracht,Werder Bremen,0 - 2
261,2,1964-09-05,1. FC Kaiserslautern,FC Schalke 04,3 - 0
262,2,1964-09-05,Eintracht Braunschweig,Meidericher SV,0 - 1
263,2,1964-09-11,Borussia Dortmund,VfB Stuttgart,1 - 0
264,2,1964-09-12,VfB Stuttgart,1. FC Koln,3 - 3
265,3,1964-09-12,Hannover 96,1. FC Nurnberg,2 - 2
266,3,1964-09-12,Meidericher SV,Frankfurter SG Eintracht,1 - 3
267,3,1964-09-12,TSV 1860 Munchen,1. FC Kaiserslautern,2 - 2
268,3,1964-09-12,FC Schalke 04,Eintracht Braunschweig,0 - 3
269,3,1964-09-12,Werder Bremen,Karlsruher SC,1 - 0
270,3,1964-09-12,Borussia Neunkirchen,Hamburger SV,3 - 1
271,3,1964-09-12,Hertha BSC,Borussia Dortmund,0 - 0
272,3,1964-09-19,1. FC Nurnberg,FC Schalke 04,3 - 2
273,4,1964-09-19,Hamburger SV,Meidericher SV,3 - 0
274,4,1964-09-19,1. FC Koln,Werder Bremen,4 - 2
275,4,1964-09-19,VfB Stuttgart,Hertha BSC,1 - 1
276,4,1964-09-19,Borussia Dortmund,TSV 1860 Munchen,1 - 1
277,4,1964-09-19,1. FC Kaiserslautern,Hannover 96,1 - 0
278,4,1964-09-19,Eintracht Braunschweig,Borussia Neunkirchen,1 - 0
279,4,1964-09-19,Frankfurter SG Eintracht,Karlsruher SC,0 - 7
280,4,1964-09-26,Borussia Neunkirchen,1. FC Kaiserslautern,0 - 3
281,5,1964-09-26,TSV 1860 Munchen,1. FC Nurnberg,2 - 0
282,5,1964-09-26,Werder Bremen,Hamburger SV,0 - 0
283,5,1964-09-26,Meidericher SV,1. FC Koln,0 - 3
284,5,1964-09-26,FC Schalke 04,Borussia Dortmund,2 - 6
285,5,1964-09-26,Karlsruher SC,VfB Stuttgart,0 - 0
286,5,1964-09-26,Hertha BSC,Frankfurter SG Eintracht,1 - 3
287,5,1964-09-26,Hannover 96,Eintracht Braunschweig,2 - 2
288,5,1964-10-10,Hertha BSC,TSV 1860 Munchen,2 - 1
289,6,1964-10-10,1. FC Koln,Eintracht Braunschweig,5 - 1
290,6,1964-10-10,Borussia Dortmund,1. FC Kaiserslautern,3 - 2
291,6,1964-10-10,1. FC Nurnberg,Karlsruher SC,4 - 1
292,6,1964-10-10,Hannover 96,Werder Bremen,1 - 2
293,6,1964-10-10,Hamburger SV,Frankfurter SG Eintracht,2 - 1
294,6,1964-10-10,VfB Stuttgart,FC Schalke 04,2 - 1
295,6,1964-10-10,Borussia Neunkirchen,Meidericher SV,4 - 2
296,6,1964-10-17,TSV 1860 Munchen,Hannover 96,4 - 0
297,7,1964-10-17,FC Schalke 04,Hertha BSC,3 - 0
298,7,1964-10-17,1. FC Kaiserslautern,1. FC Nurnberg,3 - 2
299,7,1964-10-17,Karlsruher SC,Hamburger SV,2 - 2
300,7,1964-10-17,Meidericher SV,VfB Stuttgart,3 - 3
301,7,1964-10-17,Eintracht Braunschweig,Borussia Dortmund,0 - 1
302,7,1964-10-17,Werder Bremen,Borussia Neunkirchen,2 - 0
303,7,1964-10-17,Frankfurter SG Eintracht,1. FC Koln,1 - 4
304,7,1964-10-24,Hamburger SV,1. FC Kaiserslautern,3 - 2
305,8,1964-10-24,Hertha BSC,Meidericher SV,2 - 2
306,8,1964-10-24,Borussia Dortmund,Frankfurter SG Eintracht,1 - 3
307,8,1964-10-24,1. FC Nurnberg,Eintracht Braunschweig,3 - 2
308,8,1964-10-24,VfB Stuttgart,Werder Bremen,1 - 1
309,8,1964-10-24,Borussia Neunkirchen,TSV 1860 Munchen,3 - 0
310,8,1964-10-24,1. FC Koln,Karlsruher SC,4 - 1
311,8,1964-10-24,Hannover 96,FC Schalke 04,1 - 0
312,8,1964-11-07,Eintracht Braunschweig,Hamburger SV,2 - 0
313,9,1964-11-07,Karlsruher SC,Borussia Dortmund,2 - 0
314,9,1964-11-07,Frankfurter SG Eintracht,1. FC Nurnberg,1 - 1
315,9,1964-11-07,TSV 1860 Munchen,VfB Stuttgart,1 - 0
316,9,1964-11-07,Meidericher SV,Hannover 96,1 - 0
317,9,1964-11-07,1. FC Kaiserslautern,1. FC Koln,2 - 2
318,9,1964-11-07,FC Schalke 04,Borussia Neunkirchen,1 - 1
319,9,1964-11-07,Werder Bremen,Hertha BSC,5 - 1
320,9,1964-11-14,Hertha BSC,1. FC Kaiserslautern,5 - 3
321,10,1964-11-14,1. FC Koln,TSV 1860 Munchen,1 - 1
322,10,1964-11-14,Werder Bremen,FC Schalke 04,2 - 2
323,10,1964-11-14,VfB Stuttgart,Eintracht Braunschweig,3 - 1
324,10,1964-11-14,1. FC Nurnberg,Hamburger SV,2 - 3
325,10,1964-11-14,Hannover 96,Frankfurter SG Eintracht,3 - 2
326,10,1964-11-19,Borussia Dortmund,Meidericher SV,0 - 0
327,10,1965-01-11,Borussia Neunkirchen,Karlsruher SC,1 - 0
328,10,1964-11-21,FC Schalke 04,1. FC Koln,2 - 3
329,11,1964-11-21,Hamburger SV,Borussia Dortmund,1 - 4
330,11,1964-11-21,Meidericher SV,1. FC Nurnberg,2 - 0
331,11,1964-11-21,TSV 1860 Munchen,Werder Bremen,3 - 1
332,11,1964-11-21,Karlsruher SC,Hannover 96,2 - 3
333,11,1964-11-21,1. FC Kaiserslautern,VfB Stuttgart,2 - 1
