,Round Number,Date,Home Team,Away Team,Result
10000,0,1999-08-13,VfL Wolfsburg,TSV 1860 Munchen,2 - 1
10001,0,1999-08-13,MSV Duisburg,Bayer Leverkusen,0 - 0
10002,0,1999-08-14,1. FC Kaiserslautern,Borussia Dortmund,1 - 0
10003,0,1999-08-14,FC Schalke 04,Arminia Bielefeld,1 - 1
10004,0,1999-08-14,VfB Stuttgart,Werder Bremen,0 - 0
10005,0,1999-08-14,Bayern Munchen,Hamburger SV,2 - 2
10006,0,1999-08-14,Eintracht Frankfurt,SpVgg Unterhaching,3 - 0
10007,0,1999-08-15,SSV Ulm 1846,SC Freiburg,1 - 1
10008,0,1999-08-15,Hertha BSC,Hansa Rostock,5 - 2
10009,0,1999-08-20,SpVgg Unterhaching,MSV Duisburg,2 - 0
10010,1,1999-08-20,Arminia Bielefeld,Hertha BSC,1 - 1
10011,1,1999-08-21,Hamburger SV,VfB Stuttgart,3 - 0
10012,1,1999-08-21,Werder Bremen,FC Schalke 04,0 - 1
10013,1,1999-08-21,Borussia Dortmund,VfL Wolfsburg,2 - 1
10014,1,1999-08-21,TSV 1860 Munchen,SSV Ulm 1846,4 - 1
10015,1,1999-08-21,SC Freiburg,Eintracht Frankfurt,2 - 3
10016,1,1999-08-22,Hansa Rostock,1. FC Kaiserslautern,4 - 2
10017,1,1999-08-22,Bayer Leverkusen,Bayern Munchen,2 - 0
10018,1,1999-08-27,1. FC Kaiserslautern,Arminia Bielefeld,0 - 2
10019,2,1999-08-27,FC Schalke 04,Hamburger SV,1 - 3
10020,2,1999-08-28,VfL Wolfsburg,Hansa Rostock,2 - 0
10021,2,1999-08-28,Hertha BSC,Werder Bremen,1 - 1
10022,2,1999-08-28,VfB Stuttgart,Bayer Leverkusen,1 - 2
10023,2,1999-08-28,Bayern Munchen,SpVgg Unterhaching,1 - 0
10024,2,1999-08-28,SC Freiburg,TSV 1860 Munchen,3 - 0
10025,2,1999-08-29,SSV Ulm 1846,Borussia Dortmund,0 - 1
10026,2,1999-08-29,Eintracht Frankfurt,MSV Duisburg,2 - 2
10027,2,1999-09-10,Arminia Bielefeld,VfL Wolfsburg,0 - 0
10028,3,1999-09-10,Hansa Rostock,SSV Ulm 1846,2 - 1
10029,3,1999-09-11,SpVgg Unterhaching,VfB Stuttgart,2 - 0
10030,3,1999-09-11,Hamburger SV,Hertha BSC,5 - 1
10031,3,1999-09-11,Borussia Dortmund,SC Freiburg,1 - 1
10032,3,1999-09-11,MSV Duisburg,Bayern Munchen,1 - 2
10033,3,1999-09-11,Bayer Leverkusen,FC Schalke 04,3 - 2
10034,3,1999-09-12,Werder Bremen,1. FC Kaiserslautern,5 - 0
10035,3,1999-09-12,TSV 1860 Munchen,Eintracht Frankfurt,2 - 0
10036,3,1999-09-17,TSV 1860 Munchen,Borussia Dortmund,0 - 3
10037,4,1999-09-17,SC Freiburg,Hansa Rostock,5 - 0
10038,4,1999-09-18,SSV Ulm 1846,Arminia Bielefeld,2 - 0
10039,4,1999-09-18,Hertha BSC,Bayer Leverkusen,0 - 0
10040,4,1999-09-18,FC Schalke 04,SpVgg Unterhaching,1 - 0
10041,4,1999-09-18,VfB Stuttgart,MSV Duisburg,4 - 2
10042,4,1999-09-18,Eintracht Frankfurt,Bayern Munchen,1 - 2
10043,4,1999-09-19,VfL Wolfsburg,Werder Bremen,2 - 7
10044,4,1999-09-19,1. FC Kaiserslautern,Hamburger SV,2 - 0
10045,4,1999-09-24,Hamburger SV,VfL Wolfsburg,2 - 2
10046,5,1999-09-24,Bayern Munchen,VfB Stuttgart,0 - 1
10047,5,1999-09-25,SpVgg Unterhaching,Hertha BSC,1 - 1
10048,5,1999-09-25,Werder Bremen,SSV Ulm 1846,2 - 2
10049,5,1999-09-25,Hansa Rostock,TSV 1860 Munchen,0 - 0
10050,5,1999-09-25,Borussia Dortmund,Eintracht Frankfurt,1 - 0
10051,5,1999-09-25,MSV Duisburg,FC Schalke 04,1 - 1
10052,5,1999-09-26,Arminia Bielefeld,SC Freiburg,2 - 1
10053,5,1999-09-26,Bayer Leverkusen,1. FC Kaiserslautern,3 - 1
10054,5,1999-10-01,TSV 1860 Munchen,Arminia Bielefeld,5 - 0
10055,6,1999-10-01,Eintracht Frankfurt,VfB Stuttgart,0 - 1
10056,6,1999-10-02,SSV Ulm 1846,Hamburger SV,1 - 2
10057,6,1999-10-02,VfL Wolfsburg,Bayer Leverkusen,3 - 1
10058,6,1999-10-02,Hertha BSC,MSV Duisburg,2 - 1
10059,6,1999-10-02,FC Schalke 04,Bayern Munchen,1 - 1
10060,6,1999-10-02,Borussia Dortmund,Hansa Rostock,3 - 0
10061,6,1999-10-03,1. FC Kaiserslautern,SpVgg Unterhaching,4 - 2
10062,6,1999-10-03,SC Freiburg,Werder Bremen,2 - 1
10063,6,1999-10-15,Arminia Bielefeld,Borussia Dortmund,0 - 2
10064,7,1999-10-15,Bayer Leverkusen,SSV Ulm 1846,4 - 1
10065,7,1999-10-16,Hamburger SV,SC Freiburg,2 - 0
10066,7,1999-10-16,Werder Bremen,TSV 1860 Munchen,1 - 3
10067,7,1999-10-16,Hansa Rostock,Eintracht Frankfurt,3 - 1
10068,7,1999-10-16,Bayern Munchen,Hertha BSC,3 - 1
10069,7,1999-10-16,MSV Duisburg,1. FC Kaiserslautern,2 - 2
10070,7,1999-10-17,SpVgg Unterhaching,VfL Wolfsburg,1 - 1
10071,7,1999-10-17,VfB Stuttgart,FC Schalke 04,0 - 2
10072,7,1999-10-22,Eintracht Frankfurt,FC Schalke 04,0 - 2
10073,8,1999-10-22,Hansa Rostock,Arminia Bielefeld,2 - 1
10074,8,1999-10-23,SSV Ulm 1846,SpVgg Unterhaching,1 - 0
10075,8,1999-10-23,1. FC Kaiserslautern,Bayern Munchen,0 - 2
10076,8,1999-10-23,Hertha BSC,VfB Stuttgart,1 - 1
10077,8,1999-10-23,TSV 1860 Munchen,Hamburger SV,0 - 0
10078,8,1999-10-23,SC Freiburg,Bayer Leverkusen,0 - 0
10079,8,1999-10-24,VfL Wolfsburg,MSV Duisburg,1 - 0
10080,8,1999-10-24,Borussia Dortmund,Werder Bremen,1 - 3
10081,8,1999-10-29,Arminia Bielefeld,Eintracht Frankfurt,1 - 1
10082,9,1999-10-29,Werder Bremen,Hansa Rostock,2 - 1
10083,9,1999-10-30,Hamburger SV,Borussia Dortmund,1 - 1
10084,9,1999-10-30,FC Schalke 04,Hertha BSC,1 - 1
10085,9,1999-10-30,Bayern Munchen,VfL Wolfsburg,5 - 0
10086,9,1999-10-30,MSV Duisburg,SSV Ulm 1846,0 - 0
10087,9,1999-10-30,Bayer Leverkusen,TSV 1860 Munchen,1 - 1
10088,9,1999-10-31,SpVgg Unterhaching,SC Freiburg,1 - 0
10089,9,1999-10-31,VfB Stuttgart,1. FC Kaiserslautern,0 - 1
10090,9,1999-11-05,Hansa Rostock,Hamburger SV,3 - 3
10091,10,1999-11-05,SC Freiburg,MSV Duisburg,3 - 0
10092,10,1999-11-06,SSV Ulm 1846,Bayern Munchen,0 - 1
10093,10,1999-11-06,VfL Wolfsburg,VfB Stuttgart,0 - 2
10094,10,1999-11-06,Borussia Dortmund,Bayer Leverkusen,1 - 1
10095,10,1999-11-06,TSV 1860 Munchen,SpVgg Unterhaching,2 - 1
10096,10,1999-11-06,Eintracht Frankfurt,Hertha BSC,4 - 0
10097,10,1999-11-07,1. FC Kaiserslautern,FC Schalke 04,2 - 1
10098,10,1999-11-07,Arminia Bielefeld,Werder Bremen,2 - 2
10099,10,1999-11-19,Werder Bremen,Eintracht Frankfurt,3 - 1
10100,11,1999-11-20,Hertha BSC,1. FC Kaiserslautern,0 - 1
10101,11,1999-11-20,FC Schalke 04,VfL Wolfsburg,1 - 1
10102,11,1999-11-20,VfB Stuttgart,SSV Ulm 1846,2 - 0
10103,11,1999-11-20,Bayern Munchen,SC Freiburg,6 - 1
10104,11,1999-11-20,Bayer Leverkusen,Hansa Rostock,1 - 1
10105,11,1999-11-21,Hamburger SV,Arminia Bielefeld,5 - 0
10106,11,1999-11-21,MSV Duisburg,TSV 1860 Munchen,3 - 0
10107,11,1999-12-01,SpVgg Unterhaching,Borussia Dortmund,1 - 0
