,Round Number,Date,Home Team,Away Team,Result
30350,0,2006-08-11,1. FC Kaiserslautern,Rot-Weiss Essen,1 - 0
30351,0,2006-08-11,Wacker Burghausen,Karlsruher SC,0 - 4
30352,0,2006-08-11,Kickers Offenbach,Carl Zeiss Jena,2 - 2
30353,0,2006-08-13,MSV Duisburg,TuS Koblenz,2 - 1
30354,0,2006-08-13,SC Freiburg,Hansa Rostock,0 - 0
30355,0,2006-08-13,SpVgg Greuther Furth,1860 Munchen,1 - 1
30356,0,2006-08-13,Erzgebirge Aue,SpVgg Unterhaching,1 - 0
30357,0,2006-08-13,Eintracht Braunschweig,SC Paderborn 07,0 - 0
30358,0,2006-08-14,FC Augsburg,1. FC Koln,0 - 2
30359,0,2006-08-18,Hansa Rostock,Erzgebirge Aue,1 - 0
30360,1,2006-08-18,1860 Munchen,Kickers Offenbach,3 - 0
30361,1,2006-08-18,Carl Zeiss Jena,Eintracht Braunschweig,0 - 0
30362,1,2006-08-20,1. FC Koln,Wacker Burghausen,5 - 1
30363,1,2006-08-20,SC Paderborn 07,FC Augsburg,1 - 0
30364,1,2006-08-20,SpVgg Unterhaching,MSV Duisburg,0 - 1
30365,1,2006-08-20,Rot-Weiss Essen,SC Freiburg,2 - 0
30366,1,2006-08-20,TuS Koblenz,SpVgg Greuther Furth,1 - 0
30367,1,2006-08-21,Karlsruher SC,1. FC Kaiserslautern,2 - 0
30368,1,2006-08-25,SC Freiburg,SpVgg Unterhaching,1 - 1
30369,2,2006-08-25,Kickers Offenbach,Karlsruher SC,0 - 1
30370,2,2006-08-25,Carl Zeiss Jena,1. FC Koln,3 - 2
30371,2,2006-08-27,1. FC Kaiserslautern,SC Paderborn 07,2 - 0
30372,2,2006-08-27,MSV Duisburg,Erzgebirge Aue,4 - 2
30373,2,2006-08-27,SpVgg Greuther Furth,Hansa Rostock,1 - 3
30374,2,2006-08-27,Eintracht Braunschweig,TuS Koblenz,0 - 2
30375,2,2006-08-27,FC Augsburg,Rot-Weiss Essen,0 - 0
30376,2,2006-08-28,Wacker Burghausen,1860 Munchen,0 - 2
30377,2,2006-09-15,1. FC Koln,Eintracht Braunschweig,4 - 1
30378,3,2006-09-15,SpVgg Unterhaching,FC Augsburg,0 - 1
30379,3,2006-09-15,Rot-Weiss Essen,Carl Zeiss Jena,4 - 4
30380,3,2006-09-17,Karlsruher SC,MSV Duisburg,3 - 3
30381,3,2006-09-17,Erzgebirge Aue,SpVgg Greuther Furth,0 - 3
30382,3,2006-09-17,SC Paderborn 07,Kickers Offenbach,2 - 1
30383,3,2006-09-17,1860 Munchen,SC Freiburg,1 - 1
30384,3,2006-09-17,TuS Koblenz,Wacker Burghausen,1 - 2
30385,3,2006-09-18,Hansa Rostock,1. FC Kaiserslautern,2 - 0
30386,3,2006-09-22,1. FC Kaiserslautern,TuS Koblenz,4 - 3
30387,4,2006-09-22,SC Freiburg,SpVgg Greuther Furth,3 - 3
30388,4,2006-09-22,Eintracht Braunschweig,Karlsruher SC,2 - 2
30389,4,2006-09-24,MSV Duisburg,1860 Munchen,0 - 0
30390,4,2006-09-24,Wacker Burghausen,Erzgebirge Aue,1 - 1
30391,4,2006-09-24,Kickers Offenbach,SpVgg Unterhaching,1 - 1
30392,4,2006-09-24,Carl Zeiss Jena,SC Paderborn 07,1 - 1
30393,4,2006-09-24,FC Augsburg,Hansa Rostock,1 - 1
30394,4,2006-09-25,1. FC Koln,Rot-Weiss Essen,1 - 0
30395,4,2006-09-29,SC Paderborn 07,1. FC Koln,2 - 0
30396,5,2006-09-29,SpVgg Unterhaching,1. FC Kaiserslautern,1 - 1
30397,5,2006-09-29,TuS Koblenz,Kickers Offenbach,1 - 1
30398,5,2006-10-01,SpVgg Greuther Furth,Wacker Burghausen,4 - 1
30399,5,2006-10-01,Karlsruher SC,FC Augsburg,3 - 2
30400,5,2006-10-01,Erzgebirge Aue,SC Freiburg,3 - 1
30401,5,2006-10-01,1860 Munchen,Carl Zeiss Jena,2 - 0
30402,5,2006-10-01,Rot-Weiss Essen,Eintracht Braunschweig,2 - 0
30403,5,2006-10-02,Hansa Rostock,MSV Duisburg,1 - 0
30404,5,2006-10-13,MSV Duisburg,SC Freiburg,1 - 1
30405,6,2006-10-13,Eintracht Braunschweig,1860 Munchen,2 - 0
30406,6,2006-10-13,FC Augsburg,SpVgg Greuther Furth,1 - 0
30407,6,2006-10-15,1. FC Kaiserslautern,Erzgebirge Aue,4 - 0
30408,6,2006-10-15,Wacker Burghausen,Hansa Rostock,0 - 1
30409,6,2006-10-15,SC Paderborn 07,TuS Koblenz,1 - 2
30410,6,2006-10-15,Kickers Offenbach,Rot-Weiss Essen,1 - 0
30411,6,2006-10-15,Carl Zeiss Jena,SpVgg Unterhaching,0 - 2
30412,6,2006-10-16,1. FC Koln,Karlsruher SC,1 - 1
30413,6,2006-10-20,SC Freiburg,Wacker Burghausen,2 - 0
30414,7,2006-10-20,SpVgg Greuther Furth,MSV Duisburg,3 - 5
30415,7,2006-10-20,Karlsruher SC,Carl Zeiss Jena,4 - 1
30416,7,2006-10-20,SpVgg Unterhaching,1. FC Koln,0 - 0
30417,7,2006-10-22,Erzgebirge Aue,Eintracht Braunschweig,3 - 0
30418,7,2006-10-22,Hansa Rostock,Kickers Offenbach,2 - 1
30419,7,2006-10-22,1860 Munchen,1. FC Kaiserslautern,0 - 1
30420,7,2006-10-22,Rot-Weiss Essen,SC Paderborn 07,2 - 2
30421,7,2006-10-23,TuS Koblenz,FC Augsburg,1 - 1
30422,7,2006-10-27,Eintracht Braunschweig,SpVgg Greuther Furth,0 - 2
30423,8,2006-10-27,Carl Zeiss Jena,TuS Koblenz,2 - 0
30424,8,2006-10-27,FC Augsburg,1860 Munchen,3 - 0
30425,8,2006-10-29,1. FC Koln,Hansa Rostock,2 - 2
30426,8,2006-10-29,Wacker Burghausen,MSV Duisburg,1 - 1
30427,8,2006-10-29,SC Paderborn 07,SpVgg Unterhaching,2 - 0
30428,8,2006-10-29,Kickers Offenbach,Erzgebirge Aue,3 - 1
30429,8,2006-10-29,Rot-Weiss Essen,Karlsruher SC,1 - 2
30430,8,2006-10-30,1. FC Kaiserslautern,SC Freiburg,1 - 3
30431,8,2006-11-03,SC Freiburg,Eintracht Braunschweig,1 - 0
30432,9,2006-11-03,Karlsruher SC,SC Paderborn 07,3 - 0
30433,9,2006-11-03,Hansa Rostock,Carl Zeiss Jena,1 - 1
30434,9,2006-11-03,1860 Munchen,Rot-Weiss Essen,2 - 0
30435,9,2006-11-03,SpVgg Unterhaching,Wacker Burghausen,0 - 2
30436,9,2006-11-03,TuS Koblenz,1. FC Koln,3 - 1
30437,9,2006-11-05,MSV Duisburg,1. FC Kaiserslautern,1 - 1
30438,9,2006-11-05,SpVgg Greuther Furth,Kickers Offenbach,2 - 0
30439,9,2006-11-05,Erzgebirge Aue,FC Augsburg,1 - 1
30440,9,2006-11-07,Karlsruher SC,1860 Munchen,4 - 1
30441,10,2006-11-07,SC Paderborn 07,Hansa Rostock,0 - 2
30442,10,2006-11-07,Eintracht Braunschweig,SpVgg Unterhaching,2 - 3
30443,10,2006-11-07,Rot-Weiss Essen,TuS Koblenz,0 - 1
30444,10,2006-11-08,1. FC Kaiserslautern,Wacker Burghausen,4 - 0
30445,10,2006-11-08,1. FC Koln,Erzgebirge Aue,0 - 1
30446,10,2006-11-08,Kickers Offenbach,MSV Duisburg,0 - 0
30447,10,2006-11-08,Carl Zeiss Jena,SpVgg Greuther Furth,1 - 1
30448,10,2006-11-08,FC Augsburg,SC Freiburg,2 - 0
30449,10,2006-11-10,Hansa Rostock,Eintracht Braunschweig,4 - 0
30450,11,2006-11-10,1860 Munchen,SC Paderborn 07,1 - 0
30451,11,2006-11-10,TuS Koblenz,Karlsruher SC,1 - 1
30452,11,2006-11-12,MSV Duisburg,FC Augsburg,3 - 0
30453,11,2006-11-12,SC Freiburg,1. FC Koln,0 - 0
30454,11,2006-11-12,Erzgebirge Aue,Carl Zeiss Jena,5 - 1
30455,11,2006-11-12,Wacker Burghausen,Kickers Offenbach,4 - 1
30456,11,2006-11-12,SpVgg Unterhaching,Rot-Weiss Essen,2 - 1
30457,11,2006-11-13,SpVgg Greuther Furth,1. FC Kaiserslautern,2 - 2
30458,11,2006-11-17,Kickers Offenbach,1. FC Kaiserslautern,0 - 1
30459,12,2006-11-17,Eintracht Braunschweig,MSV Duisburg,1 - 1
30460,12,2006-11-17,Carl Zeiss Jena,SC Freiburg,2 - 1
30461,12,2006-11-19,1. FC Koln,1860 Munchen,1 - 2
30462,12,2006-11-19,SC Paderborn 07,SpVgg Greuther Furth,0 - 0
30463,12,2006-11-19,Rot-Weiss Essen,Erzgebirge Aue,0 - 1
30464,12,2006-11-19,TuS Koblenz,SpVgg Unterhaching,0 - 0
30465,12,2006-11-19,FC Augsburg,Wacker Burghausen,1 - 0
30466,12,2006-11-20,Karlsruher SC,Hansa Rostock,4 - 4
30467,12,2006-11-24,1. FC Kaiserslautern,FC Augsburg,0 - 0
30468,13,2006-11-24,MSV Duisburg,Carl Zeiss Jena,4 - 0
30469,13,2006-11-24,Hansa Rostock,Rot-Weiss Essen,2 - 0
30470,13,2006-11-26,SC Freiburg,Kickers Offenbach,1 - 3
30471,13,2006-11-26,SpVgg Greuther Furth,1. FC Koln,1 - 2
30472,13,2006-11-26,Erzgebirge Aue,SC Paderborn 07,1 - 0
30473,13,2006-11-26,Wacker Burghausen,Eintracht Braunschweig,1 - 1
30474,13,2006-11-26,SpVgg Unterhaching,Karlsruher SC,0 - 1
30475,13,2006-11-27,1860 Munchen,TuS Koblenz,2 - 1
30476,13,2006-12-01,SC Paderborn 07,SC Freiburg,1 - 1
30477,14,2006-12-01,Rot-Weiss Essen,SpVgg Greuther Furth,1 - 0
30478,14,2006-12-01,TuS Koblenz,Hansa Rostock,0 - 3
30479,14,2006-12-03,Karlsruher SC,Erzgebirge Aue,0 - 1
30480,14,2006-12-03,Kickers Offenbach,FC Augsburg,3 - 2
30481,14,2006-12-03,Eintracht Braunschweig,1. FC Kaiserslautern,0 - 1
30482,14,2006-12-03,SpVgg Unterhaching,1860 Munchen,5 - 1
30483,14,2006-12-03,Carl Zeiss Jena,Wacker Burghausen,0 - 2
30484,14,2006-12-04,1. FC Koln,MSV Duisburg,1 - 3
30485,14,2006-12-08,1. FC Kaiserslautern,Carl Zeiss Jena,0 - 0
30486,15,2006-12-08,Erzgebirge Aue,TuS Koblenz,4 - 1
30487,15,2006-12-08,Wacker Burghausen,Rot-Weiss Essen,1 - 1
30488,15,2006-12-10,MSV Duisburg,SC Paderborn 07,1 - 1
30489,15,2006-12-10,SpVgg Greuther Furth,SpVgg Unterhaching,1 - 0
30490,15,2006-12-10,Hansa Rostock,1860 Munchen,1 - 1
30491,15,2006-12-10,Kickers Offenbach,1. FC Koln,2 - 0
30492,15,2006-12-10,FC Augsburg,Eintracht Braunschweig,0 - 0
30493,15,2006-12-11,SC Freiburg,Karlsruher SC,0 - 4
30494,15,2006-12-15,1. FC Koln,1. FC Kaiserslautern,2 - 2
30495,16,2006-12-15,SpVgg Unterhaching,Hansa Rostock,0 - 0
30496,16,2006-12-15,Carl Zeiss Jena,FC Augsburg,0 - 2
30497,16,2006-12-17,Karlsruher SC,SpVgg Greuther Furth,2 - 0
30498,16,2006-12-17,SC Paderborn 07,Wacker Burghausen,1 - 1
30499,16,2006-12-17,Eintracht Braunschweig,Kickers Offenbach,1 - 2
30500,16,2006-12-17,Rot-Weiss Essen,MSV Duisburg,1 - 2
30501,16,2006-12-17,TuS Koblenz,SC Freiburg,0 - 1
30502,16,2006-12-18,1860 Munchen,Erzgebirge Aue,4 - 0
30503,16,2007-01-19,Rot-Weiss Essen,1. FC Kaiserslautern,0 - 0
30504,17,2007-01-19,SpVgg Unterhaching,Erzgebirge Aue,1 - 1
30505,17,2007-01-19,Carl Zeiss Jena,Kickers Offenbach,2 - 3
30506,17,2007-01-21,TuS Koblenz,MSV Duisburg,1 - 1
30507,17,2007-01-21,1860 Munchen,SpVgg Greuther Furth,0 - 3
30508,17,2007-01-21,Karlsruher SC,Wacker Burghausen,2 - 1
30509,17,2007-01-21,SC Paderborn 07,Eintracht Braunschweig,0 - 0
30510,17,2007-01-21,1. FC Koln,FC Augsburg,1 - 1
30511,17,2007-01-22,Hansa Rostock,SC Freiburg,0 - 1
30512,17,2007-01-26,Wacker Burghausen,1. FC Koln,1 - 3
30513,18,2007-01-26,Eintracht Braunschweig,Carl Zeiss Jena,1 - 0
30514,18,2007-01-28,Erzgebirge Aue,Hansa Rostock,3 - 0
30515,18,2007-01-28,Kickers Offenbach,1860 Munchen,2 - 1
30516,18,2007-01-28,MSV Duisburg,SpVgg Unterhaching,4 - 2
30517,18,2007-01-28,SC Freiburg,Rot-Weiss Essen,3 - 1
30518,18,2007-01-28,SpVgg Greuther Furth,TuS Koblenz,2 - 0
30519,18,2007-01-29,1. FC Kaiserslautern,Karlsruher SC,1 - 1
30520,18,2007-01-30,FC Augsburg,SC Paderborn 07,0 - 1
30521,18,2007-02-02,Erzgebirge Aue,MSV Duisburg,0 - 1
30522,19,2007-02-02,Karlsruher SC,Kickers Offenbach,2 - 1
30523,19,2007-02-02,TuS Koblenz,Eintracht Braunschweig,1 - 0
30524,19,2007-02-04,SC Paderborn 07,1. FC Kaiserslautern,0 - 1
30525,19,2007-02-04,SpVgg Unterhaching,SC Freiburg,0 - 2
30526,19,2007-02-04,Hansa Rostock,SpVgg Greuther Furth,1 - 0
30527,19,2007-02-04,1. FC Koln,Carl Zeiss Jena,1 - 0
30528,19,2007-02-04,Rot-Weiss Essen,FC Augsburg,0 - 0
30529,19,2007-02-05,1860 Munchen,Wacker Burghausen,5 - 1
30530,19,2007-02-09,Eintracht Braunschweig,1. FC Koln,0 - 1
30531,20,2007-02-09,1. FC Kaiserslautern,Hansa Rostock,1 - 1
30532,20,2007-02-09,FC Augsburg,SpVgg Unterhaching,2 - 1
30533,20,2007-02-11,SpVgg Greuther Furth,Erzgebirge Aue,2 - 1
30534,20,2007-02-11,Kickers Offenbach,SC Paderborn 07,0 - 2
30535,20,2007-02-11,SC Freiburg,1860 Munchen,3 - 0
30536,20,2007-02-11,Carl Zeiss Jena,Rot-Weiss Essen,2 - 0
30537,20,2007-02-11,Wacker Burghausen,TuS Koblenz,0 - 0
30538,20,2007-02-12,MSV Duisburg,Karlsruher SC,2 - 1
30539,20,2007-02-16,TuS Koblenz,1. FC Kaiserslautern,0 - 0
30540,21,2007-02-16,Erzgebirge Aue,Wacker Burghausen,3 - 0
30541,21,2007-02-16,SpVgg Unterhaching,Kickers Offenbach,2 - 0
30542,21,2007-02-18,Rot-Weiss Essen,1. FC Koln,5 - 0
30543,21,2007-02-18,1860 Munchen,MSV Duisburg,2 - 2
30544,21,2007-02-18,Karlsruher SC,Eintracht Braunschweig,2 - 0
30545,21,2007-02-18,SC Paderborn 07,Carl Zeiss Jena,0 - 1
30546,21,2007-02-18,Hansa Rostock,FC Augsburg,2 - 2
30547,21,2007-02-19,SpVgg Greuther Furth,SC Freiburg,0 - 0
30548,21,2007-02-23,Carl Zeiss Jena,1860 Munchen,3 - 1
30549,22,2007-02-23,Eintracht Braunschweig,Rot-Weiss Essen,0 - 1
30550,22,2007-02-23,Kickers Offenbach,TuS Koblenz,2 - 3
30551,22,2007-02-25,Wacker Burghausen,SpVgg Greuther Furth,3 - 4
30552,22,2007-02-25,FC Augsburg,Karlsruher SC,3 - 1
30553,22,2007-02-25,SC Freiburg,Erzgebirge Aue,5 - 4
30554,22,2007-02-25,1. FC Koln,SC Paderborn 07,1 - 1
30555,22,2007-02-25,1. FC Kaiserslautern,SpVgg Unterhaching,4 - 0
30556,22,2007-02-26,MSV Duisburg,Hansa Rostock,1 - 2
30557,22,2007-03-02,Erzgebirge Aue,1. FC Kaiserslautern,1 - 0
30558,23,2007-03-02,SpVgg Unterhaching,Carl Zeiss Jena,2 - 0
30559,23,2007-03-02,SpVgg Greuther Furth,FC Augsburg,2 - 1
30560,23,2007-03-04,Hansa Rostock,Wacker Burghausen,0 - 0
30561,23,2007-03-04,TuS Koblenz,SC Paderborn 07,3 - 1
30562,23,2007-03-04,Rot-Weiss Essen,Kickers Offenbach,2 - 2
30563,23,2007-03-04,1860 Munchen,Eintracht Braunschweig,2 - 0
30564,23,2007-03-04,SC Freiburg,MSV Duisburg,2 - 1
30565,23,2007-03-05,Karlsruher SC,1. FC Koln,2 - 1
30566,23,2007-03-09,Wacker Burghausen,SC Freiburg,2 - 2
30567,24,2007-03-09,Eintracht Braunschweig,Erzgebirge Aue,1 - 0
30568,24,2007-03-09,FC Augsburg,TuS Koblenz,2 - 0
30569,24,2007-03-11,MSV Duisburg,SpVgg Greuther Furth,0 - 2
30570,24,2007-03-11,Carl Zeiss Jena,Karlsruher SC,1 - 3
30571,24,2007-03-11,Kickers Offenbach,Hansa Rostock,1 - 1
30572,24,2007-03-11,1. FC Koln,SpVgg Unterhaching,4 - 1
30573,24,2007-03-11,SC Paderborn 07,Rot-Weiss Essen,3 - 2
30574,24,2007-03-12,1. FC Kaiserslautern,1860 Munchen,2 - 1
30575,24,2007-03-16,TuS Koblenz,Carl Zeiss Jena,0 - 0
30576,25,2007-03-16,Karlsruher SC,Rot-Weiss Essen,1 - 3
30577,25,2007-03-16,1860 Munchen,FC Augsburg,0 - 3
30578,25,2007-03-18,SC Freiburg,1. FC Kaiserslautern,4 - 1
30579,25,2007-03-18,MSV Duisburg,Wacker Burghausen,3 - 4
30580,25,2007-03-18,SpVgg Unterhaching,SC Paderborn 07,0 - 3
30581,25,2007-03-18,Erzgebirge Aue,Kickers Offenbach,2 - 1
30582,25,2007-03-18,SpVgg Greuther Furth,Eintracht Braunschweig,3 - 0
30583,25,2007-03-19,Hansa Rostock,1. FC Koln,1 - 1
30584,25,2007-03-30,SC Paderborn 07,Karlsruher SC,1 - 2
30585,26,2007-03-30,Carl Zeiss Jena,Hansa Rostock,1 - 2
30586,26,2007-03-30,Wacker Burghausen,SpVgg Unterhaching,4 - 1
30587,26,2007-04-01,Eintracht Braunschweig,SC Freiburg,0 - 2
30588,26,2007-04-01,Kickers Offenbach,SpVgg Greuther Furth,1 - 2
30589,26,2007-04-01,FC Augsburg,Erzgebirge Aue,3 - 0
30590,26,2007-04-01,Rot-Weiss Essen,1860 Munchen,0 - 2
30591,26,2007-04-01,1. FC Koln,TuS Koblenz,3 - 1
30592,26,2007-04-02,1. FC Kaiserslautern,MSV Duisburg,0 - 3
30593,26,2007-04-05,Erzgebirge Aue,1. FC Koln,0 - 1
30594,27,2007-04-05,Hansa Rostock,SC Paderborn 07,2 - 0
30595,27,2007-04-05,TuS Koblenz,Rot-Weiss Essen,0 - 1
30596,27,2007-04-08,MSV Duisburg,Kickers Offenbach,4 - 0
30597,27,2007-04-08,SpVgg Unterhaching,Eintracht Braunschweig,3 - 2
30598,27,2007-04-08,SpVgg Greuther Furth,Carl Zeiss Jena,2 - 0
30599,27,2007-04-08,SC Freiburg,FC Augsburg,2 - 0
30600,27,2007-04-08,Wacker Burghausen,1. FC Kaiserslautern,0 - 0
30601,27,2007-04-09,1860 Munchen,Karlsruher SC,2 - 0
30602,27,2007-04-13,FC Augsburg,MSV Duisburg,1 - 2
30603,28,2007-04-13,Eintracht Braunschweig,Hansa Rostock,1 - 1
30604,28,2007-04-13,SC Paderborn 07,1860 Munchen,3 - 0
30605,28,2007-04-15,1. FC Koln,SC Freiburg,0 - 3
30606,28,2007-04-15,1. FC Kaiserslautern,SpVgg Greuther Furth,3 - 0
30607,28,2007-04-15,Kickers Offenbach,Wacker Burghausen,2 - 1
30608,28,2007-04-15,Rot-Weiss Essen,SpVgg Unterhaching,1 - 1
30609,28,2007-04-15,Karlsruher SC,TuS Koblenz,3 - 1
30610,28,2007-04-16,Carl Zeiss Jena,Erzgebirge Aue,2 - 1
30611,28,2007-04-20,1860 Munchen,1. FC Koln,3 - 1
30612,29,2007-04-20,1. FC Kaiserslautern,Kickers Offenbach,4 - 0
30613,29,2007-04-20,Erzgebirge Aue,Rot-Weiss Essen,0 - 0
30614,29,2007-04-22,SpVgg Greuther Furth,SC Paderborn 07,3 - 0
30615,29,2007-04-22,MSV Duisburg,Eintracht Braunschweig,0 - 0
30616,29,2007-04-22,SC Freiburg,Carl Zeiss Jena,1 - 3
30617,29,2007-04-22,SpVgg Unterhaching,TuS Koblenz,1 - 0
30618,29,2007-04-22,Wacker Burghausen,FC Augsburg,0 - 2
30619,29,2007-04-23,Hansa Rostock,Karlsruher SC,1 - 2
30620,29,2007-04-27,Carl Zeiss Jena,MSV Duisburg,3 - 3
30621,30,2007-04-27,SC Paderborn 07,Erzgebirge Aue,1 - 0
30622,30,2007-04-27,Eintracht Braunschweig,Wacker Burghausen,3 - 1
30623,30,2007-04-29,FC Augsburg,1. FC Kaiserslautern,3 - 2
30624,30,2007-04-29,Kickers Offenbach,SC Freiburg,2 - 3
30625,30,2007-04-29,1. FC Koln,SpVgg Greuther Furth,0 - 2
30626,30,2007-04-29,TuS Koblenz,1860 Munchen,2 - 1
30627,30,2007-04-29,Karlsruher SC,SpVgg Unterhaching,1 - 0
30628,30,2007-04-30,Rot-Weiss Essen,Hansa Rostock,0 - 0
30629,30,2007-05-04,Erzgebirge Aue,Karlsruher SC,2 - 2
30630,31,2007-05-04,SC Freiburg,SC Paderborn 07,0 - 1
30631,31,2007-05-04,FC Augsburg,Kickers Offenbach,1 - 1
30632,31,2007-05-06,1. FC Kaiserslautern,Eintracht Braunschweig,1 - 1
30633,31,2007-05-06,1860 Munchen,SpVgg Unterhaching,1 - 0
30634,31,2007-05-06,Wacker Burghausen,Carl Zeiss Jena,1 - 1
30635,31,2007-05-06,SpVgg Greuther Furth,Rot-Weiss Essen,0 - 2
