,Round Number,Date,Home Team,Away Team,Result
34328,0,2017-07-28,VfL Bochum,FC St. Pauli,0 - 1
34329,0,2017-07-29,Arminia Bielefeld,Jahn Regensburg,2 - 1
34330,0,2017-07-29,SV Darmstadt 98,SpVgg Greuther Furth,1 - 0
34331,0,2017-07-29,FC Ingolstadt 04,1. FC Union Berlin,0 - 1
34332,0,2017-07-30,Dynamo Dresden,MSV Duisburg,1 - 0
34333,0,2017-07-30,Holstein Kiel,SV Sandhausen,2 - 2
34334,0,2017-07-30,1. FC Nurnberg,1. FC Kaiserslautern,3 - 0
34335,0,2017-07-31,Fortuna Dusseldorf,Eintracht Braunschweig,2 - 2
34336,0,2017-08-04,1. FC Kaiserslautern,SV Darmstadt 98,1 - 1
34337,1,2017-08-04,SV Sandhausen,FC Ingolstadt 04,1 - 0
34338,1,2017-08-04,1. FC Union Berlin,Holstein Kiel,4 - 3
34339,1,2017-08-05,Eintracht Braunschweig,1. FC Heidenheim,2 - 0
34340,1,2017-08-05,MSV Duisburg,VfL Bochum,1 - 1
34341,1,2017-08-06,Erzgebirge Aue,Fortuna Dusseldorf,0 - 2
34342,1,2017-08-06,SpVgg Greuther Furth,Arminia Bielefeld,1 - 2
34343,1,2017-08-06,Jahn Regensburg,1. FC Nurnberg,0 - 1
34344,1,2017-08-07,FC St. Pauli,Dynamo Dresden,2 - 2
34345,1,2017-08-09,1. FC Heidenheim,Erzgebirge Aue,2 - 1
34346,2,2017-08-18,Eintracht Braunschweig,Erzgebirge Aue,1 - 1
34347,2,2017-08-18,SV Darmstadt 98,FC St. Pauli,3 - 0
34348,2,2017-08-19,Dynamo Dresden,SV Sandhausen,0 - 4
34349,2,2017-08-19,Fortuna Dusseldorf,1. FC Kaiserslautern,2 - 0
34350,2,2017-08-19,1. FC Heidenheim,MSV Duisburg,1 - 2
34351,3,2017-08-20,Holstein Kiel,SpVgg Greuther Furth,3 - 1
34352,3,2017-08-20,FC Ingolstadt 04,Jahn Regensburg,2 - 4
