,Round Number,Date,Home Team,Away Team,Result
3540,0,1977-08-06,Fortuna Dusseldorf,1. FC Koln,5 - 1
3541,0,1977-08-06,FC St. Pauli,Werder Bremen,3 - 1
3542,0,1977-08-06,VfB Stuttgart,Bayern Munchen,3 - 3
3543,0,1977-08-06,1. FC Kaiserslautern,Eintracht Braunschweig,2 - 1
3544,0,1977-08-06,Eintracht Frankfurt,1. FC Saarbrucken,4 - 0
3545,0,1977-08-06,TSV 1860 Munchen,FC Schalke 04,0 - 0
3546,0,1977-08-06,MSV Duisburg,Hamburger SV,5 - 2
3547,0,1977-08-06,Hertha BSC,Borussia Dortmund,3 - 1
3548,0,1977-08-06,VfL Bochum,Bor. Monchengladbach,0 - 0
3549,0,1977-08-12,Werder Bremen,Fortuna Dusseldorf,2 - 1
3550,1,1977-08-12,FC Schalke 04,Eintracht Frankfurt,3 - 2
3551,1,1977-08-13,Hamburger SV,TSV 1860 Munchen,3 - 0
3552,1,1977-08-13,1. FC Saarbrucken,1. FC Kaiserslautern,3 - 3
3553,1,1977-08-13,Eintracht Braunschweig,VfB Stuttgart,3 - 1
3554,1,1977-08-13,Bayern Munchen,FC St. Pauli,4 - 2
3555,1,1977-08-13,Bor. Monchengladbach,Hertha BSC,2 - 1
3556,1,1977-08-13,1. FC Koln,VfL Bochum,2 - 1
3557,1,1977-09-27,Borussia Dortmund,MSV Duisburg,2 - 1
3558,1,1977-08-16,1. FC Kaiserslautern,FC Schalke 04,0 - 0
3559,2,1977-08-17,Fortuna Dusseldorf,Bayern Munchen,4 - 2
3560,2,1977-08-17,FC St. Pauli,Eintracht Braunschweig,0 - 1
3561,2,1977-08-17,VfB Stuttgart,1. FC Saarbrucken,1 - 0
3562,2,1977-08-17,Eintracht Frankfurt,Hamburger SV,0 - 2
3563,2,1977-08-17,TSV 1860 Munchen,Borussia Dortmund,0 - 2
3564,2,1977-08-17,MSV Duisburg,Bor. Monchengladbach,1 - 1
3565,2,1977-08-17,1. FC Koln,Werder Bremen,7 - 2
3566,2,1977-08-17,VfL Bochum,Hertha BSC,5 - 0
3567,2,1977-08-26,Werder Bremen,VfL Bochum,1 - 0
3568,3,1977-08-27,Hamburger SV,1. FC Kaiserslautern,3 - 1
3569,3,1977-08-27,FC Schalke 04,VfB Stuttgart,3 - 1
3570,3,1977-08-27,1. FC Saarbrucken,FC St. Pauli,4 - 0
3571,3,1977-08-27,Eintracht Braunschweig,Fortuna Dusseldorf,2 - 0
3572,3,1977-08-27,Bor. Monchengladbach,TSV 1860 Munchen,2 - 1
3573,3,1977-08-27,Bayern Munchen,1. FC Koln,0 - 3
3574,3,1977-08-27,Hertha BSC,MSV Duisburg,2 - 2
3575,3,1977-08-27,Borussia Dortmund,Eintracht Frankfurt,0 - 2
3576,3,1977-08-30,1. FC Kaiserslautern,Borussia Dortmund,4 - 0
3577,4,1977-08-31,FC St. Pauli,FC Schalke 04,1 - 1
