,Round Number,Date,Home Team,Away Team,Result
1408,0,1894-09-01,Burton Swifts,Crewe Alexandra,4 - 0
1409,0,1894-09-01,Bury,Manchester City,4 - 2
1410,0,1894-09-01,Darwen,Newcastle United,5 - 0
1411,0,1894-09-01,Grimsby Town,Leicester City,4 - 3
1412,0,1894-09-01,Lincoln City,Arsenal,5 - 2
1413,0,1894-09-01,Port Vale,Walsall,1 - 0
1414,0,1894-09-01,Rotherham Town,Burton Wanderers,1 - 3
1419,0,1894-09-03,Manchester City,Burton Wanderers,1 - 1
1428,1,1894-09-08,Burton Wanderers,Manchester United,1 - 0
1429,2,1894-09-08,Bury,Crewe Alexandra,4 - 1
1430,2,1894-09-08,Darwen,Lincoln City,6 - 0
1431,2,1894-09-08,Leicester City,Rotherham Town,4 - 2
1432,2,1894-09-08,Manchester City,Port Vale,4 - 1
1433,2,1894-09-08,Newcastle United,Burton Swifts,6 - 3
1434,2,1894-09-08,Walsall,Grimsby Town,4 - 3
1435,2,1894-09-10,Arsenal,Grimsby Town,1 - 3
1445,2,1894-09-15,Burton Swifts,Arsenal,3 - 0
1446,3,1894-09-15,Grimsby Town,Newcastle United,3 - 0
1447,3,1894-09-15,Leicester City,Burton Wanderers,1 - 2
1448,3,1894-09-15,Manchester United,Crewe Alexandra,6 - 1
1449,3,1894-09-15,Notts County,Darwen,2 - 1
1450,3,1894-09-15,Port Vale,Bury,1 - 2
1451,3,1894-09-15,Rotherham Town,Lincoln City,5 - 2
1452,3,1894-09-15,Walsall,Manchester City,1 - 2
1453,3,1894-09-17,Port Vale,Notts County,0 - 3
1454,4,1894-09-18,Bury,Rotherham Town,2 - 1
1455,4,1894-09-19,Burton Swifts,Grimsby Town,2 - 1
1464,4,1894-09-22,Arsenal,Bury,4 - 2
1465,4,1894-09-22,Crewe Alexandra,Rotherham Town,2 - 1
1466,4,1894-09-22,Darwen,Burton Wanderers,2 - 0
1467,4,1894-09-22,Leicester City,Manchester United,2 - 3
1468,4,1894-09-22,Lincoln City,Burton Swifts,3 - 2
1469,4,1894-09-22,Manchester City,Grimsby Town,2 - 5
1470,4,1894-09-22,Newcastle United,Notts County,2 - 2
1471,4,1894-09-22,Walsall,Port Vale,2 - 0
1472,4,1894-09-24,Walsall,Rotherham Town,1 - 2
1481,5,1894-09-29,Arsenal,Manchester City,4 - 2
1482,5,1894-09-29,Burton Swifts,Port Vale,1 - 0
1483,5,1894-09-29,Bury,Darwen,1 - 0
1484,5,1894-09-29,Crewe Alexandra,Walsall,2 - 3
1485,5,1894-09-29,Grimsby Town,Burton Wanderers,7 - 2
1486,5,1894-09-29,Newcastle United,Leicester City,2 - 0
1487,5,1894-09-29,Notts County,Lincoln City,3 - 0
1488,5,1894-10-01,Burton Swifts,Walsall,1 - 2
1489,6,1894-10-01,Rotherham Town,Manchester City,3 - 2
1491,6,1894-10-04,Notts County,Grimsby Town,3 - 2
1499,6,1894-10-06,Arsenal,Lincoln City,5 - 2
1500,6,1894-10-06,Burton Wanderers,Rotherham Town,4 - 0
1501,6,1894-10-06,Bury,Grimsby Town,5 - 1
1502,6,1894-10-06,Crewe Alexandra,Burton Swifts,1 - 3
1503,6,1894-10-06,Darwen,Manchester United,1 - 1
1504,6,1894-10-06,Manchester City,Walsall,6 - 1
1505,7,1894-10-06,Notts County,Leicester City,3 - 0
1506,7,1894-10-06,Port Vale,Newcastle United,4 - 4
1516,7,1894-10-13,Manchester United,Arsenal,3 - 3
1517,7,1894-10-13,Newcastle United,Darwen,3 - 2
1518,8,1894-10-13,Notts County,Manchester City,1 - 3
1525,8,1894-10-20,Burton Swifts,Manchester United,1 - 2
1526,8,1894-10-20,Crewe Alexandra,Bury,1 - 5
1527,8,1894-10-20,Leicester City,Newcastle United,4 - 4
1528,8,1894-10-20,Lincoln City,Grimsby Town,1 - 5
1529,8,1894-10-20,Manchester City,Darwen,2 - 4
1530,9,1894-10-20,Port Vale,Burton Wanderers,1 - 0
1531,9,1894-10-20,Rotherham Town,Arsenal,1 - 2
1541,9,1894-10-27,Burton Wanderers,Burton Swifts,1 - 2
1542,10,1894-10-27,Crewe Alexandra,Lincoln City,1 - 4
1543,10,1894-10-27,Darwen,Port Vale,2 - 0
1544,10,1894-10-27,Grimsby Town,Rotherham Town,4 - 1
1545,10,1894-10-27,Manchester United,Leicester City,2 - 2
1546,10,1894-10-27,Newcastle United,Manchester City,5 - 4
1547,10,1894-10-27,Notts County,Arsenal,2 - 2
1548,10,1894-10-27,Walsall,Bury,0 - 3
1556,10,1894-11-03,Arsenal,Notts County,2 - 1
1557,11,1894-11-03,Bury,Newcastle United,4 - 1
1558,11,1894-11-03,Manchester City,Manchester United,2 - 5
1560,11,1894-11-05,Rotherham Town,Notts County,1 - 2
1561,11,1894-11-06,Rotherham Town,Bury,2 - 3
1568,12,1894-11-10,Burton Swifts,Manchester City,2 - 1
1569,12,1894-11-10,Bury,Port Vale,4 - 0
1570,13,1894-11-10,Grimsby Town,Lincoln City,3 - 0
1571,13,1894-11-10,Leicester City,Darwen,2 - 1
1572,13,1894-11-10,Manchester United,Rotherham Town,3 - 2
1573,13,1894-11-10,Newcastle United,Burton Wanderers,3 - 1
1574,13,1894-11-10,Notts County,Crewe Alexandra,5 - 1
1575,13,1894-11-10,Walsall,Arsenal,4 - 1
1586,13,1894-11-17,Burton Wanderers,Bury,1 - 2
1587,14,1894-11-17,Grimsby Town,Manchester United,2 - 1
1588,14,1894-11-17,Leicester City,Burton Swifts,2 - 2
1589,14,1894-11-17,Lincoln City,Newcastle United,3 - 1
1590,14,1894-11-17,Port Vale,Darwen,0 - 3
1591,14,1894-11-17,Rotherham Town,Walsall,6 - 1
1599,14,1894-11-24,Manchester United,Darwen,1 - 1
1600,15,1894-11-24,Newcastle United,Arsenal,2 - 4
1601,15,1894-11-24,Notts County,Bury,2 - 1
1607,15,1894-12-01,Bury,Burton Swifts,2 - 0
1608,16,1894-12-01,Crewe Alexandra,Manchester United,0 - 2
1609,16,1894-12-01,Darwen,Walsall,2 - 0
1610,16,1894-12-01,Leicester City,Notts County,5 - 1
1611,16,1894-12-01,Newcastle United,Grimsby Town,1 - 4
1621,16,1894-12-08,Arsenal,Darwen,4 - 0
1622,16,1894-12-08,Burton Wanderers,Notts County,1 - 0
1623,16,1894-12-08,Grimsby Town,Crewe Alexandra,5 - 0
1624,17,1894-12-08,Lincoln City,Port Vale,6 - 1
