,Round Number,Date,Home Team,Away Team,Result
17514,0,1921-08-27,Arsenal,Sheffield United,1 - 2
17515,0,1921-08-27,Birmingham City,Burnley,2 - 3
17516,0,1921-08-27,Blackburn Rovers,Chelsea,1 - 1
17517,0,1921-08-27,Bolton Wanderers,Preston North End,2 - 2
17518,0,1921-08-27,Cardiff City,Tottenham Hotspur,0 - 1
17519,0,1921-08-27,Everton,Manchester United,5 - 0
17520,0,1921-08-27,Huddersfield Town,Newcastle United,1 - 2
17521,0,1921-08-27,Manchester City,Aston Villa,2 - 1
17522,0,1921-08-27,Oldham Athletic,Bradford City,0 - 0
17523,0,1921-08-27,Sunderland,Liverpool,3 - 0
17524,0,1921-08-27,West Bromwich Albion,Middlesbrough,0 - 0
17557,0,1921-08-29,Aston Villa,Cardiff City,2 - 1
17558,1,1921-08-29,Bradford City,Blackburn Rovers,1 - 1
17559,1,1921-08-29,Chelsea,Birmingham City,1 - 2
17560,1,1921-08-29,Manchester United,West Bromwich Albion,2 - 3
17561,1,1921-08-29,Middlesbrough,Oldham Athletic,1 - 1
17562,1,1921-08-29,Preston North End,Arsenal,3 - 2
17563,1,1921-08-29,Sheffield United,Huddersfield Town,1 - 1
17564,1,1921-08-29,Tottenham Hotspur,Bolton Wanderers,1 - 2
17582,1,1921-08-31,Liverpool,Manchester City,3 - 2
17583,1,1921-08-31,Newcastle United,Everton,3 - 0
17584,1,1921-08-31,Sunderland,Burnley,3 - 2
17590,1,1921-09-03,Aston Villa,Manchester City,4 - 0
17591,2,1921-09-03,Bradford City,Oldham Athletic,3 - 0
17592,2,1921-09-03,Burnley,Birmingham City,3 - 1
17593,2,1921-09-03,Chelsea,Blackburn Rovers,1 - 0
17594,2,1921-09-03,Liverpool,Sunderland,2 - 1
17595,2,1921-09-03,Manchester United,Everton,2 - 1
17596,2,1921-09-03,Middlesbrough,West Bromwich Albion,3 - 2
17597,2,1921-09-03,Newcastle United,Huddersfield Town,1 - 2
17598,2,1921-09-03,Preston North End,Bolton Wanderers,3 - 1
17599,2,1921-09-03,Sheffield United,Arsenal,4 - 1
17600,2,1921-09-03,Tottenham Hotspur,Cardiff City,4 - 1
17632,2,1921-09-05,Arsenal,Preston North End,1 - 0
17633,3,1921-09-05,Birmingham City,Chelsea,5 - 1
17634,3,1921-09-05,Bolton Wanderers,Tottenham Hotspur,1 - 0
17635,3,1921-09-05,Burnley,Sunderland,2 - 0
17636,3,1921-09-05,Cardiff City,Aston Villa,0 - 4
17637,3,1921-09-05,Oldham Athletic,Middlesbrough,0 - 1
17654,3,1921-09-06,Huddersfield Town,Sheffield United,1 - 1
17656,3,1921-09-07,Everton,Newcastle United,2 - 3
17657,3,1921-09-07,Manchester City,Liverpool,1 - 1
17658,3,1921-09-07,West Bromwich Albion,Manchester United,0 - 0
17664,3,1921-09-10,Bolton Wanderers,Bradford City,3 - 3
17665,4,1921-09-10,Burnley,Newcastle United,2 - 0
17666,4,1921-09-10,Cardiff City,Oldham Athletic,0 - 1
17667,4,1921-09-10,Chelsea,Manchester United,0 - 0
17668,4,1921-09-10,Everton,Birmingham City,2 - 1
17669,4,1921-09-10,Manchester City,Arsenal,2 - 0
17670,4,1921-09-10,Preston North End,Aston Villa,1 - 0
17671,4,1921-09-10,Sheffield United,Liverpool,0 - 1
17672,4,1921-09-10,Sunderland,Huddersfield Town,2 - 2
17673,4,1921-09-10,Tottenham Hotspur,Middlesbrough,2 - 4
17674,4,1921-09-10,West Bromwich Albion,Blackburn Rovers,0 - 2
17707,4,1921-09-12,Aston Villa,Blackburn Rovers,1 - 1
17715,5,1921-09-17,Arsenal,Manchester City,0 - 1
17716,5,1921-09-17,Aston Villa,Preston North End,2 - 0
17717,6,1921-09-17,Birmingham City,Everton,1 - 1
17718,6,1921-09-17,Blackburn Rovers,West Bromwich Albion,2 - 3
17719,6,1921-09-17,Bradford City,Bolton Wanderers,4 - 3
17720,6,1921-09-17,Huddersfield Town,Sunderland,1 - 2
17721,6,1921-09-17,Liverpool,Sheffield United,1 - 1
17722,6,1921-09-17,Manchester United,Chelsea,0 - 0
17723,6,1921-09-17,Middlesbrough,Tottenham Hotspur,0 - 0
17724,6,1921-09-17,Newcastle United,Burnley,2 - 1
17725,6,1921-09-17,Oldham Athletic,Cardiff City,2 - 1
17758,6,1921-09-19,Blackburn Rovers,Bradford City,3 - 1
17760,7,1921-09-24,Bolton Wanderers,Huddersfield Town,3 - 1
17761,7,1921-09-24,Burnley,Bradford City,4 - 0
17762,7,1921-09-24,Cardiff City,Middlesbrough,3 - 1
17763,7,1921-09-24,Chelsea,Liverpool,0 - 1
17764,7,1921-09-24,Everton,Arsenal,1 - 1
17765,7,1921-09-24,Manchester City,Blackburn Rovers,1 - 1
17766,7,1921-09-24,Preston North End,Manchester United,3 - 2
17767,7,1921-09-24,Sheffield United,Newcastle United,1 - 1
17768,7,1921-09-24,Sunderland,Birmingham City,2 - 1
17769,7,1921-09-24,Tottenham Hotspur,Aston Villa,3 - 1
17770,7,1921-09-24,West Bromwich Albion,Oldham Athletic,0 - 1
17803,7,1921-10-01,Arsenal,Everton,1 - 0
17804,8,1921-10-01,Aston Villa,Tottenham Hotspur,2 - 1
17805,8,1921-10-01,Birmingham City,Sunderland,1 - 0
17806,8,1921-10-01,Blackburn Rovers,Manchester City,3 - 1
17807,8,1921-10-01,Bradford City,Burnley,0 - 4
17808,8,1921-10-01,Huddersfield Town,Bolton Wanderers,3 - 0
17809,8,1921-10-01,Liverpool,Chelsea,1 - 1
17810,8,1921-10-01,Manchester United,Preston North End,1 - 1
17811,8,1921-10-01,Middlesbrough,Cardiff City,0 - 0
17812,8,1921-10-01,Newcastle United,Sheffield United,2 - 1
17813,8,1921-10-01,Oldham Athletic,West Bromwich Albion,1 - 0
17848,8,1921-10-08,Birmingham City,Huddersfield Town,0 - 2
17849,9,1921-10-08,Bradford City,Middlesbrough,0 - 2
17850,9,1921-10-08,Burnley,Sheffield United,2 - 1
17851,9,1921-10-08,Cardiff City,Bolton Wanderers,1 - 2
17852,9,1921-10-08,Chelsea,Newcastle United,1 - 1
17853,9,1921-10-08,Everton,Blackburn Rovers,2 - 0
17854,9,1921-10-08,Manchester City,Oldham Athletic,2 - 1
17855,9,1921-10-08,Preston North End,Liverpool,1 - 1
17856,9,1921-10-08,Sunderland,Arsenal,1 - 0
17857,9,1921-10-08,Tottenham Hotspur,Manchester United,2 - 2
17858,9,1921-10-08,West Bromwich Albion,Aston Villa,0 - 1
17890,9,1921-10-15,Arsenal,Sunderland,1 - 2
17891,10,1921-10-15,Aston Villa,West Bromwich Albion,0 - 1
17892,10,1921-10-15,Blackburn Rovers,Everton,2 - 2
17893,10,1921-10-15,Bolton Wanderers,Cardiff City,1 - 2
17894,10,1921-10-15,Huddersfield Town,Birmingham City,1 - 0
17895,10,1921-10-15,Liverpool,Preston North End,4 - 0
17896,10,1921-10-15,Manchester United,Tottenham Hotspur,2 - 1
17897,10,1921-10-15,Middlesbrough,Bradford City,1 - 2
17898,10,1921-10-15,Newcastle United,Chelsea,1 - 0
17899,10,1921-10-15,Oldham Athletic,Manchester City,0 - 1
17900,10,1921-10-15,Sheffield United,Burnley,0 - 1
17932,10,1921-10-22,Birmingham City,Bolton Wanderers,1 - 1
17933,11,1921-10-22,Bradford City,Sheffield United,1 - 1
17934,11,1921-10-22,Burnley,Chelsea,5 - 0
17935,11,1921-10-22,Everton,Oldham Athletic,2 - 2
17936,11,1921-10-22,Huddersfield Town,Arsenal,2 - 0
17937,11,1921-10-22,Manchester City,Manchester United,4 - 1
17938,11,1921-10-22,Middlesbrough,Aston Villa,5 - 0
17939,11,1921-10-22,Preston North End,Newcastle United,2 - 0
17940,11,1921-10-22,Sunderland,Blackburn Rovers,3 - 1
17941,11,1921-10-22,Tottenham Hotspur,Liverpool,0 - 1
17942,11,1921-10-22,West Bromwich Albion,Cardiff City,2 - 2
17975,11,1921-10-29,Arsenal,Huddersfield Town,1 - 3
17976,12,1921-10-29,Aston Villa,Middlesbrough,6 - 2
17977,12,1921-10-29,Blackburn Rovers,Sunderland,1 - 2
17978,12,1921-10-29,Bolton Wanderers,Birmingham City,1 - 2
17979,12,1921-10-29,Cardiff City,West Bromwich Albion,2 - 0
17980,12,1921-10-29,Chelsea,Burnley,4 - 1
17981,12,1921-10-29,Liverpool,Tottenham Hotspur,1 - 1
17982,12,1921-10-29,Manchester United,Manchester City,3 - 1
17983,12,1921-10-29,Newcastle United,Preston North End,3 - 1
17984,12,1921-10-29,Oldham Athletic,Everton,0 - 0
17985,12,1921-10-29,Sheffield United,Bradford City,1 - 0
18018,12,1921-11-05,Birmingham City,Arsenal,0 - 1
18019,13,1921-11-05,Bradford City,Aston Villa,3 - 2
18020,13,1921-11-05,Burnley,Preston North End,3 - 3
18021,13,1921-11-05,Cardiff City,Manchester City,0 - 2
18022,13,1921-11-05,Chelsea,Sheffield United,0 - 2
18023,13,1921-11-05,Everton,Liverpool,1 - 1
18024,13,1921-11-05,Huddersfield Town,Blackburn Rovers,3 - 0
18025,13,1921-11-05,Manchester United,Middlesbrough,3 - 5
18026,13,1921-11-05,Sunderland,Oldham Athletic,5 - 1
18027,13,1921-11-05,Tottenham Hotspur,Newcastle United,4 - 0
18028,13,1921-11-05,West Bromwich Albion,Bolton Wanderers,0 - 1
18062,13,1921-11-12,Arsenal,Birmingham City,5 - 2
18063,14,1921-11-12,Aston Villa,Bradford City,7 - 1
18064,14,1921-11-12,Blackburn Rovers,Huddersfield Town,2 - 0
18065,14,1921-11-12,Bolton Wanderers,West Bromwich Albion,2 - 0
18066,14,1921-11-12,Liverpool,Everton,1 - 1
18067,14,1921-11-12,Manchester City,Cardiff City,1 - 1
18068,14,1921-11-12,Middlesbrough,Manchester United,2 - 0
18069,14,1921-11-12,Newcastle United,Tottenham Hotspur,0 - 2
18070,14,1921-11-12,Oldham Athletic,Sunderland,3 - 0
18071,14,1921-11-12,Preston North End,Burnley,2 - 1
18072,14,1921-11-12,Sheffield United,Chelsea,1 - 2
18105,14,1921-11-19,Aston Villa,Manchester United,3 - 1
18106,15,1921-11-19,Blackburn Rovers,Birmingham City,1 - 1
18107,15,1921-11-19,Bolton Wanderers,Arsenal,1 - 0
18108,15,1921-11-19,Cardiff City,Everton,2 - 1
18109,15,1921-11-19,Chelsea,Bradford City,1 - 0
18110,15,1921-11-19,Liverpool,Middlesbrough,4 - 0
18111,15,1921-11-19,Manchester City,West Bromwich Albion,6 - 1
18112,15,1921-11-19,Newcastle United,Sunderland,2 - 2
18113,15,1921-11-19,Oldham Athletic,Huddersfield Town,1 - 1
18114,15,1921-11-19,Sheffield United,Preston North End,3 - 0
18115,15,1921-11-19,Tottenham Hotspur,Burnley,1 - 1
18142,15,1921-11-26,Birmingham City,Blackburn Rovers,1 - 0
18143,16,1921-11-26,Bradford City,Chelsea,0 - 1
18144,16,1921-11-26,Burnley,Tottenham Hotspur,1 - 0
18145,16,1921-11-26,Everton,Cardiff City,0 - 1
18146,16,1921-11-26,Huddersfield Town,Oldham Athletic,1 - 0
18147,16,1921-11-26,Manchester United,Aston Villa,1 - 0
18148,16,1921-11-26,Middlesbrough,Liverpool,3 - 1
18149,16,1921-11-26,Preston North End,Sheffield United,3 - 0
18150,16,1921-11-26,Sunderland,Newcastle United,0 - 0
18151,16,1921-11-26,West Bromwich Albion,Manchester City,2 - 0
18179,16,1921-12-03,Aston Villa,Liverpool,1 - 1
18180,17,1921-12-03,Blackburn Rovers,Arsenal,0 - 1
18181,17,1921-12-03,Bradford City,Manchester United,2 - 1
18182,17,1921-12-03,Cardiff City,Sunderland,2 - 0
18183,17,1921-12-03,Chelsea,Preston North End,0 - 0
18184,17,1921-12-03,Everton,West Bromwich Albion,1 - 2
18185,17,1921-12-03,Huddersfield Town,Burnley,1 - 0
18186,17,1921-12-03,Manchester City,Bolton Wanderers,2 - 3
18187,17,1921-12-03,Newcastle United,Middlesbrough,0 - 0
18188,17,1921-12-03,Oldham Athletic,Birmingham City,0 - 1
18189,17,1921-12-03,Tottenham Hotspur,Sheffield United,2 - 1
18203,17,1921-12-10,Arsenal,Blackburn Rovers,1 - 1
18204,18,1921-12-10,Birmingham City,Oldham Athletic,3 - 0
18205,18,1921-12-10,Bolton Wanderers,Manchester City,5 - 0
18206,18,1921-12-10,Burnley,Huddersfield Town,1 - 0
18207,18,1921-12-10,Liverpool,Aston Villa,2 - 0
18208,18,1921-12-10,Manchester United,Bradford City,1 - 1
18209,18,1921-12-10,Middlesbrough,Newcastle United,1 - 1
18210,18,1921-12-10,Preston North End,Chelsea,2 - 0
18211,18,1921-12-10,Sheffield United,Tottenham Hotspur,1 - 0
18212,18,1921-12-10,Sunderland,Cardiff City,4 - 1
18213,18,1921-12-10,West Bromwich Albion,Everton,1 - 1
18242,18,1921-12-12,Arsenal,Bolton Wanderers,1 - 1
18244,19,1921-12-17,Birmingham City,Sheffield United,2 - 1
18245,19,1921-12-17,Blackburn Rovers,Bolton Wanderers,1 - 2
18246,19,1921-12-17,Bradford City,Preston North End,1 - 0
18247,19,1921-12-17,Cardiff City,Huddersfield Town,0 - 0
18248,19,1921-12-17,Liverpool,Manchester United,2 - 1
18249,19,1921-12-17,Manchester City,Everton,2 - 1
18250,19,1921-12-17,Middlesbrough,Burnley,4 - 1
18251,19,1921-12-17,Newcastle United,Aston Villa,1 - 2
18252,19,1921-12-17,Oldham Athletic,Arsenal,2 - 1
18253,19,1921-12-17,Tottenham Hotspur,Chelsea,0 - 0
18254,19,1921-12-17,West Bromwich Albion,Sunderland,2 - 1
18275,19,1921-12-24,Arsenal,Oldham Athletic,0 - 1
18276,20,1921-12-24,Aston Villa,Newcastle United,1 - 0
18277,20,1921-12-24,Bolton Wanderers,Blackburn Rovers,1 - 1
18278,20,1921-12-24,Burnley,Middlesbrough,3 - 1
18279,20,1921-12-24,Chelsea,Tottenham Hotspur,1 - 2
18280,20,1921-12-24,Everton,Manchester City,2 - 2
18281,20,1921-12-24,Huddersfield Town,Cardiff City,0 - 1
18282,20,1921-12-24,Manchester United,Liverpool,0 - 0
18283,20,1921-12-24,Preston North End,Bradford City,2 - 1
18284,20,1921-12-24,Sheffield United,Birmingham City,1 - 2
18285,20,1921-12-24,Sunderland,West Bromwich Albion,5 - 0
18318,20,1921-12-26,Arsenal,Cardiff City,0 - 0
18319,21,1921-12-26,Blackburn Rovers,Preston North End,3 - 0
18320,21,1921-12-26,Huddersfield Town,Manchester City,2 - 0
18321,21,1921-12-26,Liverpool,Newcastle United,1 - 0
18322,21,1921-12-26,Manchester United,Burnley,0 - 1
18323,21,1921-12-26,Middlesbrough,Chelsea,0 - 1
18324,21,1921-12-26,Oldham Athletic,Bolton Wanderers,0 - 0
18325,21,1921-12-26,Sheffield United,Aston Villa,2 - 3
18326,21,1921-12-26,Sunderland,Everton,1 - 2
18327,21,1921-12-26,Tottenham Hotspur,Bradford City,1 - 0
18328,21,1921-12-26,West Bromwich Albion,Birmingham City,1 - 0
18360,21,1921-12-27,Aston Villa,Sheffield United,5 - 3
18361,22,1921-12-27,Birmingham City,West Bromwich Albion,0 - 2
18362,22,1921-12-27,Bradford City,Tottenham Hotspur,0 - 4
18363,22,1921-12-27,Burnley,Manchester United,4 - 2
18364,22,1921-12-27,Cardiff City,Arsenal,4 - 3
18365,22,1921-12-27,Chelsea,Middlesbrough,1 - 1
18366,22,1921-12-27,Liverpool,Huddersfield Town,2 - 0
18367,22,1921-12-27,Preston North End,Blackburn Rovers,2 - 1
18398,22,1921-12-31,Birmingham City,Cardiff City,0 - 1
18399,23,1921-12-31,Bradford City,Liverpool,0 - 0
18400,23,1921-12-31,Burnley,Aston Villa,2 - 1
18401,23,1921-12-31,Chelsea,Arsenal,0 - 2
18402,23,1921-12-31,Everton,Bolton Wanderers,1 - 0
18403,23,1921-12-31,Manchester City,Sunderland,3 - 0
18404,23,1921-12-31,Newcastle United,Manchester United,3 - 0
18405,23,1921-12-31,Oldham Athletic,Blackburn Rovers,1 - 1
18406,23,1921-12-31,Sheffield United,Middlesbrough,6 - 1
18407,23,1921-12-31,Tottenham Hotspur,Preston North End,5 - 0
18408,23,1921-12-31,West Bromwich Albion,Huddersfield Town,3 - 2
18441,23,1922-01-02,Blackburn Rovers,Cardiff City,1 - 3
18442,24,1922-01-02,Bolton Wanderers,Oldham Athletic,5 - 1
18443,24,1922-01-02,Everton,Sunderland,3 - 0
18444,24,1922-01-02,Manchester City,Huddersfield Town,2 - 1
18445,24,1922-01-02,Newcastle United,Liverpool,1 - 1
18446,24,1922-01-02,Sheffield United,Manchester United,3 - 0
18461,24,1922-01-14,Arsenal,Chelsea,1 - 0
18462,24,1922-01-14,Aston Villa,Burnley,2 - 0
18463,24,1922-01-14,Blackburn Rovers,Oldham Athletic,3 - 2
18464,25,1922-01-14,Bolton Wanderers,Everton,1 - 0
18465,25,1922-01-14,Cardiff City,Birmingham City,3 - 1
18466,25,1922-01-14,Huddersfield Town,West Bromwich Albion,2 - 0
18467,25,1922-01-14,Liverpool,Bradford City,2 - 1
18468,25,1922-01-14,Manchester United,Newcastle United,0 - 1
18469,25,1922-01-14,Middlesbrough,Sheffield United,1 - 1
18470,25,1922-01-14,Preston North End,Tottenham Hotspur,1 - 2
18471,25,1922-01-14,Sunderland,Manchester City,2 - 3
18503,25,1922-01-18,Chelsea,Bolton Wanderers,0 - 3
18505,25,1922-01-21,Arsenal,Burnley,0 - 0
18506,25,1922-01-21,Birmingham City,Newcastle United,0 - 4
18507,26,1922-01-21,Blackburn Rovers,Sheffield United,2 - 3
18508,26,1922-01-21,Bolton Wanderers,Chelsea,0 - 2
18509,26,1922-01-21,Cardiff City,Bradford City,6 - 3
18510,26,1922-01-21,Everton,Aston Villa,3 - 2
18511,26,1922-01-21,Huddersfield Town,Liverpool,0 - 1
18512,26,1922-01-21,Manchester City,Middlesbrough,2 - 2
18513,26,1922-01-21,Oldham Athletic,Preston North End,2 - 0
18514,26,1922-01-21,Sunderland,Manchester United,2 - 1
18515,26,1922-01-21,West Bromwich Albion,Tottenham Hotspur,3 - 0
18546,26,1922-01-28,Manchester United,Sunderland,3 - 1
18563,27,1922-01-30,Tottenham Hotspur,West Bromwich Albion,2 - 0
18565,27,1922-02-01,Middlesbrough,Manchester City,4 - 1
18566,27,1922-02-04,Arsenal,Newcastle United,2 - 1
18567,27,1922-02-04,Birmingham City,Liverpool,0 - 2
18568,27,1922-02-04,Blackburn Rovers,Burnley,3 - 2
18569,27,1922-02-04,Bolton Wanderers,Sheffield United,3 - 1
18570,27,1922-02-04,Cardiff City,Preston North End,3 - 0
18571,27,1922-02-04,Manchester City,Tottenham Hotspur,3 - 3
18572,28,1922-02-04,Oldham Athletic,Chelsea,0 - 3
18573,28,1922-02-04,Sunderland,Aston Villa,1 - 4
18574,28,1922-02-04,West Bromwich Albion,Bradford City,1 - 1
18604,28,1922-02-08,Aston Villa,Everton,2 - 1
18605,29,1922-02-08,Cardiff City,Chelsea,2 - 0
18606,29,1922-02-08,Newcastle United,Birmingham City,0 - 1
18611,29,1922-02-09,Preston North End,Oldham Athletic,0 - 0
18613,29,1922-02-11,Aston Villa,Sunderland,2 - 0
18614,30,1922-02-11,Burnley,Blackburn Rovers,1 - 2
18615,30,1922-02-11,Chelsea,Oldham Athletic,1 - 0
18616,30,1922-02-11,Liverpool,Birmingham City,1 - 0
18617,30,1922-02-11,Manchester United,Huddersfield Town,1 - 1
18618,30,1922-02-11,Middlesbrough,Everton,3 - 1
18619,30,1922-02-11,Newcastle United,Arsenal,3 - 1
18620,30,1922-02-11,Preston North End,Cardiff City,1 - 1
18621,30,1922-02-11,Sheffield United,Bolton Wanderers,1 - 0
18622,30,1922-02-11,Tottenham Hotspur,Manchester City,3 - 1
18659,30,1922-02-18,Birmingham City,Manchester United,0 - 1
18660,31,1922-02-18,Bolton Wanderers,Burnley,0 - 1
18661,31,1922-02-18,Oldham Athletic,Sheffield United,0 - 2
18662,31,1922-02-18,Sunderland,Middlesbrough,1 - 1
18689,31,1922-02-20,Burnley,Arsenal,1 - 0
18693,32,1922-02-22,Manchester City,Bradford City,3 - 2
18695,32,1922-02-25,Aston Villa,Huddersfield Town,2 - 0
18696,32,1922-02-25,Bradford City,Manchester City,1 - 2
18697,33,1922-02-25,Burnley,Bolton Wanderers,2 - 0
18698,33,1922-02-25,Chelsea,Cardiff City,1 - 0
18699,33,1922-02-25,Liverpool,Arsenal,4 - 0
18700,33,1922-02-25,Manchester United,Birmingham City,1 - 1
18701,33,1922-02-25,Middlesbrough,Sunderland,3 - 0
18702,33,1922-02-25,Newcastle United,Blackburn Rovers,2 - 0
18703,33,1922-02-25,Preston North End,West Bromwich Albion,0 - 3
18704,33,1922-02-25,Sheffield United,Oldham Athletic,1 - 0
18705,33,1922-02-25,Tottenham Hotspur,Everton,2 - 0
18737,33,1922-02-27,Huddersfield Town,Manchester United,1 - 1
18738,33,1922-02-27,Sheffield United,Blackburn Rovers,0 - 1
18743,34,1922-03-01,Everton,Middlesbrough,4 - 1
18744,34,1922-03-04,Blackburn Rovers,Liverpool,0 - 0
18745,35,1922-03-04,Bolton Wanderers,Newcastle United,3 - 2
18746,35,1922-03-04,Everton,Bradford City,2 - 0
18747,35,1922-03-04,Oldham Athletic,Burnley,0 - 1
18748,35,1922-03-04,Sunderland,Sheffield United,1 - 0
18749,35,1922-03-04,West Bromwich Albion,Chelsea,2 - 2
18777,35,1922-03-06,Blackburn Rovers,Newcastle United,0 - 2
18782,36,1922-03-08,Bradford City,West Bromwich Albion,1 - 1
18786,36,1922-03-11,Aston Villa,Birmingham City,1 - 1
18787,36,1922-03-11,Bradford City,Everton,3 - 1
18788,37,1922-03-11,Burnley,Oldham Athletic,0 - 1
18789,37,1922-03-11,Chelsea,West Bromwich Albion,1 - 1
18790,37,1922-03-11,Liverpool,Blackburn Rovers,2 - 0
18791,37,1922-03-11,Manchester United,Arsenal,1 - 0
18792,37,1922-03-11,Middlesbrough,Huddersfield Town,5 - 1
18793,37,1922-03-11,Newcastle United,Bolton Wanderers,2 - 1
18794,37,1922-03-11,Preston North End,Manchester City,1 - 0
18795,37,1922-03-11,Sheffield United,Cardiff City,0 - 2
18796,37,1922-03-11,Tottenham Hotspur,Sunderland,1 - 0
18828,37,1922-03-15,Birmingham City,Aston Villa,1 - 0
18829,37,1922-03-15,Bradford City,Cardiff City,1 - 0
18830,38,1922-03-15,Everton,Tottenham Hotspur,0 - 0
18834,38,1922-03-18,Aston Villa,Arsenal,2 - 0
18835,38,1922-03-18,Bradford City,Sunderland,0 - 0
18836,39,1922-03-18,Burnley,Cardiff City,1 - 1
18837,39,1922-03-18,Chelsea,Manchester City,0 - 0
18838,39,1922-03-18,Liverpool,Bolton Wanderers,0 - 2
18839,39,1922-03-18,Manchester United,Blackburn Rovers,0 - 1
18840,39,1922-03-18,Middlesbrough,Birmingham City,1 - 1
18841,39,1922-03-18,Newcastle United,Oldham Athletic,1 - 1
18842,39,1922-03-18,Preston North End,Everton,1 - 0
18843,39,1922-03-18,Sheffield United,West Bromwich Albion,0 - 0
18844,39,1922-03-18,Tottenham Hotspur,Huddersfield Town,1 - 0
18877,39,1922-03-22,Arsenal,Liverpool,1 - 0
18880,39,1922-03-25,Arsenal,Aston Villa,2 - 0
18881,40,1922-03-25,Birmingham City,Middlesbrough,4 - 3
18882,40,1922-03-25,Blackburn Rovers,Manchester United,3 - 0
18883,40,1922-03-25,Bolton Wanderers,Liverpool,1 - 3
18884,40,1922-03-25,Cardiff City,Burnley,4 - 2
18885,40,1922-03-25,Manchester City,Chelsea,0 - 0
18886,40,1922-03-25,Oldham Athletic,Newcastle United,0 - 0
18887,40,1922-03-25,Sunderland,Bradford City,0 - 0
