,Round Number,Date,Home Team,Away Team,Result
88404,0,1965-08-21,AFC Bournemouth,Walsall,0 - 1
88405,0,1965-08-21,Brentford,Queens Park Rangers,6 - 1
88406,0,1965-08-21,Exeter City,Oldham Athletic,4 - 0
88407,0,1965-08-21,Grimsby Town,Bristol Rovers,1 - 1
88408,0,1965-08-21,Hull City,Scunthorpe United,3 - 2
88409,0,1965-08-21,Mansfield Town,Brighton & Hove Albion,3 - 1
88410,0,1965-08-21,Millwall,Workington,2 - 0
88411,0,1965-08-21,Peterborough United,Gillingham,1 - 0
88412,0,1965-08-21,Reading,Watford,1 - 2
88413,0,1965-08-21,Shrewsbury Town,York City,4 - 1
88414,0,1965-08-21,Southend United,Swansea City,2 - 0
88415,0,1965-08-21,Swindon Town,Oxford United,0 - 0
88431,0,1965-08-23,Peterborough United,Millwall,0 - 2
88432,1,1965-08-23,Queens Park Rangers,Brighton & Hove Albion,4 - 1
88433,1,1965-08-23,York City,Swindon Town,0 - 2
88446,1,1965-08-24,AFC Bournemouth,Swansea City,2 - 1
88447,1,1965-08-24,Bristol Rovers,Shrewsbury Town,3 - 2
88448,1,1965-08-24,Grimsby Town,Brentford,3 - 2
88449,1,1965-08-24,Walsall,Workington,1 - 1
88450,1,1965-08-24,Watford,Hull City,1 - 1
88468,1,1965-08-25,Gillingham,Exeter City,1 - 1
88469,1,1965-08-25,Oldham Athletic,Reading,2 - 2
88470,1,1965-08-25,Oxford United,Southend United,3 - 2
88471,1,1965-08-25,Scunthorpe United,Mansfield Town,0 - 1
88475,1,1965-08-27,York City,Grimsby Town,1 - 1
88498,2,1965-08-28,Brighton & Hove Albion,Hull City,1 - 2
88499,2,1965-08-28,Bristol Rovers,Brentford,1 - 1
88500,2,1965-08-28,Gillingham,Millwall,1 - 0
88501,2,1965-08-28,Oldham Athletic,Peterborough United,2 - 4
88502,2,1965-08-28,Oxford United,Shrewsbury Town,0 - 1
88503,2,1965-08-28,Queens Park Rangers,Mansfield Town,1 - 2
88504,2,1965-08-28,Scunthorpe United,Reading,2 - 0
88505,2,1965-08-28,Swansea City,Swindon Town,1 - 1
88506,2,1965-08-28,Walsall,Southend United,3 - 0
88507,2,1965-08-28,Watford,Exeter City,3 - 0
88508,2,1965-08-28,Workington,AFC Bournemouth,2 - 2
88540,2,1965-09-01,Hull City,Swindon Town,1 - 0
88542,3,1965-09-03,Reading,Brighton & Hove Albion,0 - 0
88543,3,1965-09-03,Shrewsbury Town,Swansea City,5 - 0
88567,3,1965-09-04,Brentford,York City,0 - 1
88568,3,1965-09-04,Exeter City,Scunthorpe United,4 - 0
88569,3,1965-09-04,Gillingham,AFC Bournemouth,2 - 0
88570,3,1965-09-04,Grimsby Town,Oxford United,1 - 1
88571,3,1965-09-04,Hull City,Queens Park Rangers,1 - 3
88572,4,1965-09-04,Mansfield Town,Bristol Rovers,2 - 0
88573,4,1965-09-04,Millwall,Oldham Athletic,1 - 0
88574,4,1965-09-04,Peterborough United,Watford,2 - 2
88575,4,1965-09-04,Swindon Town,Walsall,0 - 0
88599,4,1965-09-07,Bristol Rovers,Swindon Town,0 - 1
88609,5,1965-09-10,York City,Bristol Rovers,1 - 5
88632,5,1965-09-11,AFC Bournemouth,Southend United,0 - 0
88633,5,1965-09-11,Brighton & Hove Albion,Exeter City,2 - 1
88634,5,1965-09-11,Mansfield Town,Hull City,1 - 2
88635,5,1965-09-11,Oldham Athletic,Gillingham,5 - 3
88636,5,1965-09-11,Oxford United,Brentford,2 - 0
88637,5,1965-09-11,Queens Park Rangers,Reading,0 - 2
88638,5,1965-09-11,Scunthorpe United,Peterborough United,1 - 1
88639,5,1965-09-11,Swansea City,Grimsby Town,1 - 0
88640,5,1965-09-11,Walsall,Shrewsbury Town,3 - 0
88641,5,1965-09-11,Watford,Millwall,0 - 1
88642,5,1965-09-11,Workington,Swindon Town,0 - 3
88656,5,1965-09-13,Millwall,Exeter City,3 - 0
88657,6,1965-09-13,Southend United,York City,2 - 3
88667,6,1965-09-14,AFC Bournemouth,Oxford United,1 - 1
88668,6,1965-09-14,Brentford,Shrewsbury Town,4 - 0
88669,6,1965-09-14,Scunthorpe United,Queens Park Rangers,1 - 2
88670,6,1965-09-14,Swansea City,Workington,1 - 6
88671,6,1965-09-14,Walsall,Peterborough United,2 - 0
88672,6,1965-09-14,Watford,Mansfield Town,2 - 1
88688,6,1965-09-15,Grimsby Town,Brighton & Hove Albion,3 - 1
88689,6,1965-09-15,Reading,Gillingham,2 - 2
88697,6,1965-09-17,Oldham Athletic,Southend United,1 - 0
88698,6,1965-09-17,Reading,Mansfield Town,2 - 1
88699,7,1965-09-17,Shrewsbury Town,Workington,1 - 1
88725,7,1965-09-18,Brentford,Swansea City,2 - 0
88726,7,1965-09-18,Bristol Rovers,Oxford United,3 - 1
88727,7,1965-09-18,Exeter City,Queens Park Rangers,0 - 0
88728,7,1965-09-18,Gillingham,Watford,2 - 2
88729,7,1965-09-18,Grimsby Town,Walsall,3 - 1
88730,7,1965-09-18,Hull City,York City,1 - 4
88731,7,1965-09-18,Millwall,Scunthorpe United,2 - 2
88732,7,1965-09-18,Peterborough United,Brighton & Hove Albion,2 - 2
88733,7,1965-09-18,Swindon Town,AFC Bournemouth,0 - 0
88743,7,1965-09-24,Southend United,Swindon Town,4 - 2
88770,7,1965-09-25,AFC Bournemouth,Shrewsbury Town,2 - 0
88771,8,1965-09-25,Brighton & Hove Albion,Millwall,2 - 2
88772,8,1965-09-25,Hull City,Reading,3 - 3
88773,8,1965-09-25,Mansfield Town,Exeter City,0 - 0
88774,8,1965-09-25,Oxford United,York City,4 - 1
88775,8,1965-09-25,Queens Park Rangers,Peterborough United,2 - 1
88776,8,1965-09-25,Scunthorpe United,Gillingham,0 - 1
88777,8,1965-09-25,Swansea City,Bristol Rovers,3 - 0
88778,8,1965-09-25,Walsall,Brentford,1 - 1
88779,8,1965-09-25,Watford,Oldham Athletic,4 - 0
88780,8,1965-09-25,Workington,Grimsby Town,1 - 0
88791,8,1965-10-01,Reading,Oxford United,0 - 1
88792,9,1965-10-01,Shrewsbury Town,Southend United,3 - 0
88793,9,1965-10-01,York City,Swansea City,5 - 1
88811,9,1965-10-02,Brentford,Workington,0 - 1
88812,9,1965-10-02,Bristol Rovers,Walsall,3 - 0
88813,9,1965-10-02,Exeter City,Hull City,1 - 4
88814,9,1965-10-02,Gillingham,Brighton & Hove Albion,3 - 1
88815,9,1965-10-02,Grimsby Town,AFC Bournemouth,2 - 0
88816,9,1965-10-02,Millwall,Queens Park Rangers,2 - 1
88817,9,1965-10-02,Oldham Athletic,Scunthorpe United,1 - 3
88818,9,1965-10-02,Peterborough United,Mansfield Town,3 - 2
88819,9,1965-10-02,Watford,Swindon Town,2 - 0
88828,9,1965-10-04,Mansfield Town,Watford,2 - 2
88829,10,1965-10-04,Peterborough United,Walsall,3 - 1
88830,10,1965-10-04,Queens Park Rangers,Scunthorpe United,1 - 0
88831,10,1965-10-04,Workington,Swansea City,7 - 0
88832,10,1965-10-04,York City,Southend United,0 - 3
88838,10,1965-10-05,Brighton & Hove Albion,Grimsby Town,1 - 2
88839,10,1965-10-05,Swindon Town,Bristol Rovers,4 - 3
