,Round Number,Date,Home Team,Away Team,Result
98545,0,1970-08-15,Barnsley,Fulham,0 - 1
98546,0,1970-08-15,Brighton & Hove Albion,Torquay United,0 - 0
98547,0,1970-08-15,Chesterfield,Aston Villa,2 - 3
98548,0,1970-08-15,Doncaster Rovers,Mansfield Town,1 - 2
98549,0,1970-08-15,Gillingham,Reading,0 - 0
98550,0,1970-08-15,Plymouth Argyle,Tranmere Rovers,0 - 1
98551,0,1970-08-15,Preston North End,Halifax Town,1 - 1
98552,0,1970-08-15,Rochdale,Bristol Rovers,1 - 1
98553,0,1970-08-15,Shrewsbury Town,Rotherham United,4 - 2
98554,0,1970-08-15,Swansea City,Port Vale,0 - 2
98555,0,1970-08-15,Walsall,Bradford City,1 - 2
98556,0,1970-08-15,Wrexham,Bury,3 - 2
98581,0,1970-08-21,Tranmere Rovers,Chesterfield,0 - 0
98605,1,1970-08-22,Aston Villa,Plymouth Argyle,1 - 1
98606,1,1970-08-22,Bradford City,Barnsley,1 - 0
98607,1,1970-08-22,Bristol Rovers,Shrewsbury Town,2 - 2
98608,1,1970-08-22,Bury,Gillingham,2 - 1
98609,1,1970-08-22,Fulham,Swansea City,4 - 1
98610,1,1970-08-22,Halifax Town,Wrexham,2 - 0
98611,1,1970-08-22,Mansfield Town,Brighton & Hove Albion,1 - 0
98612,1,1970-08-22,Port Vale,Rochdale,4 - 1
98613,1,1970-08-22,Reading,Walsall,1 - 2
98614,1,1970-08-22,Rotherham United,Doncaster Rovers,2 - 0
98615,1,1970-08-22,Torquay United,Preston North End,3 - 1
98639,1,1970-08-28,Barnsley,Bury,1 - 1
98640,2,1970-08-28,Shrewsbury Town,Mansfield Town,5 - 2
98665,2,1970-08-29,Brighton & Hove Albion,Rotherham United,1 - 1
98666,2,1970-08-29,Chesterfield,Reading,4 - 0
98667,2,1970-08-29,Doncaster Rovers,Tranmere Rovers,2 - 2
98668,2,1970-08-29,Gillingham,Halifax Town,2 - 1
98669,2,1970-08-29,Plymouth Argyle,Port Vale,2 - 1
98670,2,1970-08-29,Preston North End,Bristol Rovers,3 - 2
98671,2,1970-08-29,Rochdale,Bradford City,0 - 0
98672,2,1970-08-29,Swansea City,Aston Villa,1 - 2
98673,2,1970-08-29,Walsall,Fulham,3 - 2
98674,2,1970-08-29,Wrexham,Torquay United,1 - 0
98686,2,1970-08-31,Aston Villa,Mansfield Town,0 - 1
98687,3,1970-08-31,Preston North End,Wrexham,3 - 2
98688,3,1970-08-31,Rochdale,Doncaster Rovers,1 - 0
98703,3,1970-09-01,Bristol Rovers,Port Vale,3 - 0
98704,3,1970-09-01,Rotherham United,Bury,3 - 2
98705,3,1970-09-01,Swansea City,Shrewsbury Town,5 - 0
98706,3,1970-09-01,Walsall,Barnsley,1 - 2
98722,3,1970-09-02,Chesterfield,Gillingham,2 - 0
98723,3,1970-09-02,Fulham,Bradford City,5 - 0
98724,3,1970-09-02,Plymouth Argyle,Brighton & Hove Albion,1 - 1
98725,3,1970-09-02,Reading,Tranmere Rovers,1 - 1
98729,3,1970-09-04,Mansfield Town,Plymouth Argyle,1 - 5
98730,4,1970-09-04,Torquay United,Rochdale,3 - 0
98731,4,1970-09-04,Tranmere Rovers,Barnsley,2 - 2
98755,4,1970-09-05,Aston Villa,Doncaster Rovers,3 - 2
98756,4,1970-09-05,Bradford City,Shrewsbury Town,1 - 0
98757,4,1970-09-05,Bristol Rovers,Wrexham,3 - 2
98758,4,1970-09-05,Bury,Brighton & Hove Albion,0 - 2
98759,4,1970-09-05,Fulham,Chesterfield,2 - 0
