,Round Number,Date,Home Team,Away Team,Result
57987,0,1950-08-19,Barnsley,Southampton,1 - 2
57988,0,1950-08-19,Bury,Leicester City,2 - 3
57989,0,1950-08-19,Grimsby Town,Cardiff City,0 - 0
57990,0,1950-08-19,Leeds United,Doncaster Rovers,3 - 1
57991,0,1950-08-19,Luton Town,Brentford,2 - 0
57992,0,1950-08-19,Notts County,Coventry City,0 - 2
57993,0,1950-08-19,Preston North End,Manchester City,2 - 4
57994,0,1950-08-19,Queens Park Rangers,Chesterfield,1 - 1
57995,0,1950-08-19,Sheffield United,Blackburn Rovers,0 - 3
57996,0,1950-08-19,Swansea City,Birmingham City,0 - 1
57997,0,1950-08-19,West Ham United,Hull City,3 - 3
58025,0,1950-08-21,Blackburn Rovers,Brentford,3 - 2
58026,1,1950-08-21,Chesterfield,Grimsby Town,2 - 2
58027,1,1950-08-21,Coventry City,Leeds United,1 - 0
58043,1,1950-08-23,Birmingham City,Leicester City,2 - 0
58044,1,1950-08-23,Manchester City,Cardiff City,2 - 1
58045,1,1950-08-23,Preston North End,Bury,2 - 0
58046,1,1950-08-23,Southampton,Doncaster Rovers,1 - 1
58059,1,1950-08-24,Hull City,Barnsley,3 - 3
58060,1,1950-08-24,Queens Park Rangers,Notts County,1 - 0
58061,1,1950-08-24,Swansea City,Sheffield United,1 - 2
58062,1,1950-08-24,West Ham United,Luton Town,2 - 1
58079,1,1950-08-26,Birmingham City,Grimsby Town,1 - 1
58080,2,1950-08-26,Blackburn Rovers,Luton Town,1 - 0
58081,2,1950-08-26,Brentford,Leeds United,1 - 2
58082,2,1950-08-26,Cardiff City,Notts County,2 - 0
58083,2,1950-08-26,Chesterfield,Barnsley,1 - 2
58084,2,1950-08-26,Coventry City,Preston North End,1 - 0
58085,2,1950-08-26,Doncaster Rovers,West Ham United,3 - 0
58086,2,1950-08-26,Hull City,Swansea City,2 - 1
58087,2,1950-08-26,Leicester City,Queens Park Rangers,6 - 2
58088,2,1950-08-26,Manchester City,Bury,5 - 1
58089,2,1950-08-26,Southampton,Sheffield United,1 - 0
58117,2,1950-08-28,Cardiff City,Manchester City,1 - 1
58118,3,1950-08-28,Leicester City,Birmingham City,1 - 3
58119,3,1950-08-28,Sheffield United,Swansea City,6 - 1
58138,3,1950-08-30,Barnsley,Hull City,4 - 2
58139,3,1950-08-30,Brentford,Blackburn Rovers,3 - 2
58140,3,1950-08-30,Bury,Preston North End,3 - 1
58141,3,1950-08-30,Doncaster Rovers,Southampton,0 - 0
58142,3,1950-08-30,Grimsby Town,Chesterfield,1 - 2
58143,3,1950-08-30,Leeds United,Coventry City,1 - 0
58144,3,1950-08-30,Luton Town,West Ham United,1 - 1
58155,3,1950-08-31,Notts County,Queens Park Rangers,3 - 3
58171,3,1950-09-02,Bury,Coventry City,1 - 0
58172,4,1950-09-02,Chesterfield,Leicester City,1 - 0
58173,4,1950-09-02,Hull City,Grimsby Town,2 - 1
58174,4,1950-09-02,Leeds United,Blackburn Rovers,0 - 1
58175,4,1950-09-02,Luton Town,Southampton,0 - 1
58176,4,1950-09-02,Notts County,Birmingham City,0 - 1
58177,4,1950-09-02,Preston North End,Cardiff City,1 - 1
58178,4,1950-09-02,Queens Park Rangers,Manchester City,1 - 2
58179,4,1950-09-02,Sheffield United,Barnsley,0 - 2
58180,4,1950-09-02,Swansea City,Doncaster Rovers,2 - 2
58181,4,1950-09-02,West Ham United,Brentford,1 - 2
58211,4,1950-09-04,Cardiff City,West Ham United,2 - 1
58212,5,1950-09-04,Leicester City,Notts County,1 - 1
58229,5,1950-09-06,Barnsley,Brentford,2 - 3
58230,5,1950-09-06,Birmingham City,Coventry City,1 - 1
58231,5,1950-09-06,Bury,Queens Park Rangers,0 - 1
58232,5,1950-09-06,Grimsby Town,Manchester City,4 - 4
58233,5,1950-09-06,Luton Town,Hull City,1 - 2
58234,5,1950-09-06,Preston North End,Chesterfield,4 - 1
58235,5,1950-09-06,Southampton,Blackburn Rovers,1 - 1
58244,5,1950-09-07,Swansea City,Leeds United,4 - 2
58262,5,1950-09-09,Barnsley,Luton Town,6 - 1
58263,6,1950-09-09,Birmingham City,Preston North End,1 - 0
58264,6,1950-09-09,Blackburn Rovers,West Ham United,1 - 3
58265,6,1950-09-09,Brentford,Swansea City,2 - 1
58266,6,1950-09-09,Cardiff City,Bury,2 - 2
58267,6,1950-09-09,Coventry City,Queens Park Rangers,3 - 0
58268,6,1950-09-09,Grimsby Town,Notts County,1 - 4
58269,6,1950-09-09,Hull City,Doncaster Rovers,1 - 2
58270,6,1950-09-09,Leicester City,Sheffield United,2 - 2
58271,6,1950-09-09,Manchester City,Chesterfield,5 - 1
58272,6,1950-09-09,Southampton,Leeds United,2 - 0
58298,6,1950-09-11,Blackburn Rovers,Southampton,1 - 0
58299,7,1950-09-11,Chesterfield,Preston North End,2 - 0
58300,7,1950-09-11,Coventry City,Birmingham City,3 - 1
58301,7,1950-09-11,Sheffield United,Doncaster Rovers,0 - 0
58315,7,1950-09-13,Brentford,Barnsley,0 - 2
58342,7,1950-09-16,Bury,Birmingham City,4 - 1
58343,7,1950-09-16,Chesterfield,Coventry City,1 - 1
58344,8,1950-09-16,Hull City,Brentford,3 - 0
58345,8,1950-09-16,Leeds United,Barnsley,2 - 2
