,Round Number,Date,Home Team,Away Team,Result
612,0,1997-08-08,Standard,Mouscron,1 - 1
613,0,1997-08-09,Beveren,Aalst,0 - 0
614,0,1997-08-09,Genk,Charleroi,4 - 0
615,0,1997-08-09,Gent,Club Brugge,0 - 4
616,0,1997-08-09,Germinal,Molenbeek,3 - 1
617,0,1997-08-09,Lierse,Lokeren,3 - 0
618,0,1997-08-09,Westerlo,St Truiden,4 - 1
619,0,1997-08-10,Harelbeke,Lommel,1 - 1
620,0,1997-08-16,Anderlecht,Molenbeek,0 - 2
621,0,1997-08-16,Lokeren,Genk,1 - 5
622,1,1997-08-16,Lommel,Beveren,3 - 1
623,1,1997-08-16,Mouscron,Gent,1 - 1
624,1,1997-08-16,St Truiden,Harelbeke,1 - 2
625,1,1997-08-17,Aalst,Antwerp,2 - 0
626,1,1997-08-17,Charleroi,Standard,2 - 1
627,1,1997-08-17,Club Brugge,Westerlo,3 - 1
628,1,1997-08-17,Germinal,Lierse,1 - 1
629,1,1997-08-22,Lierse,Anderlecht,0 - 1
630,2,1997-08-23,Antwerp,Lommel,2 - 5
631,2,1997-08-23,Beveren,St Truiden,1 - 1
632,2,1997-08-23,Genk,Germinal,4 - 2
633,2,1997-08-23,Gent,Westerlo,6 - 0
634,2,1997-08-23,Harelbeke,Club Brugge,0 - 1
635,2,1997-08-23,Mouscron,Charleroi,0 - 0
636,2,1997-08-23,Standard,Lokeren,1 - 3
637,2,1997-08-24,Molenbeek,Aalst,1 - 1
638,2,1997-08-30,Anderlecht,Genk,0 - 2
639,3,1997-08-30,Charleroi,Gent,1 - 1
640,3,1997-08-30,Lokeren,Mouscron,2 - 1
641,3,1997-08-30,Lommel,Molenbeek,3 - 1
642,3,1997-08-30,St Truiden,Antwerp,1 - 0
643,3,1997-08-30,Westerlo,Harelbeke,2 - 2
644,3,1997-08-31,Aalst,Lierse,1 - 3
645,3,1997-08-31,Club Brugge,Beveren,3 - 1
646,3,1997-08-31,Germinal,Standard,0 - 3
647,3,1997-09-13,Standard,Anderlecht,1 - 2
648,4,1997-09-14,Beveren,Westerlo,2 - 0
649,4,1997-09-14,Charleroi,Lokeren,2 - 0
650,4,1997-09-14,Genk,Aalst,3 - 2
651,4,1997-09-14,Gent,Harelbeke,0 - 0
652,4,1997-09-14,Lierse,Lommel,1 - 4
653,4,1997-09-14,Molenbeek,St Truiden,2 - 0
654,4,1997-09-14,Mouscron,Germinal,0 - 1
655,4,1997-09-19,Anderlecht,Mouscron,1 - 2
656,5,1997-09-20,Lokeren,Gent,3 - 2
657,5,1997-09-20,Lommel,Genk,3 - 1
658,5,1997-09-20,St Truiden,Lierse,0 - 5
659,5,1997-09-20,Westerlo,Antwerp,5 - 2
660,5,1997-09-21,Aalst,Standard,1 - 1
661,5,1997-09-21,Club Brugge,Molenbeek,4 - 0
662,5,1997-09-21,Germinal,Charleroi,5 - 0
663,5,1997-09-21,Harelbeke,Beveren,1 - 1
664,5,1997-09-27,Charleroi,Anderlecht,3 - 0
665,6,1997-09-27,Genk,St Truiden,0 - 0
666,6,1997-09-27,Gent,Beveren,3 - 2
667,6,1997-09-27,Lierse,Club Brugge,2 - 4
668,6,1997-09-27,Molenbeek,Westerlo,1 - 2
669,6,1997-09-27,Mouscron,Aalst,2 - 0
670,6,1997-09-27,Standard,Lommel,1 - 0
671,6,1997-09-28,Antwerp,Harelbeke,1 - 3
672,6,1997-09-28,Lokeren,Germinal,1 - 3
