,Round Number,Date,Home Team,Away Team,Result
1836,0,2001-08-11,Gent,St Truiden,4 - 2
1837,0,2001-08-11,Anderlecht,Antwerp,3 - 0
1838,0,2001-08-11,Genk,Beveren,5 - 1
1839,0,2001-08-11,Lierse,Lokeren,1 - 1
1840,0,2001-08-11,Lommel,Molenbeek,1 - 0
1841,0,2001-08-12,Aalst,Mouscron,1 - 0
1842,0,2001-08-12,Charleroi,Standard,0 - 0
1843,0,2001-08-12,Club Brugge,Westerlo,4 - 2
1844,0,2001-08-12,Germinal,Louvieroise,8 - 2
1845,0,2001-08-17,Mouscron,Gent,0 - 1
1846,1,2001-08-18,Antwerp,Genk,3 - 0
1847,1,2001-08-18,Beveren,Lierse,1 - 1
1848,1,2001-08-18,Louvieroise,Anderlecht,1 - 3
1849,1,2001-08-18,Molenbeek,Charleroi,0 - 1
1850,1,2001-08-18,St Truiden,Lommel,4 - 3
1851,1,2001-08-18,Standard,Germinal,3 - 0
1852,1,2001-08-18,Westerlo,Aalst,0 - 1
1853,1,2001-08-19,Lokeren,Club Brugge,0 - 1
1854,1,2001-08-25,Gent,Westerlo,4 - 1
1855,2,2001-08-25,Charleroi,St Truiden,0 - 3
1856,2,2001-08-25,Lierse,Antwerp,2 - 1
1857,2,2001-08-25,Lommel,Mouscron,3 - 2
1858,2,2001-08-26,Aalst,Lokeren,2 - 1
1859,2,2001-08-26,Club Brugge,Beveren,6 - 1
1860,2,2001-08-26,Germinal,Anderlecht,1 - 1
1861,2,2001-08-26,Genk,Louvieroise,5 - 1
1862,2,2001-08-26,Standard,Molenbeek,2 - 1
1863,2,2001-09-07,Mouscron,Charleroi,0 - 1
1864,3,2001-09-08,Anderlecht,Genk,3 - 3
1865,3,2001-09-08,Beveren,Aalst,0 - 4
1866,3,2001-09-08,Louvieroise,Lierse,0 - 0
1867,3,2001-09-08,St Truiden,Standard,1 - 1
1868,3,2001-09-08,Westerlo,Lommel,6 - 0
1869,3,2001-09-09,Antwerp,Club Brugge,1 - 2
1870,3,2001-09-09,Lokeren,Gent,0 - 1
1871,3,2001-09-09,Molenbeek,Germinal,2 - 2
1872,3,2001-09-15,Gent,Beveren,2 - 1
1873,4,2001-09-15,Germinal,Genk,1 - 1
1874,4,2001-09-15,Lierse,Anderlecht,2 - 0
1875,4,2001-09-15,Lommel,Lokeren,3 - 4
1876,4,2001-09-15,Molenbeek,St Truiden,1 - 2
1877,4,2001-09-16,Aalst,Antwerp,0 - 0
1878,4,2001-09-16,Charleroi,Westerlo,4 - 2
1879,4,2001-09-16,Club Brugge,Louvieroise,2 - 1
1880,4,2001-09-16,Standard,Mouscron,2 - 1
1881,4,2001-09-22,Genk,Lierse,4 - 2
1882,5,2001-09-22,Louvieroise,Aalst,1 - 3
1883,5,2001-09-22,Mouscron,Molenbeek,4 - 1
1884,5,2001-09-22,St Truiden,Germinal,2 - 2
1885,5,2001-09-23,Antwerp,Gent,2 - 3
1886,5,2001-09-23,Beveren,Lommel,0 - 2
1887,5,2001-09-29,Gent,Louvieroise,2 - 1
1888,6,2001-09-29,Charleroi,Beveren,1 - 1
1889,6,2001-09-29,Germinal,Lierse,2 - 0
1890,6,2001-09-29,Lommel,Antwerp,2 - 2
1891,6,2001-09-29,Molenbeek,Westerlo,0 - 1
1892,6,2001-09-29,St Truiden,Mouscron,1 - 2
1893,6,2001-09-30,Aalst,Anderlecht,1 - 5
1894,6,2001-09-30,Club Brugge,Genk,1 - 2
1895,6,2001-09-30,Standard,Lokeren,0 - 2
1896,6,2001-10-09,Louvieroise,Lommel,0 - 0
1897,7,2001-10-10,Anderlecht,Gent,2 - 0
1898,7,2001-10-10,Antwerp,Charleroi,2 - 0
1899,7,2001-10-10,Beveren,Standard,1 - 1
1900,7,2001-10-10,Genk,Aalst,5 - 0
1901,7,2001-10-10,Lierse,Club Brugge,0 - 2
1902,7,2001-10-10,Lokeren,Molenbeek,4 - 0
1903,7,2001-10-10,Mouscron,Germinal,3 - 1
1904,7,2001-10-10,Westerlo,St Truiden,0 - 0
1905,7,2001-10-13,Gent,Genk,0 - 0
1906,8,2001-10-13,Charleroi,Louvieroise,2 - 1
1907,8,2001-10-13,Lommel,Anderlecht,2 - 2
1908,8,2001-10-13,Molenbeek,Beveren,3 - 0
1909,8,2001-10-13,Mouscron,Westerlo,1 - 2
1910,8,2001-10-13,St Truiden,Lokeren,1 - 0
1911,8,2001-10-13,Standard,Antwerp,4 - 2
1912,8,2001-10-14,Aalst,Lierse,0 - 2
1913,8,2001-10-14,Germinal,Club Brugge,1 - 2
1914,8,2001-10-20,Anderlecht,Charleroi,2 - 1
1915,9,2001-10-20,Antwerp,Molenbeek,1 - 2
1916,9,2001-10-20,Genk,Lommel,4 - 2
1917,9,2001-10-20,Lokeren,Mouscron,2 - 1
1918,9,2001-10-21,Beveren,St Truiden,3 - 2
1919,9,2001-10-21,Club Brugge,Aalst,3 - 0
1920,9,2001-10-21,Louvieroise,Standard,3 - 1
1921,9,2001-10-21,Lierse,Gent,1 - 2
1922,9,2001-10-21,Westerlo,Germinal,1 - 2
1923,9,2001-10-27,Charleroi,Genk,0 - 3
1924,10,2001-10-27,Germinal,Aalst,4 - 0
1925,10,2001-10-27,Molenbeek,Louvieroise,1 - 0
1926,10,2001-10-27,St Truiden,Antwerp,3 - 1
1927,10,2001-10-27,Standard,Anderlecht,1 - 0
1928,10,2001-10-27,Westerlo,Lokeren,0 - 1
1929,10,2001-10-28,Gent,Club Brugge,2 - 2
1930,10,2001-10-28,Lommel,Lierse,2 - 2
1931,10,2001-10-28,Mouscron,Beveren,3 - 0
1932,10,2001-10-31,Lokeren,Charleroi,1 - 0
1933,11,2001-11-03,Anderlecht,Molenbeek,2 - 2
1934,11,2001-11-03,Antwerp,Mouscron,2 - 1
1935,11,2001-11-03,Beveren,Westerlo,1 - 1
1936,11,2001-11-03,Lierse,Charleroi,1 - 2
1937,11,2001-11-03,Lokeren,Germinal,3 - 2
1938,12,2001-11-04,Aalst,Gent,1 - 3
1939,12,2001-11-04,Club Brugge,Lommel,3 - 1
1940,12,2001-11-04,Genk,Standard,1 - 1
1941,12,2001-11-04,Louvieroise,St Truiden,1 - 0
1942,12,2001-11-11,Germinal,Antwerp,2 - 0
1943,13,2001-11-24,Germinal,Gent,3 - 2
1944,14,2001-11-24,Lokeren,Beveren,1 - 0
1945,14,2001-11-24,Lommel,Aalst,1 - 1
1946,14,2001-11-24,Mouscron,Louvieroise,2 - 0
1947,14,2001-11-24,St Truiden,Anderlecht,0 - 2
1948,14,2001-11-24,Standard,Lierse,2 - 1
1949,14,2001-11-24,Westerlo,Antwerp,2 - 1
