,Round Number,Date,Home Team,Away Team,Result
2142,0,2002-08-09,Genk,Lokeren,2 - 3
2143,0,2002-08-09,Standard,Mouscron,0 - 3
2144,0,2002-08-10,Beveren,Bergen,3 - 0
2145,0,2002-08-10,Gent,Antwerp,0 - 0
2146,0,2002-08-10,Germinal,St Truiden,3 - 2
2147,0,2002-08-10,Mechelen,Charleroi,1 - 0
2148,0,2002-08-10,Westerlo,Anderlecht,0 - 2
2149,0,2002-08-11,Louvieroise,Club Brugge,1 - 2
2150,0,2002-08-17,Anderlecht,Mechelen,4 - 1
2151,1,2002-08-17,Antwerp,Genk,2 - 4
2152,1,2002-08-17,Bergen,Westerlo,2 - 1
2153,1,2002-08-17,Club Brugge,Beveren,3 - 0
2154,1,2002-08-17,Lierse,Louvieroise,1 - 1
2155,1,2002-08-17,Lokeren,Germinal,3 - 1
2156,1,2002-08-18,Charleroi,Standard,3 - 3
2157,1,2002-08-18,Mouscron,Gent,2 - 1
2158,1,2002-08-24,Antwerp,Mouscron,3 - 1
2159,2,2002-08-24,Gent,Charleroi,2 - 1
2160,2,2002-08-24,Lierse,Beveren,5 - 0
2161,2,2002-08-24,Mechelen,Bergen,0 - 0
2162,2,2002-08-24,Standard,Anderlecht,0 - 2
2163,2,2002-08-24,Westerlo,Club Brugge,0 - 2
2164,2,2002-08-25,Louvieroise,St Truiden,1 - 2
2165,2,2002-08-31,Anderlecht,Gent,2 - 2
2166,3,2002-08-31,Bergen,Standard,1 - 0
2167,3,2002-08-31,Charleroi,Antwerp,1 - 1
2168,3,2002-08-31,Club Brugge,Mechelen,4 - 0
2169,3,2002-08-31,Lierse,Westerlo,0 - 1
2170,3,2002-08-31,Lokeren,Louvieroise,1 - 1
2171,3,2002-08-31,St Truiden,Beveren,6 - 1
2172,3,2002-09-01,Mouscron,Genk,3 - 3
2173,3,2002-09-11,Genk,Germinal,5 - 2
2174,4,2002-09-13,Standard,Club Brugge,1 - 2
2175,4,2002-09-14,Beveren,Lokeren,0 - 1
2176,4,2002-09-14,Gent,Bergen,2 - 1
2177,4,2002-09-14,Mechelen,Lierse,0 - 2
2178,4,2002-09-14,Mouscron,Charleroi,6 - 0
2179,4,2002-09-14,Westerlo,St Truiden,0 - 3
2180,4,2002-09-15,Antwerp,Anderlecht,2 - 1
2181,4,2002-09-15,Louvieroise,Germinal,1 - 1
2182,4,2002-09-21,Bergen,Antwerp,3 - 0
2183,5,2002-09-21,Charleroi,Genk,0 - 0
2184,5,2002-09-21,Club Brugge,Gent,1 - 0
2185,5,2002-09-21,Germinal,Beveren,2 - 1
2186,5,2002-09-21,Lierse,Standard,2 - 0
2187,5,2002-09-21,St Truiden,Mechelen,5 - 1
2188,5,2002-09-22,Lokeren,Westerlo,4 - 0
2189,5,2002-09-23,Anderlecht,Mouscron,6 - 3
2190,5,2002-09-27,Charleroi,Anderlecht,1 - 3
2191,6,2002-09-28,Antwerp,Club Brugge,2 - 2
2192,6,2002-09-28,Genk,Louvieroise,1 - 0
2193,6,2002-09-28,Gent,Lierse,1 - 3
2194,6,2002-09-28,Mouscron,Bergen,3 - 2
2195,6,2002-09-28,Standard,St Truiden,2 - 2
2196,6,2002-09-28,Westerlo,Germinal,2 - 1
2197,6,2002-09-29,Mechelen,Lokeren,2 - 3
2198,6,2002-10-04,Louvieroise,Beveren,2 - 1
2199,7,2002-10-05,Bergen,Charleroi,4 - 1
2200,7,2002-10-05,Germinal,Mechelen,2 - 2
2201,7,2002-10-05,Lierse,Antwerp,3 - 1
2202,7,2002-10-05,Lokeren,Standard,3 - 3
2203,7,2002-10-05,St Truiden,Gent,6 - 4
2204,7,2002-10-06,Anderlecht,Genk,1 - 1
2205,7,2002-10-06,Club Brugge,Mouscron,5 - 0
2206,7,2002-10-19,Anderlecht,Bergen,2 - 1
2207,8,2002-10-19,Antwerp,St Truiden,1 - 3
2208,8,2002-10-19,Charleroi,Club Brugge,2 - 3
2209,8,2002-10-19,Genk,Beveren,4 - 0
2210,8,2002-10-19,Gent,Lokeren,2 - 3
2211,8,2002-10-19,Standard,Germinal,2 - 1
2212,8,2002-10-20,Mouscron,Lierse,1 - 1
2213,8,2002-10-20,Westerlo,Louvieroise,0 - 3
2214,8,2002-10-26,Bergen,Genk,1 - 2
2215,9,2002-10-26,Beveren,Westerlo,2 - 1
2216,9,2002-10-26,Germinal,Gent,2 - 1
2217,9,2002-10-26,Lierse,Charleroi,2 - 1
2218,9,2002-10-28,Lokeren,Antwerp,2 - 1
2219,9,2002-10-28,Louvieroise,Mechelen,1 - 1
2220,9,2002-11-02,Bergen,Club Brugge,1 - 2
2221,10,2002-11-02,Charleroi,St Truiden,2 - 2
2222,10,2002-11-02,Mouscron,Lokeren,1 - 1
2223,10,2002-11-02,Standard,Louvieroise,1 - 0
2224,10,2002-11-03,Antwerp,Germinal,5 - 3
2225,10,2002-11-03,Genk,Westerlo,1 - 1
2226,10,2002-11-03,Mechelen,Beveren,0 - 2
2227,10,2002-11-04,Anderlecht,Lierse,1 - 2
2228,10,2002-11-08,St Truiden,Anderlecht,3 - 1
2229,11,2002-11-09,Club Brugge,Genk,4 - 0
2230,11,2002-11-09,Germinal,Mouscron,0 - 2
2231,11,2002-11-09,Lokeren,Charleroi,4 - 1
2232,11,2002-11-09,Louvieroise,Gent,0 - 1
2233,11,2002-11-09,Westerlo,Mechelen,2 - 0
2234,11,2002-11-10,Beveren,Standard,1 - 3
2235,11,2002-11-10,Lierse,Bergen,1 - 1
2236,11,2002-11-20,St Truiden,Mouscron,2 - 2
2237,12,2002-11-22,Anderlecht,Lokeren,2 - 0
2238,12,2002-11-23,Antwerp,Louvieroise,2 - 1
2239,12,2002-11-23,Bergen,St Truiden,3 - 0
2240,12,2002-11-23,Charleroi,Germinal,1 - 6
2241,12,2002-11-23,Club Brugge,Lierse,3 - 0
2242,12,2002-11-23,Genk,Mechelen,9 - 0
2243,12,2002-11-23,Standard,Westerlo,3 - 0
2244,12,2002-11-24,Gent,Beveren,2 - 1
2245,12,2002-11-30,Beveren,Antwerp,3 - 1
2246,13,2002-11-30,Lokeren,Bergen,4 - 0
2247,13,2002-11-30,Louvieroise,Mouscron,2 - 0
2248,13,2002-11-30,Mechelen,Standard,1 - 1
2249,13,2002-11-30,Westerlo,Gent,1 - 0
2250,13,2002-12-01,Germinal,Anderlecht,1 - 2
2251,13,2002-12-01,Lierse,Genk,1 - 1
2252,13,2002-12-01,St Truiden,Club Brugge,5 - 2
2253,13,2002-12-04,Club Brugge,Lokeren,5 - 0
2254,14,2002-12-07,Antwerp,Westerlo,1 - 2
2255,14,2002-12-07,Charleroi,Louvieroise,1 - 1
2256,14,2002-12-07,Club Brugge,Anderlecht,2 - 1
2257,15,2002-12-07,Mouscron,Beveren,0 - 0
2258,15,2002-12-08,Bergen,Germinal,2 - 1
2259,15,2002-12-08,Genk,Standard,1 - 5
2260,15,2002-12-08,Gent,Mechelen,2 - 0
2261,15,2002-12-08,Lierse,St Truiden,0 - 2
2262,15,2002-12-13,St Truiden,Genk,0 - 1
2263,16,2002-12-14,Lokeren,Lierse,1 - 1
2264,16,2002-12-14,Mechelen,Antwerp,0 - 2
2265,16,2002-12-15,Beveren,Charleroi,3 - 0
2266,16,2002-12-15,Germinal,Club Brugge,1 - 3
2267,16,2002-12-15,Louvieroise,Anderlecht,1 - 2
2268,16,2002-12-15,Standard,Gent,4 - 1
2269,16,2002-12-15,Westerlo,Mouscron,1 - 2
2270,16,2002-12-21,Anderlecht,Beveren,7 - 1
2271,17,2002-12-21,Bergen,Louvieroise,1 - 3
2272,17,2002-12-21,Charleroi,Westerlo,1 - 0
2273,17,2002-12-21,Gent,Genk,2 - 0
2274,17,2002-12-21,Lierse,Germinal,2 - 1
2275,17,2002-12-21,Mouscron,Mechelen,3 - 1
2276,17,2002-12-21,St Truiden,Lokeren,2 - 0
2277,17,2002-12-22,Antwerp,Standard,1 - 1
2278,17,2003-01-17,Mouscron,Standard,0 - 1
2279,18,2003-01-18,Antwerp,Gent,1 - 4
2280,18,2003-01-18,Club Brugge,Louvieroise,3 - 0
2281,18,2003-01-18,St Truiden,Germinal,1 - 1
2282,18,2003-01-19,Anderlecht,Westerlo,0 - 2
2283,18,2003-01-19,Bergen,Beveren,4 - 1
2284,18,2003-01-19,Charleroi,Mechelen,3 - 0
2285,18,2003-01-19,Lokeren,Genk,4 - 1
2286,18,2003-01-25,Beveren,Club Brugge,2 - 7
2287,19,2003-01-25,Gent,Mouscron,2 - 0
2288,19,2003-01-25,Louvieroise,Lierse,0 - 3
2289,19,2003-01-25,Mechelen,Anderlecht,0 - 2
2290,19,2003-01-25,Westerlo,Bergen,2 - 0
