,Round Number,Date,Home Team,Away Team,Result
4940,0,2012-07-28,Bergen,Oud-Heverlee Leuven,5 - 2
4941,0,2012-07-28,Club Brugge,Waasland-Beveren,3 - 1
4942,0,2012-07-28,Germinal,Lokeren,2 - 4
4943,0,2012-07-28,Kortrijk,Anderlecht,1 - 1
4944,0,2012-07-28,Mechelen,Charleroi,4 - 2
4945,0,2012-07-29,Genk,Cercle Brugge,3 - 3
4946,0,2012-07-29,Gent,Lierse,2 - 0
4947,0,2012-07-29,Standard,Waregem,0 - 1
4948,0,2012-08-03,Lierse,Standard,0 - 0
4949,1,2012-08-04,Anderlecht,Germinal,1 - 0
4950,1,2012-08-04,Cercle Brugge,Kortrijk,1 - 2
4951,1,2012-08-04,Charleroi,Club Brugge,0 - 1
4952,1,2012-08-04,Lokeren,Bergen,2 - 2
4953,1,2012-08-04,Waasland-Beveren,Mechelen,0 - 0
4954,1,2012-08-05,Oud-Heverlee Leuven,Genk,2 - 2
4955,1,2012-08-05,Waregem,Gent,3 - 1
4956,1,2012-08-10,Standard,Waasland-Beveren,3 - 1
4957,2,2012-08-11,Bergen,Lierse,1 - 1
4958,2,2012-08-11,Germinal,Waregem,1 - 1
4959,2,2012-08-11,Kortrijk,Charleroi,0 - 1
4960,2,2012-08-11,Mechelen,Club Brugge,3 - 3
4961,2,2012-08-12,Cercle Brugge,Anderlecht,0 - 3
4962,2,2012-08-12,Genk,Lokeren,1 - 0
4963,2,2012-08-12,Gent,Oud-Heverlee Leuven,1 - 1
4964,2,2012-08-18,Anderlecht,Bergen,2 - 1
4965,3,2012-08-18,Club Brugge,Germinal,3 - 1
4966,3,2012-08-18,Lierse,Genk,1 - 1
4967,3,2012-08-18,Lokeren,Mechelen,2 - 1
4968,3,2012-08-18,Oud-Heverlee Leuven,Cercle Brugge,3 - 2
4969,3,2012-08-18,Waasland-Beveren,Gent,0 - 2
4970,3,2012-08-18,Waregem,Kortrijk,2 - 0
4971,3,2012-08-19,Charleroi,Standard,2 - 6
4972,3,2012-08-25,Bergen,Club Brugge,1 - 3
4973,4,2012-08-25,Cercle Brugge,Lierse,0 - 3
4974,4,2012-08-25,Genk,Waregem,2 - 0
4975,4,2012-08-25,Germinal,Charleroi,2 - 0
4976,4,2012-08-25,Kortrijk,Waasland-Beveren,2 - 1
4977,4,2012-08-25,Oud-Heverlee Leuven,Anderlecht,1 - 1
4978,4,2012-08-25,Standard,Mechelen,3 - 2
4979,4,2012-08-26,Gent,Lokeren,2 - 1
4980,4,2012-09-01,Charleroi,Gent,1 - 1
4981,5,2012-09-01,Lierse,Oud-Heverlee Leuven,1 - 1
4982,5,2012-09-01,Mechelen,Germinal,0 - 2
