,Round Number,Date,Home Team,Away Team,Result
2414,0,2003-08-08,Club Brugge,Genk,1 - 0
2415,0,2003-08-09,Anderlecht,Antwerp,3 - 1
2416,0,2003-08-09,Charleroi,Lierse,0 - 1
2417,0,2003-08-09,Germinal,Bergen,1 - 0
2418,0,2003-08-09,Lokeren,St Truiden,0 - 0
2419,0,2003-08-09,Westerlo,Louvieroise,0 - 0
2420,0,2003-08-10,Beveren,Gent,2 - 4
2421,0,2003-08-10,Heusden Zolder,Cercle Brugge,0 - 0
2422,0,2003-08-10,Mouscron,Standard,2 - 2
2423,0,2003-08-16,Antwerp,Westerlo,2 - 1
2424,1,2003-08-16,Beveren,St Truiden,1 - 4
2425,1,2003-08-16,Genk,Charleroi,2 - 0
2426,1,2003-08-16,Gent,Anderlecht,1 - 3
2427,1,2003-08-16,Louvieroise,Heusden Zolder,2 - 0
2428,1,2003-08-17,Bergen,Mouscron,3 - 3
2429,1,2003-08-17,Cercle Brugge,Club Brugge,0 - 2
2430,1,2003-08-17,Standard,Lokeren,1 - 0
2431,1,2003-08-18,Lierse,Germinal,0 - 0
2432,1,2003-08-22,Heusden Zolder,Antwerp,0 - 0
2433,2,2003-08-23,Anderlecht,St Truiden,3 - 0
2434,2,2003-08-23,Club Brugge,Louvieroise,3 - 3
2435,2,2003-08-23,Lokeren,Beveren,1 - 2
2436,2,2003-08-23,Mouscron,Lierse,1 - 1
2437,2,2003-08-23,Standard,Bergen,4 - 0
2438,2,2003-08-23,Westerlo,Gent,2 - 2
2439,2,2003-08-24,Charleroi,Cercle Brugge,0 - 0
2440,2,2003-08-24,Germinal,Genk,2 - 2
2441,2,2003-08-29,Lierse,Standard,0 - 1
2442,3,2003-08-30,Anderlecht,Beveren,1 - 0
2443,3,2003-08-30,Antwerp,Club Brugge,0 - 4
2444,3,2003-08-30,Cercle Brugge,Germinal,1 - 0
2445,3,2003-08-30,Louvieroise,Charleroi,0 - 0
2446,3,2003-08-30,St Truiden,Westerlo,0 - 0
2447,3,2003-08-31,Bergen,Lokeren,1 - 1
2448,3,2003-08-31,Genk,Mouscron,2 - 0
2449,3,2003-08-31,Gent,Heusden Zolder,2 - 0
2450,3,2003-09-12,Heusden Zolder,St Truiden,0 - 1
2451,4,2003-09-13,Charleroi,Antwerp,0 - 1
