,Round Number,Date,Home Team,Away Team,Result
3026,0,2005-08-05,Club Brugge,Mouscron,2 - 0
3027,0,2005-08-06,Anderlecht,Louvieroise,6 - 0
3028,0,2005-08-06,Beveren,FC Brussels,0 - 2
3029,0,2005-08-06,Gent,Waregem,1 - 3
3030,0,2005-08-06,Lokeren,Genk,1 - 1
3031,0,2005-08-06,St Truiden,Roeselare,1 - 0
3032,0,2005-08-06,Standard,Lierse,3 - 1
3033,0,2005-08-06,Westerlo,Cercle Brugge,2 - 0
3034,0,2005-08-07,Charleroi,Germinal,2 - 0
3035,0,2005-08-12,Louvieroise,Gent,1 - 1
3036,1,2005-08-13,FC Brussels,Club Brugge,1 - 1
3037,1,2005-08-13,Germinal,Westerlo,0 - 1
3038,1,2005-08-13,Mouscron,Lokeren,0 - 2
3039,1,2005-08-14,Cercle Brugge,Anderlecht,0 - 2
3040,1,2005-08-14,Genk,Charleroi,0 - 0
3041,1,2005-08-14,Lierse,St Truiden,1 - 0
3042,1,2005-08-14,Roeselare,Beveren,1 - 0
3043,1,2005-08-14,Waregem,Standard,1 - 2
3044,1,2005-08-20,Anderlecht,Germinal,3 - 1
3045,2,2005-08-20,Beveren,Lierse,4 - 1
3046,2,2005-08-20,Charleroi,Mouscron,1 - 0
3047,2,2005-08-20,Club Brugge,Roeselare,1 - 0
3048,2,2005-08-20,Gent,Cercle Brugge,1 - 0
3049,2,2005-08-20,Waregem,Louvieroise,0 - 0
3050,2,2005-08-20,Westerlo,Genk,1 - 1
3051,2,2005-08-21,Lokeren,FC Brussels,1 - 0
3052,2,2005-08-21,Standard,St Truiden,2 - 0
3053,2,2005-08-26,St Truiden,Beveren,1 - 0
3054,3,2005-08-27,Cercle Brugge,Waregem,2 - 4
3055,3,2005-08-27,FC Brussels,Charleroi,2 - 2
3056,3,2005-08-27,Germinal,Gent,2 - 1
3057,3,2005-08-27,Lierse,Club Brugge,1 - 1
3058,3,2005-08-27,Louvieroise,Standard,2 - 3
3059,3,2005-08-27,Mouscron,Westerlo,1 - 0
