,Round Number,Date,Home Team,Away Team,Result
4700,0,2011-07-29,Oud-Heverlee Leuven,Anderlecht,2 - 1
4701,0,2011-07-30,Bergen,Standard,1 - 1
4702,0,2011-07-30,Genk,Germinal,3 - 1
4703,0,2011-07-30,Gent,Cercle Brugge,0 - 1
4704,0,2011-07-30,Kortrijk,Lierse,1 - 1
4705,0,2011-07-30,Lokeren,Waregem,0 - 0
4706,0,2011-07-30,Mechelen,St Truiden,2 - 1
4707,0,2011-07-31,Club Brugge,Westerlo,5 - 0
4708,0,2011-08-05,Anderlecht,Mechelen,3 - 1
4709,1,2011-08-06,Cercle Brugge,Bergen,1 - 1
4710,1,2011-08-06,Germinal,Gent,2 - 2
4711,1,2011-08-06,Lierse,Genk,0 - 0
4712,1,2011-08-06,Waregem,Oud-Heverlee Leuven,2 - 1
4713,1,2011-08-07,St Truiden,Club Brugge,3 - 3
4714,1,2011-08-07,Standard,Lokeren,3 - 1
4715,1,2011-08-07,Westerlo,Kortrijk,0 - 0
4716,1,2011-08-13,Bergen,St Truiden,4 - 2
4717,2,2011-08-13,Club Brugge,Oud-Heverlee Leuven,1 - 0
4718,2,2011-08-13,Genk,Waregem,2 - 2
4719,2,2011-08-13,Gent,Standard,3 - 1
4720,2,2011-08-13,Germinal,Westerlo,3 - 1
4721,2,2011-08-13,Kortrijk,Cercle Brugge,2 - 0
4722,2,2011-08-14,Lokeren,Anderlecht,0 - 1
4723,2,2011-08-14,Mechelen,Lierse,2 - 1
4724,2,2011-08-19,Lierse,Germinal,1 - 1
4725,3,2011-08-20,Cercle Brugge,Genk,3 - 2
4726,3,2011-08-20,Oud-Heverlee Leuven,Mechelen,1 - 2
4727,3,2011-08-20,St Truiden,Lokeren,0 - 2
4728,3,2011-08-20,Westerlo,Gent,2 - 3
4729,3,2011-08-21,Anderlecht,Bergen,2 - 2
4730,3,2011-08-21,Standard,Kortrijk,3 - 1
4731,3,2011-08-21,Waregem,Club Brugge,1 - 1
4732,3,2011-08-27,Bergen,Waregem,3 - 1
4733,4,2011-08-27,Genk,Mechelen,0 - 0
4734,4,2011-08-27,Gent,Lierse,1 - 0
4735,4,2011-08-27,Kortrijk,St Truiden,4 - 0
4736,4,2011-08-27,Lokeren,Oud-Heverlee Leuven,0 - 1
