,Round Number,Date,Home Team,Away Team,Result
13978,0,2012-08-24,Borussia Dortmund,Werder Bremen,2 - 1
13979,0,2012-08-25,Bor. Monchengladbach,1899 Hoffenheim,2 - 1
13980,0,2012-08-25,SC Freiburg,1. FSV Mainz 05,1 - 1
13981,0,2012-08-25,FC Augsburg,Fortuna Dusseldorf,0 - 2
13982,0,2012-08-25,Hamburger SV,1. FC Nurnberg,0 - 1
13983,0,2012-08-25,SpVgg Greuther Furth,Bayern Munchen,0 - 3
13984,0,2012-08-25,Eintracht Frankfurt,Bayer Leverkusen,2 - 1
13985,0,2012-08-25,VfB Stuttgart,VfL Wolfsburg,0 - 1
13986,0,2012-08-26,Hannover 96,FC Schalke 04,2 - 2
13987,0,2012-08-31,1. FSV Mainz 05,SpVgg Greuther Furth,0 - 1
13988,1,2012-09-01,FC Schalke 04,FC Augsburg,3 - 1
13989,1,2012-09-01,Bayer Leverkusen,SC Freiburg,2 - 0
13990,1,2012-09-01,Werder Bremen,Hamburger SV,2 - 0
13991,1,2012-09-01,1. FC Nurnberg,Borussia Dortmund,1 - 1
13992,1,2012-09-01,1899 Hoffenheim,Eintracht Frankfurt,0 - 4
13993,1,2012-09-01,Fortuna Dusseldorf,Bor. Monchengladbach,0 - 0
13994,1,2012-09-02,VfL Wolfsburg,Hannover 96,0 - 4
13995,1,2012-09-02,Bayern Munchen,VfB Stuttgart,6 - 1
13996,1,2012-09-14,FC Augsburg,VfL Wolfsburg,0 - 0
13997,2,2012-09-15,Borussia Dortmund,Bayer Leverkusen,3 - 0
13998,2,2012-09-15,Bayern Munchen,1. FSV Mainz 05,3 - 1
13999,2,2012-09-15,Bor. Monchengladbach,1. FC Nurnberg,2 - 3
14000,2,2012-09-15,VfB Stuttgart,Fortuna Dusseldorf,0 - 0
14001,2,2012-09-15,Hannover 96,Werder Bremen,3 - 2
14002,2,2012-09-15,SpVgg Greuther Furth,FC Schalke 04,0 - 2
14003,2,2012-09-16,SC Freiburg,1899 Hoffenheim,5 - 3
14004,2,2012-09-16,Eintracht Frankfurt,Hamburger SV,3 - 2
14005,2,2012-09-21,1. FC Nurnberg,Eintracht Frankfurt,1 - 2
14006,3,2012-09-22,FC Schalke 04,Bayern Munchen,0 - 2
14007,3,2012-09-22,VfL Wolfsburg,SpVgg Greuther Furth,1 - 1
14008,3,2012-09-22,1. FSV Mainz 05,FC Augsburg,2 - 0
14009,3,2012-09-22,Hamburger SV,Borussia Dortmund,3 - 2
14010,3,2012-09-22,Fortuna Dusseldorf,SC Freiburg,0 - 0
14011,3,2012-09-23,Bayer Leverkusen,Bor. Monchengladbach,1 - 1
14012,3,2012-09-23,Werder Bremen,VfB Stuttgart,2 - 2
14013,3,2012-09-23,1899 Hoffenheim,Hannover 96,3 - 1
14014,3,2012-09-25,Bayern Munchen,VfL Wolfsburg,3 - 0
14015,4,2012-09-25,FC Schalke 04,1. FSV Mainz 05,3 - 0
14016,4,2012-09-25,SpVgg Greuther Furth,Fortuna Dusseldorf,0 - 2
14017,4,2012-09-25,Eintracht Frankfurt,Borussia Dortmund,3 - 3
14018,4,2012-09-26,Bor. Monchengladbach,Hamburger SV,2 - 2
14019,4,2012-09-26,VfB Stuttgart,1899 Hoffenheim,0 - 3
14020,4,2012-09-26,Hannover 96,1. FC Nurnberg,4 - 1
14021,4,2012-09-26,SC Freiburg,Werder Bremen,1 - 2
14022,4,2012-09-26,FC Augsburg,Bayer Leverkusen,1 - 3
14023,4,2012-09-28,Fortuna Dusseldorf,FC Schalke 04,2 - 2
14024,5,2012-09-29,Bayer Leverkusen,SpVgg Greuther Furth,2 - 0
14025,5,2012-09-29,Werder Bremen,Bayern Munchen,0 - 2
14026,5,2012-09-29,1. FC Nurnberg,VfB Stuttgart,0 - 2
14027,5,2012-09-29,1899 Hoffenheim,FC Augsburg,0 - 0
14028,5,2012-09-29,Hamburger SV,Hannover 96,1 - 0
14029,5,2012-09-29,Borussia Dortmund,Bor. Monchengladbach,5 - 0
14030,5,2012-09-30,Eintracht Frankfurt,SC Freiburg,2 - 1
14031,5,2012-09-30,VfL Wolfsburg,1. FSV Mainz 05,0 - 2
14032,5,2012-10-05,FC Augsburg,Werder Bremen,3 - 1
14033,6,2012-10-06,Bayern Munchen,1899 Hoffenheim,2 - 0
14034,6,2012-10-06,FC Schalke 04,VfL Wolfsburg,3 - 0
14035,6,2012-10-06,SC Freiburg,1. FC Nurnberg,3 - 0
14036,6,2012-10-06,1. FSV Mainz 05,Fortuna Dusseldorf,1 - 0
14037,6,2012-10-06,SpVgg Greuther Furth,Hamburger SV,0 - 1
14038,6,2012-10-07,Bor. Monchengladbach,Eintracht Frankfurt,2 - 0
14039,6,2012-10-07,VfB Stuttgart,Bayer Leverkusen,2 - 2
14040,6,2012-10-07,Hannover 96,Borussia Dortmund,1 - 1
14041,6,2012-10-19,1899 Hoffenheim,SpVgg Greuther Furth,3 - 3
14042,7,2012-10-20,Borussia Dortmund,FC Schalke 04,1 - 2
14043,7,2012-10-20,Bayer Leverkusen,1. FSV Mainz 05,2 - 2
14044,7,2012-10-20,VfL Wolfsburg,SC Freiburg,0 - 2
14045,7,2012-10-20,Eintracht Frankfurt,Hannover 96,3 - 1
14046,7,2012-10-20,Fortuna Dusseldorf,Bayern Munchen,0 - 5
14047,7,2012-10-20,Werder Bremen,Bor. Monchengladbach,4 - 0
14048,7,2012-10-21,1. FC Nurnberg,FC Augsburg,0 - 0
14049,7,2012-10-21,Hamburger SV,VfB Stuttgart,0 - 1
14050,7,2012-10-26,FC Augsburg,Hamburger SV,0 - 2
14051,8,2012-10-27,FC Schalke 04,1. FC Nurnberg,1 - 0
14052,8,2012-10-27,SC Freiburg,Borussia Dortmund,0 - 2
14053,8,2012-10-27,1. FSV Mainz 05,1899 Hoffenheim,3 - 0
14054,8,2012-10-27,SpVgg Greuther Furth,Werder Bremen,1 - 1
14055,8,2012-10-27,Fortuna Dusseldorf,VfL Wolfsburg,1 - 4
14056,8,2012-10-28,VfB Stuttgart,Eintracht Frankfurt,2 - 1
14057,8,2012-10-28,Bayern Munchen,Bayer Leverkusen,1 - 2
14058,8,2012-10-28,Hannover 96,Bor. Monchengladbach,2 - 3
14059,8,2012-11-02,Eintracht Frankfurt,SpVgg Greuther Furth,1 - 1
14060,9,2012-11-03,Borussia Dortmund,VfB Stuttgart,0 - 0
14061,9,2012-11-03,Bor. Monchengladbach,SC Freiburg,1 - 1
14062,9,2012-11-03,Hannover 96,FC Augsburg,2 - 0
14063,9,2012-11-03,1. FC Nurnberg,VfL Wolfsburg,1 - 0
14064,9,2012-11-03,1899 Hoffenheim,FC Schalke 04,3 - 2
14065,9,2012-11-03,Hamburger SV,Bayern Munchen,0 - 3
14066,9,2012-11-04,Bayer Leverkusen,Fortuna Dusseldorf,3 - 2
14067,9,2012-11-04,Werder Bremen,1. FSV Mainz 05,2 - 1
