,Round Number,Date,Home Team,Away Team,Result
33410,0,2016-08-26,Bayern Munchen,Werder Bremen,6 - 0
33411,0,2016-08-27,FC Augsburg,VfL Wolfsburg,0 - 2
33412,0,2016-08-27,Borussia Dortmund,1. FSV Mainz 05,2 - 1
33413,0,2016-08-27,Eintracht Frankfurt,FC Schalke 04,1 - 0
33414,0,2016-08-27,1. FC Koln,SV Darmstadt 98,2 - 0
33415,0,2016-08-27,Hamburger SV,FC Ingolstadt 04,1 - 1
33416,0,2016-08-27,Bor. Monchengladbach,Bayer Leverkusen,2 - 1
33417,0,2016-08-28,Hertha BSC,SC Freiburg,2 - 1
33418,0,2016-08-28,1899 Hoffenheim,RasenBallsport Leipzig,2 - 2
33419,0,2016-09-09,FC Schalke 04,Bayern Munchen,0 - 2
33420,1,2016-09-10,SV Darmstadt 98,Eintracht Frankfurt,1 - 0
33421,1,2016-09-10,SC Freiburg,Bor. Monchengladbach,3 - 1
33422,1,2016-09-10,FC Ingolstadt 04,Hertha BSC,0 - 2
33423,1,2016-09-10,Bayer Leverkusen,Hamburger SV,3 - 1
33424,1,2016-09-10,RasenBallsport Leipzig,Borussia Dortmund,1 - 0
33425,1,2016-09-10,VfL Wolfsburg,1. FC Koln,0 - 0
33426,1,2016-09-11,1. FSV Mainz 05,1899 Hoffenheim,4 - 4
33427,1,2016-09-11,Werder Bremen,FC Augsburg,1 - 2
33428,1,2016-09-16,1. FC Koln,SC Freiburg,3 - 0
33429,2,2016-09-17,Bayern Munchen,FC Ingolstadt 04,3 - 1
33430,2,2016-09-17,Borussia Dortmund,SV Darmstadt 98,6 - 0
33431,2,2016-09-17,Eintracht Frankfurt,Bayer Leverkusen,2 - 1
33432,2,2016-09-17,Hamburger SV,RasenBallsport Leipzig,0 - 4
33433,2,2016-09-17,1899 Hoffenheim,VfL Wolfsburg,0 - 0
33434,2,2016-09-17,Bor. Monchengladbach,Werder Bremen,4 - 1
33435,2,2016-09-18,FC Augsburg,1. FSV Mainz 05,1 - 3
33436,2,2016-09-18,Hertha BSC,FC Schalke 04,2 - 0
33437,2,2016-09-20,SV Darmstadt 98,1899 Hoffenheim,1 - 1
33438,3,2016-09-20,SC Freiburg,Hamburger SV,1 - 0
33439,3,2016-09-20,FC Ingolstadt 04,Eintracht Frankfurt,0 - 2
33440,3,2016-09-20,VfL Wolfsburg,Borussia Dortmund,1 - 5
33441,3,2016-09-21,Bayern Munchen,Hertha BSC,3 - 0
33442,3,2016-09-21,Bayer Leverkusen,FC Augsburg,0 - 0
33443,3,2016-09-21,RasenBallsport Leipzig,Bor. Monchengladbach,1 - 1
33444,3,2016-09-21,FC Schalke 04,1. FC Koln,1 - 3
33445,3,2016-09-21,Werder Bremen,1. FSV Mainz 05,1 - 2
33446,3,2016-09-23,Borussia Dortmund,SC Freiburg,3 - 1
33447,4,2016-09-24,FC Augsburg,SV Darmstadt 98,1 - 0
33448,4,2016-09-24,Eintracht Frankfurt,Hertha BSC,3 - 3
33449,4,2016-09-24,Hamburger SV,Bayern Munchen,0 - 1
33450,4,2016-09-24,1. FSV Mainz 05,Bayer Leverkusen,2 - 3
33451,4,2016-09-24,Bor. Monchengladbach,FC Ingolstadt 04,2 - 0
33452,4,2016-09-24,Werder Bremen,VfL Wolfsburg,2 - 1
33453,4,2016-09-25,1. FC Koln,RasenBallsport Leipzig,1 - 1
33454,4,2016-09-25,1899 Hoffenheim,FC Schalke 04,2 - 1
33455,4,2016-09-30,RasenBallsport Leipzig,FC Augsburg,2 - 1
33456,5,2016-10-01,Bayern Munchen,1. FC Koln,1 - 1
33457,5,2016-10-01,SV Darmstadt 98,Werder Bremen,2 - 2
33458,5,2016-10-01,SC Freiburg,Eintracht Frankfurt,1 - 0
33459,5,2016-10-01,Hertha BSC,Hamburger SV,2 - 0
33460,5,2016-10-01,FC Ingolstadt 04,1899 Hoffenheim,1 - 2
33461,5,2016-10-01,Bayer Leverkusen,Borussia Dortmund,2 - 0
33462,5,2016-10-02,FC Schalke 04,Bor. Monchengladbach,4 - 0
33463,5,2016-10-02,VfL Wolfsburg,1. FSV Mainz 05,0 - 0
33464,5,2016-10-14,Borussia Dortmund,Hertha BSC,1 - 1
33465,6,2016-10-15,FC Augsburg,FC Schalke 04,1 - 1
33466,6,2016-10-15,Eintracht Frankfurt,Bayern Munchen,2 - 2
33467,6,2016-10-15,1. FC Koln,FC Ingolstadt 04,2 - 1
33468,6,2016-10-15,1899 Hoffenheim,SC Freiburg,2 - 1
33469,6,2016-10-15,Bor. Monchengladbach,Hamburger SV,0 - 0
33470,6,2016-10-15,Werder Bremen,Bayer Leverkusen,2 - 1
