,Round Number,Date,Home Team,Away Team,Result
20720,0,1980-08-05,1. FC Saarbrucken,VfR Burstadt,0 - 2
20721,0,1980-08-05,Waldhof Mannheim,Freiburger FC,5 - 0
20722,0,1980-08-05,SpVgg Greuther Furth,Stuttgarter Kickers,1 - 1
20723,0,1980-08-05,SV Darmstadt 98,FC Augsburg,2 - 2
20724,0,1980-08-05,SSV Ulm 1846,Kickers Offenbach,0 - 0
20725,0,1980-08-05,Wormatia Worms,Eintracht Trier,3 - 2
20726,0,1980-08-05,FC 08 Homburg,Borussia Neunkirchen,2 - 2
20727,0,1980-08-05,SC Freiburg,Hessen Kassel,0 - 0
20728,0,1980-08-05,FSV Frankfurt,VfB Eppingen,3 - 2
20729,0,1980-08-05,SpVgg Bayreuth,ESV Ingolstadt,2 - 0
20730,0,1980-08-06,SG Wattenscheid 09,Hannover 96,1 - 2
20731,0,1980-08-06,Eintracht Braunschweig,Holstein Kiel,2 - 0
20732,0,1980-08-06,Fortuna Koln,SG Union Solingen,2 - 1
20733,0,1980-08-06,Alemannia Aachen,SpVgg Erkenschwick,5 - 1
20734,0,1980-08-06,OSV Hannover,SC Gottingen 05,1 - 1
20735,0,1980-08-06,SC Viktoria 04 Koln,Preussen Munster,3 - 1
20736,0,1980-08-06,Tennis Borussia Berlin,Rot-Weiss Essen,1 - 0
20737,0,1980-08-06,1. FC Bocholt,SC Herford,2 - 1
20738,0,1980-08-06,Rot-Weiss Oberhausen,Werder Bremen,1 - 1
20739,0,1980-08-06,VfL Osnabruck,Rot-Weiss Ludenscheid,2 - 0
20740,0,1980-08-06,VfB Oldenburg,Hertha BSC,2 - 0
20741,0,1980-08-09,SC Herford,Tennis Borussia Berlin,2 - 1
20742,1,1980-08-09,Preussen Munster,Fortuna Koln,3 - 2
20743,1,1980-08-09,Rot-Weiss Essen,VfB Oldenburg,4 - 1
20744,1,1980-08-09,SG Union Solingen,Alemannia Aachen,1 - 0
20745,1,1980-08-09,Holstein Kiel,OSV Hannover,2 - 1
20746,1,1980-08-09,SpVgg Erkenschwick,Eintracht Braunschweig,1 - 2
20747,1,1980-08-09,Werder Bremen,1. FC Bocholt,1 - 2
20748,1,1980-08-09,Rot-Weiss Ludenscheid,Rot-Weiss Oberhausen,2 - 2
20749,1,1980-08-09,Hannover 96,VfL Osnabruck,1 - 1
20750,1,1980-08-09,Hertha BSC,SC Viktoria 04 Koln,4 - 0
20751,1,1980-08-09,SC Gottingen 05,SG Wattenscheid 09,0 - 0
20752,1,1980-08-09,Eintracht Trier,FSV Frankfurt,2 - 1
20753,1,1980-08-09,Kickers Offenbach,SpVgg Bayreuth,1 - 1
20754,1,1980-08-09,VfR Burstadt,FC 08 Homburg,3 - 1
20755,1,1980-08-09,Freiburger FC,SSV Ulm 1846,0 - 1
20756,1,1980-08-09,Hessen Kassel,Waldhof Mannheim,3 - 1
20757,1,1980-08-09,Stuttgarter Kickers,1. FC Saarbrucken,1 - 0
20758,1,1980-08-09,ESV Ingolstadt,SpVgg Greuther Furth,2 - 3
20759,1,1980-08-09,Borussia Neunkirchen,Wormatia Worms,2 - 1
20760,1,1980-08-09,VfB Eppingen,SV Darmstadt 98,2 - 2
20761,1,1980-08-09,FC Augsburg,SC Freiburg,0 - 1
20762,1,1980-08-15,FSV Frankfurt,Borussia Neunkirchen,4 - 2
20763,2,1980-08-15,SC Freiburg,VfB Eppingen,2 - 0
20764,2,1980-08-15,1. FC Saarbrucken,ESV Ingolstadt,5 - 1
20765,2,1980-08-15,FC 08 Homburg,Stuttgarter Kickers,1 - 1
20766,2,1980-08-15,Waldhof Mannheim,SSV Ulm 1846,1 - 0
20767,2,1980-08-15,SpVgg Greuther Furth,Kickers Offenbach,2 - 1
20768,2,1980-08-15,SV Darmstadt 98,Eintracht Trier,2 - 0
20769,2,1980-08-15,Hessen Kassel,FC Augsburg,5 - 2
20770,2,1980-08-15,SpVgg Bayreuth,Freiburger FC,5 - 1
20771,2,1980-08-15,Wormatia Worms,VfR Burstadt,1 - 2
20772,2,1980-08-16,VfB Oldenburg,SC Herford,0 - 0
20773,2,1980-08-16,SC Viktoria 04 Koln,Rot-Weiss Essen,1 - 1
20774,2,1980-08-16,Holstein Kiel,SC Gottingen 05,1 - 1
20775,2,1980-08-16,Alemannia Aachen,Preussen Munster,4 - 0
20776,2,1980-08-16,VfL Osnabruck,SG Wattenscheid 09,3 - 3
20777,2,1980-08-16,Fortuna Koln,Hertha BSC,3 - 1
20778,2,1980-08-16,Tennis Borussia Berlin,Werder Bremen,0 - 1
20779,2,1980-08-16,Eintracht Braunschweig,SG Union Solingen,1 - 1
20780,2,1980-08-16,1. FC Bocholt,Rot-Weiss Ludenscheid,6 - 0
20781,2,1980-08-16,Rot-Weiss Oberhausen,Hannover 96,0 - 2
20782,2,1980-08-16,OSV Hannover,SpVgg Erkenschwick,4 - 1
20783,2,1980-08-20,SC Herford,SC Viktoria 04 Koln,1 - 2
20784,3,1980-08-20,SSV Ulm 1846,SpVgg Bayreuth,3 - 0
20785,3,1980-08-20,Rot-Weiss Ludenscheid,Tennis Borussia Berlin,0 - 0
20786,3,1980-08-20,Hertha BSC,Alemannia Aachen,0 - 1
20787,3,1980-08-20,Werder Bremen,VfB Oldenburg,4 - 0
20788,3,1980-08-20,SG Wattenscheid 09,Rot-Weiss Oberhausen,1 - 0
20789,3,1980-08-20,Preussen Munster,Eintracht Braunschweig,0 - 1
20790,3,1980-08-20,SpVgg Erkenschwick,Holstein Kiel,2 - 2
20791,3,1980-08-20,Hannover 96,1. FC Bocholt,1 - 1
20792,3,1980-08-20,SG Union Solingen,OSV Hannover,1 - 0
20793,3,1980-08-20,SC Gottingen 05,VfL Osnabruck,1 - 2
20794,3,1980-08-20,Rot-Weiss Essen,Fortuna Koln,3 - 2
20795,3,1980-08-20,Freiburger FC,SpVgg Greuther Furth,2 - 0
20796,3,1980-08-20,VfR Burstadt,FSV Frankfurt,0 - 1
20797,3,1980-08-20,Borussia Neunkirchen,SV Darmstadt 98,1 - 2
20798,3,1980-08-20,Eintracht Trier,SC Freiburg,0 - 0
20799,3,1980-08-20,Stuttgarter Kickers,Wormatia Worms,3 - 2
20800,3,1980-08-20,VfB Eppingen,Hessen Kassel,2 - 4
20801,3,1980-08-20,FC Augsburg,Waldhof Mannheim,4 - 2
20802,3,1980-08-20,Kickers Offenbach,1. FC Saarbrucken,5 - 1
20803,3,1980-08-20,ESV Ingolstadt,FC 08 Homburg,2 - 1
20804,3,1980-08-22,FC Augsburg,VfB Eppingen,1 - 1
20805,4,1980-08-22,Hessen Kassel,Eintracht Trier,0 - 0
20806,4,1980-08-22,SC Freiburg,Borussia Neunkirchen,3 - 0
20807,4,1980-08-22,SpVgg Greuther Furth,SSV Ulm 1846,2 - 0
20808,4,1980-08-22,SV Darmstadt 98,VfR Burstadt,5 - 0
20809,4,1980-08-22,1. FC Saarbrucken,Freiburger FC,2 - 2
20810,4,1980-08-22,Waldhof Mannheim,SpVgg Bayreuth,1 - 1
20811,4,1980-08-22,Wormatia Worms,ESV Ingolstadt,3 - 2
20812,4,1980-08-22,FC 08 Homburg,Kickers Offenbach,1 - 1
20813,4,1980-08-22,FSV Frankfurt,Stuttgarter Kickers,1 - 1
20814,4,1980-08-23,Alemannia Aachen,Rot-Weiss Essen,4 - 3
20815,4,1980-08-23,1. FC Bocholt,SG Wattenscheid 09,2 - 1
20816,4,1980-08-23,Holstein Kiel,SG Union Solingen,2 - 1
20817,4,1980-08-23,SC Viktoria 04 Koln,Werder Bremen,1 - 2
20818,4,1980-08-23,VfB Oldenburg,Rot-Weiss Ludenscheid,6 - 2
20819,4,1980-08-23,Tennis Borussia Berlin,Hannover 96,2 - 2
20820,4,1980-08-23,Fortuna Koln,SC Herford,1 - 1
20821,4,1980-08-23,Rot-Weiss Oberhausen,VfL Osnabruck,0 - 1
20822,4,1980-08-23,SpVgg Erkenschwick,SC Gottingen 05,4 - 0
20823,4,1980-08-23,OSV Hannover,Preussen Munster,1 - 0
20824,4,1980-08-23,Eintracht Braunschweig,Hertha BSC,0 - 4
20825,4,1980-08-27,Rot-Weiss Essen,Eintracht Braunschweig,2 - 6
20826,5,1980-08-27,Werder Bremen,Fortuna Koln,2 - 1
20827,5,1980-08-27,Hannover 96,VfB Oldenburg,3 - 3
20828,5,1980-08-27,Hertha BSC,OSV Hannover,3 - 2
20829,5,1980-08-27,VfL Osnabruck,1. FC Bocholt,1 - 0
20830,5,1980-08-27,SG Union Solingen,SpVgg Erkenschwick,3 - 0
20831,5,1980-08-27,Preussen Munster,Holstein Kiel,2 - 0
20832,5,1980-08-27,SG Wattenscheid 09,Tennis Borussia Berlin,2 - 0
20833,5,1980-08-27,SC Herford,Alemannia Aachen,1 - 1
20834,5,1980-08-27,SC Gottingen 05,Rot-Weiss Oberhausen,1 - 1
20835,5,1980-08-27,Rot-Weiss Ludenscheid,SC Viktoria 04 Koln,1 - 3
20836,5,1980-08-29,SSV Ulm 1846,1. FC Saarbrucken,3 - 2
20837,5,1980-08-29,VfR Burstadt,SC Freiburg,1 - 1
20838,5,1980-08-29,SpVgg Bayreuth,SpVgg Greuther Furth,3 - 1
20839,5,1980-08-29,Eintracht Trier,FC Augsburg,3 - 1
20840,5,1980-08-29,ESV Ingolstadt,FSV Frankfurt,3 - 0
20841,5,1980-08-29,Kickers Offenbach,Wormatia Worms,7 - 1
20842,5,1980-08-29,VfB Eppingen,Waldhof Mannheim,3 - 2
20843,5,1980-08-29,Freiburger FC,FC 08 Homburg,7 - 3
20844,5,1980-08-29,Borussia Neunkirchen,Hessen Kassel,2 - 2
20845,5,1980-08-29,Stuttgarter Kickers,SV Darmstadt 98,1 - 2
20846,5,1980-09-05,Hessen Kassel,VfR Burstadt,4 - 0
