,Round Number,Date,Home Team,Away Team,Result
34022,0,2017-08-18,Bayern Munchen,Bayer Leverkusen,3 - 1
34023,0,2017-08-19,Hamburger SV,FC Augsburg,1 - 0
34024,0,2017-08-19,Hertha BSC,VfB Stuttgart,2 - 0
34025,0,2017-08-19,1899 Hoffenheim,Werder Bremen,1 - 0
34026,0,2017-08-19,1. FSV Mainz 05,Hannover 96,0 - 1
34027,0,2017-08-19,FC Schalke 04,RasenBallsport Leipzig,2 - 0
34028,0,2017-08-19,VfL Wolfsburg,Borussia Dortmund,0 - 3
34029,0,2017-08-20,SC Freiburg,Eintracht Frankfurt,0 - 0
34030,0,2017-08-20,Bor. Monchengladbach,1. FC Koln,1 - 0
34031,0,2017-08-25,1. FC Koln,Hamburger SV,1 - 3
34032,1,2017-08-26,FC Augsburg,Bor. Monchengladbach,2 - 2
34033,1,2017-08-26,Borussia Dortmund,Hertha BSC,2 - 0
34034,1,2017-08-26,Eintracht Frankfurt,VfL Wolfsburg,0 - 1
34035,1,2017-08-26,Bayer Leverkusen,1899 Hoffenheim,2 - 2
34036,1,2017-08-26,VfB Stuttgart,1. FSV Mainz 05,1 - 0
34037,1,2017-08-26,Werder Bremen,Bayern Munchen,0 - 2
34038,1,2017-08-27,Hannover 96,FC Schalke 04,1 - 0
34039,1,2017-08-27,RasenBallsport Leipzig,SC Freiburg,4 - 1
34040,1,2017-09-08,Hamburger SV,RasenBallsport Leipzig,0 - 2
34041,2,2017-09-09,FC Augsburg,1. FC Koln,3 - 0
34042,2,2017-09-09,SC Freiburg,Borussia Dortmund,0 - 0
34043,2,2017-09-09,1899 Hoffenheim,Bayern Munchen,2 - 0
34044,2,2017-09-09,1. FSV Mainz 05,Bayer Leverkusen,3 - 1
34045,2,2017-09-09,Bor. Monchengladbach,Eintracht Frankfurt,0 - 1
34046,2,2017-09-09,VfL Wolfsburg,Hannover 96,1 - 1
34047,2,2017-09-10,Hertha BSC,Werder Bremen,1 - 1
34048,2,2017-09-10,FC Schalke 04,VfB Stuttgart,3 - 1
34049,2,2017-09-15,Hannover 96,Hamburger SV,2 - 0
34050,3,2017-09-16,Bayern Munchen,1. FSV Mainz 05,4 - 0
34051,3,2017-09-16,Eintracht Frankfurt,FC Augsburg,1 - 2
34052,3,2017-09-16,RasenBallsport Leipzig,Bor. Monchengladbach,2 - 2
34053,3,2017-09-16,VfB Stuttgart,VfL Wolfsburg,1 - 0
34054,3,2017-09-16,Werder Bremen,FC Schalke 04,1 - 2
34055,3,2017-09-17,Borussia Dortmund,1. FC Koln,5 - 0
34056,3,2017-09-17,1899 Hoffenheim,Hertha BSC,1 - 1
34057,3,2017-09-17,Bayer Leverkusen,SC Freiburg,4 - 0
34058,3,2017-09-19,FC Augsburg,RasenBallsport Leipzig,1 - 0
34059,4,2017-09-19,Bor. Monchengladbach,VfB Stuttgart,2 - 0
34060,4,2017-09-19,FC Schalke 04,Bayern Munchen,0 - 3
34061,4,2017-09-19,VfL Wolfsburg,Werder Bremen,1 - 1
34062,4,2017-09-20,1. FC Koln,Eintracht Frankfurt,0 - 1
34063,4,2017-09-20,SC Freiburg,Hannover 96,1 - 1
34064,4,2017-09-20,Hamburger SV,Borussia Dortmund,0 - 3
