,Round Number,Date,Home Team,Away Team,Result
24222,0,1988-07-23,SpVgg Bayreuth,VfL Osnabruck,4 - 1
24223,0,1988-07-23,FC Schalke 04,Fortuna Dusseldorf,1 - 1
24224,0,1988-07-23,Blau-Weiss 90 Berlin,Alemannia Aachen,1 - 2
24225,0,1988-07-23,Kickers Offenbach,Viktoria Aschaffenburg,2 - 2
24226,0,1988-07-23,1. FSV Mainz 05,1. FC Saarbrucken,1 - 1
24227,0,1988-07-23,SG Union Solingen,Hertha BSC,1 - 2
24228,0,1988-07-23,SV Meppen,Eintracht Braunschweig,0 - 0
24229,0,1988-07-23,SC Freiburg,Rot-Weiss Essen,5 - 3
24230,0,1988-07-23,FC 08 Homburg,Fortuna Koln,2 - 0
24231,0,1988-07-23,SG Wattenscheid 09,SV Darmstadt 98,2 - 1
24232,0,1988-07-30,Fortuna Dusseldorf,FC 08 Homburg,4 - 1
24233,1,1988-07-30,1. FC Saarbrucken,SpVgg Bayreuth,0 - 0
24234,1,1988-07-30,Viktoria Aschaffenburg,SC Freiburg,2 - 1
24235,1,1988-07-30,Hertha BSC,1. FSV Mainz 05,0 - 0
24236,1,1988-07-30,Alemannia Aachen,FC Schalke 04,2 - 0
24237,1,1988-07-30,Eintracht Braunschweig,Blau-Weiss 90 Berlin,1 - 1
24238,1,1988-07-30,Rot-Weiss Essen,SV Meppen,2 - 1
24239,1,1988-07-30,Fortuna Koln,SG Union Solingen,2 - 0
24240,1,1988-07-30,VfL Osnabruck,SG Wattenscheid 09,1 - 3
24241,1,1988-07-30,SV Darmstadt 98,Kickers Offenbach,3 - 0
24242,1,1988-08-03,Viktoria Aschaffenburg,FC 08 Homburg,3 - 0
24243,2,1988-08-09,Rot-Weiss Essen,Viktoria Aschaffenburg,0 - 0
24244,2,1988-08-10,Hertha BSC,Blau-Weiss 90 Berlin,0 - 2
24245,2,1988-08-13,1. FSV Mainz 05,Fortuna Koln,2 - 2
24246,2,1988-08-13,Fortuna Dusseldorf,Alemannia Aachen,1 - 1
24247,2,1988-08-13,FC 08 Homburg,SG Union Solingen,6 - 2
24248,3,1988-08-13,FC Schalke 04,Eintracht Braunschweig,2 - 0
24249,3,1988-08-13,SC Freiburg,SV Darmstadt 98,2 - 0
24250,3,1988-08-13,Kickers Offenbach,VfL Osnabruck,1 - 1
24251,3,1988-08-13,Blau-Weiss 90 Berlin,Rot-Weiss Essen,2 - 0
24252,3,1988-08-13,SV Meppen,Viktoria Aschaffenburg,4 - 1
24253,3,1988-08-13,SG Wattenscheid 09,1. FC Saarbrucken,3 - 2
24254,3,1988-08-13,SpVgg Bayreuth,Hertha BSC,1 - 1
24255,3,1988-08-20,SV Darmstadt 98,SV Meppen,2 - 2
24256,4,1988-08-20,SG Union Solingen,1. FSV Mainz 05,2 - 0
24257,4,1988-08-20,VfL Osnabruck,SC Freiburg,1 - 4
24258,4,1988-08-20,1. FC Saarbrucken,Kickers Offenbach,2 - 2
24259,4,1988-08-20,Eintracht Braunschweig,Fortuna Dusseldorf,0 - 0
24260,4,1988-08-20,Viktoria Aschaffenburg,Blau-Weiss 90 Berlin,1 - 1
24261,4,1988-08-20,Fortuna Koln,SpVgg Bayreuth,3 - 1
24262,4,1988-08-20,Alemannia Aachen,FC 08 Homburg,2 - 2
24263,4,1988-08-20,Hertha BSC,SG Wattenscheid 09,2 - 3
24264,4,1988-08-20,Rot-Weiss Essen,FC Schalke 04,2 - 1
24265,4,1988-08-27,SpVgg Bayreuth,SG Union Solingen,1 - 1
24266,5,1988-08-27,SG Wattenscheid 09,Fortuna Koln,1 - 3
24267,5,1988-08-27,SV Meppen,VfL Osnabruck,1 - 3
24268,5,1988-08-27,Blau-Weiss 90 Berlin,SV Darmstadt 98,2 - 1
24269,5,1988-08-27,FC Schalke 04,Viktoria Aschaffenburg,0 - 0
24270,5,1988-08-27,Fortuna Dusseldorf,Rot-Weiss Essen,2 - 0
24271,5,1988-08-27,Kickers Offenbach,Hertha BSC,4 - 1
24272,5,1988-08-27,SC Freiburg,1. FC Saarbrucken,2 - 0
24273,5,1988-08-27,Alemannia Aachen,Eintracht Braunschweig,0 - 1
24274,5,1988-09-03,1. FC Saarbrucken,SV Meppen,4 - 1
24275,6,1988-09-03,VfL Osnabruck,Blau-Weiss 90 Berlin,1 - 1
24276,6,1988-09-03,SG Union Solingen,SG Wattenscheid 09,0 - 3
24277,6,1988-09-03,1. FSV Mainz 05,SpVgg Bayreuth,1 - 0
24278,6,1988-09-03,Eintracht Braunschweig,FC 08 Homburg,2 - 1
24279,6,1988-09-03,Viktoria Aschaffenburg,Fortuna Dusseldorf,2 - 2
