,Round Number,Date,Home Team,Away Team,Result
29126,0,2002-08-10,1. FC Union Berlin,1. FSV Mainz 05,0 - 2
29127,0,2002-08-10,MSV Duisburg,SpVgg Greuther Furth,1 - 0
29128,0,2002-08-10,Eintracht Trier,Wacker Burghausen,2 - 1
29129,0,2002-08-11,Eintracht Braunschweig,Waldhof Mannheim,4 - 2
29130,0,2002-08-11,VfB Lubeck,Rot-Weiss Oberhausen,1 - 0
29131,0,2002-08-11,Rot Weiss Ahlen,SSV Reutlingen,2 - 0
29132,0,2002-08-11,Eintracht Frankfurt,FC St. Pauli,4 - 0
29133,0,2002-08-11,Alemannia Aachen,SC Freiburg,0 - 1
29134,0,2002-08-12,Karlsruher SC,1. FC Koln,0 - 1
29135,0,2002-08-16,SpVgg Greuther Furth,Alemannia Aachen,0 - 0
29136,1,2002-08-16,Waldhof Mannheim,1. FC Union Berlin,1 - 2
29137,1,2002-08-16,1. FC Koln,MSV Duisburg,4 - 3
29138,1,2002-08-18,Wacker Burghausen,Karlsruher SC,0 - 0
29139,1,2002-08-18,FC St. Pauli,Rot Weiss Ahlen,1 - 4
29140,1,2002-08-18,SSV Reutlingen,VfB Lubeck,1 - 3
29141,1,2002-08-18,Rot-Weiss Oberhausen,Eintracht Braunschweig,2 - 0
29142,1,2002-08-19,SC Freiburg,Eintracht Frankfurt,0 - 2
29143,1,2002-08-23,VfB Lubeck,FC St. Pauli,6 - 0
29144,2,2002-08-23,Eintracht Frankfurt,SpVgg Greuther Furth,2 - 0
29145,2,2002-08-23,Eintracht Trier,Karlsruher SC,3 - 0
29146,2,2002-08-25,1. FC Union Berlin,Rot-Weiss Oberhausen,0 - 0
29147,2,2002-08-25,Eintracht Braunschweig,SSV Reutlingen,1 - 2
29148,2,2002-08-25,Rot Weiss Ahlen,SC Freiburg,1 - 3
29149,2,2002-08-25,MSV Duisburg,Wacker Burghausen,0 - 0
29150,2,2002-08-25,1. FSV Mainz 05,Waldhof Mannheim,2 - 0
29151,2,2002-08-26,Alemannia Aachen,1. FC Koln,0 - 0
29152,2,2002-09-10,Wacker Burghausen,Alemannia Aachen,2 - 2
29153,3,2002-09-10,SpVgg Greuther Furth,Rot Weiss Ahlen,1 - 1
29154,3,2002-09-10,Waldhof Mannheim,Eintracht Trier,0 - 2
29155,3,2002-09-10,Karlsruher SC,MSV Duisburg,1 - 1
29156,3,2002-09-10,1. FC Koln,Eintracht Frankfurt,3 - 2
29157,3,2002-09-11,SC Freiburg,VfB Lubeck,2 - 1
29158,3,2002-09-11,FC St. Pauli,Eintracht Braunschweig,7 - 1
29159,3,2002-09-11,SSV Reutlingen,1. FC Union Berlin,0 - 1
29160,3,2002-09-11,Rot-Weiss Oberhausen,1. FSV Mainz 05,1 - 0
29161,3,2002-09-13,Rot Weiss Ahlen,1. FC Koln,0 - 0
29162,4,2002-09-13,Alemannia Aachen,Karlsruher SC,2 - 0
29163,4,2002-09-13,Eintracht Trier,MSV Duisburg,3 - 0
29164,4,2002-09-15,1. FC Union Berlin,FC St. Pauli,4 - 2
29165,4,2002-09-15,VfB Lubeck,SpVgg Greuther Furth,1 - 2
29166,4,2002-09-15,Eintracht Frankfurt,Wacker Burghausen,0 - 2
29167,4,2002-09-15,Waldhof Mannheim,Rot-Weiss Oberhausen,1 - 0
29168,4,2002-09-15,1. FSV Mainz 05,SSV Reutlingen,1 - 3
29169,4,2002-09-16,Eintracht Braunschweig,SC Freiburg,0 - 2
29170,4,2002-09-18,1. FSV Mainz 05,Eintracht Trier,2 - 0
29171,5,2002-09-20,Wacker Burghausen,Rot Weiss Ahlen,3 - 1
29172,5,2002-09-20,SSV Reutlingen,Waldhof Mannheim,3 - 2
29173,5,2002-09-20,MSV Duisburg,Alemannia Aachen,3 - 3
29174,5,2002-09-22,SpVgg Greuther Furth,Eintracht Braunschweig,3 - 0
29175,5,2002-09-22,SC Freiburg,1. FC Union Berlin,4 - 0
29176,5,2002-09-22,FC St. Pauli,1. FSV Mainz 05,1 - 4
29177,5,2002-09-22,Rot-Weiss Oberhausen,Eintracht Trier,2 - 1
29178,5,2002-09-22,1. FC Koln,VfB Lubeck,2 - 1
29179,5,2002-09-23,Karlsruher SC,Eintracht Frankfurt,0 - 2
29180,5,2002-09-27,1. FC Union Berlin,SpVgg Greuther Furth,2 - 2
29181,6,2002-09-27,Eintracht Braunschweig,1. FC Koln,1 - 1
29182,6,2002-09-27,Waldhof Mannheim,FC St. Pauli,2 - 5
29183,6,2002-09-29,VfB Lubeck,Wacker Burghausen,3 - 1
29184,6,2002-09-29,Rot Weiss Ahlen,Karlsruher SC,2 - 2
29185,6,2002-09-29,Eintracht Frankfurt,MSV Duisburg,2 - 1
29186,6,2002-09-29,Rot-Weiss Oberhausen,SSV Reutlingen,3 - 1
29187,6,2002-09-29,Eintracht Trier,Alemannia Aachen,4 - 1
29188,6,2002-09-30,1. FSV Mainz 05,SC Freiburg,0 - 0
29189,6,2002-10-04,Wacker Burghausen,Eintracht Braunschweig,4 - 2
29190,7,2002-10-04,SC Freiburg,Waldhof Mannheim,4 - 1
29191,7,2002-10-04,FC St. Pauli,Rot-Weiss Oberhausen,0 - 0
29192,7,2002-10-06,SpVgg Greuther Furth,1. FSV Mainz 05,2 - 0
29193,7,2002-10-06,SSV Reutlingen,Eintracht Trier,3 - 2
29194,7,2002-10-06,Alemannia Aachen,Eintracht Frankfurt,1 - 0
29195,7,2002-10-06,MSV Duisburg,Rot Weiss Ahlen,2 - 1
29196,7,2002-10-06,Karlsruher SC,VfB Lubeck,1 - 2
29197,7,2002-10-07,1. FC Koln,1. FC Union Berlin,7 - 0
29198,7,2002-10-18,VfB Lubeck,MSV Duisburg,1 - 1
29199,8,2002-10-18,Rot Weiss Ahlen,Alemannia Aachen,1 - 2
29200,8,2002-10-18,Eintracht Trier,Eintracht Frankfurt,2 - 2
29201,8,2002-10-20,1. FC Union Berlin,Wacker Burghausen,2 - 2
29202,8,2002-10-20,Eintracht Braunschweig,Karlsruher SC,1 - 2
29203,8,2002-10-20,SSV Reutlingen,FC St. Pauli,2 - 0
29204,8,2002-10-20,Rot-Weiss Oberhausen,SC Freiburg,1 - 0
29205,8,2002-10-20,Waldhof Mannheim,SpVgg Greuther Furth,0 - 0
29206,8,2002-10-21,1. FSV Mainz 05,1. FC Koln,2 - 2
29207,8,2002-10-25,Wacker Burghausen,1. FSV Mainz 05,0 - 2
29208,9,2002-10-25,Alemannia Aachen,VfB Lubeck,4 - 1
29209,9,2002-10-25,1. FC Koln,Waldhof Mannheim,3 - 1
29210,9,2002-10-27,SpVgg Greuther Furth,Rot-Weiss Oberhausen,2 - 2
29211,9,2002-10-27,SC Freiburg,SSV Reutlingen,1 - 4
29212,9,2002-10-27,FC St. Pauli,Eintracht Trier,0 - 0
29213,9,2002-10-27,Eintracht Frankfurt,Rot Weiss Ahlen,4 - 1
29214,9,2002-10-27,Karlsruher SC,1. FC Union Berlin,3 - 2
29215,9,2002-10-28,MSV Duisburg,Eintracht Braunschweig,1 - 1
29216,9,2002-11-01,1. FC Union Berlin,MSV Duisburg,0 - 0
29217,10,2002-11-01,VfB Lubeck,Eintracht Frankfurt,1 - 3
29218,10,2002-11-01,FC St. Pauli,SC Freiburg,0 - 1
29219,10,2002-11-01,Rot-Weiss Oberhausen,1. FC Koln,2 - 2
29220,10,2002-11-03,Eintracht Braunschweig,Alemannia Aachen,2 - 3
29221,10,2002-11-03,SSV Reutlingen,SpVgg Greuther Furth,2 - 4
29222,10,2002-11-03,Waldhof Mannheim,Wacker Burghausen,0 - 4
29223,10,2002-11-03,Eintracht Trier,Rot Weiss Ahlen,2 - 1
29224,10,2002-11-04,1. FSV Mainz 05,Karlsruher SC,2 - 2
29225,10,2002-11-08,Wacker Burghausen,Rot-Weiss Oberhausen,3 - 0
29226,11,2002-11-08,Eintracht Frankfurt,Eintracht Braunschweig,0 - 0
29227,11,2002-11-08,Alemannia Aachen,1. FC Union Berlin,3 - 0
29228,11,2002-11-10,SpVgg Greuther Furth,FC St. Pauli,2 - 1
29229,11,2002-11-10,Rot Weiss Ahlen,VfB Lubeck,1 - 0
29230,11,2002-11-10,MSV Duisburg,1. FSV Mainz 05,1 - 0
29231,11,2002-11-10,Karlsruher SC,Waldhof Mannheim,1 - 1
29232,11,2002-11-10,1. FC Koln,SSV Reutlingen,1 - 1
29233,11,2002-11-11,SC Freiburg,Eintracht Trier,1 - 0
29234,11,2002-11-15,1. FC Union Berlin,Eintracht Frankfurt,1 - 1
29235,12,2002-11-15,Eintracht Braunschweig,Rot Weiss Ahlen,1 - 0
29236,12,2002-11-15,1. FSV Mainz 05,Alemannia Aachen,3 - 1
29237,12,2002-11-17,SC Freiburg,SpVgg Greuther Furth,1 - 1
29238,12,2002-11-17,SSV Reutlingen,Wacker Burghausen,0 - 0
29239,12,2002-11-17,Rot-Weiss Oberhausen,Karlsruher SC,3 - 1
29240,12,2002-11-17,Waldhof Mannheim,MSV Duisburg,1 - 2
29241,12,2002-11-17,Eintracht Trier,VfB Lubeck,1 - 3
29242,12,2002-11-18,FC St. Pauli,1. FC Koln,2 - 3
29243,12,2002-11-22,Rot Weiss Ahlen,1. FC Union Berlin,1 - 1
29244,13,2002-11-22,Eintracht Frankfurt,1. FSV Mainz 05,1 - 0
29245,13,2002-11-22,Alemannia Aachen,Waldhof Mannheim,1 - 2
29246,13,2002-11-22,MSV Duisburg,Rot-Weiss Oberhausen,3 - 0
29247,13,2002-11-24,Wacker Burghausen,FC St. Pauli,1 - 1
29248,13,2002-11-24,SpVgg Greuther Furth,Eintracht Trier,1 - 2
29249,13,2002-11-24,VfB Lubeck,Eintracht Braunschweig,2 - 1
29250,13,2002-11-24,Karlsruher SC,SSV Reutlingen,0 - 0
29251,13,2002-11-25,1. FC Koln,SC Freiburg,1 - 0
29252,13,2002-11-29,SSV Reutlingen,MSV Duisburg,2 - 4
29253,14,2002-11-29,Rot-Weiss Oberhausen,Alemannia Aachen,1 - 1
29254,14,2002-11-29,Waldhof Mannheim,Eintracht Frankfurt,0 - 1
29255,14,2002-12-01,1. FC Union Berlin,VfB Lubeck,3 - 1
29256,14,2002-12-01,Eintracht Braunschweig,Eintracht Trier,1 - 1
29257,14,2002-12-01,SC Freiburg,Wacker Burghausen,2 - 1
29258,14,2002-12-01,1. FSV Mainz 05,Rot Weiss Ahlen,1 - 0
29259,14,2002-12-01,1. FC Koln,SpVgg Greuther Furth,3 - 2
29260,14,2002-12-02,FC St. Pauli,Karlsruher SC,1 - 2
29261,14,2002-12-06,Wacker Burghausen,SpVgg Greuther Furth,1 - 3
29262,15,2002-12-06,VfB Lubeck,1. FSV Mainz 05,1 - 3
29263,15,2002-12-06,MSV Duisburg,FC St. Pauli,2 - 1
29264,15,2002-12-08,Eintracht Braunschweig,1. FC Union Berlin,1 - 2
29265,15,2002-12-08,Rot Weiss Ahlen,Waldhof Mannheim,1 - 4
29266,15,2002-12-08,Eintracht Frankfurt,Rot-Weiss Oberhausen,1 - 0
29267,15,2002-12-08,Alemannia Aachen,SSV Reutlingen,3 - 1
29268,15,2002-12-08,Eintracht Trier,1. FC Koln,2 - 3
29269,15,2002-12-09,Karlsruher SC,SC Freiburg,1 - 1
29270,15,2002-12-13,SpVgg Greuther Furth,Karlsruher SC,0 - 0
29271,16,2002-12-13,FC St. Pauli,Alemannia Aachen,1 - 4
29272,16,2002-12-13,1. FSV Mainz 05,Eintracht Braunschweig,3 - 1
29273,16,2002-12-13,1. FC Koln,Wacker Burghausen,1 - 0
29274,16,2002-12-15,1. FC Union Berlin,Eintracht Trier,1 - 3
29275,16,2002-12-15,SC Freiburg,MSV Duisburg,3 - 1
29276,16,2002-12-15,SSV Reutlingen,Eintracht Frankfurt,1 - 0
29277,16,2002-12-15,Rot-Weiss Oberhausen,Rot Weiss Ahlen,2 - 1
29278,16,2002-12-15,Waldhof Mannheim,VfB Lubeck,2 - 1
29279,16,2003-01-24,Waldhof Mannheim,Eintracht Braunschweig,1 - 1
29280,17,2003-01-24,FC St. Pauli,Eintracht Frankfurt,1 - 1
29281,17,2003-01-24,1. FC Koln,Karlsruher SC,3 - 0
29282,17,2003-01-26,1. FSV Mainz 05,1. FC Union Berlin,1 - 0
29283,17,2003-01-26,Rot-Weiss Oberhausen,VfB Lubeck,3 - 1
29284,17,2003-01-26,SSV Reutlingen,Rot Weiss Ahlen,1 - 2
29285,17,2003-01-26,SpVgg Greuther Furth,MSV Duisburg,1 - 0
29286,17,2003-01-26,Wacker Burghausen,Eintracht Trier,1 - 1
29287,17,2003-01-27,SC Freiburg,Alemannia Aachen,1 - 1
29288,17,2003-01-31,Eintracht Frankfurt,SC Freiburg,1 - 1
29289,18,2003-02-02,Karlsruher SC,Wacker Burghausen,2 - 1
29290,18,2003-02-02,Rot Weiss Ahlen,FC St. Pauli,3 - 2
29291,18,2003-02-02,VfB Lubeck,SSV Reutlingen,0 - 0
29292,18,2003-02-02,1. FC Union Berlin,Waldhof Mannheim,1 - 1
29293,18,2003-02-03,Eintracht Trier,1. FSV Mainz 05,2 - 1
29294,18,2003-02-07,Wacker Burghausen,MSV Duisburg,1 - 1
29295,19,2003-02-07,Waldhof Mannheim,1. FSV Mainz 05,1 - 5
29296,19,2003-02-09,Rot-Weiss Oberhausen,1. FC Union Berlin,2 - 2
29297,19,2003-02-09,FC St. Pauli,VfB Lubeck,2 - 0
29298,19,2003-02-09,SC Freiburg,Rot Weiss Ahlen,4 - 0
29299,19,2003-02-09,SpVgg Greuther Furth,Eintracht Frankfurt,0 - 1
