,Round Number,Date,Home Team,Away Team,Result
30962,0,2008-08-15,Alemannia Aachen,SV Wehen Wiesbaden,2 - 1
30963,0,2008-08-15,FC St. Pauli,VfL Osnabruck,2 - 2
30964,0,2008-08-15,1. FSV Mainz 05,1. FC Kaiserslautern,3 - 3
30965,0,2008-08-17,1. FC Nurnberg,FC Augsburg,2 - 1
30966,0,2008-08-17,SC Freiburg,1860 Munchen,2 - 1
30967,0,2008-08-17,Rot Weiss Ahlen,FSV Frankfurt,2 - 1
30968,0,2008-08-17,FC Ingolstadt 04,SpVgg Greuther Furth,3 - 2
30969,0,2008-08-17,TuS Koblenz,Rot-Weiss Oberhausen,3 - 0
30970,0,2008-08-18,MSV Duisburg,Hansa Rostock,2 - 2
30971,0,2008-08-22,SpVgg Greuther Furth,FC St. Pauli,5 - 2
30972,1,2008-08-22,VfL Osnabruck,SC Freiburg,2 - 2
30973,1,2008-08-22,FSV Frankfurt,TuS Koblenz,0 - 0
30974,1,2008-08-24,Hansa Rostock,Alemannia Aachen,1 - 0
30975,1,2008-08-24,SV Wehen Wiesbaden,MSV Duisburg,1 - 1
30976,1,2008-08-24,1860 Munchen,1. FSV Mainz 05,1 - 2
30977,1,2008-08-24,FC Augsburg,Rot Weiss Ahlen,3 - 0
30978,1,2008-08-24,Rot-Weiss Oberhausen,FC Ingolstadt 04,2 - 1
30979,1,2008-08-25,1. FC Kaiserslautern,1. FC Nurnberg,2 - 1
30980,1,2008-08-29,MSV Duisburg,FC Augsburg,2 - 0
30981,2,2008-08-29,1. FSV Mainz 05,VfL Osnabruck,4 - 2
30982,2,2008-08-29,FC Ingolstadt 04,1. FC Kaiserslautern,1 - 3
30983,2,2008-08-31,1. FC Nurnberg,Alemannia Aachen,2 - 2
30984,2,2008-08-31,FC St. Pauli,Rot-Weiss Oberhausen,4 - 1
30985,2,2008-08-31,TuS Koblenz,SV Wehen Wiesbaden,0 - 0
30986,2,2008-08-31,Rot Weiss Ahlen,1860 Munchen,2 - 1
30987,2,2008-08-31,FSV Frankfurt,SpVgg Greuther Furth,1 - 1
30988,2,2008-09-01,SC Freiburg,Hansa Rostock,1 - 0
30989,2,2008-09-12,Alemannia Aachen,FC Ingolstadt 04,1 - 0
30990,3,2008-09-12,1. FC Kaiserslautern,FC St. Pauli,4 - 1
30991,3,2008-09-12,Rot-Weiss Oberhausen,Rot Weiss Ahlen,1 - 3
30992,3,2008-09-14,Hansa Rostock,1. FSV Mainz 05,2 - 2
30993,3,2008-09-14,SpVgg Greuther Furth,TuS Koblenz,4 - 3
30994,3,2008-09-14,SV Wehen Wiesbaden,1. FC Nurnberg,2 - 2
30995,3,2008-09-14,VfL Osnabruck,FSV Frankfurt,3 - 2
30996,3,2008-09-14,FC Augsburg,SC Freiburg,1 - 3
30997,3,2008-09-15,1860 Munchen,MSV Duisburg,2 - 0
30998,3,2008-09-19,MSV Duisburg,Alemannia Aachen,3 - 2
30999,4,2008-09-19,1. FSV Mainz 05,1. FC Nurnberg,2 - 0
31000,4,2008-09-19,FC St. Pauli,1860 Munchen,1 - 0
31001,4,2008-09-19,TuS Koblenz,FC Augsburg,2 - 1
31002,4,2008-09-19,Rot Weiss Ahlen,Hansa Rostock,2 - 2
31003,4,2008-09-21,SC Freiburg,SV Wehen Wiesbaden,5 - 0
31004,4,2008-09-21,FSV Frankfurt,Rot-Weiss Oberhausen,3 - 1
31005,4,2008-09-21,FC Ingolstadt 04,VfL Osnabruck,2 - 1
31006,4,2008-09-22,SpVgg Greuther Furth,1. FC Kaiserslautern,0 - 1
31007,4,2008-09-26,Hansa Rostock,FC St. Pauli,3 - 0
31008,5,2008-09-26,VfL Osnabruck,TuS Koblenz,1 - 0
31009,5,2008-09-26,Rot-Weiss Oberhausen,SpVgg Greuther Furth,0 - 4
31010,5,2008-09-28,Alemannia Aachen,SC Freiburg,1 - 0
31011,5,2008-09-28,SV Wehen Wiesbaden,Rot Weiss Ahlen,1 - 3
31012,5,2008-09-28,1860 Munchen,FC Ingolstadt 04,1 - 1
31013,5,2008-09-28,1. FC Kaiserslautern,FSV Frankfurt,2 - 1
31014,5,2008-09-28,FC Augsburg,1. FSV Mainz 05,0 - 2
31015,5,2008-09-29,1. FC Nurnberg,MSV Duisburg,0 - 1
31016,5,2008-10-03,SC Freiburg,MSV Duisburg,2 - 0
31017,6,2008-10-03,FSV Frankfurt,1860 Munchen,0 - 3
31018,6,2008-10-03,Rot-Weiss Oberhausen,FC Augsburg,2 - 1
31019,6,2008-10-05,SpVgg Greuther Furth,VfL Osnabruck,4 - 2
31020,6,2008-10-05,FC St. Pauli,Alemannia Aachen,3 - 2
31021,6,2008-10-05,TuS Koblenz,1. FC Kaiserslautern,5 - 0
31022,6,2008-10-05,Rot Weiss Ahlen,1. FC Nurnberg,1 - 1
31023,6,2008-10-05,FC Ingolstadt 04,Hansa Rostock,4 - 2
31024,6,2008-10-06,1. FSV Mainz 05,SV Wehen Wiesbaden,5 - 0
31025,6,2008-10-17,1. FC Nurnberg,SC Freiburg,2 - 0
31026,7,2008-10-17,VfL Osnabruck,Rot-Weiss Oberhausen,2 - 1
31027,7,2008-10-17,1. FC Kaiserslautern,Rot Weiss Ahlen,4 - 1
31028,7,2008-10-19,Hansa Rostock,TuS Koblenz,9 - 0
31029,7,2008-10-19,MSV Duisburg,FC Ingolstadt 04,6 - 1
31030,7,2008-10-19,SV Wehen Wiesbaden,FSV Frankfurt,3 - 1
31031,7,2008-10-19,1860 Munchen,SpVgg Greuther Furth,3 - 1
31032,7,2008-10-19,FC Augsburg,FC St. Pauli,3 - 2
31033,7,2008-10-20,Alemannia Aachen,1. FSV Mainz 05,2 - 0
31034,7,2008-10-24,SpVgg Greuther Furth,Alemannia Aachen,1 - 1
31035,8,2008-10-24,FC St. Pauli,SV Wehen Wiesbaden,2 - 0
31036,8,2008-10-24,Rot Weiss Ahlen,SC Freiburg,0 - 3
31037,8,2008-10-24,FSV Frankfurt,Hansa Rostock,0 - 0
31038,8,2008-10-24,FC Ingolstadt 04,FC Augsburg,1 - 2
31039,8,2008-10-26,1. FSV Mainz 05,MSV Duisburg,0 - 0
31040,8,2008-10-26,TuS Koblenz,1. FC Nurnberg,1 - 1
31041,8,2008-10-26,VfL Osnabruck,1860 Munchen,0 - 2
31042,8,2008-10-26,Rot-Weiss Oberhausen,1. FC Kaiserslautern,2 - 1
31043,8,2008-10-28,Hansa Rostock,SpVgg Greuther Furth,1 - 2
31044,9,2008-10-28,Alemannia Aachen,Rot Weiss Ahlen,0 - 2
