,Round Number,Date,Home Team,Away Team,Result
11836,0,2005-08-05,Bayern Munchen,Bor. Monchengladbach,3 - 0
11837,0,2005-08-06,Hamburger SV,1. FC Nurnberg,3 - 0
11838,0,2005-08-06,1. FC Koln,1. FSV Mainz 05,1 - 0
11839,0,2005-08-06,MSV Duisburg,VfB Stuttgart,1 - 1
11840,0,2005-08-06,VfL Wolfsburg,Borussia Dortmund,2 - 2
11841,0,2005-08-06,Hannover 96,Hertha BSC,2 - 2
11842,0,2005-08-06,Werder Bremen,Arminia Bielefeld,5 - 2
11843,0,2005-08-07,FC Schalke 04,1. FC Kaiserslautern,2 - 1
11844,0,2005-08-07,Eintracht Frankfurt,Bayer Leverkusen,1 - 4
11845,0,2005-08-13,Hertha BSC,Eintracht Frankfurt,2 - 0
11846,1,2005-08-13,Bayer Leverkusen,Bayern Munchen,2 - 5
11847,1,2005-08-13,Bor. Monchengladbach,VfL Wolfsburg,1 - 1
11848,1,2005-08-13,Borussia Dortmund,FC Schalke 04,1 - 2
11849,1,2005-08-13,1. FC Kaiserslautern,MSV Duisburg,5 - 3
11850,1,2005-08-13,Arminia Bielefeld,Hamburger SV,0 - 2
11851,1,2005-08-13,1. FC Nurnberg,Hannover 96,1 - 1
11852,1,2005-08-14,VfB Stuttgart,1. FC Koln,2 - 3
11853,1,2005-08-14,1. FSV Mainz 05,Werder Bremen,0 - 2
11854,1,2005-08-27,Hamburger SV,Hannover 96,1 - 1
11855,2,2005-08-27,1. FC Koln,1. FC Kaiserslautern,2 - 3
11856,2,2005-08-27,FC Schalke 04,Bor. Monchengladbach,1 - 1
11857,2,2005-08-27,VfL Wolfsburg,Bayer Leverkusen,2 - 1
11858,2,2005-08-27,Bayern Munchen,Hertha BSC,3 - 0
11859,2,2005-08-27,Eintracht Frankfurt,1. FC Nurnberg,1 - 0
11860,2,2005-08-27,Werder Bremen,VfB Stuttgart,1 - 1
11861,2,2005-08-28,MSV Duisburg,Borussia Dortmund,1 - 1
11862,2,2005-08-28,Arminia Bielefeld,1. FSV Mainz 05,2 - 0
11863,2,2005-09-10,Bayer Leverkusen,FC Schalke 04,1 - 1
11864,3,2005-09-10,Bor. Monchengladbach,MSV Duisburg,2 - 1
11865,3,2005-09-10,1. FC Kaiserslautern,Werder Bremen,1 - 5
11866,3,2005-09-10,VfB Stuttgart,Arminia Bielefeld,1 - 1
11867,3,2005-09-10,1. FSV Mainz 05,Hamburger SV,1 - 3
11868,3,2005-09-10,Hannover 96,Eintracht Frankfurt,2 - 0
11869,3,2005-09-10,1. FC Nurnberg,Bayern Munchen,1 - 2
11870,3,2005-09-11,Hertha BSC,VfL Wolfsburg,3 - 0
11871,3,2005-09-11,Borussia Dortmund,1. FC Koln,2 - 1
11872,3,2005-09-17,Hamburger SV,Eintracht Frankfurt,1 - 1
11873,4,2005-09-17,1. FC Koln,Bor. Monchengladbach,2 - 1
11874,4,2005-09-17,VfL Wolfsburg,1. FC Nurnberg,1 - 1
11875,4,2005-09-17,Bayern Munchen,Hannover 96,1 - 0
11876,4,2005-09-17,1. FSV Mainz 05,VfB Stuttgart,1 - 2
11877,4,2005-09-17,Arminia Bielefeld,1. FC Kaiserslautern,0 - 0
11878,4,2005-09-17,Werder Bremen,Borussia Dortmund,3 - 2
11879,4,2005-09-18,MSV Duisburg,Bayer Leverkusen,1 - 3
11880,4,2005-09-18,FC Schalke 04,Hertha BSC,0 - 0
11881,4,2005-09-20,Bor. Monchengladbach,Werder Bremen,2 - 1
11882,5,2005-09-20,Borussia Dortmund,Arminia Bielefeld,2 - 0
11883,5,2005-09-20,Eintracht Frankfurt,Bayern Munchen,0 - 1
11884,5,2005-09-20,Hannover 96,VfL Wolfsburg,2 - 4
11885,5,2005-09-21,Hertha BSC,MSV Duisburg,3 - 2
11886,5,2005-09-21,Bayer Leverkusen,1. FC Koln,2 - 1
11887,5,2005-09-21,1. FC Kaiserslautern,1. FSV Mainz 05,0 - 2
11888,5,2005-09-21,VfB Stuttgart,Hamburger SV,1 - 2
11889,5,2005-09-21,1. FC Nurnberg,FC Schalke 04,1 - 1
11890,5,2005-09-24,Hamburger SV,Bayern Munchen,2 - 0
11891,6,2005-09-24,MSV Duisburg,1. FC Nurnberg,1 - 0
11892,6,2005-09-24,FC Schalke 04,Hannover 96,2 - 0
11893,6,2005-09-24,VfL Wolfsburg,Eintracht Frankfurt,1 - 0
11894,6,2005-09-24,1. FSV Mainz 05,Borussia Dortmund,1 - 1
11895,6,2005-09-24,Arminia Bielefeld,Bor. Monchengladbach,0 - 2
11896,6,2005-09-24,Werder Bremen,Bayer Leverkusen,2 - 1
11897,6,2005-09-25,1. FC Koln,Hertha BSC,0 - 1
11898,6,2005-09-25,VfB Stuttgart,1. FC Kaiserslautern,1 - 0
11899,6,2005-10-01,Hertha BSC,Werder Bremen,1 - 2
11900,7,2005-10-01,Bayer Leverkusen,Arminia Bielefeld,1 - 1
11901,7,2005-10-01,Bor. Monchengladbach,1. FSV Mainz 05,1 - 0
11902,7,2005-10-01,Bayern Munchen,VfL Wolfsburg,2 - 0
11903,7,2005-10-01,Eintracht Frankfurt,FC Schalke 04,0 - 1
11904,7,2005-10-01,Hannover 96,MSV Duisburg,1 - 1
11905,7,2005-10-01,1. FC Nurnberg,1. FC Koln,2 - 1
11906,7,2005-10-02,Borussia Dortmund,VfB Stuttgart,0 - 0
11907,7,2005-10-02,1. FC Kaiserslautern,Hamburger SV,0 - 3
11908,7,2005-10-15,Hamburger SV,VfL Wolfsburg,0 - 1
11909,8,2005-10-15,FC Schalke 04,Bayern Munchen,1 - 1
11910,8,2005-10-15,1. FC Kaiserslautern,Borussia Dortmund,3 - 3
11911,8,2005-10-15,VfB Stuttgart,Bor. Monchengladbach,1 - 1
11912,8,2005-10-15,1. FSV Mainz 05,Bayer Leverkusen,3 - 1
11913,8,2005-10-15,Arminia Bielefeld,Hertha BSC,3 - 0
11914,8,2005-10-15,Werder Bremen,1. FC Nurnberg,6 - 2
11915,8,2005-10-16,1. FC Koln,Hannover 96,1 - 4
11916,8,2005-10-16,MSV Duisburg,Eintracht Frankfurt,0 - 1
