,Round Number,Date,Home Team,Away Team,Result
10306,0,2000-08-11,Borussia Dortmund,Hansa Rostock,1 - 0
10307,0,2000-08-12,1. FC Kaiserslautern,VfL Bochum,0 - 1
10308,0,2000-08-12,Bayer Leverkusen,VfL Wolfsburg,2 - 0
10309,0,2000-08-12,SC Freiburg,VfB Stuttgart,4 - 0
10310,0,2000-08-12,Werder Bremen,Energie Cottbus,3 - 1
10311,0,2000-08-12,Hamburger SV,TSV 1860 Munchen,2 - 2
10312,0,2000-08-12,Bayern Munchen,Hertha BSC,4 - 1
10313,0,2000-08-13,Eintracht Frankfurt,SpVgg Unterhaching,3 - 0
10314,0,2000-08-13,FC Schalke 04,1. FC Koln,2 - 1
10315,0,2000-08-18,Energie Cottbus,Borussia Dortmund,1 - 4
10316,1,2000-08-19,TSV 1860 Munchen,Werder Bremen,2 - 1
10317,1,2000-08-19,SpVgg Unterhaching,SC Freiburg,1 - 1
10318,1,2000-08-19,VfL Wolfsburg,1. FC Kaiserslautern,4 - 0
10319,1,2000-08-19,VfL Bochum,Bayern Munchen,0 - 3
10320,1,2000-08-19,Hertha BSC,Hamburger SV,4 - 0
10321,1,2000-08-19,VfB Stuttgart,Bayer Leverkusen,4 - 1
10322,1,2000-08-20,Hansa Rostock,FC Schalke 04,0 - 4
10323,1,2000-08-20,1. FC Koln,Eintracht Frankfurt,4 - 1
10324,1,2000-09-05,SC Freiburg,1. FC Koln,0 - 0
10325,2,2000-09-05,1. FC Kaiserslautern,VfB Stuttgart,1 - 0
10326,2,2000-09-05,Bayer Leverkusen,SpVgg Unterhaching,1 - 0
10327,2,2000-09-05,FC Schalke 04,Energie Cottbus,3 - 0
10328,2,2000-09-06,Hamburger SV,Werder Bremen,2 - 1
10329,2,2000-09-06,Bayern Munchen,VfL Wolfsburg,3 - 1
10330,2,2000-09-06,Eintracht Frankfurt,Hansa Rostock,4 - 0
10331,2,2000-09-06,Borussia Dortmund,TSV 1860 Munchen,2 - 3
10332,2,2000-09-06,Hertha BSC,VfL Bochum,4 - 0
10333,2,2000-09-08,SpVgg Unterhaching,1. FC Kaiserslautern,0 - 0
10334,3,2000-09-09,TSV 1860 Munchen,FC Schalke 04,1 - 1
10335,3,2000-09-09,1. FC Koln,Bayer Leverkusen,1 - 1
10336,3,2000-09-09,VfB Stuttgart,Bayern Munchen,2 - 1
10337,3,2000-09-09,VfL Wolfsburg,Hertha BSC,2 - 1
10338,3,2000-09-09,VfL Bochum,Hamburger SV,0 - 4
10339,3,2000-09-09,Werder Bremen,Borussia Dortmund,1 - 2
10340,3,2000-09-10,Hansa Rostock,SC Freiburg,0 - 0
10341,3,2000-09-10,Energie Cottbus,Eintracht Frankfurt,2 - 0
10342,3,2000-09-15,1. FC Kaiserslautern,1. FC Koln,3 - 1
10343,4,2000-09-16,Bayer Leverkusen,Hansa Rostock,1 - 2
10344,4,2000-09-16,SC Freiburg,Energie Cottbus,4 - 1
10345,4,2000-09-16,Eintracht Frankfurt,TSV 1860 Munchen,1 - 0
10346,4,2000-09-16,VfL Bochum,VfL Wolfsburg,2 - 1
10347,4,2000-09-16,Hamburger SV,Borussia Dortmund,2 - 3
10348,4,2000-09-16,Bayern Munchen,SpVgg Unterhaching,3 - 1
10349,4,2000-09-17,FC Schalke 04,Werder Bremen,1 - 1
10350,4,2000-09-17,Hertha BSC,VfB Stuttgart,2 - 0
10351,4,2000-09-22,TSV 1860 Munchen,SC Freiburg,3 - 1
10352,5,2000-09-23,1. FC Koln,Bayern Munchen,1 - 2
10353,5,2000-09-23,VfB Stuttgart,VfL Bochum,1 - 1
10354,5,2000-09-23,VfL Wolfsburg,Hamburger SV,4 - 4
10355,5,2000-09-23,Borussia Dortmund,FC Schalke 04,0 - 4
10356,5,2000-09-23,Werder Bremen,Eintracht Frankfurt,1 - 1
10357,5,2000-09-23,Energie Cottbus,Bayer Leverkusen,1 - 2
10358,5,2000-09-24,Hansa Rostock,1. FC Kaiserslautern,1 - 0
10359,5,2000-09-24,SpVgg Unterhaching,Hertha BSC,5 - 2
10360,5,2000-09-29,Eintracht Frankfurt,Borussia Dortmund,1 - 1
10361,6,2000-09-30,Bayern Munchen,Hansa Rostock,0 - 1
10362,6,2000-09-30,1. FC Kaiserslautern,Energie Cottbus,1 - 1
10363,6,2000-09-30,VfL Bochum,SpVgg Unterhaching,3 - 0
10364,6,2000-09-30,Hertha BSC,1. FC Koln,4 - 2
10365,6,2000-09-30,Hamburger SV,FC Schalke 04,2 - 0
10366,6,2000-09-30,Bayer Leverkusen,TSV 1860 Munchen,0 - 0
10367,6,2000-10-01,SC Freiburg,Werder Bremen,0 - 1
10368,6,2000-10-01,VfL Wolfsburg,VfB Stuttgart,2 - 2
10369,6,2000-10-13,Borussia Dortmund,SC Freiburg,1 - 0
10370,7,2000-10-14,TSV 1860 Munchen,1. FC Kaiserslautern,0 - 4
10371,7,2000-10-14,1. FC Koln,VfL Bochum,2 - 0
10372,7,2000-10-14,FC Schalke 04,Eintracht Frankfurt,4 - 0
10373,7,2000-10-14,Werder Bremen,Bayer Leverkusen,3 - 3
10374,7,2000-10-14,Energie Cottbus,Bayern Munchen,1 - 0
10375,7,2000-10-14,VfB Stuttgart,Hamburger SV,3 - 3
10376,7,2000-10-15,Hansa Rostock,Hertha BSC,0 - 2
10377,7,2000-10-15,SpVgg Unterhaching,VfL Wolfsburg,0 - 3
10378,7,2000-10-20,1. FC Kaiserslautern,Werder Bremen,2 - 0
10379,8,2000-10-21,Bayern Munchen,TSV 1860 Munchen,3 - 1
10380,8,2000-10-21,VfB Stuttgart,SpVgg Unterhaching,2 - 2
10381,8,2000-10-21,VfL Wolfsburg,1. FC Koln,6 - 0
10382,8,2000-10-21,Hertha BSC,Energie Cottbus,3 - 1
10383,8,2000-10-21,Hamburger SV,Eintracht Frankfurt,2 - 0
10384,8,2000-10-21,Bayer Leverkusen,Borussia Dortmund,2 - 0
10385,8,2000-10-22,SC Freiburg,FC Schalke 04,3 - 1
10386,8,2000-10-22,VfL Bochum,Hansa Rostock,1 - 2
10387,8,2000-10-27,Energie Cottbus,VfL Bochum,2 - 0
10388,9,2000-10-28,Hansa Rostock,VfL Wolfsburg,1 - 1
10389,9,2000-10-28,SpVgg Unterhaching,Hamburger SV,2 - 1
10390,9,2000-10-28,Eintracht Frankfurt,SC Freiburg,3 - 0
10391,9,2000-10-28,Borussia Dortmund,1. FC Kaiserslautern,1 - 2
10392,9,2000-10-28,Werder Bremen,Bayern Munchen,1 - 1
10393,9,2000-10-28,FC Schalke 04,Bayer Leverkusen,0 - 0
10394,9,2000-10-29,TSV 1860 Munchen,Hertha BSC,0 - 1
10395,9,2000-10-29,1. FC Koln,VfB Stuttgart,3 - 2
10396,9,2000-11-03,Bayer Leverkusen,Eintracht Frankfurt,1 - 0
10397,10,2000-11-04,1. FC Kaiserslautern,FC Schalke 04,3 - 2
10398,10,2000-11-04,VfB Stuttgart,Hansa Rostock,1 - 0
10399,10,2000-11-04,Hertha BSC,Werder Bremen,4 - 1
10400,10,2000-11-04,Hamburger SV,SC Freiburg,5 - 0
10401,10,2000-11-04,VfL Bochum,TSV 1860 Munchen,1 - 1
10402,10,2000-11-04,Bayern Munchen,Borussia Dortmund,6 - 2
10403,10,2000-11-05,SpVgg Unterhaching,1. FC Koln,0 - 0
10404,10,2000-11-05,VfL Wolfsburg,Energie Cottbus,1 - 1
