,Round Number,Date,Home Team,Away Team,Result
12142,0,2006-08-11,Bayern Munchen,Borussia Dortmund,2 - 0
12143,0,2006-08-12,Hamburger SV,Arminia Bielefeld,1 - 1
12144,0,2006-08-12,Bayer Leverkusen,Alemannia Aachen,3 - 0
12145,0,2006-08-12,VfB Stuttgart,1. FC Nurnberg,0 - 3
12146,0,2006-08-12,FC Schalke 04,Eintracht Frankfurt,1 - 1
12147,0,2006-08-12,Bor. Monchengladbach,Energie Cottbus,2 - 0
12148,0,2006-08-12,1. FSV Mainz 05,VfL Bochum,2 - 1
12149,0,2006-08-13,VfL Wolfsburg,Hertha BSC,0 - 0
12150,0,2006-08-13,Hannover 96,Werder Bremen,2 - 4
12151,0,2006-08-18,1. FC Nurnberg,Bor. Monchengladbach,1 - 0
12152,1,2006-08-19,Werder Bremen,Bayer Leverkusen,2 - 1
12153,1,2006-08-19,Borussia Dortmund,1. FSV Mainz 05,1 - 1
12154,1,2006-08-19,Hertha BSC,Hannover 96,4 - 0
12155,1,2006-08-19,Eintracht Frankfurt,VfL Wolfsburg,0 - 0
12156,1,2006-08-19,Energie Cottbus,Hamburger SV,2 - 2
12157,1,2006-08-19,Alemannia Aachen,FC Schalke 04,0 - 1
12158,1,2006-08-20,VfL Bochum,Bayern Munchen,1 - 2
12159,1,2006-08-20,Arminia Bielefeld,VfB Stuttgart,2 - 3
12160,1,2006-08-25,FC Schalke 04,Werder Bremen,2 - 0
12161,2,2006-08-26,VfL Bochum,Energie Cottbus,0 - 1
12162,2,2006-08-26,Bayer Leverkusen,VfL Wolfsburg,1 - 1
12163,2,2006-08-26,VfB Stuttgart,Borussia Dortmund,1 - 3
12164,2,2006-08-26,Bayern Munchen,1. FC Nurnberg,0 - 0
12165,2,2006-08-26,Bor. Monchengladbach,Arminia Bielefeld,1 - 0
12166,2,2006-08-26,Hannover 96,Alemannia Aachen,0 - 3
12167,2,2006-08-27,Hamburger SV,Hertha BSC,1 - 1
12168,2,2006-08-27,1. FSV Mainz 05,Eintracht Frankfurt,1 - 1
12169,2,2006-09-15,VfL Wolfsburg,Hannover 96,1 - 2
12170,3,2006-09-16,Werder Bremen,VfB Stuttgart,2 - 3
12171,3,2006-09-16,Borussia Dortmund,Hamburger SV,1 - 0
12172,3,2006-09-16,1. FC Nurnberg,VfL Bochum,1 - 1
12173,3,2006-09-16,Arminia Bielefeld,Bayern Munchen,2 - 1
12174,3,2006-09-16,Alemannia Aachen,Bor. Monchengladbach,4 - 2
12175,3,2006-09-16,Energie Cottbus,1. FSV Mainz 05,2 - 0
12176,3,2006-09-17,Hertha BSC,FC Schalke 04,2 - 0
12177,3,2006-09-17,Eintracht Frankfurt,Bayer Leverkusen,3 - 1
12178,3,2006-09-22,Bor. Monchengladbach,Borussia Dortmund,1 - 0
12179,4,2006-09-23,Bayern Munchen,Alemannia Aachen,2 - 1
12180,4,2006-09-23,Hamburger SV,Werder Bremen,1 - 1
12181,4,2006-09-23,FC Schalke 04,VfL Wolfsburg,2 - 0
12182,4,2006-09-23,VfB Stuttgart,Eintracht Frankfurt,1 - 1
12183,4,2006-09-23,1. FSV Mainz 05,Hertha BSC,1 - 1
12184,4,2006-09-23,Hannover 96,Bayer Leverkusen,1 - 1
12185,4,2006-09-24,VfL Bochum,Arminia Bielefeld,2 - 1
12186,4,2006-09-24,Energie Cottbus,1. FC Nurnberg,1 - 1
12187,4,2006-09-29,Borussia Dortmund,Hannover 96,2 - 2
12188,5,2006-09-30,Werder Bremen,Bor. Monchengladbach,3 - 0
12189,5,2006-09-30,1. FC Nurnberg,1. FSV Mainz 05,1 - 1
12190,5,2006-09-30,Arminia Bielefeld,Energie Cottbus,3 - 1
12191,5,2006-09-30,Eintracht Frankfurt,Hamburger SV,2 - 2
12192,5,2006-09-30,VfL Wolfsburg,Bayern Munchen,1 - 0
12193,5,2006-09-30,Alemannia Aachen,VfL Bochum,2 - 1
12194,5,2006-10-01,Bayer Leverkusen,FC Schalke 04,3 - 1
12195,5,2006-10-01,Hertha BSC,VfB Stuttgart,2 - 2
12196,5,2006-10-13,1. FSV Mainz 05,Alemannia Aachen,1 - 3
12197,6,2006-10-14,Bayern Munchen,Hertha BSC,4 - 2
12198,6,2006-10-14,Hamburger SV,FC Schalke 04,1 - 2
12199,6,2006-10-14,VfB Stuttgart,Bayer Leverkusen,3 - 0
12200,6,2006-10-14,Bor. Monchengladbach,VfL Wolfsburg,3 - 1
12201,6,2006-10-14,Hannover 96,Eintracht Frankfurt,1 - 1
12202,6,2006-10-14,VfL Bochum,Werder Bremen,0 - 6
12203,6,2006-10-15,1. FC Nurnberg,Arminia Bielefeld,1 - 1
12204,6,2006-10-15,Energie Cottbus,Borussia Dortmund,2 - 3
12205,6,2006-10-20,Borussia Dortmund,VfL Bochum,1 - 1
12206,7,2006-10-21,FC Schalke 04,Hannover 96,2 - 1
12207,7,2006-10-21,Werder Bremen,Bayern Munchen,3 - 1
12208,7,2006-10-21,Arminia Bielefeld,1. FSV Mainz 05,1 - 0
12209,7,2006-10-21,VfL Wolfsburg,VfB Stuttgart,1 - 1
12210,7,2006-10-21,Hertha BSC,Bor. Monchengladbach,2 - 1
12211,7,2006-10-21,Alemannia Aachen,Energie Cottbus,1 - 2
12212,7,2006-10-22,Bayer Leverkusen,Hamburger SV,1 - 2
12213,7,2006-10-22,Eintracht Frankfurt,1. FC Nurnberg,2 - 2
12214,7,2006-10-27,1. FSV Mainz 05,Werder Bremen,1 - 6
12215,8,2006-10-28,Bayern Munchen,Eintracht Frankfurt,2 - 0
12216,8,2006-10-28,Hamburger SV,Hannover 96,0 - 0
12217,8,2006-10-28,1. FC Nurnberg,Borussia Dortmund,1 - 1
12218,8,2006-10-28,Bor. Monchengladbach,Bayer Leverkusen,0 - 2
12219,8,2006-10-28,VfL Bochum,VfL Wolfsburg,0 - 1
12220,8,2006-10-28,Energie Cottbus,Hertha BSC,2 - 0
12221,8,2006-10-29,VfB Stuttgart,FC Schalke 04,3 - 0
12222,8,2006-10-29,Arminia Bielefeld,Alemannia Aachen,5 - 1
12223,8,2006-11-03,Hannover 96,VfL Bochum,0 - 2
12224,9,2006-11-04,Werder Bremen,Energie Cottbus,1 - 1
12225,9,2006-11-04,Hertha BSC,1. FC Nurnberg,2 - 1
12226,9,2006-11-04,Borussia Dortmund,Arminia Bielefeld,1 - 1
12227,9,2006-11-04,VfL Wolfsburg,Hamburger SV,1 - 0
12228,9,2006-11-04,Alemannia Aachen,VfB Stuttgart,2 - 4
12229,9,2006-11-04,Bayer Leverkusen,1. FSV Mainz 05,1 - 1
12230,9,2006-11-05,FC Schalke 04,Bayern Munchen,2 - 2
