,Round Number,Date,Home Team,Away Team,Result
18400,0,1977-08-06,Alemannia Aachen,VfL Osnabruck,3 - 2
18401,0,1977-08-06,Rot-Weiss Essen,Preussen Munster,4 - 4
18402,0,1977-08-06,SV Bayer 04 Leverkusen,Westfalia Herne,2 - 1
18403,0,1977-08-06,SC Herford,Wuppertaler SV,1 - 1
18404,0,1977-08-06,Arminia Hannover,Hannover 96,0 - 1
18405,0,1977-08-06,OSC Bremerhaven,Arminia Bielefeld,0 - 3
18406,0,1977-08-06,Fortuna Koln,SG Wattenscheid 09,2 - 2
18407,0,1977-08-06,KFC Uerdingen 05,Tennis Borussia Berlin,2 - 0
18408,0,1977-08-06,1. FC Bocholt,SG Union Solingen,0 - 1
18409,0,1977-08-06,Rot-Weiss Ludenscheid,Schwarz-Weiss Essen,1 - 1
18410,0,1977-08-06,FC Augsburg,Stuttgarter Kickers,2 - 3
18411,0,1977-08-06,Waldhof Mannheim,FV Wurzburg 04,6 - 0
18412,0,1977-08-06,Wurzburger Kickers,SpVgg Bayreuth,0 - 1
18413,0,1977-08-06,SV Darmstadt 98,Eintracht Trier,3 - 1
18414,0,1977-08-06,Wormatia Worms,Kickers Offenbach,3 - 0
18415,0,1977-08-06,KSV Baunatal,FSV Frankfurt,4 - 2
18416,0,1977-08-06,FC 08 Homburg,FK Pirmasens,4 - 2
18417,0,1977-08-06,Freiburger FC,VfR Burstadt,0 - 1
18418,0,1977-08-06,FC Bayern Hof,SpVgg Greuther Furth,3 - 1
18419,0,1977-08-06,1. FC Nurnberg,Karlsruher SC,2 - 1
18420,0,1977-08-12,Wuppertaler SV,Fortuna Koln,1 - 1
18421,1,1977-08-12,Stuttgarter Kickers,FC 08 Homburg,0 - 1
18422,1,1977-08-12,SG Union Solingen,KFC Uerdingen 05,0 - 0
18423,1,1977-08-12,Arminia Bielefeld,SV Bayer 04 Leverkusen,1 - 3
18424,1,1977-08-12,VfL Osnabruck,SC Herford,0 - 1
