,Round Number,Date,Home Team,Away Team,Result
480,0,1965-08-14,Eintracht Braunschweig,Borussia Dortmund,4 - 0
481,0,1965-08-14,1. FC Koln,Hannover 96,0 - 1
482,0,1965-08-14,Borussia Neunkirchen,Bor. Monchengladbach,1 - 1
483,0,1965-08-14,Tasmania 1900 Berlin,Karlsruher SC,2 - 0
484,0,1965-08-14,Frankfurter SG Eintracht,Hamburger SV,2 - 0
485,0,1965-08-14,Werder Bremen,1. FC Nurnberg,1 - 0
486,0,1965-08-14,Meidericher SV,1. FC Kaiserslautern,2 - 2
487,0,1965-08-14,TSV 1860 Munchen,Bayern Munchen,1 - 0
488,0,1965-08-14,VfB Stuttgart,FC Schalke 04,1 - 0
489,0,1965-08-21,VfB Stuttgart,Meidericher SV,2 - 0
490,1,1965-08-21,Hannover 96,Werder Bremen,2 - 1
491,1,1965-08-21,1. FC Kaiserslautern,1. FC Koln,3 - 2
492,1,1965-08-21,Bor. Monchengladbach,Tasmania 1900 Berlin,5 - 0
493,1,1965-08-21,Hamburger SV,Eintracht Braunschweig,2 - 1
494,1,1965-08-21,FC Schalke 04,Karlsruher SC,0 - 0
495,1,1965-08-21,Bayern Munchen,Frankfurter SG Eintracht,2 - 0
496,1,1965-08-21,Borussia Dortmund,Borussia Neunkirchen,1 - 0
497,1,1965-08-21,1. FC Nurnberg,TSV 1860 Munchen,1 - 4
498,1,1965-08-27,Meidericher SV,FC Schalke 04,5 - 1
499,2,1965-08-28,Tasmania 1900 Berlin,Borussia Dortmund,0 - 2
500,2,1965-08-28,Karlsruher SC,Bor. Monchengladbach,3 - 3
501,2,1965-08-28,Borussia Neunkirchen,Hamburger SV,1 - 1
502,2,1965-08-28,Werder Bremen,1. FC Kaiserslautern,4 - 1
503,2,1965-08-28,1. FC Koln,VfB Stuttgart,3 - 1
504,2,1965-08-28,Eintracht Braunschweig,Bayern Munchen,2 - 4
505,2,1965-08-28,TSV 1860 Munchen,Hannover 96,5 - 0
506,2,1965-09-03,Frankfurter SG Eintracht,1. FC Nurnberg,1 - 2
507,2,1965-09-04,Bayern Munchen,Borussia Neunkirchen,6 - 0
508,3,1965-09-04,VfB Stuttgart,Werder Bremen,0 - 2
509,3,1965-09-04,1. FC Kaiserslautern,TSV 1860 Munchen,3 - 0
510,3,1965-09-04,Borussia Dortmund,Karlsruher SC,4 - 1
511,3,1965-09-04,Hannover 96,Frankfurter SG Eintracht,4 - 1
512,3,1965-09-04,FC Schalke 04,Bor. Monchengladbach,0 - 0
513,3,1965-09-04,Hamburger SV,Tasmania 1900 Berlin,5 - 1
514,3,1965-09-04,Meidericher SV,1. FC Koln,2 - 3
515,3,1965-09-04,1. FC Nurnberg,Eintracht Braunschweig,1 - 1
516,3,1965-09-11,Borussia Neunkirchen,1. FC Nurnberg,2 - 1
517,4,1965-09-11,Karlsruher SC,Hamburger SV,1 - 4
518,4,1965-09-11,Bor. Monchengladbach,Borussia Dortmund,4 - 5
519,4,1965-09-11,Tasmania 1900 Berlin,Bayern Munchen,0 - 2
520,4,1965-09-11,1. FC Koln,FC Schalke 04,2 - 1
521,4,1965-09-11,Frankfurter SG Eintracht,1. FC Kaiserslautern,6 - 0
522,4,1965-09-11,Eintracht Braunschweig,Hannover 96,2 - 1
523,4,1965-09-11,Werder Bremen,Meidericher SV,2 - 0
524,4,1965-09-17,TSV 1860 Munchen,VfB Stuttgart,0 - 0
525,4,1965-09-18,1. FC Kaiserslautern,Eintracht Braunschweig,1 - 1
526,5,1965-09-18,Bayern Munchen,Karlsruher SC,5 - 1
527,5,1965-09-18,1. FC Koln,Werder Bremen,2 - 0
528,5,1965-09-18,Hannover 96,Borussia Neunkirchen,6 - 0
529,5,1965-09-18,FC Schalke 04,Borussia Dortmund,2 - 3
530,5,1965-09-18,VfB Stuttgart,Frankfurter SG Eintracht,0 - 0
531,5,1965-09-18,Hamburger SV,Bor. Monchengladbach,5 - 0
532,5,1965-09-18,Meidericher SV,TSV 1860 Munchen,2 - 3
533,5,1965-09-18,1. FC Nurnberg,Tasmania 1900 Berlin,7 - 2
534,5,1965-10-02,Bor. Monchengladbach,Bayern Munchen,1 - 2
535,6,1965-10-02,TSV 1860 Munchen,1. FC Koln,2 - 1
536,6,1965-10-02,Borussia Dortmund,Hamburger SV,2 - 2
537,6,1965-10-02,Werder Bremen,FC Schalke 04,2 - 0
538,6,1965-10-02,Tasmania 1900 Berlin,Hannover 96,1 - 5
539,6,1965-10-02,Borussia Neunkirchen,1. FC Kaiserslautern,1 - 4
540,6,1965-10-02,Frankfurter SG Eintracht,Meidericher SV,2 - 0
541,6,1965-10-02,Eintracht Braunschweig,VfB Stuttgart,1 - 1
542,6,1965-10-02,Karlsruher SC,1. FC Nurnberg,1 - 2
543,6,1965-10-16,1. FC Nurnberg,Bor. Monchengladbach,2 - 2
544,7,1965-10-16,VfB Stuttgart,Borussia Neunkirchen,2 - 0
545,7,1965-10-16,1. FC Koln,Frankfurter SG Eintracht,1 - 0
546,7,1965-10-16,Werder Bremen,TSV 1860 Munchen,0 - 2
547,7,1965-10-16,1. FC Kaiserslautern,Tasmania 1900 Berlin,0 - 0
548,7,1965-10-16,FC Schalke 04,Hamburger SV,2 - 1
549,7,1965-10-16,Hannover 96,Karlsruher SC,5 - 2
550,7,1965-10-16,Bayern Munchen,Borussia Dortmund,0 - 2
551,7,1965-10-16,Meidericher SV,Eintracht Braunschweig,4 - 1
552,7,1965-10-20,Bor. Monchengladbach,Hannover 96,2 - 0
553,8,1965-10-20,Tasmania 1900 Berlin,VfB Stuttgart,0 - 2
554,8,1965-10-20,Borussia Neunkirchen,Meidericher SV,0 - 1
555,8,1965-10-20,Borussia Dortmund,1. FC Nurnberg,2 - 0
556,8,1965-10-20,Karlsruher SC,1. FC Kaiserslautern,1 - 0
557,8,1965-10-20,Eintracht Braunschweig,1. FC Koln,1 - 2
558,8,1965-10-20,TSV 1860 Munchen,FC Schalke 04,3 - 0
559,8,1965-10-20,Hamburger SV,Bayern Munchen,0 - 4
560,8,1965-10-20,Frankfurter SG Eintracht,Werder Bremen,1 - 0
561,8,1965-10-23,FC Schalke 04,Bayern Munchen,1 - 1
562,9,1965-10-23,VfB Stuttgart,Karlsruher SC,1 - 0
563,9,1965-10-23,TSV 1860 Munchen,Frankfurter SG Eintracht,4 - 2
564,9,1965-10-23,Hannover 96,Borussia Dortmund,1 - 1
565,9,1965-10-23,1. FC Kaiserslautern,Bor. Monchengladbach,1 - 2
566,9,1965-10-23,1. FC Koln,Borussia Neunkirchen,4 - 2
567,9,1965-10-23,Meidericher SV,Tasmania 1900 Berlin,3 - 0
568,9,1965-10-23,1. FC Nurnberg,Hamburger SV,5 - 0
569,9,1965-10-23,Werder Bremen,Eintracht Braunschweig,4 - 0
570,9,1965-10-30,Bayern Munchen,1. FC Nurnberg,0 - 0
571,10,1965-10-30,Borussia Dortmund,1. FC Kaiserslautern,4 - 0
572,10,1965-10-30,Frankfurter SG Eintracht,FC Schalke 04,4 - 1
573,10,1965-10-30,Eintracht Braunschweig,TSV 1860 Munchen,2 - 2
574,10,1965-10-30,Hamburger SV,Hannover 96,2 - 1
575,10,1965-10-30,Bor. Monchengladbach,VfB Stuttgart,1 - 0
576,10,1965-10-30,Karlsruher SC,Meidericher SV,0 - 4
577,10,1965-10-30,Tasmania 1900 Berlin,1. FC Koln,0 - 6
578,10,1965-11-05,Borussia Neunkirchen,Werder Bremen,1 - 2
579,10,1965-11-06,Hannover 96,Bayern Munchen,3 - 4
580,11,1965-11-06,FC Schalke 04,1. FC Nurnberg,1 - 0
581,11,1965-11-06,VfB Stuttgart,Borussia Dortmund,1 - 1
582,11,1965-11-06,Werder Bremen,Tasmania 1900 Berlin,5 - 0
583,11,1965-11-06,1. FC Koln,Karlsruher SC,2 - 0
584,11,1965-11-06,Meidericher SV,Bor. Monchengladbach,3 - 2
585,11,1965-11-06,1. FC Kaiserslautern,Hamburger SV,2 - 1
586,11,1965-11-06,TSV 1860 Munchen,Borussia Neunkirchen,4 - 1
587,11,1965-11-06,Frankfurter SG Eintracht,Eintracht Braunschweig,4 - 1
588,11,1965-11-20,Bor. Monchengladbach,1. FC Koln,2 - 3
589,12,1965-11-20,Borussia Neunkirchen,Frankfurter SG Eintracht,1 - 6
590,12,1965-11-20,Karlsruher SC,Werder Bremen,3 - 2
591,12,1965-11-20,Borussia Dortmund,Meidericher SV,1 - 1
592,12,1965-11-20,Tasmania 1900 Berlin,TSV 1860 Munchen,0 - 5
593,12,1965-11-20,1. FC Nurnberg,Hannover 96,2 - 1
594,12,1965-11-20,Hamburger SV,VfB Stuttgart,4 - 1
595,12,1965-11-20,Bayern Munchen,1. FC Kaiserslautern,3 - 0
